# time, std
1699,13.7508
1700,13.7608
1701,13.7589
1702,13.7301
1703,13.7326
1704,13.6928
1705,13.715
1706,13.7147
1707,13.6859
1708,13.6844
1709,13.7041
1710,13.6881
1711,13.6738
1712,13.6362
1713,13.5647
1714,13.5538
1715,13.4804
1716,13.4719
1717,13.4043
1718,13.3888
1719,13.4025
1720,13.4373
1721,13.4003
1722,13.382
1723,13.3539
1724,13.3556
1725,13.3522
1726,13.3365
1727,13.3041
1728,13.2896
1729,13.2463
1730,13.2411
1731,13.2278
1732,13.1887
1733,13.1736
1734,13.1362
1735,13.1378
1736,13.1556
1737,13.176
1738,13.1501
1739,13.163
1740,13.1359
1741,13.0615
1742,13.0424
1743,12.9843
1744,12.9361
1745,12.9173
1746,12.8777
1747,12.8458
1748,12.8079
1749,12.8065
1750,12.7952
1751,12.791
1752,12.7806
1753,12.7168
1754,12.7259
1755,12.6971
1756,12.6744
1757,12.6647
1758,12.6743
1759,12.6801
1760,12.6765
1761,12.6715
1762,12.6055
1763,12.5638
1764,12.5667
1765,12.535
1766,12.5448
1767,12.5145
1768,12.5005
1769,12.4757
1770,12.4611
1771,12.4088
1772,12.3885
1773,12.4226
1774,12.4044
1775,12.3654
1776,12.36
1777,12.3567
1778,12.3734
1779,12.357
1780,12.3668
1781,12.3357
1782,12.2796
1783,12.2098
1784,12.211
1785,12.2199
1786,12.1982
1787,12.1983
1788,12.1672
1789,12.1713
1790,12.1961
1791,12.2122
1792,12.1592
1793,12.1405
1794,12.1125
1795,12.0979
1796,12.1083
1797,12.1034
1798,12.0767
1799,12.0385
1800,12.0428
1801,12.0327
1802,12.0084
1803,12.0157
1804,12.005
1805,12.014
1806,12.0252
1807,12.0122
1808,11.9674
1809,11.9133
1810,11.9024
1811,11.8461
1812,11.8603
1813,11.8286
1814,11.8134
1815,11.7872
1816,11.7829
1817,11.7508
1818,11.7532
1819,11.7144
1820,11.6542
1821,11.6388
1822,11.5971
1823,11.6012
1824,11.5881
1825,11.5834
1826,11.6029
1827,11.5223
1828,11.5036
1829,11.4926
1830,11.4971
1831,11.4401
1832,11.3944
1833,11.3819
1834,11.3581
1835,11.327
1836,11.3274
1837,11.286
1838,11.2863
1839,11.2649
1840,11.2532
1841,11.277
1842,11.2883
1843,11.2843
1844,11.2857
1845,11.2295
1846,11.1561
1847,11.151
1848,11.1607
1849,11.16
1850,11.1467
1851,11.1461
1852,11.1572
1853,11.1395
1854,11.1437
1855,11.1653
1856,11.1338
1857,11.1289
1858,11.082
1859,11.0603
1860,11.0586
1861,10.9668
1862,10.9571
1863,10.8898
1864,10.8554
1865,10.8366
1866,10.8659
1867,10.8556
1868,10.8364
1869,10.8138
1870,10.804
1871,10.8025
1872,10.7845
1873,10.7783
1874,10.7644
1875,10.7679
1876,10.7904
1877,10.7824
1878,10.7801
1879,10.7809
1880,10.7191
1881,10.6915
1882,10.703
1883,10.7087
1884,10.7275
1885,10.7131
1886,10.6841
1887,10.6991
1888,10.7006
1889,10.6909
1890,10.702
1891,10.6915
1892,10.6547
1893,10.6159
1894,10.6091
1895,10.5863
1896,10.5873
1897,10.5802
1898,10.5731
1899,10.5579
1900,10.5632
1901,10.4712
1902,10.4677
1903,10.4103
1904,10.3936
1905,10.42
1906,10.3829
1907,10.3427
1908,10.316
1909,10.2233
1910,10.215
1911,10.1989
1912,10.1782
1913,10.1806
1914,10.1759
1915,10.1499
1916,10.1516
1917,10.1344
1918,10.0799
1919,10.0613
1920,10.0397
1921,10.0155
1922,9.9912
1923,9.96529
1924,9.95551
1925,9.95365
1926,9.933
1927,9.94467
1928,9.94272
1929,9.92954
1930,9.92953
1931,9.89778
1932,9.85962
1933,9.86873
