# time, mean
479,0.67
480,0.68
481,0.69
482,0.68
483,0.7
484,0.7
485,0.72
486,0.72
487,0.74
488,0.75
489,0.71
490,0.7
491,0.73
492,0.7
493,0.69
494,0.68
495,0.66
496,0.66
497,0.64
498,0.64
499,0.64
500,0.65
501,0.65
502,0.64
503,0.68
504,0.68
505,0.67
506,0.68
507,0.7
508,0.76
509,0.73
510,0.71
511,0.74
512,0.75
513,0.75
514,0.74
515,0.74
516,0.74
517,0.75
518,0.74
519,0.7
520,0.72
521,0.73
522,0.73
523,0.7
524,0.69
525,0.68
526,0.69
527,0.67
528,0.69
529,0.69
530,0.69
531,0.71
532,0.69
533,0.69
534,0.69
535,0.7
536,0.69
537,0.66
538,0.69
539,0.67
540,0.66
541,0.66
542,0.7
543,0.73
544,0.76
545,0.77
546,0.81
547,0.81
548,0.8
549,0.83
550,0.84
551,0.85
552,0.85
553,0.85
554,0.89
555,0.89
556,0.92
557,0.91
558,0.93
559,0.9
560,0.9
561,0.88
562,0.91
563,0.91
564,0.93
565,0.97
566,0.99
567,0.96
568,0.95
569,0.94
570,0.94
571,0.95
572,1
573,1.03
574,1.04
575,1.04
576,0.99
577,0.97
578,1
579,0.98
580,1
581,0.99
582,1
583,1.01
584,0.97
585,0.99
586,1
587,1
588,1
589,1.04
590,1.02
591,1.05
592,1.03
593,1.04
594,1.03
595,1.04
596,0.99
597,0.97
598,0.99
599,0.98
600,0.96
601,0.96
602,0.94
603,0.94
604,0.92
605,0.9
606,0.91
607,0.94
608,0.95
609,0.95
610,0.98
611,1
612,0.99
613,0.97
614,0.93
615,0.92
616,0.93
617,0.92
618,0.93
619,0.93
620,0.93
621,0.9
622,0.9
623,0.91
624,0.92
625,0.92
626,0.97
627,0.98
628,0.97
629,0.99
630,0.99
631,0.97
632,0.96
633,0.95
634,0.95
635,0.95
636,1
637,1.01
638,1
639,1.04
640,1.06
641,1.11
642,1.15
643,1.19
644,1.2
645,1.2
646,1.21
647,1.21
648,1.21
649,1.15
650,1.14
651,1.15
652,1.15
653,1.15
654,1.14
655,1.17
656,1.16
657,1.2
658,1.2
659,1.19
660,1.18
661,1.23
662,1.19
663,1.2
664,1.21
665,1.2
666,1.24
667,1.24
668,1.25
669,1.23
670,1.18
671,1.18
672,1.19
673,1.21
674,1.2
675,1.2
676,1.22
677,1.18
678,1.15
679,1.16
680,1.17
681,1.21
682,1.21
683,1.24
684,1.25
685,1.25
686,1.28
687,1.26
688,1.24
689,1.24
690,1.21
691,1.19
692,1.18
693,1.18
694,1.22
695,1.19
696,1.22
697,1.19
698,1.21
699,1.25
700,1.22
701,1.22
702,1.24
703,1.26
704,1.27
705,1.26
706,1.29
707,1.28
708,1.31
709,1.33
710,1.35
711,1.35
712,1.34
