Time,Healthy,Undetectable,Detectable
0,100,0,0
1,100,0,0
2,100,0,0
3,99,1,0
4,99,1,0
5,99,1,0
6,99,1,0
7,99,1,0
8,99,1,0
9,99,1,0
10,99,1,0
11,98,2,0
12,98,2,0
13,98,2,0
14,98,2,0
15,98,2,0
16,98,2,0
17,98,2,0
18,98,2,0
19,98,2,0
20,98,2,0
21,98,2,0
22,97,3,0
23,97,3,0
24,97,3,0
25,96,4,0
26,96,4,0
27,96,4,0
28,96,3,1
29,96,3,1
30,96,3,1
31,96,3,1
32,96,3,1
33,96,2,2
34,96,2,2
35,96,2,2
36,96,2,2
37,96,2,2
38,95,3,2
39,95,3,2
40,95,3,2
41,95,3,2
42,95,3,2
43,95,3,2
44,95,3,2
45,95,3,2
46,95,3,2
47,95,3,2
48,95,3,2
49,95,3,2
50,95,3,2
51,95,3,2
52,95,3,2
53,95,3,2
54,95,3,2
55,95,3,2
56,95,3,2
57,95,2,3
58,95,2,3
59,95,2,3
60,95,2,3
61,94,3,3
62,94,3,3
63,94,3,3
64,94,3,3
65,94,3,3
66,94,3,3
67,94,3,3
68,94,3,3
69,93,4,3
70,93,4,3
71,93,4,3
72,92,5,3
73,92,5,3
74,92,5,3
75,92,5,3
76,92,5,3
77,92,5,3
78,92,5,3
79,92,5,3
80,92,5,3
81,92,5,3
82,92,5,3
83,91,6,3
84,91,6,3
85,91,6,3
86,91,6,3
87,91,5,4
88,91,5,4
89,91,5,4
90,91,4,5
91,91,4,5
92,91,4,5
93,91,4,5
94,91,4,5
95,91,4,5
96,91,4,5
97,91,4,5
98,91,4,5
99,91,4,5
100,91,4,5
101,91,4,5
102,91,4,5
103,91,4,5
104,91,4,5
105,91,3,6
106,91,3,6
107,91,3,6
108,91,3,6
109,91,3,6
110,91,3,6
111,91,3,6
112,90,4,6
113,90,4,6
114,90,4,6
115,90,4,6
116,90,4,6
117,90,4,6
118,90,3,7
119,90,3,7
120,90,3,7
121,90,3,7
122,90,3,7
123,90,2,8
124,90,2,8
125,90,2,8
126,90,2,8
127,90,2,8
128,90,2,8
129,90,2,8
130,89,3,8
131,89,3,8
132,88,4,8
133,88,4,8
134,88,4,8
135,88,4,8
136,88,4,8
137,88,4,8
138,88,4,8
139,88,4,8
140,87,5,8
141,87,5,8
142,87,5,8
143,87,5,8
144,87,5,8
145,87,5,8
146,87,5,8
147,87,5,8
148,87,5,8
149,87,5,8
150,87,4,9
151,87,4,9
152,87,4,9
153,87,4,9
154,87,4,9
155,87,4,9
156,87,4,9
157,87,4,9
158,87,4,9
159,87,4,9
160,87,4,9
161,87,4,9
162,87,4,9
163,87,4,9
164,87,4,9
165,87,4,9
166,87,4,9
167,86,5,9
168,86,5,9
169,86,5,9
170,86,5,9
171,86,5,9
172,86,5,9
173,86,5,9
174,86,4,10
175,86,4,10
176,86,4,10
177,86,4,10
178,86,4,10
179,86,4,10
180,86,4,10
181,86,4,10
182,86,4,10
183,85,5,10
184,85,5,10
185,85,5,10
186,85,5,10
187,85,5,10
188,84,6,10
189,84,6,10
190,84,6,10
191,83,7,10
192,83,6,11
193,83,6,11
194,83,6,11
195,83,6,11
196,83,6,11
197,83,5,12
198,82,5,13
199,82,5,13
200,82,5,13
201,82,5,13
202,82,5,13
203,82,5,13
204,82,5,13
205,82,5,13
206,82,5,13
207,82,5,13
208,82,5,13
209,82,5,13
210,82,5,13
211,82,5,13
212,82,5,13
213,81,6,13
214,81,5,14
215,80,6,14
216,80,6,14
217,79,7,14
218,79,7,14
219,79,7,14
220,79,7,14
221,79,7,14
222,77,9,14
223,77,9,14
224,77,9,14
225,76,10,14
226,76,10,14
227,76,9,15
228,76,9,15
229,76,9,15
230,76,9,15
231,76,9,15
232,75,10,15
233,75,10,15
234,75,10,15
235,75,10,15
236,74,11,15
237,74,11,15
238,74,11,15
239,74,11,15
240,74,11,15
241,74,10,16
242,73,10,17
243,73,10,17
244,73,10,17
245,72,10,18
246,72,10,18
247,72,10,18
248,72,10,18
249,72,10,18
250,71,11,18
251,71,11,18
252,71,9,20
253,71,9,20
254,71,9,20
255,71,9,20
256,71,8,21
257,71,8,21
258,71,8,21
259,71,8,21
260,71,8,21
261,71,8,21
262,71,8,21
263,71,7,22
264,71,7,22
265,71,7,22
266,71,7,22
267,71,7,22
268,71,7,22
269,71,7,22
270,71,7,22
271,71,7,22
272,71,7,22
273,71,7,22
274,71,7,22
275,71,7,22
276,71,7,22
277,71,7,22
278,71,7,22
279,71,7,22
280,71,7,22
281,71,6,23
282,71,6,23
283,71,6,23
284,71,6,23
285,71,5,24
286,71,5,24
287,69,7,24
288,69,7,24
289,69,6,25
290,69,6,25
291,69,6,25
292,69,6,25
293,69,6,25
294,69,6,25
295,69,6,25
296,69,6,25
297,69,6,25
298,69,6,25
299,69,6,25
300,67,8,25
301,67,8,25
302,67,7,26
303,67,7,26
304,67,7,26
305,67,7,26
306,67,7,26
307,67,7,26
308,67,7,26
309,67,7,26
310,67,7,26
311,67,7,26
312,67,6,27
313,67,6,27
314,67,6,27
315,67,6,27
316,67,6,27
317,67,6,27
318,67,6,27
319,67,6,27
320,67,6,27
321,67,6,27
322,67,6,27
323,67,6,27
324,67,5,28
325,67,5,28
326,67,5,28
327,66,6,28
328,66,5,29
329,66,5,29
330,66,5,29
331,66,5,29
332,66,5,29
333,66,5,29
334,66,5,29
335,66,5,29
336,66,5,29
337,66,5,29
338,66,5,29
339,66,5,29
340,66,5,29
341,66,5,29
342,66,5,29
343,66,5,29
344,66,5,29
345,65,6,29
346,65,6,29
347,64,6,30
348,64,6,30
349,64,6,30
350,64,6,30
351,64,6,30
352,64,6,30
353,64,6,30
354,64,6,30
355,64,6,30
356,64,6,30
357,64,6,30
358,64,5,31
359,64,5,31
360,64,5,31
361,64,5,31
362,64,5,31
363,64,5,31
364,63,6,31
365,63,5,32
366,63,5,32
367,63,5,32
368,63,5,32
369,62,6,32
370,62,6,32
371,62,6,32
372,62,6,32
373,62,6,32
374,62,6,32
375,62,6,32
376,62,6,32
377,62,6,32
378,62,3,35
379,62,3,35
380,62,3,35
381,62,2,36
382,62,2,36
383,62,2,36
384,62,2,36
385,62,2,36
386,62,2,36
387,62,2,36
388,62,2,36
389,61,3,36
390,61,2,37
391,61,2,37
392,60,3,37
393,60,3,37
394,60,3,37
395,60,3,37
396,60,3,37
397,60,3,37
398,59,4,37
399,58,5,37
400,58,5,37
401,58,4,38
402,58,4,38
403,58,4,38
404,58,4,38
405,58,4,38
406,57,5,38
407,56,5,39
408,56,5,39
409,56,5,39
410,56,5,39
411,56,5,39
412,56,5,39
413,56,5,39
