time,detectable sentinels lower
955.0,19.82464850199844
956.0,19.922048721235004
957.0,20.04039639993543
958.0,20.06475578395781
959.0,20.235587482463135
960.0,20.331475790160756
961.0,20.379416524695763
962.0,20.481705630816343
963.0,20.636717730342923
964.0,20.757887297750912
965.0,20.90401913619705
966.0,21.02795677031683
967.0,21.10468799056374
968.0,21.26679137511793
969.0,21.41995980351979
970.0,21.54664683720885
971.0,21.62127957283341
972.0,21.723651231778565
973.0,21.792001421716765
974.0,21.904552367436764
975.0,22.026428220789505
976.0,22.145842955233288
977.0,22.205864357632652
978.0,22.314827873137645
979.0,22.425761796422524
980.0,22.47314452533185
981.0,22.5806613853049
982.0,22.664142416400832
983.0,22.770937381532512
984.0,22.907269886591433
985.0,23.074689911790152
986.0,23.177162517626613
987.0,23.31284568877519
988.0,23.489305872230346
989.0,23.599577468717712
990.0,23.698571473421726
991.0,23.83160084678767
992.0,23.967386014769946
993.0,24.012816920978608
994.0,24.075335561913764
995.0,24.134032260907517
996.0,24.198326129072445
997.0,24.312306637403825
998.0,24.34183521405663
999.0,24.507365718548108
1000.0,24.629889467104846
1001.0,24.735904134722855
1002.0,24.86108415384626
1003.0,24.984549841877403
1004.0,25.139644408639324
1005.0,25.28046421291743
1006.0,25.36482525493477
1007.0,25.49458144686081
1008.0,25.586073303517818
1009.0,25.742063995252074
1010.0,25.870321122912063
1011.0,25.915928836156294
1012.0,25.95691633352686
1013.0,26.041267761220855
1014.0,26.1436167542023
1015.0,26.237194351404273
1016.0,26.32463981066673
1017.0,26.42858398131374
1018.0,26.588684247565354
1019.0,26.717314097820154
1020.0,26.830865770619038
1021.0,26.94343040939146
1022.0,27.091763640667555
1023.0,27.217132025369825
1024.0,27.318352646850066
1025.0,27.5326106137989
1026.0,27.64112636549677
1027.0,27.719465132350955
1028.0,27.947584779967592
1029.0,28.11704183664084
1030.0,28.317557019496647
1031.0,28.462552692326
1032.0,28.588184811292543
1033.0,28.665302270305315
1034.0,28.787932084608087
1035.0,28.949985023539245
1036.0,29.08306526960354
1037.0,29.224579328136944
1038.0,29.386306964040095
1039.0,29.458949639266816
1040.0,29.582912222054595
1041.0,29.658849133088122
1042.0,29.787870032766747
1043.0,29.93958565082626
1044.0,30.039181599952656
1045.0,30.14598370585791
1046.0,30.275990104079895
1047.0,30.37864222552415
1048.0,30.48298653838335
1049.0,30.52875749240889
1050.0,30.653098885646365
1051.0,30.729525738513903
1052.0,30.859140441251938
1053.0,30.953226508089205
1054.0,31.03013806327658
1055.0,31.247647801377777
1056.0,31.309195342833824
1057.0,31.419872665878902
1058.0,31.56561850461983
