time,undetectable sentinels upper
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.10949874371066197
23.0,0.10949874371066197
24.0,0.10949874371066197
25.0,0.10949874371066197
26.0,0.10949874371066197
27.0,0.10949874371066197
28.0,0.10949874371066197
29.0,0.10949874371066197
30.0,0.10949874371066197
31.0,0.10949874371066197
32.0,0.15999999999999992
33.0,0.15999999999999992
34.0,0.15999999999999992
35.0,0.15999999999999992
36.0,0.10949874371066198
37.0,0.10949874371066198
38.0,0.15999999999999992
39.0,0.2515851980616033
40.0,0.2515851980616033
41.0,0.2515851980616033
42.0,0.2515851980616033
43.0,0.2515851980616033
44.0,0.2515851980616033
45.0,0.2515851980616033
46.0,0.2515851980616033
47.0,0.2515851980616033
48.0,0.2515851980616033
49.0,0.2515851980616033
50.0,0.2515851980616033
51.0,0.28166091947189126
52.0,0.2515851980616033
53.0,0.2515851980616033
54.0,0.2515851980616033
55.0,0.28166091947189126
56.0,0.20058722109231986
57.0,0.20058722109231986
58.0,0.20058722109231986
59.0,0.20058722109231986
60.0,0.20058722109231986
61.0,0.20058722109231986
62.0,0.23595917942265413
63.0,0.23595917942265413
64.0,0.23595917942265413
65.0,0.20058722109231994
66.0,0.23595917942265407
67.0,0.23595917942265407
68.0,0.23595917942265407
69.0,0.23595917942265407
70.0,0.23595917942265407
71.0,0.23595917942265407
72.0,0.23595917942265407
73.0,0.267944947177034
74.0,0.267944947177034
75.0,0.267944947177034
76.0,0.297486841740758
77.0,0.3617190429162962
78.0,0.3617190429162962
79.0,0.3617190429162962
80.0,0.38594117081556667
81.0,0.38594117081556667
82.0,0.439141805001922
83.0,0.439141805001922
84.0,0.439141805001922
85.0,0.4605551275463987
86.0,0.4605551275463987
87.0,0.4605551275463987
88.0,0.4605551275463987
89.0,0.5073663297261107
90.0,0.5073663297261107
91.0,0.48729833462074146
92.0,0.3859411708155667
93.0,0.3859411708155667
94.0,0.4092177939902477
95.0,0.4316624790355398
96.0,0.4316624790355398
97.0,0.4092177939902477
98.0,0.4092177939902477
99.0,0.3512931993250109
100.0,0.3512931993250109
101.0,0.37618176042508356
102.0,0.3999999999999999
103.0,0.3999999999999999
104.0,0.3999999999999999
105.0,0.42288975694324044
106.0,0.42288975694324044
107.0,0.4449615361854386
108.0,0.4449615361854386
109.0,0.4449615361854386
110.0,0.4449615361854386
111.0,0.4449615361854386
112.0,0.4449615361854386
113.0,0.4449615361854386
114.0,0.4449615361854386
115.0,0.4449615361854386
116.0,0.4449615361854386
117.0,0.4449615361854386
118.0,0.4449615361854386
119.0,0.49482872693909385
120.0,0.49482872693909385
121.0,0.49482872693909385
122.0,0.47440090293338716
123.0,0.45336569426778806
124.0,0.45336569426778806
125.0,0.45336569426778806
126.0,0.47440090293338716
127.0,0.47440090293338716
128.0,0.47440090293338716
129.0,0.47440090293338716
130.0,0.47440090293338716
131.0,0.45336569426778806
132.0,0.5015756805667784
133.0,0.5460528812542942
134.0,0.5269397989875162
135.0,0.5269397989875162
136.0,0.5269397989875162
137.0,0.5647352116319062
138.0,0.5647352116319062
139.0,0.5830127018922198
140.0,0.6230334761116094
141.0,0.64021271782035
142.0,0.64021271782035
143.0,0.6570744176750623
144.0,0.6184417464955735
145.0,0.6356314299957805
146.0,0.6570744176750623
147.0,0.64021271782035
148.0,0.6184417464955734
149.0,0.6570744176750623
150.0,0.64021271782035
151.0,0.6009081537009724
152.0,0.5830127018922198
