time,detectable sentinels mean
179.0,0.28
180.0,0.29
181.0,0.3
182.0,0.32
183.0,0.33
184.0,0.34
185.0,0.34
186.0,0.35
187.0,0.35
188.0,0.35
189.0,0.35
190.0,0.36
191.0,0.37
192.0,0.37
193.0,0.38
194.0,0.38
195.0,0.4
196.0,0.4
197.0,0.41
198.0,0.41
199.0,0.41
200.0,0.43
201.0,0.43
202.0,0.43
203.0,0.45
204.0,0.45
205.0,0.46
206.0,0.46
207.0,0.47
208.0,0.47
209.0,0.47
210.0,0.48
211.0,0.48
212.0,0.48
213.0,0.48
214.0,0.49
215.0,0.5
216.0,0.51
217.0,0.51
218.0,0.51
219.0,0.52
220.0,0.53
221.0,0.55
222.0,0.56
223.0,0.56
224.0,0.57
225.0,0.57
226.0,0.57
227.0,0.57
228.0,0.57
229.0,0.58
230.0,0.58
231.0,0.59
232.0,0.61
233.0,0.62
234.0,0.62
235.0,0.62
236.0,0.63
237.0,0.63
238.0,0.63
239.0,0.64
240.0,0.64
241.0,0.65
242.0,0.65
243.0,0.68
244.0,0.7
245.0,0.72
246.0,0.72
247.0,0.73
248.0,0.73
249.0,0.74
250.0,0.74
251.0,0.77
252.0,0.78
253.0,0.79
254.0,0.8
255.0,0.81
256.0,0.83
257.0,0.86
258.0,0.87
259.0,0.87
260.0,0.87
261.0,0.87
262.0,0.89
263.0,0.89
264.0,0.9
265.0,0.92
266.0,0.92
267.0,0.93
268.0,0.94
269.0,0.96
270.0,0.96
271.0,0.96
272.0,0.97
273.0,1.0
274.0,1.0
275.0,1.0
276.0,1.04
277.0,1.04
278.0,1.04
279.0,1.04
280.0,1.04
281.0,1.05
282.0,1.05
283.0,1.06
284.0,1.06
285.0,1.06
286.0,1.08
287.0,1.1
288.0,1.1
289.0,1.11
290.0,1.12
291.0,1.13
292.0,1.13
293.0,1.14
294.0,1.16
295.0,1.18
296.0,1.2
297.0,1.21
298.0,1.21
299.0,1.23
300.0,1.24
301.0,1.25
302.0,1.25
303.0,1.27
304.0,1.29
305.0,1.3
306.0,1.33
307.0,1.35
308.0,1.37
309.0,1.39
310.0,1.4
311.0,1.41
312.0,1.41
313.0,1.42
314.0,1.43
315.0,1.43
316.0,1.43
317.0,1.43
318.0,1.45
319.0,1.46
320.0,1.46
321.0,1.47
322.0,1.48
323.0,1.49
324.0,1.49
325.0,1.51
326.0,1.52
327.0,1.54
328.0,1.55
329.0,1.57
330.0,1.57
331.0,1.57
332.0,1.57
333.0,1.6
334.0,1.61
335.0,1.61
336.0,1.61
337.0,1.63
338.0,1.63
339.0,1.65
340.0,1.65
341.0,1.66
342.0,1.68
343.0,1.71
344.0,1.72
345.0,1.73
346.0,1.75
347.0,1.78
348.0,1.78
349.0,1.78
350.0,1.79
351.0,1.81
352.0,1.81
353.0,1.84
354.0,1.87
355.0,1.88
356.0,1.9
357.0,1.91
358.0,1.94
359.0,1.96
360.0,1.98
361.0,2.0
362.0,2.01
363.0,2.03
364.0,2.05
365.0,2.08
366.0,2.09
367.0,2.12
368.0,2.16
369.0,2.16
370.0,2.2
371.0,2.21
372.0,2.22
373.0,2.23
374.0,2.24
375.0,2.28
376.0,2.3
377.0,2.31
378.0,2.32
379.0,2.33
380.0,2.35
381.0,2.37
382.0,2.39
383.0,2.4
384.0,2.43
385.0,2.48
386.0,2.53
387.0,2.53
388.0,2.57
389.0,2.58
390.0,2.6
391.0,2.62
392.0,2.65
393.0,2.69
394.0,2.69
395.0,2.71
396.0,2.73
397.0,2.74
398.0,2.75
399.0,2.77
400.0,2.79
401.0,2.8
402.0,2.84
403.0,2.87
404.0,2.88
405.0,2.89
406.0,2.92
407.0,2.93
408.0,2.95
409.0,2.98
410.0,3.01
411.0,3.09
412.0,3.12
413.0,3.16
414.0,3.2
415.0,3.21
416.0,3.23
417.0,3.25
418.0,3.29
419.0,3.31
420.0,3.34
421.0,3.35
422.0,3.38
423.0,3.39
424.0,3.42
425.0,3.43
426.0,3.45
427.0,3.48
428.0,3.48
429.0,3.49
430.0,3.5
431.0,3.53
432.0,3.56
433.0,3.61
434.0,3.63
435.0,3.67
436.0,3.68
437.0,3.7
438.0,3.7
439.0,3.73
440.0,3.73
441.0,3.77
442.0,3.77
443.0,3.8
444.0,3.85
445.0,3.89
446.0,3.93
447.0,3.95
448.0,3.98
449.0,4.04
450.0,4.06
451.0,4.08
452.0,4.1
453.0,4.13
454.0,4.17
455.0,4.19
456.0,4.22
457.0,4.25
458.0,4.26
459.0,4.3
460.0,4.32
461.0,4.32
462.0,4.34
463.0,4.36
464.0,4.38
465.0,4.45
466.0,4.5
467.0,4.53
468.0,4.57
469.0,4.62
470.0,4.64
471.0,4.65
472.0,4.68
473.0,4.71
474.0,4.74
475.0,4.77
476.0,4.81
477.0,4.84
478.0,4.86
479.0,4.89
480.0,4.93
481.0,4.95
482.0,4.97
483.0,5.01
484.0,5.02
485.0,5.06
486.0,5.11
487.0,5.14
488.0,5.14
489.0,5.16
490.0,5.17
491.0,5.23
492.0,5.25
493.0,5.3
494.0,5.33
495.0,5.36
496.0,5.36
497.0,5.38
498.0,5.4
499.0,5.42
500.0,5.43
501.0,5.44
502.0,5.52
503.0,5.56
504.0,5.62
505.0,5.66
506.0,5.7
507.0,5.73
508.0,5.81
509.0,5.85
510.0,5.87
511.0,5.91
512.0,5.95
513.0,5.97
514.0,5.99
515.0,6.02
516.0,6.04
517.0,6.05
518.0,6.13
519.0,6.17
520.0,6.21
521.0,6.26
522.0,6.29
523.0,6.32
524.0,6.34
525.0,6.37
526.0,6.39
527.0,6.41
528.0,6.46
529.0,6.52
530.0,6.54
531.0,6.55
532.0,6.56
533.0,6.61
534.0,6.63
535.0,6.7
536.0,6.76
537.0,6.81
538.0,6.85
539.0,6.88
540.0,6.93
541.0,6.95
542.0,6.98
543.0,6.99
544.0,7.05
545.0,7.09
546.0,7.16
547.0,7.21
548.0,7.24
549.0,7.27
550.0,7.3
551.0,7.31
552.0,7.32
553.0,7.35
554.0,7.38
555.0,7.42
556.0,7.46
557.0,7.53
558.0,7.59
559.0,7.62
560.0,7.64
561.0,7.69
562.0,7.73
563.0,7.77
564.0,7.83
565.0,7.89
566.0,7.98
567.0,8.05
568.0,8.09
569.0,8.12
570.0,8.18
571.0,8.26
572.0,8.31
573.0,8.42
574.0,8.44
575.0,8.47
576.0,8.54
577.0,8.59
578.0,8.66
579.0,8.71
580.0,8.77
581.0,8.85
582.0,8.97
583.0,9.02
584.0,9.05
585.0,9.09
586.0,9.11
587.0,9.14
588.0,9.19
589.0,9.24
590.0,9.29
591.0,9.33
592.0,9.35
593.0,9.39
594.0,9.45
595.0,9.51
596.0,9.55
597.0,9.59
598.0,9.68
599.0,9.78
600.0,9.85
601.0,9.91
602.0,9.96
603.0,10.02
604.0,10.04
605.0,10.07
606.0,10.15
607.0,10.2
608.0,10.24
609.0,10.29
610.0,10.36
611.0,10.41
612.0,10.46
613.0,10.56
614.0,10.61
615.0,10.7
616.0,10.74
617.0,10.78
618.0,10.84
619.0,10.9
620.0,10.98
621.0,11.02
622.0,11.04
623.0,11.13
624.0,11.16
625.0,11.19
626.0,11.24
627.0,11.25
628.0,11.31
629.0,11.38
630.0,11.43
631.0,11.46
632.0,11.5
633.0,11.56
634.0,11.63
635.0,11.7
636.0,11.75
637.0,11.81
638.0,11.85
639.0,11.94
640.0,12.01
641.0,12.07
642.0,12.13
643.0,12.16
644.0,12.24
645.0,12.29
646.0,12.36
647.0,12.41
648.0,12.49
649.0,12.57
650.0,12.61
651.0,12.64
652.0,12.68
653.0,12.75
654.0,12.8
655.0,12.89
656.0,12.92
657.0,12.99
658.0,13.02
659.0,13.08
660.0,13.19
661.0,13.24
662.0,13.27
663.0,13.31
664.0,13.36
665.0,13.42
666.0,13.48
667.0,13.53
668.0,13.61
669.0,13.68
670.0,13.72
671.0,13.81
672.0,13.88
673.0,13.94
674.0,14.01
675.0,14.08
676.0,14.13
677.0,14.16
678.0,14.28
679.0,14.3
680.0,14.35
681.0,14.43
682.0,14.48
683.0,14.53
684.0,14.63
685.0,14.72
686.0,14.8
687.0,14.89
688.0,14.97
689.0,15.08
690.0,15.16
691.0,15.26
692.0,15.36
693.0,15.4
694.0,15.52
695.0,15.62
696.0,15.7
697.0,15.79
698.0,15.88
699.0,15.95
700.0,16.07
701.0,16.13
702.0,16.17
703.0,16.21
704.0,16.28
705.0,16.34
706.0,16.41
707.0,16.5
708.0,16.59
709.0,16.67
710.0,16.69
711.0,16.76
712.0,16.84
713.0,16.95
714.0,17.02
715.0,17.06
716.0,17.09
717.0,17.17
718.0,17.24
719.0,17.34
720.0,17.4
721.0,17.55
722.0,17.61
723.0,17.8
724.0,17.84
725.0,17.92
726.0,18.0
727.0,18.05
728.0,18.1
729.0,18.17
730.0,18.24
731.0,18.32
732.0,18.38
733.0,18.46
734.0,18.49
735.0,18.56
736.0,18.68
737.0,18.75
738.0,18.81
739.0,18.87
740.0,18.94
741.0,19.03
742.0,19.12
743.0,19.22
744.0,19.31
745.0,19.37
746.0,19.44
747.0,19.52
748.0,19.58
749.0,19.67
750.0,19.76
751.0,19.82
752.0,19.92
753.0,20.01
754.0,20.11
755.0,20.18
756.0,20.37
757.0,20.49
758.0,20.62
759.0,20.67
760.0,20.74
761.0,20.86
762.0,20.94
763.0,21.05
764.0,21.15
765.0,21.22
766.0,21.28
767.0,21.3
768.0,21.38
769.0,21.48
770.0,21.59
771.0,21.7
772.0,21.81
773.0,21.9
774.0,21.98
775.0,22.11
776.0,22.24
777.0,22.38
778.0,22.47
779.0,22.59
780.0,22.66
781.0,22.77
782.0,22.87
783.0,22.98
784.0,23.09
785.0,23.14
786.0,23.24
787.0,23.3
788.0,23.47
789.0,23.56
790.0,23.61
791.0,23.68
792.0,23.82
793.0,23.89
794.0,23.98
795.0,24.11
796.0,24.29
797.0,24.36
798.0,24.47
799.0,24.57
800.0,24.65
801.0,24.76
802.0,24.86
803.0,24.99
804.0,25.14
805.0,25.25
806.0,25.31
807.0,25.42
808.0,25.54
809.0,25.65
810.0,25.78
811.0,25.87
812.0,25.95
813.0,26.03
814.0,26.12
815.0,26.33
816.0,26.41
817.0,26.5
818.0,26.61
819.0,26.72
820.0,26.87
821.0,26.98
822.0,27.11
823.0,27.25
824.0,27.34
825.0,27.46
826.0,27.55
827.0,27.67
828.0,27.7
829.0,27.77
830.0,27.91
831.0,28.05
832.0,28.18
833.0,28.27
834.0,28.35
835.0,28.5
836.0,28.64
837.0,28.77
838.0,28.85
839.0,29.01
840.0,29.11
841.0,29.25
842.0,29.32
843.0,29.46
844.0,29.61
845.0,29.76
846.0,29.89
847.0,29.98
848.0,30.14
849.0,30.27
850.0,30.38
851.0,30.46
852.0,30.61
853.0,30.76
854.0,30.84
855.0,30.97
856.0,31.08
857.0,31.18
858.0,31.27
859.0,31.37
860.0,31.49
861.0,31.65
862.0,31.7
863.0,31.85
864.0,31.92
865.0,32.0
866.0,32.13
867.0,32.21
868.0,32.3
869.0,32.39
870.0,32.51
871.0,32.57
872.0,32.67
873.0,32.78
874.0,32.91
875.0,33.03
876.0,33.21
877.0,33.29
878.0,33.4
879.0,33.49
880.0,33.64
881.0,33.77
882.0,33.86
883.0,33.97
884.0,34.02
885.0,34.09
886.0,34.21
887.0,34.4
888.0,34.49
889.0,34.57
890.0,34.64
891.0,34.75
892.0,34.86
893.0,34.95
894.0,35.09
895.0,35.18
896.0,35.31
897.0,35.44
898.0,35.5
899.0,35.55
900.0,35.64
901.0,35.74
902.0,35.88
903.0,36.01
904.0,36.14
905.0,36.21
906.0,36.33
907.0,36.49
908.0,36.58
909.0,36.74
910.0,36.89
911.0,36.96
912.0,37.14
913.0,37.27
914.0,37.35
915.0,37.45
916.0,37.55
917.0,37.65
918.0,37.76
919.0,37.87
920.0,38.0
921.0,38.08
922.0,38.14
923.0,38.27
924.0,38.34
925.0,38.44
926.0,38.58
927.0,38.67
928.0,38.79
929.0,38.92
930.0,38.98
931.0,39.09
932.0,39.23
933.0,39.34
934.0,39.41
935.0,39.57
936.0,39.66
937.0,39.82
938.0,39.93
939.0,40.03
940.0,40.16
941.0,40.28
942.0,40.38
943.0,40.53
944.0,40.66
945.0,40.81
946.0,40.91
947.0,41.01
948.0,41.15
949.0,41.25
950.0,41.33
951.0,41.49
952.0,41.55
953.0,41.67
954.0,41.79
955.0,41.98
956.0,42.13
957.0,42.24
958.0,42.33
959.0,42.47
960.0,42.59
961.0,42.66
962.0,42.76
963.0,42.94
964.0,43.1
965.0,43.27
966.0,43.42
967.0,43.5
968.0,43.63
969.0,43.81
970.0,43.96
971.0,44.05
972.0,44.18
973.0,44.3
974.0,44.44
975.0,44.58
976.0,44.7
977.0,44.78
978.0,44.9
979.0,45.02
980.0,45.13
981.0,45.26
982.0,45.33
983.0,45.44
984.0,45.6
985.0,45.77
986.0,45.91
987.0,46.03
988.0,46.18
989.0,46.32
990.0,46.45
991.0,46.6
992.0,46.75
993.0,46.82
994.0,46.91
995.0,47.01
996.0,47.14
997.0,47.31
998.0,47.39
999.0,47.57
1000.0,47.7
1001.0,47.81
1002.0,47.92
1003.0,48.06
1004.0,48.2
1005.0,48.33
1006.0,48.47
1007.0,48.64
1008.0,48.75
1009.0,48.9
1010.0,49.07
1011.0,49.13
1012.0,49.21
1013.0,49.31
1014.0,49.45
1015.0,49.62
1016.0,49.75
1017.0,49.84
1018.0,49.96
1019.0,50.1
1020.0,50.22
1021.0,50.35
1022.0,50.48
1023.0,50.58
1024.0,50.69
1025.0,50.84
1026.0,50.99
1027.0,51.09
1028.0,51.28
1029.0,51.41
1030.0,51.61
1031.0,51.77
1032.0,51.92
1033.0,52.03
1034.0,52.17
1035.0,52.32
1036.0,52.44
1037.0,52.61
1038.0,52.77
1039.0,52.88
1040.0,53.0
1041.0,53.12
1042.0,53.24
1043.0,53.35
1044.0,53.5
1045.0,53.59
1046.0,53.72
1047.0,53.8
1048.0,53.92
1049.0,53.99
1050.0,54.16
1051.0,54.24
1052.0,54.36
1053.0,54.46
1054.0,54.57
1055.0,54.78
1056.0,54.86
1057.0,54.98
1058.0,55.11
1059.0,55.18
1060.0,55.3
1061.0,55.45
1062.0,55.56
1063.0,55.69
1064.0,55.84
1065.0,55.92
1066.0,55.99
1067.0,56.08
1068.0,56.18
1069.0,56.32
1070.0,56.4
1071.0,56.55
1072.0,56.64
1073.0,56.79
1074.0,56.95
1075.0,57.08
1076.0,57.21
1077.0,57.3
1078.0,57.43
1079.0,57.53
1080.0,57.63
1081.0,57.76
1082.0,57.96
1083.0,58.11
1084.0,58.25
1085.0,58.32
1086.0,58.46
1087.0,58.51
1088.0,58.69
1089.0,58.86
1090.0,59.0
1091.0,59.13
1092.0,59.23
1093.0,59.29
1094.0,59.47
1095.0,59.6
1096.0,59.76
1097.0,59.88
1098.0,60.03
1099.0,60.17
1100.0,60.43
1101.0,60.52
1102.0,60.66
1103.0,60.8
1104.0,60.89
1105.0,60.98
1106.0,61.09
1107.0,61.21
1108.0,61.32
1109.0,61.44
1110.0,61.53
1111.0,61.72
1112.0,61.8
1113.0,61.91
1114.0,62.02
1115.0,62.18
1116.0,62.28
1117.0,62.39
1118.0,62.52
1119.0,62.64
1120.0,62.73
1121.0,62.82
1122.0,62.91
1123.0,62.97
1124.0,63.12
1125.0,63.19
1126.0,63.34
1127.0,63.53
1128.0,63.68
1129.0,63.83
1130.0,63.92
1131.0,64.06
1132.0,64.15
1133.0,64.25
1134.0,64.38
1135.0,64.55
1136.0,64.65
1137.0,64.77
1138.0,64.89
1139.0,65.01
1140.0,65.11
1141.0,65.19
1142.0,65.31
1143.0,65.41
1144.0,65.53
1145.0,65.63
1146.0,65.71
1147.0,65.83
1148.0,65.95
1149.0,66.04
1150.0,66.16
1151.0,66.24
1152.0,66.34
1153.0,66.4
1154.0,66.52
1155.0,66.68
1156.0,66.77
1157.0,66.81
1158.0,66.89
1159.0,67.03
1160.0,67.19
1161.0,67.28
1162.0,67.34
1163.0,67.41
1164.0,67.54
1165.0,67.67
1166.0,67.79
1167.0,67.89
1168.0,67.93
1169.0,68.02
1170.0,68.18
1171.0,68.28
1172.0,68.39
1173.0,68.49
1174.0,68.59
1175.0,68.73
1176.0,68.8
1177.0,68.92
1178.0,69.05
1179.0,69.13
1180.0,69.33
1181.0,69.45
1182.0,69.61
1183.0,69.72
1184.0,69.85
1185.0,69.9
1186.0,70.01
1187.0,70.14
1188.0,70.21
1189.0,70.33
1190.0,70.4
1191.0,70.49
1192.0,70.59
1193.0,70.66
1194.0,70.77
1195.0,70.87
1196.0,70.97
1197.0,71.02
1198.0,71.18
1199.0,71.25
1200.0,71.35
1201.0,71.43
1202.0,71.49
1203.0,71.59
1204.0,71.7
1205.0,71.83
1206.0,71.95
1207.0,72.02
1208.0,72.13
1209.0,72.3
1210.0,72.36
1211.0,72.48
1212.0,72.63
1213.0,72.8
1214.0,72.88
1215.0,72.99
1216.0,73.09
1217.0,73.26
1218.0,73.33
1219.0,73.44
1220.0,73.58
1221.0,73.66
1222.0,73.77
1223.0,73.9
1224.0,74.0
1225.0,74.08
1226.0,74.14
1227.0,74.19
1228.0,74.28
1229.0,74.4
1230.0,74.48
1231.0,74.58
1232.0,74.74
1233.0,74.84
1234.0,74.95
1235.0,75.08
1236.0,75.18
1237.0,75.28
1238.0,75.32
1239.0,75.37
1240.0,75.41
1241.0,75.48
1242.0,75.59
1243.0,75.67
1244.0,75.75
1245.0,75.83
1246.0,75.94
1247.0,75.99
1248.0,76.09
1249.0,76.17
1250.0,76.21
1251.0,76.29
1252.0,76.41
1253.0,76.49
1254.0,76.59
1255.0,76.66
1256.0,76.72
1257.0,76.82
1258.0,76.9
1259.0,77.02
1260.0,77.14
1261.0,77.18
1262.0,77.29
1263.0,77.37
1264.0,77.47
1265.0,77.6
1266.0,77.7
1267.0,77.77
1268.0,77.84
1269.0,77.93
1270.0,78.03
1271.0,78.11
1272.0,78.23
1273.0,78.35
1274.0,78.45
1275.0,78.51
1276.0,78.59
1277.0,78.69
1278.0,78.77
1279.0,78.8
1280.0,78.92
1281.0,78.96
1282.0,79.03
1283.0,79.13
1284.0,79.2
1285.0,79.27
1286.0,79.36
1287.0,79.45
1288.0,79.56
1289.0,79.67
1290.0,79.71
1291.0,79.86
1292.0,79.93
1293.0,80.01
1294.0,80.1
1295.0,80.19
1296.0,80.25
1297.0,80.32
1298.0,80.39
1299.0,80.45
1300.0,80.54
1301.0,80.64
1302.0,80.72
1303.0,80.83
1304.0,80.86
1305.0,80.92
1306.0,80.98
1307.0,81.06
1308.0,81.14
1309.0,81.22
1310.0,81.3
1311.0,81.37
1312.0,81.44
1313.0,81.57
1314.0,81.67
1315.0,81.71
1316.0,81.76
1317.0,81.81
1318.0,81.88
1319.0,81.98
1320.0,82.03
1321.0,82.11
1322.0,82.22
1323.0,82.33
1324.0,82.43
1325.0,82.54
1326.0,82.63
1327.0,82.68
1328.0,82.81
1329.0,82.86
1330.0,82.94
1331.0,82.99
1332.0,83.02
1333.0,83.1
1334.0,83.16
1335.0,83.26
1336.0,83.35
1337.0,83.41
1338.0,83.45
1339.0,83.49
1340.0,83.55
1341.0,83.63
1342.0,83.76
1343.0,83.82
1344.0,83.86
1345.0,83.92
1346.0,84.02
1347.0,84.09
1348.0,84.14
1349.0,84.26
1350.0,84.37
1351.0,84.43
1352.0,84.54
1353.0,84.63
1354.0,84.74
1355.0,84.84
1356.0,84.93
1357.0,84.98
1358.0,85.02
1359.0,85.05
1360.0,85.1
1361.0,85.15
1362.0,85.21
1363.0,85.27
1364.0,85.33
1365.0,85.37
1366.0,85.51
1367.0,85.51
1368.0,85.6
1369.0,85.63
1370.0,85.7
1371.0,85.77
1372.0,85.81
1373.0,85.9
1374.0,85.95
1375.0,85.97
1376.0,86.03
1377.0,86.09
1378.0,86.13
1379.0,86.14
1380.0,86.21
1381.0,86.34
1382.0,86.4
1383.0,86.46
1384.0,86.5
1385.0,86.57
1386.0,86.62
1387.0,86.7
1388.0,86.75
1389.0,86.87
1390.0,86.91
1391.0,87.02
1392.0,87.13
1393.0,87.16
1394.0,87.18
1395.0,87.25
1396.0,87.32
1397.0,87.37
1398.0,87.45
1399.0,87.5
1400.0,87.52
1401.0,87.57
1402.0,87.59
1403.0,87.67
1404.0,87.72
1405.0,87.77
1406.0,87.81
1407.0,87.83
1408.0,87.84
1409.0,87.89
1410.0,87.94
1411.0,87.96
1412.0,88.02
1413.0,88.05
1414.0,88.07
1415.0,88.13
1416.0,88.18
1417.0,88.26
1418.0,88.31
1419.0,88.32
1420.0,88.35
1421.0,88.41
1422.0,88.45
1423.0,88.49
1424.0,88.55
1425.0,88.64
1426.0,88.71
1427.0,88.76
1428.0,88.84
1429.0,88.91
1430.0,88.98
1431.0,89.03
1432.0,89.08
1433.0,89.15
1434.0,89.21
1435.0,89.26
1436.0,89.28
1437.0,89.35
1438.0,89.39
1439.0,89.46
1440.0,89.51
1441.0,89.59
1442.0,89.62
1443.0,89.65
1444.0,89.69
1445.0,89.72
1446.0,89.79
1447.0,89.86
1448.0,89.92
1449.0,90.0
1450.0,90.03
1451.0,90.08
1452.0,90.15
1453.0,90.2
1454.0,90.23
1455.0,90.27
1456.0,90.29
1457.0,90.36
1458.0,90.45
1459.0,90.46
1460.0,90.51
1461.0,90.53
1462.0,90.56
1463.0,90.6
1464.0,90.64
1465.0,90.68
1466.0,90.72
1467.0,90.74
1468.0,90.78
1469.0,90.84
1470.0,90.88
1471.0,90.94
1472.0,90.99
1473.0,91.01
1474.0,91.09
1475.0,91.14
1476.0,91.22
1477.0,91.24
1478.0,91.29
1479.0,91.31
1480.0,91.33
1481.0,91.33
1482.0,91.37
1483.0,91.42
1484.0,91.51
1485.0,91.54
1486.0,91.58
1487.0,91.6
1488.0,91.63
1489.0,91.66
1490.0,91.71
1491.0,91.77
1492.0,91.82
1493.0,91.86
1494.0,91.87
1495.0,91.88
1496.0,91.9
1497.0,91.93
1498.0,91.97
1499.0,92.0
1500.0,92.03
1501.0,92.07
1502.0,92.11
1503.0,92.15
1504.0,92.17
1505.0,92.2
1506.0,92.28
1507.0,92.33
1508.0,92.37
1509.0,92.42
1510.0,92.44
1511.0,92.47
1512.0,92.54
1513.0,92.63
1514.0,92.65
1515.0,92.71
1516.0,92.72
1517.0,92.72
1518.0,92.77
1519.0,92.8
1520.0,92.81
1521.0,92.82
1522.0,92.82
1523.0,92.82
1524.0,92.88
1525.0,92.9
1526.0,92.94
1527.0,92.98
1528.0,92.99
1529.0,93.03
1530.0,93.07
1531.0,93.11
1532.0,93.16
1533.0,93.23
1534.0,93.29
1535.0,93.33
1536.0,93.39
1537.0,93.39
1538.0,93.43
1539.0,93.44
1540.0,93.46
1541.0,93.51
1542.0,93.54
1543.0,93.58
1544.0,93.61
1545.0,93.64
1546.0,93.65
1547.0,93.67
1548.0,93.69
1549.0,93.71
1550.0,93.74
1551.0,93.76
1552.0,93.79
1553.0,93.83
1554.0,93.87
1555.0,93.88
1556.0,93.9
1557.0,93.92
1558.0,93.94
1559.0,93.96
1560.0,93.98
1561.0,94.0
1562.0,94.04
1563.0,94.06
1564.0,94.07
1565.0,94.11
1566.0,94.15
1567.0,94.17
1568.0,94.2
1569.0,94.22
1570.0,94.24
1571.0,94.28
1572.0,94.32
1573.0,94.34
1574.0,94.37
1575.0,94.4
1576.0,94.43
1577.0,94.47
1578.0,94.5
1579.0,94.51
1580.0,94.54
1581.0,94.54
1582.0,94.63
1583.0,94.65
1584.0,94.66
1585.0,94.7
1586.0,94.72
1587.0,94.73
1588.0,94.74
1589.0,94.75
1590.0,94.79
1591.0,94.8
1592.0,94.8
1593.0,94.84
1594.0,94.88
1595.0,94.93
1596.0,94.95
1597.0,94.97
1598.0,94.98
1599.0,94.99
1600.0,95.0
1601.0,95.02
1602.0,95.06
1603.0,95.08
1604.0,95.1
1605.0,95.13
1606.0,95.17
1607.0,95.19
