Time,Healthy,Undetectable,Detectable
0,100,0,0
1,100,0,0
2,100,0,0
3,100,0,0
4,100,0,0
5,100,0,0
6,100,0,0
7,100,0,0
8,100,0,0
9,100,0,0
10,100,0,0
11,100,0,0
12,100,0,0
13,100,0,0
14,100,0,0
15,100,0,0
16,99,1,0
17,99,1,0
18,98,2,0
19,98,2,0
20,98,2,0
21,98,2,0
22,98,2,0
23,98,2,0
24,98,2,0
25,98,2,0
26,98,2,0
27,98,2,0
28,98,2,0
29,98,2,0
30,98,2,0
31,98,1,1
32,98,1,1
33,98,1,1
34,98,1,1
35,98,1,1
36,97,2,1
37,97,2,1
38,97,2,1
39,97,2,1
40,97,2,1
41,97,1,2
42,97,1,2
43,97,1,2
44,96,2,2
45,96,2,2
46,96,2,2
47,96,2,2
48,96,2,2
49,96,2,2
50,96,2,2
51,96,2,2
52,96,2,2
53,96,2,2
54,96,1,3
55,96,1,3
56,96,1,3
57,96,1,3
58,96,1,3
59,96,1,3
60,96,1,3
61,96,1,3
62,96,1,3
63,96,1,3
64,95,2,3
65,95,2,3
66,95,2,3
67,95,2,3
68,95,2,3
69,94,3,3
70,94,3,3
71,94,3,3
72,94,3,3
73,94,3,3
74,94,3,3
75,94,3,3
76,94,3,3
77,94,3,3
78,94,3,3
79,94,2,4
80,94,2,4
81,94,2,4
82,94,2,4
83,94,2,4
84,94,2,4
85,94,2,4
86,94,2,4
87,94,2,4
88,94,2,4
89,94,2,4
90,94,2,4
91,93,3,4
92,93,3,4
93,93,3,4
94,93,3,4
95,93,3,4
96,93,3,4
97,93,3,4
98,92,4,4
99,92,4,4
100,92,4,4
101,91,5,4
102,91,3,6
103,91,3,6
104,91,3,6
105,91,3,6
106,91,3,6
107,91,3,6
108,91,3,6
109,91,3,6
110,91,3,6
111,91,3,6
112,90,4,6
113,90,4,6
114,90,4,6
115,90,4,6
116,90,4,6
117,90,4,6
118,90,4,6
119,90,4,6
120,90,4,6
121,89,5,6
122,88,6,6
123,88,6,6
124,88,5,7
125,88,5,7
126,88,5,7
127,88,5,7
128,88,5,7
129,88,5,7
130,88,5,7
131,88,4,8
132,88,4,8
133,88,4,8
134,88,4,8
135,88,4,8
136,88,4,8
137,88,4,8
138,88,4,8
139,88,4,8
140,87,5,8
141,87,5,8
142,87,5,8
143,87,5,8
144,87,5,8
145,87,5,8
146,87,5,8
147,86,6,8
148,86,6,8
149,86,6,8
150,86,6,8
151,86,6,8
152,86,6,8
153,86,6,8
154,86,6,8
155,86,6,8
156,85,7,8
157,85,7,8
158,84,8,8
159,84,8,8
160,84,8,8
161,84,8,8
162,84,8,8
163,84,8,8
164,84,8,8
165,84,8,8
166,84,7,9
167,84,7,9
168,84,7,9
169,84,7,9
170,84,7,9
171,84,7,9
172,84,7,9
173,83,8,9
174,83,8,9
175,83,8,9
176,83,8,9
177,83,8,9
178,83,8,9
179,82,9,9
180,82,9,9
181,82,9,9
182,82,9,9
183,82,9,9
184,82,9,9
185,82,8,10
186,82,8,10
187,82,8,10
188,82,8,10
189,82,7,11
190,82,7,11
191,82,6,12
192,82,6,12
193,82,6,12
194,82,6,12
195,82,6,12
196,82,6,12
197,82,5,13
198,82,5,13
199,81,5,14
200,81,4,15
201,79,6,15
202,79,6,15
203,79,6,15
204,79,6,15
205,79,6,15
206,79,6,15
207,79,6,15
208,78,6,16
209,78,6,16
210,78,6,16
211,78,6,16
212,78,5,17
213,78,5,17
214,78,5,17
215,78,5,17
216,78,5,17
217,77,6,17
218,77,5,18
219,76,6,18
220,76,5,19
221,76,5,19
222,76,5,19
223,76,5,19
224,76,5,19
225,76,5,19
226,76,5,19
227,76,5,19
228,76,5,19
229,76,5,19
230,76,4,20
231,76,4,20
232,76,4,20
233,75,5,20
234,74,6,20
235,74,6,20
236,74,6,20
237,74,6,20
238,74,5,21
239,74,5,21
240,74,4,22
241,74,4,22
242,74,3,23
243,74,3,23
244,74,3,23
245,74,3,23
246,74,3,23
247,74,3,23
248,74,3,23
249,73,4,23
250,73,4,23
251,73,3,24
252,73,3,24
253,72,4,24
254,72,4,24
255,72,4,24
256,72,4,24
257,70,6,24
258,70,5,25
259,70,5,25
260,70,5,25
261,69,6,25
262,69,6,25
263,69,6,25
264,69,6,25
265,69,6,25
266,69,6,25
267,69,6,25
268,69,6,25
269,68,7,25
270,68,7,25
271,68,7,25
272,68,7,25
273,68,7,25
274,68,7,25
275,67,8,25
276,67,8,25
277,67,8,25
278,67,8,25
279,67,8,25
280,67,8,25
281,67,8,25
282,66,9,25
283,66,8,26
284,66,8,26
285,66,8,26
286,66,8,26
287,66,8,26
288,66,8,26
289,66,8,26
290,65,9,26
291,65,9,26
292,65,8,27
293,64,9,27
294,64,9,27
295,64,9,27
296,64,9,27
297,64,8,28
298,64,8,28
299,64,8,28
300,63,9,28
301,63,9,28
302,63,7,30
303,63,7,30
304,63,6,31
305,63,6,31
306,63,6,31
307,63,6,31
308,62,7,31
309,62,7,31
310,62,7,31
311,62,7,31
312,62,7,31
313,62,7,31
314,62,7,31
315,62,7,31
316,62,7,31
317,62,7,31
318,62,7,31
319,62,7,31
320,62,7,31
321,62,7,31
322,62,7,31
323,62,7,31
324,62,7,31
325,62,7,31
326,62,7,31
327,62,7,31
328,62,6,32
329,62,6,32
330,61,7,32
331,61,6,33
332,61,6,33
333,61,6,33
334,60,7,33
335,60,7,33
336,60,7,33
337,60,7,33
338,60,7,33
339,60,7,33
340,60,7,33
341,60,7,33
342,59,8,33
343,59,8,33
344,59,8,33
345,58,8,34
346,58,8,34
347,58,8,34
348,58,8,34
349,58,8,34
350,58,8,34
351,58,8,34
352,58,8,34
353,57,8,35
354,57,8,35
355,57,7,36
356,57,7,36
357,56,8,36
358,56,8,36
359,56,8,36
360,56,8,36
361,55,9,36
362,55,8,37
363,55,8,37
364,55,8,37
365,55,8,37
366,55,7,38
367,55,7,38
368,55,7,38
369,55,7,38
370,55,7,38
371,55,6,39
372,55,6,39
373,55,6,39
374,55,6,39
375,54,7,39
376,54,7,39
377,54,7,39
378,54,7,39
379,53,8,39
380,52,9,39
381,52,9,39
382,52,9,39
383,52,9,39
384,52,9,39
385,52,9,39
386,52,9,39
387,52,9,39
388,52,9,39
389,52,7,41
390,52,7,41
391,52,7,41
392,52,7,41
393,51,8,41
394,51,8,41
395,51,8,41
396,51,8,41
397,51,8,41
398,51,8,41
399,51,7,42
400,51,7,42
401,50,8,42
402,49,9,42
403,49,9,42
404,49,9,42
405,49,8,43
406,49,8,43
407,49,7,44
408,49,7,44
409,49,7,44
410,49,7,44
411,49,7,44
412,49,7,44
413,49,7,44
