time,detectable sentinels mean
231.0,20.1
232.0,20.25
233.0,20.33
234.0,20.41
235.0,20.54
236.0,20.69
237.0,20.83
238.0,20.99
239.0,21.11
240.0,21.27
241.0,21.44
242.0,21.57
243.0,21.67
244.0,21.78
245.0,21.91
246.0,22.02
247.0,22.13
248.0,22.2
249.0,22.38
250.0,22.5
251.0,22.67
252.0,22.88
253.0,22.97
254.0,23.11
255.0,23.21
256.0,23.36
257.0,23.53
258.0,23.67
259.0,23.83
260.0,23.93
261.0,24.1
262.0,24.27
263.0,24.38
264.0,24.46
265.0,24.66
266.0,24.73
267.0,24.84
268.0,24.95
269.0,25.06
270.0,25.2
271.0,25.36
272.0,25.48
273.0,25.57
274.0,25.72
275.0,25.81
276.0,25.94
277.0,26.01
278.0,26.13
279.0,26.32
280.0,26.43
281.0,26.59
282.0,26.73
283.0,26.9
284.0,27.04
285.0,27.19
286.0,27.37
287.0,27.49
288.0,27.69
289.0,27.77
290.0,27.84
291.0,27.98
292.0,28.16
293.0,28.25
294.0,28.36
295.0,28.52
296.0,28.63
297.0,28.8
298.0,28.9
299.0,28.98
300.0,29.18
301.0,29.3
302.0,29.38
303.0,29.47
304.0,29.63
305.0,29.76
306.0,29.91
307.0,30.02
308.0,30.16
309.0,30.27
310.0,30.38
311.0,30.52
312.0,30.66
313.0,30.78
314.0,30.89
315.0,31.04
316.0,31.16
317.0,31.26
318.0,31.41
319.0,31.5
320.0,31.62
321.0,31.73
322.0,31.82
323.0,32.02
324.0,32.14
325.0,32.29
326.0,32.4
327.0,32.58
328.0,32.75
329.0,32.83
330.0,32.93
331.0,33.08
332.0,33.17
333.0,33.36
334.0,33.51
335.0,33.63
336.0,33.76
337.0,33.9
338.0,34.05
339.0,34.18
340.0,34.38
341.0,34.58
342.0,34.67
343.0,34.78
344.0,34.87
345.0,35.0
346.0,35.05
347.0,35.17
348.0,35.34
349.0,35.46
350.0,35.59
351.0,35.69
352.0,35.81
353.0,35.92
354.0,36.07
355.0,36.17
356.0,36.32
357.0,36.44
358.0,36.57
359.0,36.7
360.0,36.81
361.0,36.93
362.0,37.08
363.0,37.2
364.0,37.33
365.0,37.46
366.0,37.53
367.0,37.61
368.0,37.77
369.0,37.96
370.0,38.14
371.0,38.25
372.0,38.36
373.0,38.48
374.0,38.61
375.0,38.68
376.0,38.83
377.0,38.99
378.0,39.18
379.0,39.31
380.0,39.38
381.0,39.51
382.0,39.6
383.0,39.7
384.0,39.78
385.0,39.89
386.0,40.1
387.0,40.25
388.0,40.37
389.0,40.55
390.0,40.71
391.0,40.84
392.0,40.95
393.0,41.03
394.0,41.17
395.0,41.29
396.0,41.37
397.0,41.5
398.0,41.6
399.0,41.78
400.0,41.88
401.0,42.03
402.0,42.14
403.0,42.27
404.0,42.41
405.0,42.55
406.0,42.65
407.0,42.85
408.0,42.94
409.0,43.07
410.0,43.15
411.0,43.29
412.0,43.43
413.0,43.52
414.0,43.58
415.0,43.71
416.0,43.8
417.0,43.84
418.0,44.0
419.0,44.08
420.0,44.23
421.0,44.33
422.0,44.42
423.0,44.54
424.0,44.66
425.0,44.76
426.0,44.8
427.0,44.92
428.0,45.02
429.0,45.13
430.0,45.24
431.0,45.34
432.0,45.47
433.0,45.55
434.0,45.61
435.0,45.71
436.0,45.87
437.0,46.03
438.0,46.12
439.0,46.26
440.0,46.34
441.0,46.42
442.0,46.51
443.0,46.61
444.0,46.68
445.0,46.82
446.0,46.94
447.0,47.05
448.0,47.15
449.0,47.24
450.0,47.42
451.0,47.55
452.0,47.69
453.0,47.81
454.0,47.87
455.0,48.0
456.0,48.08
457.0,48.16
458.0,48.25
459.0,48.34
460.0,48.43
461.0,48.56
462.0,48.71
463.0,48.78
464.0,48.88
465.0,48.94
466.0,49.03
467.0,49.11
468.0,49.23
469.0,49.39
470.0,49.44
471.0,49.58
472.0,49.7
473.0,49.75
474.0,49.9
475.0,49.96
476.0,50.04
477.0,50.1
478.0,50.25
479.0,50.34
480.0,50.48
481.0,50.58
482.0,50.73
483.0,50.82
484.0,50.95
485.0,51.08
486.0,51.22
487.0,51.36
488.0,51.44
489.0,51.53
490.0,51.61
491.0,51.74
492.0,51.82
493.0,51.91
494.0,51.99
495.0,52.11
496.0,52.2
497.0,52.28
498.0,52.36
499.0,52.42
500.0,52.54
501.0,52.62
502.0,52.69
503.0,52.75
504.0,52.86
505.0,53.03
506.0,53.18
507.0,53.31
508.0,53.46
509.0,53.65
510.0,53.75
511.0,53.83
512.0,53.89
513.0,53.98
514.0,54.09
515.0,54.21
516.0,54.29
517.0,54.47
518.0,54.57
519.0,54.75
520.0,54.84
521.0,54.93
522.0,55.06
523.0,55.17
524.0,55.29
525.0,55.38
526.0,55.51
527.0,55.64
528.0,55.69
529.0,55.79
530.0,55.88
531.0,55.99
532.0,56.1
533.0,56.23
534.0,56.35
535.0,56.44
536.0,56.52
537.0,56.6
538.0,56.7
539.0,56.82
540.0,56.94
541.0,57.06
542.0,57.16
543.0,57.26
544.0,57.38
545.0,57.44
546.0,57.53
547.0,57.62
548.0,57.71
549.0,57.81
550.0,57.95
551.0,58.0
552.0,58.11
553.0,58.17
554.0,58.25
555.0,58.31
556.0,58.44
557.0,58.5
558.0,58.53
559.0,58.65
560.0,58.74
561.0,58.8
562.0,58.93
563.0,59.08
564.0,59.19
565.0,59.28
566.0,59.37
567.0,59.49
568.0,59.58
569.0,59.6
570.0,59.72
571.0,59.81
572.0,59.92
573.0,60.02
574.0,60.11
575.0,60.18
576.0,60.24
577.0,60.35
578.0,60.47
579.0,60.54
580.0,60.63
581.0,60.69
582.0,60.76
583.0,60.86
584.0,60.88
585.0,60.93
586.0,61.0
587.0,61.07
588.0,61.13
589.0,61.2
590.0,61.27
591.0,61.33
592.0,61.4
593.0,61.52
594.0,61.65
595.0,61.71
596.0,61.74
597.0,61.85
598.0,61.92
599.0,62.02
600.0,62.1
601.0,62.15
602.0,62.26
603.0,62.34
604.0,62.45
605.0,62.52
606.0,62.64
607.0,62.7
608.0,62.86
609.0,62.95
610.0,62.99
611.0,63.07
612.0,63.23
613.0,63.28
614.0,63.36
615.0,63.44
616.0,63.53
617.0,63.61
618.0,63.71
619.0,63.78
620.0,63.85
621.0,63.95
622.0,64.02
623.0,64.12
624.0,64.17
625.0,64.22
626.0,64.32
627.0,64.4
628.0,64.46
629.0,64.52
630.0,64.58
631.0,64.65
632.0,64.72
633.0,64.76
634.0,64.8
635.0,64.94
636.0,65.01
637.0,65.05
638.0,65.12
639.0,65.19
640.0,65.31
641.0,65.4
642.0,65.47
643.0,65.56
644.0,65.67
645.0,65.75
646.0,65.79
647.0,65.92
648.0,66.0
649.0,66.05
650.0,66.13
651.0,66.16
652.0,66.23
653.0,66.34
654.0,66.37
655.0,66.46
656.0,66.53
657.0,66.59
658.0,66.61
659.0,66.67
660.0,66.73
661.0,66.75
662.0,66.82
663.0,66.95
664.0,67.02
665.0,67.1
666.0,67.17
667.0,67.2
668.0,67.23
669.0,67.26
670.0,67.32
671.0,67.38
672.0,67.4
673.0,67.42
674.0,67.52
675.0,67.62
676.0,67.65
677.0,67.72
678.0,67.77
679.0,67.85
680.0,67.9
681.0,67.93
682.0,67.99
683.0,68.04
684.0,68.14
685.0,68.24
686.0,68.26
687.0,68.3
688.0,68.37
689.0,68.43
690.0,68.46
691.0,68.5
692.0,68.57
693.0,68.68
694.0,68.69
695.0,68.75
696.0,68.79
697.0,68.89
698.0,68.99
699.0,69.08
700.0,69.12
701.0,69.18
702.0,69.23
703.0,69.28
704.0,69.34
705.0,69.43
706.0,69.45
707.0,69.56
708.0,69.6
709.0,69.64
710.0,69.74
711.0,69.85
712.0,69.88
713.0,69.96
714.0,70.05
715.0,70.13
716.0,70.18
717.0,70.23
718.0,70.27
719.0,70.33
720.0,70.4
721.0,70.47
722.0,70.51
723.0,70.55
724.0,70.6
725.0,70.65
726.0,70.68
727.0,70.73
728.0,70.8
729.0,70.88
730.0,70.97
731.0,71.01
732.0,71.09
733.0,71.17
734.0,71.23
735.0,71.25
736.0,71.29
737.0,71.35
738.0,71.41
739.0,71.44
740.0,71.48
741.0,71.57
742.0,71.64
743.0,71.72
744.0,71.77
745.0,71.81
746.0,71.85
747.0,71.92
748.0,71.96
749.0,72.01
750.0,72.05
751.0,72.09
752.0,72.13
753.0,72.21
754.0,72.24
755.0,72.31
756.0,72.4
757.0,72.47
758.0,72.52
759.0,72.59
760.0,72.62
761.0,72.65
762.0,72.74
763.0,72.77
764.0,72.86
765.0,72.9
766.0,72.98
767.0,73.03
768.0,73.07
769.0,73.09
770.0,73.15
771.0,73.18
772.0,73.19
773.0,73.23
774.0,73.25
775.0,73.28
776.0,73.33
777.0,73.38
778.0,73.48
779.0,73.54
780.0,73.61
781.0,73.65
782.0,73.75
783.0,73.84
784.0,73.89
785.0,73.93
786.0,74.0
787.0,74.02
788.0,74.06
789.0,74.12
790.0,74.18
791.0,74.25
792.0,74.34
793.0,74.37
794.0,74.4
795.0,74.45
796.0,74.49
797.0,74.57
798.0,74.57
799.0,74.62
800.0,74.7
801.0,74.77
802.0,74.81
803.0,74.91
804.0,74.94
805.0,74.99
806.0,75.03
807.0,75.05
808.0,75.09
809.0,75.14
810.0,75.21
811.0,75.24
812.0,75.3
813.0,75.36
814.0,75.39
815.0,75.46
816.0,75.51
817.0,75.55
818.0,75.58
819.0,75.59
820.0,75.67
821.0,75.7
822.0,75.74
823.0,75.81
824.0,75.84
825.0,75.9
826.0,75.99
827.0,76.02
828.0,76.07
829.0,76.11
830.0,76.14
831.0,76.22
832.0,76.25
833.0,76.29
834.0,76.35
835.0,76.38
836.0,76.39
837.0,76.45
838.0,76.53
839.0,76.55
840.0,76.57
841.0,76.61
842.0,76.64
843.0,76.67
844.0,76.71
845.0,76.73
846.0,76.8
847.0,76.83
848.0,76.85
849.0,76.91
850.0,76.96
851.0,77.0
852.0,77.01
853.0,77.03
854.0,77.08
855.0,77.14
856.0,77.18
857.0,77.22
858.0,77.26
859.0,77.31
860.0,77.34
861.0,77.37
862.0,77.41
863.0,77.44
864.0,77.46
865.0,77.49
866.0,77.51
867.0,77.53
868.0,77.57
869.0,77.63
870.0,77.69
871.0,77.72
872.0,77.76
873.0,77.82
874.0,77.85
875.0,77.93
876.0,77.96
877.0,77.97
878.0,78.07
879.0,78.1
880.0,78.16
881.0,78.17
882.0,78.22
883.0,78.24
884.0,78.31
885.0,78.33
886.0,78.4
887.0,78.43
888.0,78.44
889.0,78.48
890.0,78.51
891.0,78.52
892.0,78.55
893.0,78.55
894.0,78.63
895.0,78.66
896.0,78.7
897.0,78.78
898.0,78.82
899.0,78.84
900.0,78.87
901.0,78.91
902.0,78.94
903.0,78.96
904.0,79.04
905.0,79.07
906.0,79.09
907.0,79.14
908.0,79.16
909.0,79.19
910.0,79.23
911.0,79.27
912.0,79.31
913.0,79.35
914.0,79.39
915.0,79.41
916.0,79.43
917.0,79.46
918.0,79.46
919.0,79.5
920.0,79.54
921.0,79.56
922.0,79.59
923.0,79.61
924.0,79.65
925.0,79.66
926.0,79.68
927.0,79.73
928.0,79.77
929.0,79.79
930.0,79.89
931.0,79.9
932.0,79.95
933.0,79.96
934.0,79.98
935.0,80.02
936.0,80.04
937.0,80.04
938.0,80.06
939.0,80.13
940.0,80.14
941.0,80.15
942.0,80.19
943.0,80.24
944.0,80.24
945.0,80.27
946.0,80.32
947.0,80.37
948.0,80.38
949.0,80.41
950.0,80.44
951.0,80.47
952.0,80.47
953.0,80.49
954.0,80.5
955.0,80.58
956.0,80.6
957.0,80.63
958.0,80.63
959.0,80.65
960.0,80.66
961.0,80.71
962.0,80.73
963.0,80.77
964.0,80.78
965.0,80.79
966.0,80.83
967.0,80.86
968.0,80.87
969.0,80.92
970.0,80.93
971.0,80.95
972.0,80.97
973.0,81.0
974.0,81.03
975.0,81.03
976.0,81.08
977.0,81.13
978.0,81.16
979.0,81.19
980.0,81.23
981.0,81.26
982.0,81.26
983.0,81.28
984.0,81.31
985.0,81.36
986.0,81.37
987.0,81.39
988.0,81.42
989.0,81.45
990.0,81.49
991.0,81.51
992.0,81.52
993.0,81.56
994.0,81.6
995.0,81.62
996.0,81.69
997.0,81.74
998.0,81.77
999.0,81.78
1000.0,81.78
1001.0,81.81
1002.0,81.87
1003.0,81.89
1004.0,81.94
1005.0,81.99
1006.0,82.02
1007.0,82.04
1008.0,82.08
1009.0,82.14
1010.0,82.19
1011.0,82.22
1012.0,82.23
1013.0,82.26
1014.0,82.27
1015.0,82.3
1016.0,82.36
1017.0,82.38
1018.0,82.42
1019.0,82.46
1020.0,82.48
1021.0,82.51
1022.0,82.53
1023.0,82.6
1024.0,82.63
1025.0,82.66
1026.0,82.67
1027.0,82.71
1028.0,82.77
1029.0,82.81
1030.0,82.84
1031.0,82.89
1032.0,82.9
1033.0,82.91
1034.0,82.96
1035.0,83.0
1036.0,83.05
1037.0,83.07
1038.0,83.11
1039.0,83.11
1040.0,83.11
1041.0,83.15
1042.0,83.16
1043.0,83.21
1044.0,83.25
1045.0,83.27
1046.0,83.29
1047.0,83.32
1048.0,83.35
1049.0,83.36
1050.0,83.4
1051.0,83.44
1052.0,83.48
1053.0,83.5
1054.0,83.51
1055.0,83.55
1056.0,83.56
1057.0,83.57
1058.0,83.59
1059.0,83.59
1060.0,83.63
1061.0,83.64
1062.0,83.66
1063.0,83.67
1064.0,83.68
1065.0,83.68
1066.0,83.71
1067.0,83.72
1068.0,83.73
1069.0,83.76
1070.0,83.77
1071.0,83.79
1072.0,83.81
1073.0,83.82
1074.0,83.86
1075.0,83.86
1076.0,83.88
1077.0,83.88
1078.0,83.9
1079.0,83.91
1080.0,83.92
1081.0,83.92
1082.0,83.93
1083.0,83.93
1084.0,83.94
1085.0,83.95
1086.0,83.96
1087.0,83.98
1088.0,84.01
1089.0,84.03
1090.0,84.08
1091.0,84.09
1092.0,84.1
1093.0,84.12
1094.0,84.15
1095.0,84.17
1096.0,84.17
1097.0,84.2
1098.0,84.21
1099.0,84.22
1100.0,84.22
1101.0,84.24
1102.0,84.24
1103.0,84.25
1104.0,84.28
1105.0,84.28
1106.0,84.3
1107.0,84.31
1108.0,84.33
1109.0,84.34
1110.0,84.37
1111.0,84.37
1112.0,84.4
1113.0,84.43
1114.0,84.44
1115.0,84.44
1116.0,84.46
1117.0,84.48
1118.0,84.48
1119.0,84.5
1120.0,84.51
1121.0,84.52
1122.0,84.57
1123.0,84.57
1124.0,84.61
1125.0,84.63
1126.0,84.64
1127.0,84.67
1128.0,84.69
1129.0,84.7
1130.0,84.74
1131.0,84.77
1132.0,84.82
1133.0,84.83
1134.0,84.86
1135.0,84.87
1136.0,84.89
1137.0,84.92
1138.0,84.92
1139.0,84.93
1140.0,84.95
1141.0,84.95
1142.0,84.99
1143.0,84.99
1144.0,85.03
1145.0,85.04
1146.0,85.07
1147.0,85.11
1148.0,85.12
1149.0,85.12
1150.0,85.14
1151.0,85.16
1152.0,85.19
1153.0,85.21
1154.0,85.22
1155.0,85.23
1156.0,85.24
1157.0,85.27
1158.0,85.28
1159.0,85.3
1160.0,85.33
1161.0,85.33
1162.0,85.35
1163.0,85.39
1164.0,85.4
1165.0,85.42
1166.0,85.42
1167.0,85.45
1168.0,85.48
1169.0,85.5
1170.0,85.5
1171.0,85.51
1172.0,85.53
1173.0,85.56
1174.0,85.56
1175.0,85.59
1176.0,85.6
1177.0,85.61
1178.0,85.61
1179.0,85.65
1180.0,85.66
1181.0,85.69
1182.0,85.69
1183.0,85.7
1184.0,85.72
1185.0,85.74
1186.0,85.75
1187.0,85.76
1188.0,85.77
1189.0,85.79
1190.0,85.79
1191.0,85.82
1192.0,85.84
1193.0,85.85
1194.0,85.86
1195.0,85.87
1196.0,85.88
1197.0,85.9
1198.0,85.9
1199.0,85.9
1200.0,85.92
1201.0,85.94
1202.0,85.95
1203.0,85.96
1204.0,85.99
1205.0,86.01
1206.0,86.07
1207.0,86.1
1208.0,86.1
1209.0,86.11
1210.0,86.15
1211.0,86.19
1212.0,86.21
1213.0,86.26
1214.0,86.29
1215.0,86.32
1216.0,86.33
1217.0,86.34
1218.0,86.39
1219.0,86.43
1220.0,86.43
1221.0,86.46
1222.0,86.47
1223.0,86.47
1224.0,86.48
1225.0,86.5
1226.0,86.51
1227.0,86.51
1228.0,86.52
1229.0,86.55
1230.0,86.56
1231.0,86.58
1232.0,86.58
1233.0,86.6
1234.0,86.6
1235.0,86.62
1236.0,86.63
1237.0,86.63
1238.0,86.63
1239.0,86.63
1240.0,86.66
1241.0,86.67
1242.0,86.67
1243.0,86.7
1244.0,86.72
1245.0,86.75
1246.0,86.76
1247.0,86.76
1248.0,86.79
1249.0,86.81
1250.0,86.81
1251.0,86.83
1252.0,86.83
1253.0,86.84
1254.0,86.84
1255.0,86.86
1256.0,86.88
1257.0,86.9
1258.0,86.91
1259.0,86.91
1260.0,86.93
1261.0,86.96
1262.0,86.99
1263.0,87.0
1264.0,87.01
1265.0,87.01
1266.0,87.02
1267.0,87.02
1268.0,87.04
1269.0,87.06
1270.0,87.06
1271.0,87.09
1272.0,87.09
1273.0,87.09
1274.0,87.11
1275.0,87.13
1276.0,87.13
1277.0,87.15
1278.0,87.15
1279.0,87.18
1280.0,87.19
1281.0,87.2
1282.0,87.21
1283.0,87.22
1284.0,87.24
1285.0,87.25
1286.0,87.25
1287.0,87.25
1288.0,87.25
1289.0,87.27
1290.0,87.29
1291.0,87.3
1292.0,87.31
1293.0,87.32
1294.0,87.33
1295.0,87.34
1296.0,87.35
1297.0,87.35
1298.0,87.35
1299.0,87.35
1300.0,87.37
1301.0,87.37
1302.0,87.37
1303.0,87.38
1304.0,87.38
1305.0,87.39
1306.0,87.43
1307.0,87.46
1308.0,87.48
1309.0,87.48
1310.0,87.49
1311.0,87.5
1312.0,87.51
1313.0,87.53
1314.0,87.54
1315.0,87.55
1316.0,87.55
1317.0,87.55
1318.0,87.57
1319.0,87.58
1320.0,87.59
1321.0,87.6
1322.0,87.62
1323.0,87.63
1324.0,87.63
1325.0,87.63
1326.0,87.64
1327.0,87.66
1328.0,87.66
1329.0,87.66
1330.0,87.66
1331.0,87.68
1332.0,87.69
1333.0,87.69
1334.0,87.72
1335.0,87.73
1336.0,87.74
1337.0,87.74
1338.0,87.74
1339.0,87.75
1340.0,87.75
1341.0,87.76
1342.0,87.76
1343.0,87.78
1344.0,87.8
1345.0,87.81
1346.0,87.81
1347.0,87.82
1348.0,87.83
1349.0,87.84
1350.0,87.86
1351.0,87.86
1352.0,87.88
1353.0,87.88
1354.0,87.9
1355.0,87.91
1356.0,87.91
1357.0,87.91
1358.0,87.95
1359.0,87.96
1360.0,87.98
1361.0,87.98
1362.0,87.99
1363.0,88.0
1364.0,88.0
1365.0,88.0
1366.0,88.04
1367.0,88.04
1368.0,88.04
1369.0,88.05
1370.0,88.06
1371.0,88.07
1372.0,88.09
1373.0,88.1
1374.0,88.11
1375.0,88.11
1376.0,88.11
1377.0,88.11
1378.0,88.11
1379.0,88.11
1380.0,88.11
1381.0,88.13
1382.0,88.14
1383.0,88.15
1384.0,88.15
1385.0,88.19
1386.0,88.21
1387.0,88.23
1388.0,88.26
1389.0,88.27
1390.0,88.27
1391.0,88.27
1392.0,88.27
1393.0,88.29
1394.0,88.3
1395.0,88.3
1396.0,88.31
1397.0,88.31
1398.0,88.33
1399.0,88.34
1400.0,88.34
1401.0,88.34
1402.0,88.37
1403.0,88.38
1404.0,88.4
1405.0,88.41
1406.0,88.42
1407.0,88.42
1408.0,88.42
1409.0,88.42
1410.0,88.42
1411.0,88.44
1412.0,88.47
1413.0,88.48
1414.0,88.51
1415.0,88.53
1416.0,88.54
1417.0,88.55
1418.0,88.55
1419.0,88.55
1420.0,88.55
1421.0,88.56
1422.0,88.57
1423.0,88.57
1424.0,88.58
1425.0,88.58
1426.0,88.61
1427.0,88.63
1428.0,88.64
1429.0,88.64
1430.0,88.66
1431.0,88.68
1432.0,88.68
1433.0,88.69
1434.0,88.74
1435.0,88.74
1436.0,88.75
1437.0,88.76
1438.0,88.77
1439.0,88.79
1440.0,88.81
1441.0,88.82
1442.0,88.83
1443.0,88.83
1444.0,88.83
1445.0,88.83
1446.0,88.84
1447.0,88.84
1448.0,88.86
1449.0,88.86
1450.0,88.87
1451.0,88.87
1452.0,88.87
1453.0,88.87
1454.0,88.88
1455.0,88.88
1456.0,88.88
1457.0,88.91
1458.0,88.93
1459.0,88.93
1460.0,88.95
1461.0,88.95
1462.0,88.95
1463.0,88.96
1464.0,88.96
1465.0,88.98
1466.0,88.98
1467.0,88.98
1468.0,89.01
1469.0,89.03
1470.0,89.03
1471.0,89.04
1472.0,89.07
1473.0,89.09
1474.0,89.11
1475.0,89.11
1476.0,89.11
1477.0,89.12
1478.0,89.12
1479.0,89.14
1480.0,89.15
1481.0,89.16
1482.0,89.19
1483.0,89.19
1484.0,89.19
1485.0,89.19
1486.0,89.2
1487.0,89.21
1488.0,89.21
1489.0,89.22
1490.0,89.24
1491.0,89.24
1492.0,89.25
1493.0,89.26
1494.0,89.26
1495.0,89.27
1496.0,89.29
1497.0,89.29
1498.0,89.29
1499.0,89.31
1500.0,89.31
1501.0,89.31
1502.0,89.31
1503.0,89.31
1504.0,89.31
1505.0,89.32
1506.0,89.32
1507.0,89.33
1508.0,89.34
1509.0,89.35
1510.0,89.35
1511.0,89.35
1512.0,89.36
1513.0,89.37
1514.0,89.37
1515.0,89.37
1516.0,89.37
1517.0,89.37
1518.0,89.38
1519.0,89.38
1520.0,89.39
1521.0,89.39
1522.0,89.4
1523.0,89.41
1524.0,89.41
1525.0,89.41
1526.0,89.42
1527.0,89.44
1528.0,89.45
1529.0,89.45
1530.0,89.45
1531.0,89.45
1532.0,89.45
1533.0,89.45
1534.0,89.46
1535.0,89.46
1536.0,89.49
1537.0,89.49
1538.0,89.49
1539.0,89.51
1540.0,89.52
1541.0,89.53
1542.0,89.53
1543.0,89.53
1544.0,89.56
1545.0,89.58
1546.0,89.58
1547.0,89.58
1548.0,89.59
1549.0,89.61
1550.0,89.62
1551.0,89.63
1552.0,89.63
1553.0,89.63
1554.0,89.63
1555.0,89.63
1556.0,89.64
1557.0,89.66
1558.0,89.66
1559.0,89.67
1560.0,89.67
1561.0,89.68
1562.0,89.69
1563.0,89.69
1564.0,89.69
1565.0,89.69
1566.0,89.69
1567.0,89.71
1568.0,89.72
1569.0,89.72
1570.0,89.72
1571.0,89.73
1572.0,89.73
1573.0,89.74
1574.0,89.75
1575.0,89.75
1576.0,89.75
1577.0,89.76
1578.0,89.76
1579.0,89.76
1580.0,89.76
1581.0,89.77
1582.0,89.78
1583.0,89.79
1584.0,89.8
1585.0,89.82
1586.0,89.83
1587.0,89.84
1588.0,89.84
1589.0,89.84
1590.0,89.85
1591.0,89.85
1592.0,89.85
1593.0,89.86
1594.0,89.86
1595.0,89.86
1596.0,89.86
1597.0,89.87
1598.0,89.87
1599.0,89.87
1600.0,89.88
1601.0,89.89
1602.0,89.89
1603.0,89.91
1604.0,89.92
1605.0,89.92
1606.0,89.92
1607.0,89.93
1608.0,89.93
1609.0,89.94
1610.0,89.94
1611.0,89.95
1612.0,89.98
1613.0,89.98
1614.0,89.98
1615.0,89.99
1616.0,90.0
1617.0,90.01
1618.0,90.01
1619.0,90.03
1620.0,90.03
1621.0,90.04
1622.0,90.05
1623.0,90.05
1624.0,90.06
1625.0,90.06
1626.0,90.07
1627.0,90.07
1628.0,90.07
1629.0,90.07
1630.0,90.08
1631.0,90.09
1632.0,90.1
1633.0,90.1
1634.0,90.11
1635.0,90.11
1636.0,90.11
1637.0,90.11
1638.0,90.11
1639.0,90.11
1640.0,90.12
1641.0,90.12
1642.0,90.13
1643.0,90.14
1644.0,90.14
1645.0,90.14
1646.0,90.14
1647.0,90.14
1648.0,90.15
1649.0,90.15
1650.0,90.15
1651.0,90.15
1652.0,90.15
1653.0,90.16
