time,undetectable crops upper
0.0,3.0
1.0,3.3364054992217045
2.0,3.577612260356423
3.0,3.685289385532646
4.0,3.74749371855331
5.0,3.921473629848418
6.0,3.9941535966928132
7.0,4.115413546028549
8.0,4.207736215946411
9.0,4.274718490564529
10.0,4.49463442476886
11.0,4.692072184070838
12.0,4.842081077664455
13.0,4.973474474522937
14.0,5.078460398859773
15.0,5.226462148443285
16.0,5.4349463506960305
17.0,5.522098989178332
18.0,5.61536914081648
19.0,5.728820572744451
20.0,5.792357776356262
21.0,5.902211873136347
22.0,6.133341139713175
23.0,6.209965516831348
24.0,6.397448853480863
25.0,6.467888162383728
26.0,6.561012333917734
27.0,6.633658158559221
28.0,6.771073266288181
29.0,6.94336942218761
30.0,6.9583123951777
31.0,7.095050431543707
32.0,7.1968153004798205
33.0,7.349093180680967
34.0,7.516206739783403
35.0,7.572918810669546
36.0,7.6598429254784275
37.0,7.765547414337083
38.0,7.8598429254784286
39.0,7.968315326911032
40.0,8.005226084983354
41.0,8.141858428704209
42.0,8.231360927692034
43.0,8.429114645011133
44.0,8.616881459233369
45.0,8.747157254271983
46.0,8.902071105972983
47.0,9.080350850198275
48.0,9.102016651998841
49.0,9.200389577538818
50.0,9.315167380558044
51.0,9.422235232855291
52.0,9.553447956940689
53.0,9.709179865475871
54.0,9.811971337416095
55.0,9.848926892396776
56.0,10.013976836953569
57.0,10.02300629313041
58.0,10.086236959252913
59.0,10.127864927126794
60.0,10.243384172783779
61.0,10.375800463508483
62.0,10.533025555861666
63.0,10.611512971440119
64.0,10.766772821625903
65.0,10.905275686728379
66.0,10.999591046980933
67.0,11.168791550120611
68.0,11.250419675889077
69.0,11.214976722431686
70.0,11.352700864950096
71.0,11.48434440690736
72.0,11.479010809799037
73.0,11.580367622215793
74.0,11.716519544643209
75.0,11.817310531677444
76.0,11.864528685433138
77.0,11.966136133547337
78.0,12.04253408071038
79.0,12.165683339161832
80.0,12.308529037416795
81.0,12.474589650019102
82.0,12.528182782953701
83.0,12.648791148787872
84.0,12.783828789021854
85.0,12.968118401863094
86.0,13.052666595729587
87.0,13.133716169317344
88.0,13.314620478241508
89.0,13.382680254926425
90.0,13.48337322208949
91.0,13.6331312030197
92.0,13.841219285570531
93.0,14.006346462373156
94.0,14.04051667675458
95.0,14.07719392163479
96.0,14.088440982942256
97.0,14.222742755684642
98.0,14.26627448640554
99.0,14.347971933986013
100.0,14.473569492207504
101.0,14.497691487810997
102.0,14.60597017637105
103.0,14.73293544926771
104.0,14.82209515124869
105.0,14.986838279454478
106.0,15.01624790502728
107.0,15.13431014950457
108.0,15.35535304926622
109.0,15.560446899480567
110.0,15.753951017831694
111.0,15.857868231634377
112.0,15.989445904456504
113.0,16.016555756446223
114.0,16.126377989212823
115.0,16.22693332363707
116.0,16.370735221851447
117.0,16.499304748211895
118.0,16.615049933090106
119.0,16.748235661420342
120.0,16.877070107616177
121.0,16.992314106469742
122.0,17.231448812133603
123.0,17.46503512117069
124.0,17.586399878677582
125.0,17.627921370188677
126.0,17.619238505092067
127.0,17.683147367012708
128.0,17.79749921826134
129.0,17.860049999687504
130.0,18.03980197534483
131.0,18.146152973020076
132.0,18.304618419340198
133.0,18.352051080229714
134.0,18.40935043848895
135.0,18.44346290028521
136.0,18.475070899503486
137.0,18.56078810084939
138.0,18.659633235389208
139.0,18.81022890934946
140.0,18.96047390703935
141.0,19.02153636401721
