Time,Healthy,Undetectable,Detectable
0,97,3,0
1,97,3,0
2,96,4,0
3,96,4,0
4,96,4,0
5,96,4,0
6,96,4,0
7,96,4,0
8,96,4,0
9,96,4,0
10,96,4,0
11,96,4,0
12,96,4,0
13,95,5,0
14,95,5,0
15,95,5,0
16,95,5,0
17,95,5,0
18,95,5,0
19,95,5,0
20,95,5,0
21,95,5,0
22,95,5,0
23,95,5,0
24,94,6,0
25,94,6,0
26,94,6,0
27,94,6,0
28,94,6,0
29,94,6,0
30,94,6,0
31,94,6,0
32,94,6,0
33,94,6,0
34,94,6,0
35,94,6,0
36,94,6,0
37,94,6,0
38,94,6,0
39,94,6,0
40,94,6,0
41,94,6,0
42,94,6,0
43,94,6,0
44,94,6,0
45,93,7,0
46,92,8,0
47,92,8,0
48,92,8,0
49,92,8,0
50,92,8,0
51,92,8,0
52,92,8,0
53,92,8,0
54,92,8,0
55,92,8,0
56,92,8,0
57,92,8,0
58,92,8,0
59,92,8,0
60,92,8,0
61,91,9,0
62,91,9,0
63,91,9,0
64,91,9,0
65,90,10,0
66,90,10,0
67,90,10,0
68,90,10,0
69,90,10,0
70,90,10,0
71,90,10,0
72,90,10,0
73,90,10,0
74,90,10,0
75,90,10,0
76,90,10,0
77,90,10,0
78,90,10,0
79,90,10,0
80,90,10,0
81,90,10,0
82,90,10,0
83,90,10,0
84,90,10,0
85,90,10,0
86,90,10,0
87,89,11,0
88,88,12,0
89,88,12,0
90,88,12,0
91,88,12,0
92,88,12,0
93,88,12,0
94,88,12,0
95,88,12,0
96,88,12,0
97,88,12,0
98,88,12,0
99,88,12,0
100,88,12,0
101,87,13,0
102,87,12,1
103,87,12,1
104,87,12,1
105,86,13,1
106,86,13,1
107,85,14,1
108,85,14,1
109,85,14,1
110,85,14,1
111,84,15,1
112,84,15,1
113,84,15,1
114,84,15,1
115,84,15,1
116,84,15,1
117,83,16,1
118,83,16,1
119,83,16,1
120,83,16,1
121,83,16,1
122,83,16,1
123,82,17,1
124,82,17,1
125,82,16,2
126,82,16,2
127,82,16,2
128,82,16,2
129,82,16,2
130,82,16,2
131,82,16,2
132,81,17,2
133,81,17,2
134,81,17,2
135,81,17,2
136,81,17,2
137,80,18,2
138,79,19,2
139,79,19,2
140,79,19,2
141,79,19,2
142,79,19,2
143,79,19,2
144,79,19,2
145,79,19,2
146,79,19,2
147,78,20,2
148,78,20,2
149,78,20,2
150,78,20,2
151,78,20,2
152,78,20,2
153,77,20,3
154,76,21,3
155,76,21,3
156,76,21,3
157,76,21,3
158,76,21,3
159,76,21,3
160,76,21,3
161,76,21,3
162,76,21,3
163,76,21,3
164,76,21,3
165,76,21,3
166,75,22,3
167,75,22,3
168,75,22,3
169,75,22,3
170,75,22,3
171,75,22,3
172,75,21,4
173,75,21,4
174,75,21,4
175,74,22,4
176,74,22,4
177,74,22,4
178,73,23,4
179,73,23,4
180,73,23,4
181,73,23,4
182,73,23,4
183,73,23,4
184,73,23,4
185,73,23,4
186,72,23,5
187,71,24,5
188,71,24,5
189,71,23,6
190,71,23,6
191,71,23,6
192,71,23,6
193,71,23,6
194,71,23,6
195,71,23,6
196,71,23,6
197,71,23,6
198,71,23,6
199,71,23,6
200,71,23,6
201,71,23,6
202,71,23,6
203,71,23,6
204,71,23,6
205,71,22,7
206,70,23,7
207,70,23,7
208,70,22,8
209,69,23,8
210,68,24,8
211,68,24,8
212,68,24,8
213,68,24,8
214,68,22,10
215,68,22,10
216,68,22,10
217,68,22,10
218,68,22,10
219,68,22,10
220,68,22,10
221,67,23,10
222,67,23,10
223,67,23,10
224,67,23,10
225,67,23,10
226,66,24,10
227,66,24,10
228,66,23,11
229,66,23,11
230,66,23,11
231,66,23,11
232,66,23,11
233,66,23,11
234,66,23,11
235,66,23,11
236,66,23,11
237,65,23,12
238,65,23,12
239,65,23,12
240,65,23,12
241,65,23,12
242,65,23,12
243,65,23,12
244,65,23,12
245,65,23,12
246,65,23,12
247,65,23,12
248,65,23,12
249,65,23,12
250,65,23,12
251,65,23,12
252,65,23,12
253,65,23,12
254,65,23,12
255,65,23,12
256,65,23,12
257,65,23,12
258,65,23,12
259,65,23,12
260,65,23,12
261,65,23,12
262,65,23,12
263,64,24,12
264,64,24,12
265,64,24,12
266,63,25,12
267,63,25,12
268,62,25,13
269,62,25,13
270,62,25,13
271,62,25,13
272,62,25,13
273,62,25,13
274,62,25,13
275,62,25,13
276,62,25,13
277,62,25,13
278,62,25,13
279,62,25,13
280,62,25,13
281,61,26,13
282,61,26,13
283,61,26,13
284,61,26,13
285,61,26,13
286,61,26,13
287,61,26,13
288,61,26,13
289,60,27,13
290,60,27,13
291,60,27,13
292,60,27,13
293,60,27,13
294,60,27,13
295,60,27,13
296,60,27,13
297,60,27,13
298,60,26,14
299,60,26,14
300,60,26,14
301,60,26,14
302,60,26,14
303,60,26,14
304,60,26,14
305,60,26,14
306,59,26,15
307,59,25,16
308,58,26,16
309,58,26,16
310,58,26,16
311,58,26,16
312,58,26,16
313,58,26,16
314,58,26,16
315,58,26,16
316,58,26,16
317,58,26,16
318,58,26,16
319,58,26,16
320,56,28,16
321,56,28,16
322,56,28,16
323,56,28,16
324,56,28,16
325,56,28,16
326,56,28,16
327,56,28,16
328,56,27,17
329,56,27,17
330,56,27,17
331,56,27,17
332,56,27,17
333,56,27,17
334,56,26,18
335,56,26,18
336,56,26,18
337,56,26,18
338,56,26,18
339,56,26,18
340,56,26,18
341,56,26,18
342,56,26,18
343,56,26,18
344,56,26,18
345,56,26,18
346,56,26,18
347,56,26,18
348,55,26,19
349,55,26,19
350,55,26,19
351,55,26,19
352,55,26,19
353,55,26,19
354,55,26,19
355,55,26,19
356,55,26,19
357,55,26,19
358,55,26,19
359,54,27,19
360,54,27,19
361,54,27,19
362,54,27,19
363,54,27,19
364,54,27,19
365,53,28,19
366,53,28,19
367,53,28,19
368,53,28,19
369,53,28,19
370,53,27,20
371,53,27,20
372,53,27,20
373,53,27,20
374,53,27,20
375,53,26,21
376,53,26,21
377,53,25,22
378,53,24,23
379,53,24,23
380,53,24,23
381,53,24,23
382,53,24,23
383,53,24,23
384,53,24,23
385,53,24,23
386,53,24,23
387,53,24,23
388,53,24,23
389,53,24,23
390,53,24,23
391,53,24,23
392,53,24,23
393,53,24,23
394,53,24,23
395,53,24,23
396,53,24,23
397,52,25,23
398,52,25,23
399,52,25,23
400,52,24,24
401,52,24,24
402,52,24,24
403,52,24,24
404,52,24,24
405,52,24,24
406,52,24,24
407,52,24,24
408,52,24,24
409,52,24,24
410,52,24,24
411,52,24,24
412,51,25,24
413,51,25,24
414,51,25,24
415,51,25,24
416,51,24,25
417,51,24,25
418,51,24,25
419,51,24,25
420,51,24,25
421,51,24,25
422,50,25,25
