# Radius,Expected Disease Prevalence (%),Standard Error
0.0,0.9520000000000001,0.006763258100131919
0.1,1.0619999999999998,0.012095553936261045
0.2,1.3339999999999999,0.02410446146463347
0.3,1.683,0.04081868003745344
0.4,2.122,0.05194041056826563
0.5,2.5149999999999997,0.06706906312227719
0.6,2.939,0.08452483580640663
0.7,3.35,0.0917490591210613
0.8,4.018999999999999,0.11371708579848501
1.0,4.132000000000001,0.1154465354508311
1.2,4.101,0.12488561803866768
1.4,4.352,0.11853323467492145
