time,susceptible lower
0.0,90.0
0.005,89.04069006568159
0.01,88.67888974490721
0.015,88.23365920775359
0.02,87.78019609728143
0.025,87.23300392328483
0.03,86.65726203572163
0.035,86.11910372527875
0.04,85.81339312526815
0.045,85.36676429866765
0.05,84.6165272886962
0.055,83.82438230520712
0.06,83.11576650899282
0.065,82.59532698328331
0.07,82.16625764807802
0.075,81.56574603192833
0.08,81.15629218161081
0.085,80.62994845406477
0.09,79.9300798732236
0.095,79.44579143722407
0.1,78.86233614634428
0.105,78.4173694327316
0.11,77.79764123086963
0.115,77.1677084786957
0.12,76.47619111350592
0.125,75.80732361406378
0.13,75.12320876133836
0.135,74.39999999999999
0.14,73.80875288018524
0.145,73.13659785447419
0.15,72.44377466475197
0.155,71.56551480443582
0.16,70.86333439829617
0.165,70.43463876846776
0.17,69.74598835463331
0.175,69.08213400315115
0.18,68.41217159602066
0.185,67.60418595054804
0.19,66.91106150234975
0.195,66.13880149284412
0.2,65.54369607296232
0.205,64.95061142159433
0.21,63.640549474248196
0.215,62.900295496681046
0.22,62.04492674721007
0.225,61.37125196795733
0.23,60.50268063298222
0.235,59.42673836801121
0.24,58.67663989602608
0.245,57.847784885280035
0.25,56.97069910044884
0.255,56.22732119791269
0.26,55.41163877497302
0.265,54.52756399072145
0.27,53.66943339483446
0.275,52.92098528145194
0.28,52.14530436660442
0.285,51.397985939001295
0.29,50.55014706009568
0.295,49.893861852447685
0.3,49.02267999899627
0.305,48.32176488205931
0.31,47.53330218073978
0.315,46.85069447123835
0.32,46.14941081206731
0.325,45.39863144994091
0.33,44.435469527515295
0.335,43.864352177832714
0.34,42.85972103421791
0.345,42.14003188103169
0.35,41.45736088867535
0.355,40.819003268674884
0.36,40.003634148286906
0.365,39.165559521488376
0.37,38.49011218015942
0.375,37.698886619727716
0.38,37.09993736972456
0.385,36.29241139198804
0.39,35.5460143391628
0.395,35.012655470637455
0.4,34.221523436313895
0.405,33.578612936022076
0.41,32.89763702701968
0.415,32.39167028042855
0.42,31.60210766747222
0.425,31.118949637776304
0.43,30.465897108685386
0.435,29.820021097069887
0.44,29.33002623298469
0.445,28.64280375842371
0.45,27.89936658365609
0.455,27.09644098079309
0.46,26.652266864039035
0.465,26.186279184496275
0.47,25.57631756997381
0.475,25.11723310564488
0.48,24.512169364818476
0.485,24.011189292516736
0.49,23.42629604047528
0.495,22.98863500338414
0.5,22.653231084410525
0.505,22.195389991904413
0.51,21.712786861323472
0.515,21.131093296076376
0.52,20.605308837081072
0.525,19.985040166294368
0.53,19.708761398989395
0.535,19.045647131879825
0.54,18.577148147297848
0.545,18.262723536478887
0.55,17.9960032809943
0.555,17.403310662032816
0.56,16.951591056611957
0.565,16.329820187490288
0.57,15.896799663677138
0.575,15.42804800759175
0.58,15.139503560665013
0.585,14.769862933181606
0.59,14.350320054494857
0.595,14.125358028775947
0.6,13.787543907486965
0.605,13.547033595905546
0.61,13.22662715223012
0.615,12.831709207203893
0.62,12.5345556042332
0.625,12.134382029129068
0.63,11.874044911109284
0.635,11.570194633414914
0.64,11.265015254253067
0.645,10.954211382949616
0.65,10.662654123210196
0.655,10.306740811243703
0.66,10.04440138372705
0.665,9.879884058945098
0.67,9.681391064059973
0.675,9.356538207761602
0.68,9.201884768415804
0.685,9.070824229148641
0.69,8.840761950838814
0.695,8.571884224984402
0.7,8.381763069584483
0.705,8.258281747331608
0.71,8.123911422564602
0.715,8.004151125156469
0.72,7.680800736045846
0.725,7.651199775784757
0.73,7.440842167477725
0.735,7.275944523744452
0.74,7.100827399693369
0.745,6.96923718583506
0.75,6.92172050662978
0.755,6.70277639813561
0.76,6.5363048301828774
0.765,6.399999999999999
0.77,6.291362895233956
0.775,6.113831075681816
0.78,5.972153848641175
0.785,5.802794009220419
0.79,5.739015423346956
0.795,5.626752262973104
0.8,5.494756445612403
0.805,5.430512558395912
0.81,5.318391909784863
0.815,5.2556287361640095
