time,infected upper
0.475,59.94196578493263
0.48,60.28448657747698
0.485,60.52321929745588
0.49,60.996038160380614
0.495,61.15262565227246
0.5,61.19285036813293
0.505,61.35490354147348
0.51,61.627908341374784
0.515,61.93251244778959
0.52,62.2485388224
0.525,62.44520656846646
0.53,62.47899197505873
0.535,62.86491860421095
0.54,63.14991413425542
0.545,63.192006441221054
0.55,63.29353622905796
0.555,63.58216406279673
0.56,63.74302390027432
0.565,63.98399618216426
0.57,64.20005524840799
0.575,64.4411626982307
0.58,64.51096521308082
0.585,64.65129043263636
0.59,64.70403039855721
0.595,64.67918123754592
0.6,64.72153828651439
0.605,64.80483986242321
0.61,64.92670852154892
0.615,64.9761900974691
0.62,65.07897388568831
0.625,65.24127145866505
0.63,65.31482657598785
0.635,65.28321684951729
0.64,65.40636904064048
0.645,65.38061287293442
0.65,65.40203218457121
0.655,65.60979740348093
0.66,65.61490786171257
0.665,65.43933989804171
0.67,65.3467349949952
0.675,65.5157413910058
0.68,65.55625091969722
0.685,65.4962679788772
0.69,65.5830264320331
0.695,65.50086200490927
0.7,65.39347455813987
0.705,65.22408051242587
0.71,65.08589521292781
0.715,65.00074949161447
0.72,65.11466288564289
0.725,64.90462764674866
0.73,64.85207077663176
0.735,65.00045043217216
0.74,64.9488838173336
0.745,64.72291893064269
0.75,64.58361194834208
0.755,64.77554983950814
0.76,64.6865675774042
0.765,64.59106429939774
0.77,64.3531116440718
0.775,64.23664116681097
0.78,64.1300278292417
0.785,64.02750868456921
0.79,63.79537676379612
0.795,63.626719509351815
0.8,63.57541467564399
0.805,63.47825728815866
0.81,63.278936060738225
0.815,63.12179852662496
0.82,63.088986387315565
0.825,62.87491935420296
0.83,62.89130292494079
0.835,62.89660081995874
0.84,62.62402591277273
0.845,62.519610880212625
0.85,62.38298715905187
0.855,62.52329420459201
0.86,62.26343574714966
0.865,62.17300686255103
0.87,61.99263848736894
0.875,61.75545254551816
0.88,61.64076040131082
0.885,61.57832063243699
0.89,61.29298211240583
0.895,61.20607132140714
0.9,61.105605134525135
0.905,61.01633936592012
0.91,60.91213983798665
0.915,60.782779086342885
0.92,60.51723566895217
0.925,60.582354570289745
0.93,60.544444668323365
0.935,60.36885937034343
0.94,60.03139024560011
0.945,59.90952077489542
0.95,59.73908417227652
0.955,59.6
0.96,59.348957464309905
0.965,59.05897949522913
0.97,59.04544681946402
0.975,58.7993406195254
0.98,58.63338399166062
0.985,58.55891293643957
0.99,58.39567642918041
0.995,58.32740979308496
1.0,58.17478172388438
1.005,57.971736089635705
1.01,57.880359700594916
1.015,57.76320193484104
1.02,57.625453511557396
1.025,57.439019522162496
1.03,57.414901401426675
1.035,57.1799649121727
1.04,57.053527806880794
1.045,56.759644116845834
1.05,56.69910707166777
1.055,56.60373756981859
1.06,56.2939104953261
1.065,56.17937159830443
1.07,55.951576352712806
1.075,55.823488114483574
1.08,55.685376639483934
1.085,55.50573653979852
1.09,55.363952932717304
1.095,55.22580689084671
1.1,55.04652258385087
1.105,54.91311865325148
1.11,54.81220928241518
1.115,54.53333526794318
1.12,54.272741841473135
1.125,53.97161637697222
1.13,53.690134406983404
1.135,53.52299919685877
1.14,53.29143483224336
1.145,53.05207456089553
1.15,52.871935436154764
1.155,52.588588377059104
1.16,52.46018449870482
1.165,52.27113666432479
1.17,51.98773520061772
1.175,51.739343299131704
1.18,51.44160051208673
1.185,51.23810572080553
1.19,51.08583798845848
1.195,50.899643515283174
1.2,50.55078444089343
1.205,50.40754180388624
1.21,50.31749477957984
1.215,50.08642074246427
1.22,49.80506349915032
1.225,49.69111411598741
1.23,49.64022221764994
1.235,49.52207300024495
1.24,49.337030162118666
1.245,49.123004642270025
1.25,48.82018382042372
1.255,48.61345830628391
1.26,48.326569538283685
1.265,48.17621191639914
1.27,47.94761542799781
1.275,47.80820602059832
1.28,47.671997770345136
1.285,47.430589855062834
1.29,47.21912540257408
1.295,47.06095411160983
1.3,46.88456076040537
1.305,46.605603087633426
1.31,46.35348252130953
1.315,46.13354564325181
1.32,46.005927530171405
1.325,45.828994155965304
1.33,45.66730555198014
1.335,45.52353266168247
1.34,45.28161265648378
1.345,45.05727548352476
1.35,44.85002862587601
1.355,44.717327562793834
1.36,44.58064881479383
1.365,44.47235849976305
1.37,44.25512983787933
1.375,44.20793803622252
1.38,44.01774026792694
1.385,43.77611490675896
1.39,43.4334625964147
1.395,43.28999056602934
1.4,43.10281588570772
1.405,42.93521361073901
1.41,42.873081052803876
1.415,42.761812776994354
1.42,42.580939766620176
1.425,42.37708017651891
1.43,42.287949517209675
1.435,42.150688029964655
1.44,42.07240789396032
1.445,41.938952969650494
1.45,41.83099453502689
1.455,41.5697739555971
1.46,41.38282071817402
1.465,41.150746352783955
1.47,41.08552499771022
1.475,40.98445260950524
1.48,40.759590002843346
1.485,40.62888580735961
1.49,40.541362667534266
1.495,40.38569601750757
1.5,40.12630075185924
1.505,39.92045535452206
1.51,39.74330795771625
1.515,39.454107896584944
1.52,39.25636748648469
1.525,39.15897569374271
1.53,39.033279368760795
1.535,38.86244304807482
1.54,38.69111411598742
1.545,38.52984082159759
1.55,38.41255041701049
1.555,38.25818488012406
1.56,38.0048945631568
1.565,37.92156693514126
1.57,37.79905721914642
1.575,37.63330438371027
1.58,37.492671588697746
1.585,37.374404508377175
1.59,37.18550278271371
1.595,37.13559079248974
1.6,36.98243982085084
1.605,36.77547606010734
1.61,36.45476290551983
1.615,36.220190836219615
1.62,36.049646934670314
1.625,35.90460600236541
1.63,35.76727982830782
1.635,35.709383265620374
1.64,35.51976922564838
1.645,35.309093487157355
1.65,35.16388957890816
1.655,35.07246080544754
1.66,34.8135183942061
1.665,34.69808475162705
1.67,34.51508569957449
1.675,34.46235813247672
1.68,34.206431548038594
1.685,34.12511553457736
1.69,33.99480048868919
1.695,33.85803142392726
1.7,33.54254516518678
1.705,33.37995918350347
1.71,33.16518242206806
1.715,33.028791171356744
1.72,32.90427196579961
1.725,32.66118488524397
1.73,32.47974999348924
1.735,32.3173367827331
1.74,32.135302940803676
1.745,32.09475704712371
1.75,31.810073995192884
1.755,31.67203147586232
1.76,31.476205344891447
1.765,31.264495610206207
1.77,31.130120877515232
1.775,30.9934526402714
1.78,30.913715591489023
1.785,30.783509742412022
1.79,30.694875137004356
1.795,30.650909996919474
1.8,30.4094084430871
1.805,30.249722213648305
1.81,30.122974401894112
1.815,30.013283877076987
1.82,29.931677465123418
1.825,29.726130608498814
1.83,29.589279321576782
1.835,29.507731731743263
1.84,29.4016811033066
1.845,29.272471606558874
1.85,29.075962297865637
1.855,28.971057781859415
1.86,28.872565935108558
1.865,28.773960303124905
1.87,28.68998886412873
1.875,28.514431151655003
1.88,28.448931592346376
1.885,28.300642969688468
1.89,28.18116468609959
1.895,28.036416171007662
1.9,27.918237543364164
1.905,27.80008810487198
1.91,27.65826633271086
1.915,27.460831383011495
1.92,27.374465638367404
1.925,27.191729576848655
1.93,27.159377734753996
1.935,27.057576445637032
1.94,26.938025888474087
1.945,26.780728418256828
1.95,26.714083151184795
1.955,26.61302503786832
1.96,26.491945240873687
1.965,26.41735855224608
1.97,26.257947138183226
1.975,26.216289178937856
1.98,26.09406545250498
1.985,26.020391287705863
1.99,25.904986398238844
1.995,25.83680924774785
2.0,25.727075157097175
2.005,25.5033025602102
2.01,25.349368026675133
2.015,25.160382006075437
2.02,25.089407119518203
2.025,24.99156503948777
2.03,24.92971972213501
2.035,24.831062513541944
2.04,24.79568076478052
2.045,24.74937220328979
2.05,24.659494477411748
2.055,24.63780648996861
2.06,24.472175810920405
2.065,24.347499305169485
2.07,24.219066569856462
2.075,24.09221548904324
2.08,24.0287967496897
2.085,23.867661580737735
2.09,23.744873735584434
2.095,23.648498616912956
2.1,23.520113893738976
2.105,23.37109685876453
2.11,23.22738900031098
2.115,23.091797768912638
2.12,22.983471788657752
2.125,22.955864075534503
2.13,22.767317658670372
2.135,22.655220842311977
2.14,22.506298616993362
2.145,22.343781409751845
2.15,22.272782199923327
2.155,22.12360816842934
2.16,22.08510683621319
2.165,21.958324777540604
2.17,21.87483781807797
2.175,21.734849690479393
2.18,21.657173465688427
2.185,21.50859777093718
2.19,21.424922359499618
2.195,21.336087214122113
2.2,21.244749683231337
2.205,21.16544187944902
2.21,21.034796615598847
2.215,20.932203418758917
2.22,20.766456194557925
2.225,20.709421550822178
2.23,20.638593097266586
2.235,20.536563382908774
2.24,20.387158345115363
2.245,20.296116313236134
2.25,20.19803058567451
2.255,20.10367969449718
2.26,20.03960833506509
2.265,20.006348918130023
2.27,19.966522985836242
2.275,19.883452996988545
2.28,19.837408456464004
2.285,19.829425978379998
2.29,19.722255757891837
2.295,19.540572873934302
2.3,19.486800229957137
2.305,19.330997208188275
2.31,19.30479800784095
2.315,19.208656674930552
2.32,19.100374312819508
2.325,19.04032084185301
2.33,18.90123635368677
2.335,18.838279171875076
2.34,18.781443571671232
2.345,18.724275630879756
2.35,18.642042450053466
2.355,18.59197528202432
2.36,18.498648401781388
2.365,18.34429883835463
2.37,18.23868107973205
2.375,18.18971152703068
2.38,18.12274621679853
2.385,18.067410040014696
2.39,18.032927987314753
2.395,17.922294362827763
2.4,17.868674623412147
2.405,17.81972526435719
2.41,17.753885289083616
2.415,17.648263470064414
2.42,17.520929455790416
2.425,17.398417725481263
2.43,17.35032484385261
2.435,17.284869899166495
2.44,17.17585673709472
2.445,17.10998575495685
2.45,16.999537541348552
2.455,16.86417390860103
2.46,16.76311428801338
2.465,16.621144381083123
2.47,16.618605052540296
2.475,16.55955486674427
2.48,16.466006535941368
2.485,16.37799940262838
2.49,16.281963164046363
2.495,16.148511930314204
2.5,16.091830253872423
2.505,16.040613439216614
2.51,15.969922838587365
2.515,15.932322247256566
2.52,15.84386765344533
2.525,15.77549068921547
2.53,15.726453160980336
2.535,15.657705617095885
2.54,15.59513399418768
2.545,15.489922599691825
2.55,15.392171138462155
2.555,15.341401563180789
2.56,15.267671027482345
2.565,15.234543649258033
2.57,15.137797979733767
2.575,15.066247772276443
2.58,14.996941185295
2.585,14.977150614082262
2.59,14.962277660168379
2.595,14.916622806713802
2.6,14.838470965295041
2.605,14.8197777699387
2.61,14.762443496718062
2.615,14.723289427162806
2.62,14.673326330524485
2.625,14.633074219113066
2.63,14.62695844891466
2.635,14.542646883801579
2.64,14.449735191569548
2.645,14.42286027981529
2.65,14.329551052391027
2.655,14.319174207655507
2.66,14.29354794744244
2.665,14.247393555187566
2.67,14.182566980454885
2.675,14.113406665860017
2.68,14.051541560417887
2.685,13.934812971758845
2.69,13.849125649618314
2.695,13.777937807286339
2.7,13.724265519107734
2.705,13.65957314295626
2.71,13.65957314295626
2.715,13.636118929893154
2.72,13.601489024742449
2.725,13.513608305156179
2.73,13.317321973565296
2.735,13.243454948045372
2.74,13.202506767200962
2.745,13.136213178458863
2.75,13.089002915003299
2.755,13.040523034836086
2.76,13.037545087945828
2.765,13.016089955623533
2.77,12.923289839648133
2.775,12.873378708228097
2.78,12.829287894447102
2.785,12.759392912371343
2.79,12.65926036220835
2.795,12.59964628213564
2.8,12.586380530456628
2.805,12.524787312161138
2.81,12.456837096135345
2.815,12.414769781421551
2.82,12.409662361093243
2.825,12.338773951097433
2.83,12.304834939252006
2.835,12.286058595712579
2.84,12.238470965295042
2.845,12.228586984664709
2.85,12.19687543171499
2.855,12.076300049898594
2.86,12.021575163803696
2.865,11.990559055504304
2.87,11.933123436561548
2.875,11.920897306865449
2.88,11.899551249779364
2.885,11.866680790928754
2.89,11.78790151362065
2.895,11.713791369130176
2.9,11.698437118343895
2.905,11.639371006976067
2.91,11.569414502720402
2.915,11.518507582966887
2.92,11.448761811396942
2.925,11.391526956335104
2.93,11.351655507925
2.935,11.266681065481174
2.94,11.2143313700055
2.945,11.178996600839826
2.95,11.09889590600267
2.955,11.002761903271434
2.96,10.898858841905739
2.965,10.866725793949293
2.97,10.828923649249846
2.975,10.813303834663873
2.98,10.785262051801805
2.985,10.700201335480541
2.99,10.678963030885459
2.995,10.639205193424257
3.0,10.639205193424257
3.005,10.613303834663872
