Time,Susceptible,Infected,Recovered
0,90,10,0
0.005,90,10,0
0.01,90,10,0
0.015,90,10,0
0.02,89,11,0
0.025,89,11,0
0.03,89,11,0
0.035,88,12,0
0.04,87,13,0
0.045,87,12,1
0.05,87,12,1
0.055,86,13,1
0.06,85,14,1
0.065,85,14,1
0.07,84,15,1
0.075,82,17,1
0.08,82,17,1
0.085,81,17,2
0.09,81,17,2
0.095,81,17,2
0.1,80,18,2
0.105,80,18,2
0.11,79,19,2
0.115,79,19,2
0.12,77,21,2
0.125,76,22,2
0.13,76,21,3
0.135,76,21,3
0.14,75,22,3
0.145,75,22,3
0.15,74,23,3
0.155,73,24,3
0.16,73,24,3
0.165,73,24,3
0.17,73,24,3
0.175,73,24,3
0.18,73,23,4
0.185,73,23,4
0.19,73,23,4
0.195,72,24,4
0.2,72,24,4
0.205,70,26,4
0.21,69,27,4
0.215,69,27,4
0.22,69,26,5
0.225,67,27,6
0.23,67,27,6
0.235,66,27,7
0.24,66,27,7
0.245,66,27,7
0.25,66,26,8
0.255,65,27,8
0.26,65,27,8
0.265,64,28,8
0.27,63,28,9
0.275,63,28,9
0.28,62,29,9
0.285,62,29,9
0.29,62,29,9
0.295,61,30,9
0.3,61,30,9
0.305,59,32,9
0.31,58,33,9
0.315,57,33,10
0.32,57,31,12
0.325,55,33,12
0.33,54,34,12
0.335,54,34,12
0.34,54,34,12
0.345,53,34,13
0.35,52,35,13
0.355,52,35,13
0.36,52,35,13
0.365,51,36,13
0.37,51,36,13
0.375,51,36,13
0.38,51,36,13
0.385,49,38,13
0.39,48,38,14
0.395,48,38,14
0.4,47,39,14
0.405,45,41,14
0.41,45,40,15
0.415,45,40,15
0.42,42,42,16
0.425,42,42,16
0.43,41,42,17
0.435,41,42,17
0.44,40,42,18
0.445,40,41,19
0.45,40,41,19
0.455,39,42,19
0.46,38,43,19
0.465,38,43,19
0.47,38,43,19
0.475,37,44,19
0.48,36,44,20
0.485,36,43,21
0.49,34,45,21
0.495,33,46,21
0.5,33,46,21
0.505,33,45,22
0.51,32,45,23
0.515,32,45,23
0.52,32,45,23
0.525,31,46,23
0.53,31,45,24
0.535,30,46,24
0.54,29,47,24
0.545,29,47,24
0.55,29,47,24
0.555,28,48,24
0.56,28,47,25
0.565,28,47,25
0.57,28,47,25
0.575,28,47,25
0.58,28,47,25
0.585,28,47,25
0.59,28,46,26
0.595,28,46,26
0.6,27,46,27
0.605,27,46,27
0.61,25,48,27
0.615,25,48,27
0.62,25,48,27
0.625,25,48,27
0.63,25,48,27
0.635,24,48,28
0.64,23,49,28
0.645,23,48,29
0.65,23,48,29
0.655,23,48,29
0.66,21,50,29
0.665,20,51,29
0.67,20,50,30
0.675,20,50,30
0.68,19,50,31
0.685,19,50,31
0.69,18,51,31
0.695,18,51,31
0.7,18,51,31
0.705,18,50,32
0.71,18,50,32
0.715,18,50,32
0.72,18,50,32
0.725,17,51,32
0.73,17,51,32
0.735,17,51,32
0.74,15,53,32
0.745,14,54,32
0.75,14,53,33
0.755,14,52,34
0.76,14,52,34
0.765,13,53,34
0.77,12,54,34
0.775,12,54,34
0.78,12,53,35
0.785,11,54,35
0.79,10,54,36
0.795,9,55,36
0.8,9,55,36
0.805,9,55,36
0.81,9,55,36
0.815,9,55,36
0.82,8,56,36
0.825,7,57,36
0.83,7,56,37
