Time,Susceptible,Infected,Recovered
0,90,10,0
0.005,90,10,0
0.01,90,10,0
0.015,89,11,0
0.02,89,11,0
0.025,88,12,0
0.03,87,13,0
0.035,87,13,0
0.04,87,13,0
0.045,87,13,0
0.05,87,13,0
0.055,87,13,0
0.06,86,14,0
0.065,86,14,0
0.07,85,14,1
0.075,85,14,1
0.08,85,14,1
0.085,84,15,1
0.09,83,16,1
0.095,83,16,1
0.1,82,17,1
0.105,82,17,1
0.11,82,17,1
0.115,82,17,1
0.12,81,18,1
0.125,80,19,1
0.13,79,19,2
0.135,77,21,2
0.14,76,21,3
0.145,76,21,3
0.15,76,21,3
0.155,76,21,3
0.16,75,22,3
0.165,75,22,3
0.17,74,22,4
0.175,73,23,4
0.18,72,24,4
0.185,72,24,4
0.19,71,25,4
0.195,70,26,4
0.2,70,26,4
0.205,70,26,4
0.21,69,27,4
0.215,69,27,4
0.22,66,30,4
0.225,66,30,4
0.23,65,31,4
0.235,64,32,4
0.24,63,33,4
0.245,63,33,4
0.25,63,33,4
0.255,63,33,4
0.26,62,34,4
0.265,62,34,4
0.27,60,36,4
0.275,60,36,4
0.28,60,36,4
0.285,58,38,4
0.29,57,39,4
0.295,56,39,5
0.3,56,39,5
0.305,56,38,6
0.31,56,38,6
0.315,55,38,7
0.32,54,39,7
0.325,54,39,7
0.33,54,39,7
0.335,51,41,8
0.34,49,43,8
0.345,49,43,8
0.35,49,43,8
0.355,49,42,9
0.36,48,42,10
0.365,47,43,10
0.37,46,44,10
0.375,46,43,11
0.38,45,44,11
0.385,45,44,11
0.39,45,44,11
0.395,44,45,11
0.4,44,45,11
0.405,43,46,11
0.41,40,49,11
0.415,40,49,11
0.42,40,48,12
0.425,38,50,12
0.43,37,50,13
0.435,37,50,13
0.44,37,49,14
0.445,35,50,15
0.45,34,50,16
0.455,34,50,16
0.46,32,52,16
0.465,32,51,17
0.47,32,50,18
0.475,32,50,18
0.48,32,50,18
0.485,32,49,19
0.49,31,50,19
0.495,31,50,19
0.5,31,49,20
0.505,31,47,22
0.51,31,47,22
0.515,29,48,23
0.52,29,48,23
0.525,29,48,23
0.53,27,50,23
0.535,26,51,23
0.54,26,51,23
0.545,26,51,23
0.55,26,50,24
0.555,24,52,24
0.56,24,52,24
0.565,24,52,24
0.57,24,52,24
0.575,23,53,24
0.58,22,54,24
0.585,22,54,24
0.59,21,55,24
0.595,20,56,24
0.6,20,56,24
0.605,19,57,24
0.61,19,57,24
0.615,19,55,26
0.62,19,54,27
0.625,18,55,27
0.63,18,54,28
0.635,18,54,28
0.64,18,54,28
0.645,18,54,28
0.65,18,54,28
0.655,16,55,29
0.66,16,55,29
0.665,16,55,29
0.67,15,56,29
0.675,15,56,29
0.68,15,56,29
0.685,15,54,31
0.69,15,54,31
0.695,15,54,31
0.7,15,53,32
0.705,15,53,32
0.71,15,53,32
0.715,15,53,32
0.72,14,54,32
0.725,14,54,32
0.73,14,54,32
0.735,14,54,32
0.74,14,54,32
0.745,13,54,33
0.75,13,54,33
0.755,11,56,33
0.76,10,57,33
0.765,10,57,33
0.77,10,56,34
0.775,10,56,34
0.78,10,56,34
0.785,10,56,34
0.79,10,56,34
0.795,10,55,35
0.8,9,56,35
0.805,9,56,35
0.81,9,55,36
0.815,9,53,38
0.82,9,53,38
0.825,9,53,38
0.83,9,53,38
