Time,Susceptible,Infected,Recovered
0,90,10,0
0.005,89,10,1
0.01,89,10,1
0.015,88,11,1
0.02,88,11,1
0.025,88,11,1
0.03,88,11,1
0.035,86,13,1
0.04,86,13,1
0.045,86,13,1
0.05,86,13,1
0.055,86,13,1
0.06,86,13,1
0.065,86,13,1
0.07,86,13,1
0.075,86,13,1
0.08,86,13,1
0.085,86,13,1
0.09,82,17,1
0.095,82,17,1
0.1,81,18,1
0.105,80,19,1
0.11,80,18,2
0.115,79,19,2
0.12,78,20,2
0.125,77,21,2
0.13,76,22,2
0.135,76,22,2
0.14,76,22,2
0.145,75,23,2
0.15,74,24,2
0.155,74,24,2
0.16,72,26,2
0.165,72,26,2
0.17,71,27,2
0.175,71,27,2
0.18,70,28,2
0.185,69,29,2
0.19,68,30,2
0.195,68,30,2
0.2,68,29,3
0.205,68,29,3
0.21,68,29,3
0.215,68,28,4
0.22,67,29,4
0.225,66,30,4
0.23,65,31,4
0.235,65,31,4
0.24,65,31,4
0.245,65,31,4
0.25,64,32,4
0.255,64,32,4
0.26,63,33,4
0.265,63,33,4
0.27,62,34,4
0.275,62,34,4
0.28,62,34,4
0.285,62,34,4
0.29,61,35,4
0.295,60,35,5
0.3,59,36,5
0.305,57,38,5
0.31,57,37,6
0.315,56,38,6
0.32,55,39,6
0.325,55,39,6
0.33,55,39,6
0.335,54,40,6
0.34,54,39,7
0.345,53,40,7
0.35,53,40,7
0.355,53,39,8
0.36,52,40,8
0.365,52,40,8
0.37,51,41,8
0.375,50,41,9
0.38,48,43,9
0.385,48,43,9
0.39,47,43,10
0.395,46,43,11
0.4,46,43,11
0.405,45,43,12
0.41,44,44,12
0.415,44,44,12
0.42,44,44,12
0.425,44,44,12
0.43,44,44,12
0.435,44,44,12
0.44,44,44,12
0.445,43,44,13
0.45,40,47,13
0.455,40,47,13
0.46,40,47,13
0.465,40,47,13
0.47,40,46,14
0.475,39,47,14
0.48,39,47,14
0.485,38,48,14
0.49,38,47,15
0.495,36,49,15
0.5,36,49,15
0.505,36,49,15
0.51,35,50,15
0.515,33,52,15
0.52,32,53,15
0.525,31,54,15
0.53,30,55,15
0.535,30,55,15
0.54,28,57,15
0.545,28,56,16
0.55,27,57,16
0.555,26,58,16
0.56,26,58,16
0.565,26,57,17
0.57,26,57,17
0.575,26,57,17
0.58,24,59,17
0.585,24,59,17
0.59,24,59,17
0.595,24,59,17
0.6,24,59,17
0.605,24,59,17
0.61,23,60,17
0.615,23,60,17
0.62,23,60,17
0.625,23,60,17
0.63,23,59,18
0.635,23,58,19
0.64,23,57,20
0.645,23,55,22
0.65,23,55,22
0.655,22,56,22
0.66,21,57,22
0.665,21,57,22
0.67,21,57,22
0.675,20,58,22
0.68,20,58,22
0.685,19,59,22
0.69,19,58,23
0.695,19,58,23
0.7,19,58,23
0.705,19,58,23
0.71,18,59,23
0.715,18,59,23
0.72,18,58,24
0.725,16,60,24
0.73,15,61,24
0.735,15,61,24
0.74,15,61,24
0.745,15,61,24
0.75,15,60,25
0.755,14,61,25
0.76,13,62,25
0.765,12,63,25
0.77,12,63,25
0.775,12,63,25
0.78,11,64,25
0.785,11,64,25
0.79,11,63,26
0.795,11,63,26
0.8,11,62,27
0.805,11,62,27
0.81,11,62,27
0.815,11,62,27
0.82,11,62,27
0.825,11,61,28
0.83,10,62,28
0.835,10,62,28
0.84,10,61,29
0.845,10,61,29
0.85,9,61,30
0.855,9,61,30
0.86,9,60,31
0.865,9,60,31
0.87,9,59,32
0.875,9,59,32
0.88,9,59,32
0.885,9,59,32
0.89,9,59,32
0.895,8,60,32
0.9,8,58,34
0.905,8,58,34
0.91,8,58,34
0.915,7,59,34
0.92,7,59,34
0.925,7,59,34
0.93,6,59,35
0.935,6,59,35
0.94,6,59,35
0.945,6,57,37
0.95,6,57,37
0.955,6,57,37
0.96,6,57,37
0.965,6,57,37
0.97,6,57,37
0.975,6,57,37
0.98,6,57,37
0.985,6,57,37
0.99,5,58,37
0.995,5,58,37
1,5,58,37
1.005,5,58,37
1.01,5,57,38
1.015,5,57,38
1.02,5,57,38
1.025,5,57,38
1.03,4,57,39
1.035,4,57,39
1.04,4,57,39
1.045,4,57,39
1.05,4,57,39
1.055,4,57,39
1.06,4,57,39
1.065,4,57,39
1.07,3,56,41
1.075,3,56,41
1.08,2,57,41
1.085,2,57,41
1.09,2,56,42
1.095,2,55,43
1.1,2,55,43
1.105,2,55,43
1.11,2,55,43
1.115,2,55,43
1.12,2,55,43
1.125,2,55,43
1.13,2,54,44
1.135,2,54,44
1.14,2,53,45
1.145,2,53,45
1.15,2,53,45
1.155,2,52,46
1.16,2,52,46
1.165,2,52,46
1.17,2,52,46
1.175,2,52,46
1.18,2,52,46
1.185,2,52,46
1.19,2,52,46
1.195,2,52,46
1.2,2,52,46
1.205,2,51,47
1.21,2,50,48
1.215,2,50,48
1.22,2,49,49
1.225,2,49,49
1.23,2,49,49
1.235,2,49,49
1.24,2,49,49
1.245,2,48,50
1.25,2,48,50
1.255,2,47,51
1.26,2,47,51
1.265,2,46,52
1.27,2,46,52
1.275,2,46,52
1.28,2,46,52
1.285,2,45,53
1.29,1,46,53
1.295,1,46,53
1.3,1,46,53
1.305,1,46,53
1.31,1,46,53
1.315,1,46,53
1.32,1,46,53
1.325,1,45,54
1.33,1,45,54
1.335,1,45,54
1.34,1,44,55
1.345,1,44,55
1.35,1,43,56
1.355,1,42,57
1.36,1,42,57
1.365,1,41,58
1.37,1,41,58
1.375,1,40,59
1.38,1,40,59
1.385,1,40,59
1.39,1,40,59
1.395,1,40,59
1.4,1,40,59
1.405,1,40,59
1.41,1,40,59
1.415,1,39,60
1.42,1,38,61
1.425,1,37,62
1.43,1,37,62
1.435,1,37,62
1.44,1,37,62
1.445,1,37,62
1.45,1,37,62
1.455,1,37,62
1.46,1,37,62
1.465,1,37,62
1.47,1,37,62
1.475,1,36,63
1.48,1,36,63
1.485,1,36,63
1.49,1,36,63
1.495,1,35,64
1.5,1,35,64
1.505,1,34,65
1.51,1,33,66
1.515,1,33,66
1.52,1,31,68
1.525,1,31,68
1.53,1,31,68
1.535,1,31,68
1.54,1,31,68
1.545,1,30,69
1.55,1,30,69
1.555,1,30,69
1.56,1,30,69
1.565,1,29,70
1.57,1,29,70
1.575,1,29,70
1.58,1,29,70
1.585,1,29,70
1.59,1,29,70
1.595,1,29,70
1.6,1,29,70
1.605,1,28,71
1.61,1,28,71
1.615,1,27,72
1.62,1,27,72
1.625,1,27,72
1.63,1,27,72
1.635,1,27,72
1.64,1,27,72
1.645,1,27,72
1.65,1,26,73
1.655,1,25,74
1.66,1,24,75
1.665,1,24,75
1.67,1,24,75
1.675,1,23,76
1.68,1,23,76
1.685,1,23,76
1.69,1,23,76
1.695,1,23,76
1.7,1,22,77
1.705,1,22,77
1.71,1,22,77
1.715,1,22,77
1.72,1,22,77
1.725,1,22,77
1.73,1,22,77
1.735,1,22,77
1.74,1,22,77
1.745,1,22,77
1.75,1,22,77
1.755,1,22,77
1.76,1,22,77
1.765,1,22,77
1.77,1,22,77
1.775,1,22,77
1.78,1,22,77
1.785,1,21,78
1.79,1,21,78
1.795,1,21,78
1.8,1,20,79
1.805,1,20,79
1.81,1,20,79
1.815,1,20,79
1.82,1,20,79
1.825,1,19,80
1.83,1,19,80
1.835,1,19,80
1.84,1,19,80
1.845,1,19,80
1.85,1,19,80
1.855,1,18,81
1.86,1,18,81
1.865,1,18,81
1.87,1,18,81
1.875,1,18,81
1.88,1,18,81
1.885,1,18,81
1.89,1,18,81
1.895,1,17,82
1.9,1,17,82
1.905,1,17,82
1.91,1,17,82
1.915,1,17,82
1.92,0,18,82
1.925,0,18,82
1.93,0,18,82
1.935,0,18,82
1.94,0,18,82
1.945,0,18,82
1.95,0,18,82
1.955,0,18,82
1.96,0,18,82
1.965,0,18,82
1.97,0,18,82
1.975,0,18,82
1.98,0,18,82
1.985,0,18,82
1.99,0,18,82
1.995,0,18,82
2,0,18,82
2.005,0,18,82
2.01,0,18,82
2.015,0,18,82
2.02,0,18,82
2.025,0,18,82
2.03,0,18,82
2.035,0,18,82
2.04,0,18,82
2.045,0,18,82
2.05,0,18,82
2.055,0,18,82
2.06,0,18,82
2.065,0,18,82
2.07,0,18,82
2.075,0,18,82
2.08,0,18,82
2.085,0,18,82
2.09,0,18,82
2.095,0,18,82
2.1,0,18,82
2.105,0,18,82
2.11,0,18,82
2.115,0,18,82
2.12,0,18,82
2.125,0,18,82
2.13,0,18,82
2.135,0,18,82
2.14,0,17,83
2.145,0,17,83
2.15,0,17,83
2.155,0,17,83
2.16,0,17,83
2.165,0,17,83
2.17,0,17,83
2.175,0,17,83
2.18,0,17,83
2.185,0,16,84
2.19,0,16,84
2.195,0,16,84
2.2,0,16,84
2.205,0,16,84
2.21,0,16,84
2.215,0,16,84
2.22,0,16,84
2.225,0,16,84
2.23,0,16,84
2.235,0,16,84
2.24,0,15,85
2.245,0,15,85
2.25,0,15,85
2.255,0,15,85
2.26,0,15,85
2.265,0,15,85
2.27,0,13,87
2.275,0,13,87
2.28,0,13,87
2.285,0,13,87
2.29,0,13,87
2.295,0,13,87
2.3,0,13,87
2.305,0,13,87
2.31,0,13,87
2.315,0,13,87
2.32,0,13,87
2.325,0,13,87
2.33,0,13,87
2.335,0,13,87
2.34,0,13,87
2.345,0,13,87
2.35,0,12,88
2.355,0,12,88
2.36,0,12,88
2.365,0,12,88
2.37,0,12,88
2.375,0,12,88
2.38,0,12,88
2.385,0,12,88
2.39,0,12,88
2.395,0,12,88
2.4,0,12,88
2.405,0,12,88
2.41,0,12,88
2.415,0,12,88
2.42,0,12,88
2.425,0,12,88
2.43,0,12,88
2.435,0,12,88
2.44,0,12,88
2.445,0,12,88
2.45,0,12,88
2.455,0,12,88
2.46,0,12,88
2.465,0,11,89
2.47,0,11,89
2.475,0,11,89
2.48,0,11,89
2.485,0,11,89
2.49,0,11,89
2.495,0,11,89
2.5,0,11,89
2.505,0,11,89
2.51,0,11,89
2.515,0,11,89
2.52,0,11,89
2.525,0,11,89
2.53,0,11,89
2.535,0,11,89
2.54,0,11,89
2.545,0,11,89
2.55,0,11,89
2.555,0,11,89
2.56,0,11,89
2.565,0,11,89
2.57,0,11,89
2.575,0,11,89
2.58,0,11,89
2.585,0,11,89
2.59,0,11,89
2.595,0,11,89
2.6,0,10,90
2.605,0,10,90
2.61,0,10,90
2.615,0,10,90
2.62,0,10,90
2.625,0,10,90
2.63,0,10,90
2.635,0,10,90
2.64,0,10,90
2.645,0,10,90
2.65,0,10,90
2.655,0,10,90
2.66,0,10,90
2.665,0,10,90
2.67,0,10,90
2.675,0,10,90
2.68,0,10,90
2.685,0,10,90
2.69,0,10,90
2.695,0,10,90
2.7,0,10,90
2.705,0,10,90
2.71,0,10,90
2.715,0,10,90
2.72,0,10,90
2.725,0,10,90
2.73,0,10,90
2.735,0,10,90
2.74,0,10,90
2.745,0,10,90
2.75,0,10,90
2.755,0,10,90
2.76,0,10,90
2.765,0,10,90
2.77,0,10,90
2.775,0,10,90
2.78,0,10,90
2.785,0,10,90
2.79,0,10,90
2.795,0,10,90
2.8,0,10,90
2.805,0,10,90
2.81,0,10,90
2.815,0,10,90
2.82,0,10,90
2.825,0,10,90
2.83,0,10,90
2.835,0,10,90
2.84,0,9,91
2.845,0,9,91
2.85,0,9,91
2.855,0,9,91
2.86,0,9,91
2.865,0,9,91
2.87,0,9,91
2.875,0,9,91
2.88,0,9,91
2.885,0,9,91
2.89,0,9,91
2.895,0,9,91
2.9,0,9,91
2.905,0,9,91
2.91,0,9,91
2.915,0,9,91
2.92,0,9,91
2.925,0,9,91
2.93,0,9,91
2.935,0,9,91
2.94,0,9,91
2.945,0,9,91
2.95,0,9,91
2.955,0,9,91
2.96,0,9,91
2.965,0,9,91
2.97,0,9,91
2.975,0,9,91
2.98,0,9,91
