time,state3Mean,state3lower,state3upper
0,0,0,0
0.005,0.07,-0.185147,0.325147
0.01,0.13,-0.206303,0.466303
0.015,0.18,-0.204187,0.564187
0.02,0.23,-0.190833,0.650833
0.025,0.31,-0.173632,0.793632
0.03,0.35,-0.204527,0.904527
0.035,0.41,-0.191581,1.01158
0.04,0.45,-0.172495,1.07249
0.045,0.54,-0.114523,1.19452
0.05,0.59,-0.0896323,1.26963
0.055,0.63,-0.0722108,1.33221
0.06,0.7,-0.0549834,1.45498
0.065,0.72,-0.0293998,1.4694
0.07,0.75,0.0100676,1.48993
0.075,0.78,0.0239577,1.53604
0.08,0.82,0.0666077,1.57339
0.085,0.85,0.0835145,1.61649
0.09,0.89,0.0788896,1.70111
0.095,0.94,0.105494,1.77451
0.1,0.97,0.127919,1.81208
0.105,0.98,0.143579,1.81642
0.11,1.01,0.167444,1.85256
0.115,1.04,0.146468,1.93353
0.12,1.07,0.16165,1.97835
0.125,1.13,0.206366,2.05363
0.13,1.19,0.255174,2.12483
0.135,1.25,0.297372,2.20263
0.14,1.34,0.378543,2.30146
0.145,1.39,0.371226,2.40877
0.15,1.44,0.436805,2.44319
0.155,1.47,0.4264,2.5136
0.16,1.48,0.436161,2.52384
0.165,1.5,0.455969,2.54403
0.17,1.55,0.469491,2.63051
0.175,1.58,0.473835,2.68616
0.18,1.64,0.521787,2.75821
0.185,1.65,0.524167,2.77583
0.19,1.69,0.543745,2.83625
0.195,1.77,0.58801,2.95199
0.2,1.79,0.612757,2.96724
0.205,1.8,0.625266,2.97473
0.21,1.87,0.706772,3.03323
0.215,1.92,0.747993,3.09201
0.22,1.96,0.803108,3.11689
0.225,1.98,0.84,3.12
0.23,1.99,0.845491,3.13451
0.235,2.02,0.820167,3.21983
0.24,2.04,0.85746,3.22254
0.245,2.08,0.874347,3.28565
0.25,2.16,0.970715,3.34929
0.255,2.2,0.991695,3.4083
0.26,2.25,1.0386,3.4614
0.265,2.31,1.08775,3.53225
0.27,2.39,1.19088,3.58912
0.275,2.45,1.24688,3.65312
