time,state1Mean,state1lower,state1upper
0,90,90,90
0.1,90,90,90
0.2,90,90,90
0.3,90,90,90
0.4,89.99,89.8905,90.0895
0.5,89.98,89.84,90.12
0.6,89.98,89.84,90.12
0.7,89.98,89.84,90.12
0.8,89.98,89.84,90.12
0.9,89.98,89.84,90.12
1,89.98,89.84,90.12
1.1,89.97,89.7994,90.1406
1.2,89.97,89.7994,90.1406
1.3,89.97,89.7994,90.1406
1.4,89.97,89.7994,90.1406
1.5,89.97,89.7994,90.1406
1.6,89.96,89.764,90.156
1.7,89.96,89.764,90.156
1.8,89.96,89.764,90.156
1.9,89.95,89.6902,90.2098
2,89.94,89.6636,90.2164
2.1,89.94,89.6636,90.2164
2.2,89.94,89.6636,90.2164
2.3,89.94,89.6636,90.2164
2.4,89.94,89.6636,90.2164
2.5,89.93,89.6383,90.2217
2.6,89.93,89.6383,90.2217
2.7,89.93,89.6383,90.2217
2.8,89.93,89.6383,90.2217
2.9,89.92,89.6141,90.2259
3,89.92,89.6141,90.2259
3.1,89.92,89.6141,90.2259
3.2,89.92,89.6141,90.2259
3.3,89.92,89.6141,90.2259
3.4,89.92,89.6141,90.2259
3.5,89.92,89.6141,90.2259
3.6,89.92,89.6141,90.2259
3.7,89.92,89.6141,90.2259
3.8,89.92,89.6141,90.2259
3.9,89.92,89.6141,90.2259
4,89.91,89.5908,90.2292
4.1,89.9,89.5683,90.2317
4.2,89.9,89.5683,90.2317
4.3,89.9,89.5683,90.2317
4.4,89.9,89.5683,90.2317
4.5,89.9,89.5683,90.2317
4.6,89.9,89.5683,90.2317
4.7,89.9,89.5683,90.2317
4.8,89.9,89.5683,90.2317
4.9,89.9,89.5683,90.2317
5,89.9,89.5683,90.2317
5.1,89.9,89.5683,90.2317
5.2,89.9,89.5683,90.2317
5.3,89.9,89.5683,90.2317
5.4,89.89,89.5466,90.2334
5.5,89.89,89.5466,90.2334
5.6,89.88,89.5256,90.2344
5.7,89.86,89.4853,90.2347
5.8,89.86,89.4853,90.2347
5.9,89.86,89.4853,90.2347
6,89.85,89.4659,90.2341
6.1,89.85,89.4659,90.2341
6.2,89.85,89.4659,90.2341
6.3,89.85,89.4659,90.2341
6.4,89.85,89.4659,90.2341
6.5,89.85,89.4659,90.2341
6.6,89.85,89.4659,90.2341
6.7,89.85,89.4659,90.2341
6.8,89.85,89.4659,90.2341
6.9,89.85,89.4659,90.2341
7,89.85,89.4659,90.2341
7.1,89.85,89.4659,90.2341
7.2,89.85,89.4659,90.2341
7.3,89.85,89.4659,90.2341
7.4,89.84,89.4471,90.2329
7.5,89.84,89.4471,90.2329
7.6,89.84,89.4471,90.2329
7.7,89.84,89.4471,90.2329
7.8,89.82,89.3869,90.2531
7.9,89.82,89.3869,90.2531
8,89.81,89.3475,90.2725
8.1,89.8,89.3101,90.2899
8.2,89.8,89.3101,90.2899
8.3,89.79,89.2941,90.2859
8.4,89.77,89.2249,90.3151
8.5,89.76,89.2101,90.3099
8.6,89.75,89.1955,90.3045
8.7,89.74,89.1811,90.2989
8.8,89.74,89.1811,90.2989
8.9,89.74,89.1811,90.2989
9,89.74,89.1811,90.2989
9.1,89.73,89.1494,90.3106
9.2,89.73,89.1494,90.3106
9.3,89.73,89.1494,90.3106
9.4,89.72,89.1355,90.3045
9.5,89.72,89.1355,90.3045
9.6,89.72,89.1355,90.3045
9.7,89.72,89.1355,90.3045
9.8,89.71,89.1051,90.3149
9.9,89.71,89.1051,90.3149
10,89.71,89.1051,90.3149
10.1,89.71,89.1051,90.3149
10.2,89.71,89.1051,90.3149
10.3,89.71,89.1051,90.3149
10.4,89.71,89.1051,90.3149
10.5,89.71,89.1051,90.3149
10.6,89.7,89.0597,90.3403
10.7,89.69,89.0466,90.3334
10.8,89.68,89.0338,90.3262
10.9,89.68,89.0338,90.3262
11,89.68,89.0338,90.3262
11.1,89.68,89.0338,90.3262
11.2,89.68,89.0338,90.3262
11.3,89.68,89.0338,90.3262
11.4,89.67,89.0211,90.3189
11.5,89.67,89.0211,90.3189
11.6,89.67,89.0211,90.3189
11.7,89.67,89.0211,90.3189
11.8,89.66,88.9934,90.3266
11.9,89.66,88.9934,90.3266
12,89.63,88.9569,90.3031
12.1,89.63,88.9569,90.3031
12.2,89.63,88.9569,90.3031
12.3,89.63,88.9569,90.3031
12.4,89.62,88.945,90.295
12.5,89.62,88.945,90.295
12.6,89.6,88.9218,90.2782
12.7,89.6,88.9218,90.2782
12.8,89.58,88.8991,90.2609
12.9,89.57,88.888,90.252
13,89.57,88.888,90.252
13.1,89.57,88.888,90.252
