time,state2Mean,state2lower,state2upper
0,10,10,10
0.1,10,10,10
0.2,10,10,10
0.3,10,10,10
0.4,10,9.85858,10.1414
0.5,10.01,9.83708,10.1829
0.6,10.01,9.83708,10.1829
0.7,10.01,9.83708,10.1829
0.8,10.01,9.83708,10.1829
0.9,10.01,9.83708,10.1829
1,10.01,9.83708,10.1829
1.1,10.02,9.821,10.219
1.2,10.02,9.821,10.219
1.3,10.02,9.821,10.219
1.4,10.02,9.821,10.219
1.5,10.02,9.821,10.219
1.6,10.03,9.80841,10.2516
1.7,10.03,9.80841,10.2516
1.8,10.02,9.77587,10.2641
1.9,10.03,9.7315,10.3285
2,10.04,9.72631,10.3537
2.1,10.04,9.72631,10.3537
2.2,10.04,9.72631,10.3537
2.3,10.04,9.72631,10.3537
2.4,10.04,9.72631,10.3537
2.5,10.05,9.72213,10.3779
2.6,10.05,9.72213,10.3779
2.7,10.05,9.72213,10.3779
2.8,10.05,9.72213,10.3779
2.9,10.06,9.71883,10.4012
3,10.06,9.71883,10.4012
3.1,10.06,9.71883,10.4012
3.2,10.06,9.71883,10.4012
3.3,10.06,9.71883,10.4012
3.4,10.06,9.71883,10.4012
3.5,10.06,9.71883,10.4012
3.6,10.06,9.71883,10.4012
3.7,10.06,9.71883,10.4012
3.8,10.06,9.71883,10.4012
3.9,10.06,9.71883,10.4012
4,10.07,9.71631,10.4237
4.1,10.08,9.71449,10.4455
4.2,10.08,9.71449,10.4455
4.3,10.08,9.71449,10.4455
4.4,10.08,9.71449,10.4455
4.5,10.08,9.71449,10.4455
4.6,10.08,9.71449,10.4455
4.7,10.08,9.71449,10.4455
4.8,10.08,9.71449,10.4455
4.9,10.08,9.71449,10.4455
5,10.08,9.71449,10.4455
5.1,10.08,9.71449,10.4455
5.2,10.08,9.71449,10.4455
5.3,10.08,9.71449,10.4455
5.4,10.09,9.7133,10.4667
5.5,10.09,9.7133,10.4667
5.6,10.1,9.7127,10.4873
5.7,10.12,9.71306,10.5269
5.8,10.12,9.71306,10.5269
5.9,10.12,9.71306,10.5269
6,10.13,9.71395,10.5461
6.1,10.13,9.71395,10.5461
6.2,10.13,9.71395,10.5461
6.3,10.13,9.71395,10.5461
6.4,10.13,9.71395,10.5461
6.5,10.13,9.71395,10.5461
6.6,10.13,9.71395,10.5461
6.7,10.13,9.71395,10.5461
6.8,10.13,9.71395,10.5461
6.9,10.13,9.71395,10.5461
7,10.13,9.71395,10.5461
7.1,10.13,9.71395,10.5461
7.2,10.13,9.71395,10.5461
7.3,10.13,9.71395,10.5461
7.4,10.14,9.71526,10.5647
7.5,10.14,9.71526,10.5647
7.6,10.14,9.71526,10.5647
7.7,10.14,9.71526,10.5647
7.8,10.16,9.69697,10.623
7.9,10.16,9.69697,10.623
8,10.17,9.67898,10.661
8.1,10.18,9.6627,10.6973
8.2,10.18,9.6627,10.6973
8.3,10.19,9.66665,10.7134
8.4,10.21,9.63912,10.7809
8.5,10.22,9.64415,10.7958
8.6,10.23,9.6494,10.8106
8.7,10.24,9.65485,10.8251
8.8,10.24,9.65485,10.8251
8.9,10.24,9.65485,10.8251
9,10.24,9.65485,10.8251
9.1,10.25,9.64378,10.8562
9.2,10.25,9.64378,10.8562
9.3,10.24,9.65485,10.8251
9.4,10.25,9.66051,10.8395
9.5,10.25,9.66051,10.8395
9.6,10.25,9.66051,10.8395
9.7,10.25,9.66051,10.8395
9.8,10.26,9.64975,10.8702
9.9,10.26,9.64975,10.8702
10,10.26,9.64975,10.8702
10.1,10.26,9.64975,10.8702
10.2,10.26,9.64975,10.8702
10.3,10.26,9.64975,10.8702
10.4,10.25,9.61164,10.8884
10.5,10.24,9.60565,10.8744
10.6,10.25,9.58105,10.919
10.7,10.26,9.58739,10.9326
10.8,10.27,9.59391,10.9461
10.9,10.27,9.59391,10.9461
11,10.27,9.59391,10.9461
11.1,10.26,9.57269,10.9473
11.2,10.26,9.57269,10.9473
11.3,10.26,9.57269,10.9473
11.4,10.27,9.57928,10.9607
11.5,10.26,9.55829,10.9617
11.6,10.26,9.55829,10.9617
11.7,10.26,9.55829,10.9617
11.8,10.27,9.5509,10.9891
11.9,10.27,9.5509,10.9891
12,10.3,9.57199,11.028
12.1,10.3,9.57199,11.028
12.2,10.3,9.57199,11.028
12.3,10.29,9.55115,11.0289
12.4,10.3,9.55838,11.0416
12.5,10.3,9.55838,11.0416
12.6,10.32,9.57327,11.0667
12.7,10.32,9.57327,11.0667
12.8,10.34,9.58873,11.0913
12.9,10.35,9.61007,11.0899
13,10.35,9.61007,11.0899
13.1,10.34,9.60217,11.0778
13.2,10.33,9.58093,11.0791
13.3,10.33,9.58093,11.0791
13.4,10.32,9.56,11.08
13.5,10.32,9.56,11.08
13.6,10.34,9.56257,11.1174
13.7,10.34,9.56257,11.1174
13.8,10.34,9.56257,11.1174
13.9,10.34,9.56257,11.1174
14,10.36,9.57872,11.1413
14.1,10.36,9.57872,11.1413
14.2,10.36,9.57872,11.1413
14.3,10.36,9.57872,11.1413
14.4,10.37,9.58699,11.153
14.5,10.37,9.58699,11.153
14.6,10.37,9.58699,11.153
14.7,10.38,9.58275,11.1772
14.8,10.38,9.58275,11.1772
14.9,10.38,9.58275,11.1772
15,10.38,9.58275,11.1772
15.1,10.38,9.58275,11.1772
15.2,10.38,9.58275,11.1772
15.3,10.38,9.58275,11.1772
15.4,10.39,9.59131,11.1887
15.5,10.4,9.6,11.2
15.6,10.4,9.6,11.2
15.7,10.4,9.6,11.2
15.8,10.4,9.6,11.2
15.9,10.4,9.6,11.2
16,10.41,9.58423,11.2358
16.1,10.41,9.58423,11.2358
16.2,10.41,9.56035,11.2596
16.3,10.41,9.56035,11.2596
16.4,10.42,9.55768,11.2823
16.5,10.42,9.55768,11.2823
16.6,10.42,9.55768,11.2823
16.7,10.42,9.55768,11.2823
16.8,10.42,9.55768,11.2823
16.9,10.42,9.53479,11.3052
17,10.42,9.53479,11.3052
17.1,10.42,9.53479,11.3052
17.2,10.42,9.53479,11.3052
17.3,10.42,9.53479,11.3052
17.4,10.42,9.53479,11.3052
17.5,10.42,9.53479,11.3052
17.6,10.43,9.51071,11.3493
17.7,10.44,9.52,11.36
17.8,10.44,9.52,11.36
17.9,10.44,9.52,11.36
18,10.44,9.52,11.36
18.1,10.44,9.52,11.36
18.2,10.44,9.52,11.36
18.3,10.44,9.52,11.36
18.4,10.45,9.5294,11.3706
18.5,10.45,9.5294,11.3706
18.6,10.45,9.5294,11.3706
18.7,10.45,9.5294,11.3706
18.8,10.45,9.5294,11.3706
18.9,10.45,9.5294,11.3706
19,10.46,9.53891,11.3811
19.1,10.46,9.53891,11.3811
19.2,10.47,9.54853,11.3915
19.3,10.48,9.52627,11.4337
19.4,10.47,9.5061,11.4339
19.5,10.47,9.5061,11.4339
19.6,10.48,9.51584,11.4442
19.7,10.48,9.51584,11.4442
19.8,10.48,9.51584,11.4442
19.9,10.48,9.51584,11.4442
20,10.48,9.51584,11.4442
20.1,10.47,9.51653,11.4235
20.2,10.47,9.51653,11.4235
20.3,10.47,9.51653,11.4235
20.4,10.48,9.52627,11.4337
20.5,10.49,9.51537,11.4646
20.6,10.49,9.51537,11.4646
20.7,10.49,9.51537,11.4646
20.8,10.49,9.51537,11.4646
20.9,10.49,9.51537,11.4646
21,10.49,9.51537,11.4646
21.1,10.49,9.51537,11.4646
21.2,10.49,9.51537,11.4646
21.3,10.49,9.51537,11.4646
21.4,10.49,9.51537,11.4646
21.5,10.48,9.48521,11.4748
21.6,10.48,9.48521,11.4748
21.7,10.48,9.48521,11.4748
21.8,10.48,9.48521,11.4748
21.9,10.48,9.48521,11.4748
22,10.5,9.49501,11.505
22.1,10.5,9.49501,11.505
22.2,10.5,9.49501,11.505
22.3,10.5,9.49501,11.505
22.4,10.5,9.49501,11.505
22.5,10.49,9.48506,11.4949
22.6,10.49,9.48506,11.4949
22.7,10.5,9.49501,11.505
22.8,10.51,9.46602,11.554
22.9,10.51,9.46602,11.554
23,10.51,9.46602,11.554
23.1,10.51,9.46602,11.554
23.2,10.51,9.46602,11.554
23.3,10.51,9.46602,11.554
23.4,10.51,9.46602,11.554
23.5,10.51,9.46602,11.554
23.6,10.51,9.46602,11.554
23.7,10.51,9.46602,11.554
23.8,10.5,9.42762,11.5724
23.9,10.51,9.43767,11.5823
24,10.52,9.44781,11.5922
24.1,10.53,9.45804,11.602
24.2,10.53,9.45804,11.602
24.3,10.53,9.45804,11.602
24.4,10.53,9.45804,11.602
24.5,10.53,9.45804,11.602
24.6,10.54,9.45907,11.6209
24.7,10.55,9.46028,11.6397
24.8,10.55,9.46028,11.6397
24.9,10.54,9.44073,11.6393
25,10.54,9.44073,11.6393
25.1,10.54,9.44073,11.6393
25.2,10.54,9.44073,11.6393
25.3,10.54,9.44073,11.6393
25.4,10.54,9.42268,11.6573
25.5,10.56,9.44358,11.6764
25.6,10.56,9.44358,11.6764
25.7,10.56,9.44358,11.6764
25.8,10.56,9.44358,11.6764
25.9,10.56,9.44358,11.6764
26,10.56,9.44358,11.6764
26.1,10.56,9.44358,11.6764
26.2,10.56,9.44358,11.6764
26.3,10.57,9.44523,11.6948
26.4,10.57,9.44523,11.6948
26.5,10.58,9.4559,11.7041
26.6,10.58,9.4559,11.7041
26.7,10.58,9.4559,11.7041
26.8,10.59,9.46666,11.7133
26.9,10.6,9.46863,11.7314
27,10.6,9.46863,11.7314
27.1,10.61,9.48844,11.7316
27.2,10.61,9.48844,11.7316
27.3,10.62,9.49058,11.7494
27.4,10.63,9.49285,11.7671
27.5,10.63,9.49285,11.7671
27.6,10.63,9.49285,11.7671
27.7,10.63,9.49285,11.7671
27.8,10.63,9.49285,11.7671
27.9,10.62,9.48176,11.7582
28,10.63,9.48409,11.7759
28.1,10.63,9.48409,11.7759
28.2,10.63,9.48409,11.7759
28.3,10.64,9.49527,11.7847
28.4,10.64,9.49527,11.7847
28.5,10.64,9.49527,11.7847
28.6,10.65,9.49783,11.8022
28.7,10.65,9.49783,11.8022
28.8,10.65,9.49783,11.8022
28.9,10.66,9.46652,11.8535
29,10.67,9.4779,11.8621
29.1,10.67,9.4779,11.8621
29.2,10.67,9.4779,11.8621
29.3,10.67,9.4779,11.8621
29.4,10.67,9.4779,11.8621
29.5,10.67,9.4779,11.8621
29.6,10.67,9.4779,11.8621
29.7,10.67,9.4779,11.8621
29.8,10.67,9.4779,11.8621
29.9,10.69,9.44344,11.9366
30,10.69,9.44344,11.9366
30.1,10.69,9.44344,11.9366
