0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,-9.000000000000001055e-02
2.000000000000000000e+00,-1.414469999999999894e-01
3.000000000000000000e+00,-1.414469999999999894e-01
4.000000000000000000e+00,-1.690429999999999988e-01
5.000000000000000000e+00,-1.786830000000000085e-01
6.000000000000000000e+00,-1.864319999999999866e-01
7.000000000000000000e+00,-1.864319999999999866e-01
8.000000000000000000e+00,-1.926599999999999979e-01
9.000000000000000000e+00,-1.976230000000000209e-01
1.000000000000000000e+01,-2.044660000000000366e-01
1.100000000000000000e+01,-2.079980000000000162e-01
1.200000000000000000e+01,-2.079980000000000162e-01
1.300000000000000000e+01,-2.087350000000000039e-01
1.400000000000000000e+01,-2.088700000000000279e-01
1.500000000000000000e+01,-2.088700000000000279e-01
1.600000000000000000e+01,-2.088700000000000279e-01
1.700000000000000000e+01,-2.088700000000000279e-01
1.800000000000000000e+01,-2.075249999999999873e-01
1.900000000000000000e+01,-2.061230000000000007e-01
2.000000000000000000e+01,-2.291139999999999843e-01
2.100000000000000000e+01,-2.264009999999999634e-01
2.200000000000000000e+01,-2.264009999999999634e-01
2.300000000000000000e+01,-2.460480000000000167e-01
2.400000000000000000e+01,-2.460480000000000167e-01
2.500000000000000000e+01,-2.460480000000000167e-01
2.600000000000000000e+01,-2.460480000000000167e-01
2.700000000000000000e+01,-2.548219999999999930e-01
2.800000000000000000e+01,-2.548219999999999930e-01
2.900000000000000000e+01,-2.449249999999999483e-01
3.000000000000000000e+01,-2.449249999999999483e-01
3.100000000000000000e+01,-2.449249999999999483e-01
3.200000000000000000e+01,-2.396049999999999569e-01
3.300000000000000000e+01,-2.282529999999999837e-01
3.400000000000000000e+01,-2.282529999999999837e-01
3.500000000000000000e+01,-2.282529999999999837e-01
3.600000000000000000e+01,-2.159909999999999886e-01
3.700000000000000000e+01,-2.095319999999999960e-01
3.800000000000000000e+01,-2.145039999999999725e-01
3.900000000000000000e+01,-1.923719999999999875e-01
4.000000000000000000e+01,-1.942199999999999482e-01
4.100000000000000000e+01,-1.942199999999999482e-01
4.200000000000000000e+01,-1.860330000000000039e-01
4.300000000000000000e+01,-2.024750000000000161e-01
4.400000000000000000e+01,-2.252820000000000378e-01
4.500000000000000000e+01,-2.162829999999999475e-01
4.600000000000000000e+01,-2.071289999999999520e-01
4.700000000000000000e+01,-2.130000000000000226e-01
4.800000000000000000e+01,-2.035259999999999847e-01
4.900000000000000000e+01,-2.076700000000000212e-01
5.000000000000000000e+01,-2.385209999999999830e-01
5.100000000000000000e+01,-2.413950000000000262e-01
5.200000000000000000e+01,-2.413950000000000262e-01
5.300000000000000000e+01,-2.309369999999999479e-01
5.400000000000000000e+01,-2.354419999999999291e-01
5.500000000000000000e+01,-2.354419999999999291e-01
5.600000000000000000e+01,-2.152230000000000532e-01
