time,healthy sentinels STD
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.09949874371066199
7.0,0.09949874371066199
8.0,0.09949874371066199
9.0,0.09949874371066199
10.0,0.09949874371066199
11.0,0.09949874371066199
12.0,0.09949874371066199
13.0,0.09949874371066199
14.0,0.09949874371066199
15.0,0.09949874371066199
16.0,0.09949874371066199
17.0,0.09949874371066199
18.0,0.09949874371066199
19.0,0.09949874371066199
20.0,0.09949874371066199
21.0,0.09949874371066199
22.0,0.09949874371066199
23.0,0.09949874371066199
24.0,0.09949874371066199
25.0,0.09949874371066199
26.0,0.19899748742132412
27.0,0.19899748742132412
28.0,0.19899748742132412
29.0,0.19899748742132412
30.0,0.19899748742132412
31.0,0.19899748742132412
32.0,0.19899748742132412
33.0,0.19899748742132412
34.0,0.19899748742132412
35.0,0.19899748742132412
36.0,0.19899748742132412
37.0,0.19899748742132412
38.0,0.19899748742132412
39.0,0.19899748742132412
40.0,0.19899748742132412
41.0,0.19899748742132412
42.0,0.22158519806160334
43.0,0.22158519806160334
44.0,0.24166091947189164
45.0,0.24166091947189164
46.0,0.24166091947189164
47.0,0.2598076211353314
48.0,0.2598076211353314
49.0,0.2598076211353314
50.0,0.2598076211353314
51.0,0.2598076211353314
52.0,0.2598076211353314
53.0,0.2598076211353314
54.0,0.2598076211353314
55.0,0.2598076211353314
56.0,0.2598076211353314
57.0,0.2598076211353314
58.0,0.2598076211353314
59.0,0.2598076211353314
60.0,0.2764054992217052
61.0,0.2764054992217052
62.0,0.2764054992217052
63.0,0.2764054992217052
64.0,0.2764054992217052
65.0,0.2764054992217052
66.0,0.2764054992217052
67.0,0.2917190429162966
68.0,0.3059411708155668
69.0,0.3059411708155668
70.0,0.3059411708155668
71.0,0.3491418050019219
72.0,0.3491418050019219
73.0,0.3491418050019219
74.0,0.3491418050019219
75.0,0.3491418050019219
76.0,0.3491418050019219
77.0,0.3491418050019219
78.0,0.3491418050019219
79.0,0.39736632972611075
80.0,0.39736632972611075
81.0,0.39736632972611075
82.0,0.39736632972611075
83.0,0.39736632972611075
84.0,0.39736632972611075
85.0,0.39736632972611075
86.0,0.39736632972611075
87.0,0.39736632972611075
88.0,0.39736632972611075
89.0,0.39736632972611075
90.0,0.39736632972611075
91.0,0.39736632972611075
92.0,0.39736632972611075
93.0,0.39736632972611075
94.0,0.39736632972611075
95.0,0.39736632972611075
96.0,0.39736632972611075
97.0,0.4069397989875166
98.0,0.4069397989875166
99.0,0.4069397989875166
100.0,0.4069397989875166
101.0,0.4069397989875166
102.0,0.41605288125429485
103.0,0.41605288125429485
104.0,0.41605288125429485
105.0,0.4247352116319062
106.0,0.4247352116319062
107.0,0.4330127018922189
108.0,0.4330127018922189
109.0,0.4330127018922189
110.0,0.4330127018922189
111.0,0.440908153700972
112.0,0.448441746495573
113.0,0.448441746495573
114.0,0.4770744176750627
115.0,0.4770744176750627
116.0,0.4836320915737496
117.0,0.4836320915737496
118.0,0.4836320915737496
119.0,0.4836320915737496
120.0,0.489897948556636
121.0,0.489897948556636
122.0,0.489897948556636
123.0,0.4958830507286972
124.0,0.4958830507286972
125.0,0.4958830507286972
126.0,0.4958830507286972
127.0,0.4958830507286972
128.0,0.4958830507286972
129.0,0.4958830507286972
130.0,0.5015974481593785
131.0,0.5015974481593785
132.0,0.5015974481593785
133.0,0.5015974481593785
134.0,0.5015974481593785
135.0,0.5264028875300739
136.0,0.5264028875300739
137.0,0.5361902647381804
138.0,0.5361902647381804
139.0,0.5361902647381804
140.0,0.5361902647381804
141.0,0.5589275444992846
142.0,0.6013318551349168
143.0,0.6790434448545981
144.0,0.6790434448545981
145.0,0.6959885056522119
146.0,0.6959885056522119
