time,detectable crops STD
0.0,0.0
1.0,0.09949874371066199
2.0,0.13999999999999985
3.0,0.17058722109231966
4.0,0.17058722109231966
5.0,0.17058722109231966
6.0,0.17058722109231966
7.0,0.19595917942265403
8.0,0.21794494717703358
9.0,0.2551470164434615
10.0,0.271293199325011
11.0,0.28618176042508364
12.0,0.28618176042508364
13.0,0.29999999999999977
14.0,0.29999999999999977
15.0,0.32496153618543866
16.0,0.32496153618543866
17.0,0.32496153618543866
18.0,0.32496153618543866
19.0,0.3363034344160046
20.0,0.3363034344160046
21.0,0.3469870314579494
22.0,0.3469870314579494
23.0,0.3570714214271427
24.0,0.3666060555964675
25.0,0.37563279941985916
26.0,0.3999999999999997
27.0,0.3999999999999997
28.0,0.3999999999999997
29.0,0.420832508250016
30.0,0.42708313008125287
31.0,0.4330127018922193
32.0,0.4330127018922193
33.0,0.4439594576084626
34.0,0.4439594576084626
35.0,0.4439594576084626
36.0,0.47074409183759247
37.0,0.47074409183759247
38.0,0.4958830507286973
39.0,0.5038849074937647
40.0,0.5038849074937647
41.0,0.5038849074937647
42.0,0.5038849074937647
43.0,0.5268775948927792
44.0,0.5268775948927792
45.0,0.5301886456724618
46.0,0.5332916650389357
47.0,0.5361902647381799
48.0,0.5361902647381799
49.0,0.5571355310873648
50.0,0.5617828762075258
51.0,0.5617828762075258
52.0,0.5638262143604182
53.0,0.5830951894845299
54.0,0.5830951894845299
55.0,0.6015812497078014
56.0,0.6015812497078014
57.0,0.6193545026880811
58.0,0.6193545026880811
59.0,0.6193545026880811
60.0,0.6193545026880811
61.0,0.6193545026880811
62.0,0.6193545026880811
63.0,0.6193545026880811
64.0,0.6193545026880811
65.0,0.6205642593640078
66.0,0.6205642593640078
67.0,0.6216108107168024
68.0,0.6390618123468182
69.0,0.6390618123468182
70.0,0.6390618123468182
71.0,0.6390618123468182
72.0,0.6550572494064929
73.0,0.6554387843269579
74.0,0.6707458535093603
75.0,0.6707458535093603
76.0,0.6852736679604726
77.0,0.6852736679604726
78.0,0.6852736679604726
79.0,0.684397545290747
80.0,0.684397545290747
81.0,0.6837397165588672
82.0,0.6837397165588672
83.0,0.6974238309665078
84.0,0.6974238309665078
85.0,0.6954135460285483
86.0,0.7084490101623407
87.0,0.7084490101623407
88.0,0.7084490101623407
89.0,0.7084490101623407
90.0,0.7084490101623407
91.0,0.7084490101623407
92.0,0.7071067811865471
93.0,0.7039886362719214
94.0,0.7039886362719214
95.0,0.7163099887618488
96.0,0.7163099887618488
97.0,0.7163099887618488
98.0,0.728285658241325
99.0,0.7774316690230728
100.0,0.7774316690230728
101.0,0.7753063910480813
102.0,0.7858753081755403
103.0,0.7858753081755403
104.0,0.7835177087979571
105.0,0.7937253933193774
106.0,0.7937253933193774
107.0,0.7937253933193774
108.0,0.7937253933193774
109.0,0.7937253933193774
110.0,0.7937253933193774
111.0,0.7937253933193774
