time,healthy crops STD
141.0,4.548582196685029
142.0,4.603867939026918
143.0,4.61383788185064
144.0,4.655523601057135
145.0,4.6667333328571505
146.0,4.679572630059288
147.0,4.671188285650667
148.0,4.6619631058171205
149.0,4.655953178458736
150.0,4.706368026408475
151.0,4.703392392731018
152.0,4.699404217557796
153.0,4.737203816598985
154.0,4.722827542902661
155.0,4.731543088676251
156.0,4.747325562882749
157.0,4.720963884632033
158.0,4.746409169045585
159.0,4.795831523312718
160.0,4.840454524112377
161.0,4.878309133296083
162.0,4.906108437448157
163.0,4.972685391214691
164.0,4.996438731736836
165.0,5.014818042561464
166.0,5.100774451002513
167.0,5.141702052822587
168.0,5.183927082820515
169.0,5.221599371840009
170.0,5.264180847957259
171.0,5.354474764157545
172.0,5.339391351081133
173.0,5.402545696243576
174.0,5.424241882512247
175.0,5.4228682447575665
176.0,5.530424938465396
177.0,5.563416216678382
178.0,5.671366678323664
179.0,5.673482175877527
180.0,5.654697162536646
181.0,5.688330159194347
182.0,5.703507692639681
183.0,5.678899541284386
184.0,5.690834736662097
185.0,5.735948047184527
186.0,5.77105709554151
187.0,5.773248652188819
188.0,5.821846786029326
189.0,5.801723881744114
190.0,5.826928865191337
191.0,5.813983144110411
192.0,5.7452154006616665
193.0,5.7887736179608895
194.0,5.819097868226657
195.0,5.848931526355904
196.0,5.950428555994938
197.0,6.027968148555528
198.0,6.044534721548052
199.0,6.063959102764463
200.0,6.120457499239742
201.0,6.093430889080469
202.0,6.114769006266712
203.0,6.165800840118012
204.0,6.100524567608918
205.0,6.154380553719439
206.0,6.177378084592201
207.0,6.217226069558676
208.0,6.3218984490420285
209.0,6.331634859971002
210.0,6.3647466563878226
211.0,6.387049397022072
212.0,6.355304870735941
213.0,6.333490348930833
214.0,6.392526886920383
215.0,6.37258974044305
216.0,6.4572130211105785
217.0,6.446231457215916
218.0,6.437390775772435
219.0,6.45193769343753
220.0,6.437227664142383
221.0,6.559725604017288
222.0,6.523641621057981
223.0,6.536443987368056
224.0,6.5138314377945035
225.0,6.497260961359025
226.0,6.529900458659382
227.0,6.516164516032417
228.0,6.5261014396038926
229.0,6.53299318842443
230.0,6.490639413802001
231.0,6.495190528383287
232.0,6.497815017373148
233.0,6.5313015548204465
234.0,6.564937166492912
235.0,6.614612611483757
236.0,6.634877542200759
237.0,6.6856488092031885
238.0,6.686523760520111
239.0,6.706556493462199
240.0,6.676945409391933
241.0,6.702656189899639
242.0,6.7984115791852435
243.0,6.857659950741216
244.0,6.880232554209198
245.0,6.940453875648191
246.0,6.990929838011539
247.0,6.99756386180219
248.0,7.044543988080417
249.0,7.071039527537659
250.0,7.127411872482185
251.0,7.110864926294129
252.0,7.125194734180954
253.0,7.192572557854389
254.0,7.194240752157243
255.0,7.189012449564958
256.0,7.2268596222702435
257.0,7.258098924649622
258.0,7.26509463117997
259.0,7.2803571340972
260.0,7.216896840055288
261.0,7.217866720853194
262.0,7.265975502298368
263.0,7.292976072907411
264.0,7.356758797187792
265.0,7.384551442030856
266.0,7.404937541937816
267.0,7.427644310277653
268.0,7.415901833222984
269.0,7.452107084576817
270.0,7.477539702335253
271.0,7.513261608649068
272.0,7.514858614771137
273.0,7.514379548572189
274.0,7.50050664955375
275.0,7.482646590612175
276.0,7.448489779814429
277.0,7.442922812981471
278.0,7.445428127381259
279.0,7.471251568512467
280.0,7.446146654478409
281.0,7.410425089021549
282.0,7.398452540903403
283.0,7.376340556129442
284.0,7.385790411323625
285.0,7.369559009872979
286.0,7.4298317612177485
287.0,7.423442597609279
288.0,7.402702209328699
289.0,7.480668419332593
290.0,7.524732553386866
291.0,7.648947640035196
292.0,7.68824427291433
293.0,7.6990648782822975
294.0,7.728518616138542
295.0,7.7261309851697435
296.0,7.760637860382354
297.0,7.7839000507457685
298.0,7.822122474111488
299.0,7.82559901860554
300.0,7.816258695821168
301.0,7.8529230226712405
302.0,7.840051020242151
303.0,7.883552498715283
304.0,7.932313659960756
305.0,7.929337929486927
306.0,7.989311609894809
307.0,7.9640190858636215
308.0,7.977286506074606
309.0,8.022468448052633
310.0,8.044097214728323
311.0,8.077939093605496
312.0,8.084825291866236
313.0,8.064558264406053
314.0,8.023783396877063
315.0,8.014886150158341
316.0,8.037437402555616
317.0,8.051086883148137
318.0,8.04658312577457
319.0,8.071158528984547
320.0,8.069919454368797
321.0,8.069764556664587
322.0,8.080662101585487
323.0,8.086600027205499
324.0,8.062574030667875
325.0,8.031164299153643
326.0,8.038308279731503
327.0,8.13738901614025
328.0,8.199871950219713
329.0,8.234658462862924
330.0,8.275330809097605
331.0,8.229671925417197
332.0,8.232642346172943
333.0,8.26912329089366
334.0,8.26229992193457
335.0,8.302258728803867
336.0,8.283453386118618
337.0,8.293756688015389
338.0,8.273451516749223
339.0,8.251854337056612
340.0,8.332322605372404
341.0,8.334572574523545
342.0,8.314294918993431
343.0,8.33321066576383
344.0,8.312063522375174
345.0,8.315623849116793
346.0,8.352245207128439
347.0,8.370011947422775
348.0,8.387341652752678
349.0,8.434897746860955
350.0,8.37713554862281
351.0,8.395236744726143
352.0,8.4274017348172
353.0,8.42042754258951
354.0,8.402922110789795
355.0,8.404825994629514
356.0,8.450201181037054
357.0,8.501176389182852
358.0,8.466988839014729
359.0,8.486789734640537
360.0,8.47864965663755
361.0,8.472183897909677
362.0,8.450349105214528
363.0,8.495269271777087
364.0,8.464774066683644
365.0,8.470389601429206
366.0,8.4875438143199
367.0,8.518327300591354
368.0,8.541305520820572
369.0,8.5246700815926
370.0,8.530322385467034
371.0,8.49743490707637
372.0,8.47610759724061
373.0,8.44821874716795
374.0,8.45417648266228
375.0,8.463947069777788
376.0,8.390494621892085
377.0,8.378042730853071
378.0,8.442606232674837
379.0,8.458244498712487
380.0,8.510293766962455
381.0,8.534377540277907
382.0,8.610290355150632
383.0,8.629600222490032
384.0,8.640017361093669
385.0,8.612456095679095
386.0,8.654339951723644
387.0,8.619071875788016
388.0,8.666625640928538
389.0,8.620179812509713
390.0,8.644096251199429
391.0,8.60804275082321
392.0,8.517153280292659
393.0,8.563153624687578
394.0,8.538735269347562
395.0,8.553969838618789
396.0,8.597970690808383
397.0,8.609297300012356
398.0,8.629275751765034
399.0,8.603319126941646
400.0,8.603487664894976
401.0,8.623247648073201
402.0,8.641174688663574
403.0,8.610754903026796
404.0,8.628296471494243
405.0,8.613123707459449
406.0,8.638379477656674
407.0,8.660461881447203
408.0,8.648098056798384
409.0,8.57714987627009
410.0,8.61609540337153
411.0,8.653432844831002
412.0,8.673517164334203
413.0,8.719007971093959
414.0,8.683893136145793
415.0,8.677004091274823
416.0,8.661893557415723
417.0,8.674583563491678
418.0,8.669740480544961
419.0,8.653756409791068
420.0,8.647421581026334
421.0,8.64404997671809
422.0,8.618648385912959
423.0,8.64895369394472
424.0,8.625752141117898
425.0,8.66083136886985
426.0,8.703901424074148
427.0,8.72203531293012
428.0,8.738420909981391
429.0,8.743820675196858
430.0,8.726603004606089
431.0,8.75326224901322
432.0,8.798499872137297
433.0,8.818185754450855
434.0,8.78108763195084
435.0,8.777493947591193
436.0,8.72974226423667
437.0,8.79556138060556
438.0,8.8021361043783
439.0,8.817998639147094
440.0,8.85017513950995
441.0,8.859452579025412
442.0,8.831370222111628
443.0,8.828363381737297
444.0,8.771972412177321
445.0,8.769783349661495
446.0,8.767091878154352
447.0,8.769834662067465
448.0,8.762556704524085
449.0,8.757916418874983
450.0,8.760565050269303
451.0,8.752022623371124
452.0,8.785875027565552
453.0,8.798954483346302
454.0,8.875421116769616
455.0,8.854919536619178
456.0,8.801016986689662
457.0,8.799835225730082
458.0,8.807633053210154
459.0,8.85380709073786
460.0,8.865771258046308
461.0,8.870236749940783
462.0,8.894779367696538
463.0,8.873978814489023
464.0,8.940268452345265
465.0,8.897612039193437
466.0,8.87172474775903
467.0,8.889454426453852
468.0,8.909831648241173
469.0,8.958705263596968
470.0,8.925670843135544
471.0,8.960239952144137
472.0,8.91333271004735
473.0,8.88164399196455
474.0,8.882004278314664
475.0,8.890551164016774
476.0,8.951536181013848
477.0,8.933504351596858
478.0,8.964686274488361
479.0,8.921317167324565
480.0,8.880197069885329
481.0,8.823967361680344
482.0,8.774075449869349
483.0,8.78179936004006
484.0,8.703395888961962
485.0,8.670242211149581
486.0,8.688722575845084
487.0,8.73234790878146
488.0,8.723210418188936
489.0,8.695769086170582
490.0,8.65526429405827
491.0,8.684117686904061
492.0,8.69465928027085
493.0,8.703303970332186
494.0,8.723640295197871
495.0,8.695119320630399
496.0,8.664317630373437
497.0,8.664150275705056
498.0,8.657228193827398
499.0,8.679003399008439
500.0,8.654478609367523
501.0,8.639322890134387
502.0,8.598837130682266
503.0,8.631430935829819
504.0,8.615909702405197
505.0,8.618694796777524
506.0,8.613309468491188
507.0,8.580740061323384
508.0,8.62206471791995
509.0,8.591297922898494
510.0,8.587030918775127
511.0,8.546783020528837
512.0,8.499317619668064
513.0,8.53660354005034
514.0,8.533486977783465
515.0,8.538149682454625
516.0,8.50602139663427
517.0,8.467018365398767
518.0,8.489310926099952
519.0,8.4314352277652
520.0,8.42863571404056
521.0,8.40601570305457
522.0,8.40787725885672
523.0,8.409970273431412
524.0,8.402404417784233
525.0,8.368608008504163
526.0,8.362989895964242
527.0,8.379355583814307
528.0,8.366235712672696
529.0,8.31514281296479
530.0,8.280700453464068
531.0,8.286760525078543
532.0,8.311822904754406
533.0,8.274654071319237
534.0,8.243081947912444
535.0,8.247296526741353
536.0,8.240600706259224
537.0,8.262566187329455
538.0,8.266045003506816
539.0,8.32499849849836
540.0,8.280404579487646
541.0,8.27879218243821
542.0,8.241359111214607
543.0,8.214523723259918
544.0,8.165390376460882
545.0,8.144937077718895
546.0,8.1284930952791
547.0,8.12837007031545
548.0,8.173640559750595
549.0,8.163920626757708
550.0,8.164778012903962
551.0,8.14397937129018
552.0,8.115565291463067
553.0,8.106787279804498
554.0,8.158302519519609
555.0,8.11725938972015
556.0,8.128339313783597
557.0,8.102956250653214
558.0,8.061383255992734
559.0,8.04896887806134
560.0,8.033548406526222
561.0,8.09125453807999
562.0,8.09135340965898
563.0,8.08638361692048
564.0,8.123767598842303
565.0,8.107552034985654
566.0,8.098864117887146
567.0,8.147735881826312
568.0,8.16148883476538
569.0,8.16200955647566
570.0,8.181802979783857
571.0,8.186641558050528
572.0,8.126647525271414
573.0,8.129028232205862
574.0,8.082598592037094
575.0,8.049217353258639
576.0,8.053967966164256
577.0,8.054383899467421
578.0,8.043009387039158
579.0,8.049322952894856
580.0,8.007565173009834
581.0,8.015010917023135
582.0,8.008345646886129
583.0,8.018048390973952
584.0,8.057412736108285
585.0,8.055706052234031
586.0,8.071301010370012
587.0,8.054663245598789
588.0,8.027178831943388
589.0,8.008969971226014
590.0,7.985612061701971
591.0,8.034649961261536
592.0,8.012764816216682
593.0,7.987308683154795
594.0,7.9716685831762994
595.0,7.958241011680912
596.0,7.9754310228350676
597.0,7.971198153351853
598.0,7.979573923462328
599.0,7.995817656750309
600.0,7.997868466035185
601.0,7.978539966685633
602.0,7.944878853701923
603.0,7.9086281996310825
604.0,7.893668348746354
605.0,7.897366649713053
606.0,7.91693753922563
607.0,7.891134265744056
608.0,7.847770384000796
609.0,7.8090396336553445
610.0,7.8303001219621216
611.0,7.763993817617323
612.0,7.756874370518064
613.0,7.782512447789594
614.0,7.757441588565137
615.0,7.777377450014883
616.0,7.814467352289598
617.0,7.776085133278828
618.0,7.773872908660136
619.0,7.7543278238671345
620.0,7.795197239326276
621.0,7.7984357405828515
622.0,7.807534822208611
623.0,7.81547183476468
624.0,7.841294535980651
625.0,7.861780968711864
626.0,7.844768957719532
627.0,7.83695731773499
628.0,7.86635875103596
629.0,7.84344312148689
630.0,7.829201747304766
631.0,7.822908666218725
632.0,7.837467703282737
633.0,7.860400753142299
634.0,7.8251581453667765
635.0,7.788780392333577
636.0,7.83007024234138
637.0,7.804460263208468
638.0,7.815369473031971
639.0,7.808168799404891
640.0,7.802172774298196
641.0,7.831500494796638
642.0,7.8190216779338835
643.0,7.805613364752318
644.0,7.771100308193174
645.0,7.805024023025172
646.0,7.747154316263487
647.0,7.731306487263326
648.0,7.729236702288267
649.0,7.726732815362519
650.0,7.734442449200846
651.0,7.760637860382355
652.0,7.75615239664616
653.0,7.71144603819543
654.0,7.716806334229206
655.0,7.715464989227803
656.0,7.730789092971042
657.0,7.715594597955494
658.0,7.669908734789482
659.0,7.668611347564824
660.0,7.617210775605466
661.0,7.650431360387466
662.0,7.650431360387464
663.0,7.646038189807842
664.0,7.656232755082619
665.0,7.672965528399044
666.0,7.69430958566134
667.0,7.672880814922124
668.0,7.620262462671478
669.0,7.594050302704085
670.0,7.582051173660067
671.0,7.5605489218706845
672.0,7.574325052438663
673.0,7.5504966724050675
674.0,7.525762419848238
675.0,7.51571021261464
676.0,7.5490065571570435
677.0,7.523961722390673
678.0,7.519647598125859
679.0,7.517951848741784
680.0,7.497326190049356
681.0,7.438413809408562
682.0,7.399621611947465
683.0,7.404451363875653
684.0,7.394396527100776
685.0,7.403890868995841
686.0,7.398722862764896
687.0,7.393483617348455
688.0,7.347761563905024
689.0,7.3654531428826555
690.0,7.3516256705575005
691.0,7.318169169949544
692.0,7.295505465695986
693.0,7.289519874449893
694.0,7.325701331613241
695.0,7.3358298780710545
696.0,7.346965359929228
697.0,7.327591691681517
698.0,7.323079953134473
699.0,7.297917511180845
700.0,7.306291809119042
701.0,7.304820326332469
702.0,7.3171784179422605
703.0,7.341825386101199
704.0,7.347509782232347
705.0,7.3555693185504
706.0,7.36141290785947
707.0,7.384273830242211
708.0,7.408717837790829
709.0,7.37896334182519
710.0,7.376991256603195
711.0,7.39239474054247
712.0,7.37682858686577
713.0,7.398756652303142
714.0,7.390338287250457
715.0,7.391887445030529
716.0,7.391508641677963
717.0,7.365996198750035
718.0,7.356520916846497
719.0,7.353169384693922
720.0,7.340429142768153
721.0,7.333014387003479
722.0,7.291165887565581
723.0,7.292043609304596
724.0,7.252751202130128
725.0,7.272166114714378
726.0,7.274310963933287
727.0,7.270839016234647
728.0,7.283536229057972
729.0,7.313514886837927
730.0,7.345447569753663
731.0,7.351897714195974
732.0,7.331159526295959
733.0,7.329556603233241
734.0,7.316255873054196
735.0,7.315811643283332
736.0,7.318326311391151
737.0,7.314882090642336
738.0,7.334159801913236
739.0,7.324554593966789
740.0,7.275843593701008
741.0,7.2746889967887975
742.0,7.281284227387366
743.0,7.252696050435314
744.0,7.229183909681644
745.0,7.2505448071162215
746.0,7.215511069910433
747.0,7.210069347794099
748.0,7.1937194829934805
749.0,7.2172293852973795
750.0,7.1990554936047
751.0,7.168235487203248
752.0,7.191515834648492
753.0,7.176656603182292
754.0,7.198444276369722
755.0,7.220277002996491
756.0,7.229273822452709
757.0,7.231486707448201
758.0,7.2455434578780915
759.0,7.220553995366285
760.0,7.220553995366285
761.0,7.233145926911749
762.0,7.241546796092669
763.0,7.210346732300743
764.0,7.222541104071337
765.0,7.214818085024735
766.0,7.219272816565391
767.0,7.197742701708642
768.0,7.192662928290188
769.0,7.196360191096608
770.0,7.212288125137542
771.0,7.2014998437825435
772.0,7.179658766264593
773.0,7.190125172762989
774.0,7.203027141417697
775.0,7.200694410957877
776.0,7.2005208144966835
777.0,7.205803216852371
778.0,7.182645752088851
779.0,7.193128665608588
780.0,7.191237723785802
781.0,7.177541361775633
782.0,7.191661838546078
783.0,7.2107142503360935
784.0,7.222575717844708
785.0,7.222319571993473
786.0,7.222319571993473
787.0,7.195804333081884
788.0,7.212489168102785
789.0,7.215781315976809
790.0,7.189826145325071
791.0,7.176203731779081
792.0,7.166617054091843
793.0,7.205130116798723
794.0,7.1938584917970125
795.0,7.169902370325554
796.0,7.1951372467799395
797.0,7.194275502091925
798.0,7.192384861782634
799.0,7.1723008860476565
800.0,7.200687467179783
801.0,7.199305522062527
802.0,7.178432976632156
803.0,7.156004471770543
804.0,7.164153823027532
805.0,7.1467195271676935
806.0,7.1467195271676935
807.0,7.12833080040482
808.0,7.128891919506143
809.0,7.127243506433606
810.0,7.11488580372166
811.0,7.119859549176515
812.0,7.099091491169837
813.0,7.061699512157112
814.0,7.0607648310930164
815.0,7.050219854727934
816.0,7.018682212495449
817.0,7.011782940165788
818.0,6.994026022256423
819.0,6.997678186370105
820.0,6.997678186370105
821.0,6.984268036093689
822.0,6.992395869800278
823.0,6.99298934648123
824.0,6.96082610039929
825.0,6.947020944260928
826.0,6.933534452211222
827.0,6.925857347650181
828.0,6.935243326661293
829.0,6.9361660879768445
830.0,6.907647935440832
831.0,6.902173570694959
832.0,6.900862264963704
833.0,6.912676760850315
834.0,6.866520224975675
835.0,6.84177608519893
836.0,6.835868635367419
837.0,6.8314273764711855
838.0,6.81642134847898
839.0,6.801146962093967
840.0,6.795137967694255
841.0,6.785712932330693
842.0,6.776983104597503
843.0,6.776983104597503
844.0,6.776606820526038
845.0,6.769482993552758
846.0,6.78383372437739
847.0,6.761501312578442
848.0,6.749074010558782
849.0,6.768242016949452
850.0,6.768301116232936
851.0,6.757218362610461
852.0,6.739992581598291
853.0,6.738330653804397
854.0,6.738330653804397
855.0,6.7446274915669
856.0,6.746339748337612
857.0,6.725652384713323
858.0,6.735064958855259
859.0,6.772436784496404
860.0,6.745546679106151
861.0,6.7276741894952075
862.0,6.730609184910383
863.0,6.714491790150614
864.0,6.69405706578604
865.0,6.691927973312324
866.0,6.693549133307381
867.0,6.6790044168274045
868.0,6.665215675430167
869.0,6.63942015540514
870.0,6.634425370746135
871.0,6.634425370746135
872.0,6.632525914008931
873.0,6.6591591060733775
874.0,6.646886489176718
875.0,6.605838326813637
876.0,6.619848940874709
877.0,6.599363605681988
878.0,6.59754499795189
879.0,6.606625462367304
880.0,6.604021502084921
881.0,6.575553208666172
882.0,6.571909920259101
883.0,6.566094729746138
884.0,6.563261384403338
885.0,6.576283144755857
886.0,6.560457301133817
887.0,6.560457301133817
888.0,6.55209126920558
889.0,6.545922394895926
890.0,6.5496870154229505
891.0,6.551060982772179
892.0,6.562400475435797
893.0,6.542935121182236
894.0,6.514169171889843
895.0,6.485368146836385
896.0,6.469706330274968
897.0,6.4681604803838955
898.0,6.450581369148055
899.0,6.412830888149164
900.0,6.404342276924306
901.0,6.399835935397095
902.0,6.395310782127794
903.0,6.398937411789556
904.0,6.402335511358335
905.0,6.411676847752076
906.0,6.4241030502319925
907.0,6.420677534341684
908.0,6.420428334620673
909.0,6.440155277631123
910.0,6.414390072329559
911.0,6.389240956483017
912.0,6.3551239169665275
913.0,6.3440917395636705
914.0,6.342365489310751
915.0,6.3124876237502425
916.0,6.334816493001198
917.0,6.312614355399828
918.0,6.302785098668685
919.0,6.28887907341205
920.0,6.286938841757569
921.0,6.2902702644640005
922.0,6.294529370810816
923.0,6.318694485413897
924.0,6.331066260907401
925.0,6.281846862189497
926.0,6.257883028628771
927.0,6.264535098472991
928.0,6.23942305025072
929.0,6.241442141044008
930.0,6.2449979983984
931.0,6.247199372518857
932.0,6.247327428588965
933.0,6.236152660094201
934.0,6.234572960516222
935.0,6.258306480190948
936.0,6.2435486704277405
937.0,6.221768237406467
938.0,6.2327762674429446
939.0,6.225841308610427
940.0,6.225841308610427
941.0,6.210788999797046
942.0,6.190444249001846
943.0,6.176762906247899
944.0,6.1426053104525575
945.0,6.135234306854141
946.0,6.1504064906313305
947.0,6.1416935775077555
948.0,6.160998295730975
949.0,6.115970895941216
950.0,6.076150096895236
951.0,6.099180272790763
952.0,6.099180272790763
953.0,6.077795653030792
954.0,6.079177575955487
955.0,6.091395570803132
956.0,6.076643810525676
957.0,6.078906151603265
958.0,6.018396796489909
959.0,6.011655346075653
960.0,6.020166110665054
961.0,6.013077415101191
962.0,5.969723611692589
963.0,5.963849428012079
964.0,5.9808360619565555
965.0,5.974947698515862
966.0,5.985139931530423
967.0,5.995623403783798
968.0,5.9990332554504135
969.0,5.970753721265012
970.0,5.9506302187247355
971.0,5.925293241688549
972.0,5.942087175395527
973.0,5.942087175395527
974.0,5.946730193980554
975.0,5.984981202978002
976.0,5.984613604903828
977.0,5.986743689185298
978.0,5.9727631796347
979.0,5.946562031964352
980.0,5.951226764289864
981.0,5.948310684555742
982.0,5.957944276342303
983.0,5.957944276342303
984.0,5.939696961967
985.0,5.920633412059894
986.0,5.925166664322616
987.0,5.925166664322616
988.0,5.940799609480193
989.0,5.937171043518958
990.0,5.952612871672406
991.0,5.946856312372108
992.0,5.916045976832837
993.0,5.906767305387947
994.0,5.904870870730366
995.0,5.922296851729064
996.0,5.9418515632755415
997.0,5.952570873160605
998.0,5.93804681692558
999.0,5.926305763289641
1000.0,5.903719166762593
1001.0,5.896261527442621
1002.0,5.895964721739777
1003.0,5.8768273753786575
1004.0,5.861876832551159
1005.0,5.861876832551159
1006.0,5.884725991921798
1007.0,5.880272102547636
1008.0,5.8638212796776115
1009.0,5.864332869133539
1010.0,5.859445366244147
1011.0,5.846186791405146
1012.0,5.819243937145102
1013.0,5.803998621640085
1014.0,5.81098098430893
1015.0,5.786916277258553
1016.0,5.7783994323687935
1017.0,5.790509476721371
1018.0,5.795679425227037
1019.0,5.776642623531422
1020.0,5.788704518283862
1021.0,5.788704518283862
1022.0,5.793651698195189
1023.0,5.796990598577851
1024.0,5.791536929002524
1025.0,5.794825277780169
1026.0,5.787089078284522
1027.0,5.787089078284522
1028.0,5.800646515691161
1029.0,5.800646515691161
1030.0,5.800646515691161
1031.0,5.783113348361763
1032.0,5.806031346797914
1033.0,5.814843076128538
1034.0,5.814843076128538
1035.0,5.814843076128538
1036.0,5.820859043131006
1037.0,5.803197394540357
1038.0,5.805678254950061
1039.0,5.80754681427537
1040.0,5.8046877607671545
1041.0,5.775214281738817
1042.0,5.766966273527182
1043.0,5.766966273527182
1044.0,5.766966273527182
1045.0,5.766966273527182
1046.0,5.758914828333545
1047.0,5.7548588166869905
1048.0,5.764468752625865
1049.0,5.75064344225931
1050.0,5.732329369462295
1051.0,5.744423382725197
1052.0,5.7459899060127135
1053.0,5.750226082511887
1054.0,5.729746940310716
1055.0,5.711882351729595
1056.0,5.704419339424479
1057.0,5.704419339424479
1058.0,5.6951207186503074
1059.0,5.707985634179538
1060.0,5.707985634179538
1061.0,5.707985634179538
1062.0,5.728341819409871
1063.0,5.710157616038281
1064.0,5.710157616038281
1065.0,5.695823030958739
1066.0,5.69845593121505
1067.0,5.695357758736496
1068.0,5.685587040930777
1069.0,5.670440899965365
1070.0,5.658409670569992
1071.0,5.660485844872329
1072.0,5.646901805415072
1073.0,5.6209963529609235
1074.0,5.607593066548251
1075.0,5.607593066548251
1076.0,5.607593066548251
1077.0,5.611372381155967
1078.0,5.6239132283491
1079.0,5.625753282894655
1080.0,5.620462614411734
1081.0,5.582929338617856
1082.0,5.5899463324794105
1083.0,5.584362094277197
1084.0,5.5641710972974225
1085.0,5.560179853206188
1086.0,5.560179853206188
1087.0,5.565348147241105
1088.0,5.579202451963901
1089.0,5.579202451963901
1090.0,5.540207577338596
1091.0,5.551720454057463
1092.0,5.549090015489025
1093.0,5.564845011318824
1094.0,5.571570694157978
1095.0,5.571570694157978
1096.0,5.580062723661805
1097.0,5.596427431853288
1098.0,5.596427431853288
1099.0,5.599499977676578
1100.0,5.599499977676578
1101.0,5.585731823136518
1102.0,5.617641854016683
1103.0,5.600892785976179
1104.0,5.585123096226259
1105.0,5.59967856220337
1106.0,5.592709540106655
1107.0,5.585660211649112
1108.0,5.585660211649112
1109.0,5.581209546325957
1110.0,5.581209546325957
1111.0,5.581209546325957
1112.0,5.572171928431498
1113.0,5.587342838953057
1114.0,5.5970974620780005
1115.0,5.610383231117104
1116.0,5.612655343061784
1117.0,5.595810933189219
1118.0,5.589311227691656
1119.0,5.593523040088421
1120.0,5.593523040088421
1121.0,5.603668441298074
1122.0,5.599455330654938
1123.0,5.588013958465028
1124.0,5.5912789234664375
1125.0,5.577409793084959
1126.0,5.57605595380821
1127.0,5.583645762402912
1128.0,5.583645762402912
1129.0,5.570089765883492
1130.0,5.579426493825329
1131.0,5.57472869295
1132.0,5.566066833950165
1133.0,5.531102964147386
1134.0,5.531102964147386
1135.0,5.529520774895416
1136.0,5.533344377499018
1137.0,5.533344377499018
1138.0,5.517571929753158
1139.0,5.532305125352361
