time,undetectable crops STD
210.0,5.853204250664758
211.0,5.8546648068014955
212.0,5.845776252988133
213.0,5.8128392374123
214.0,5.834200887868022
215.0,5.828584733878369
216.0,5.921781826443794
217.0,5.948142567222141
218.0,5.926373258578977
219.0,5.910084601763328
220.0,5.874521257089807
221.0,5.946629297341479
222.0,5.909813871857556
223.0,5.931576518936596
224.0,5.888115148330575
225.0,5.895761189193471
226.0,5.922634548914864
227.0,5.9251582257354105
228.0,5.986651818838305
229.0,5.984404732302118
230.0,5.981504827382488
231.0,5.970686727672119
232.0,5.972972459337143
233.0,5.98841381335659
234.0,6.019966777316964
235.0,6.092708757194948
236.0,6.066300355241241
237.0,6.125773420556788
238.0,6.094874896173012
239.0,6.11787544822547
240.0,6.083288584310298
241.0,6.10773280358596
242.0,6.171839272048486
243.0,6.239198666495561
244.0,6.2809234989768825
245.0,6.3639296036332755
246.0,6.423791715178817
247.0,6.4057474193102575
248.0,6.378683249699735
249.0,6.385694950434135
250.0,6.465291950097847
251.0,6.458258279133778
252.0,6.465570353804837
253.0,6.580091184778521
254.0,6.5560353873358554
255.0,6.572510935707906
256.0,6.621057317377641
257.0,6.732688913056952
258.0,6.741476099490376
259.0,6.771846129380083
260.0,6.731797679669227
261.0,6.771787061034924
262.0,6.778672436399328
263.0,6.755582876406741
264.0,6.837331350753742
265.0,6.860692384883615
266.0,6.880254355763312
267.0,6.9106511994167406
268.0,6.880959235455476
269.0,6.916530922362744
270.0,6.935416353759881
271.0,6.973980212188732
272.0,6.951661671859469
273.0,6.893010953132166
274.0,6.91705139492255
275.0,6.892923907892787
276.0,6.81659005661922
277.0,6.717224129058074
278.0,6.715921381314704
279.0,6.790169364603507
280.0,6.821260880511757
281.0,6.809368546348478
282.0,6.781120851304747
283.0,6.741476099490378
284.0,6.7351614679976315
285.0,6.684751304274528
286.0,6.752362549508134
287.0,6.780995502136836
288.0,6.775625432386297
289.0,6.816003227698767
290.0,6.84014619726801
291.0,6.9204335124325835
292.0,6.949381267422303
293.0,6.931839582679333
294.0,6.926066704847708
295.0,6.905678822534393
296.0,6.899971014431871
297.0,6.915923654870692
298.0,6.889731489688113
299.0,6.939012898100132
300.0,6.924333902983016
301.0,6.992360116584386
302.0,6.978101460999261
303.0,7.048233821320061
304.0,7.084313657652377
305.0,7.029935988328769
306.0,6.989391962109437
307.0,6.944465422190537
308.0,6.929617594066789
309.0,6.96915346365683
310.0,6.927705247771444
311.0,6.975750855642711
312.0,6.949848919221195
313.0,6.931168732616456
314.0,6.883313155741207
315.0,6.8499343062543305
316.0,6.881540525202189
317.0,6.908719128753173
318.0,6.8611660816511355
319.0,6.859876092175426
320.0,6.866585760041158
321.0,6.790404995285627
322.0,6.838596347204593
323.0,6.833417885655758
324.0,6.8319543324000644
325.0,6.807429764602788
326.0,6.830600266448038
327.0,6.920086704659125
328.0,6.964732586395547
329.0,6.989735331183865
330.0,7.004991077795888
331.0,6.988068402641748
332.0,6.9991070859074584
333.0,7.007167758802413
334.0,7.0256956950895635
335.0,7.069448351887155
336.0,7.035737345865038
337.0,7.039176088151225
338.0,7.000078570987613
339.0,6.984525753406596
340.0,7.054778522391756
341.0,7.049957446680085
342.0,7.021474204182479
343.0,7.035190118255509
344.0,7.0550053153771595
345.0,7.077421846972245
346.0,7.156703151591521
347.0,7.197575980842437
348.0,7.2225757178447045
349.0,7.271389138259619
350.0,7.234251861802988
351.0,7.232392411920139
352.0,7.243617880589781
353.0,7.219494442133743
354.0,7.208182850066999
355.0,7.176872577940895
356.0,7.171443369364355
357.0,7.266711773560309
358.0,7.169072464412674
359.0,7.168395915405344
360.0,7.118286310622804
361.0,6.994311974740619
362.0,6.965708865578581
363.0,7.022421234873336
364.0,7.0398863627192165
365.0,7.049709213861235
366.0,7.053587739583308
367.0,7.039453103757421
368.0,7.037044834303672
369.0,7.04638914622234
370.0,7.061274672465306
371.0,7.04951062131266
372.0,6.9974566808233964
373.0,6.9972208768910535
374.0,7.006989367767015
375.0,7.051496295113542
376.0,6.963468963095908
377.0,6.943162103825605
378.0,7.034884505093171
379.0,7.06458774451843
380.0,7.125131577732441
381.0,7.163490769171134
382.0,7.24027623782408
383.0,7.265507552814188
384.0,7.2705158001341275
385.0,7.21376462050156
386.0,7.17623856905552
387.0,7.143745516184072
388.0,7.191738315595195
389.0,7.12922856976826
390.0,7.122211735128351
391.0,7.037044834303671
392.0,6.9746612820982214
393.0,6.966627591596956
394.0,6.965945736222757
395.0,6.965945736222757
396.0,7.046098211066889
397.0,6.9972780422104135
398.0,7.01680839128446
399.0,6.977105417004965
400.0,6.9985712827690785
401.0,7.010128386841427
402.0,7.0518366401952335
403.0,7.013494136306096
404.0,7.0999929577429866
405.0,7.101344943037199
406.0,7.132313790068409
407.0,7.193406703363854
408.0,7.180779901932658
409.0,7.180835605972328
410.0,7.2014651287081834
411.0,7.2267489232711
412.0,7.249855170967211
413.0,7.334105262402496
414.0,7.31624903895432
415.0,7.326636336000306
416.0,7.295882400368031
417.0,7.274585898867371
418.0,7.303772997567764
419.0,7.234611254241657
420.0,7.290068586782979
421.0,7.241933443494218
422.0,7.228685911007615
423.0,7.258505355787787
424.0,7.288147912878827
425.0,7.3157364632687525
426.0,7.319316908018123
427.0,7.322731730713614
428.0,7.3251006819019215
429.0,7.348054164198845
430.0,7.302574888352736
431.0,7.326281457874794
432.0,7.344004357297182
433.0,7.329249620527328
434.0,7.27876363127695
435.0,7.308515581155997
436.0,7.249627576641436
437.0,7.33296665749954
438.0,7.362907034588987
439.0,7.461065607538912
440.0,7.459028086822035
441.0,7.470441754006252
442.0,7.439213668123803
443.0,7.47499832775901
444.0,7.415193861255417
445.0,7.442385370296274
446.0,7.436827280500739
447.0,7.451301899668274
448.0,7.444702814753587
449.0,7.43824576093046
450.0,7.422795969174956
451.0,7.371967173014269
452.0,7.406557904992035
453.0,7.474623736349544
454.0,7.5393036813753564
455.0,7.543705985787092
456.0,7.525131228091641
457.0,7.529966799395598
458.0,7.502126365238059
459.0,7.5179518487417845
460.0,7.487295907068184
461.0,7.452489516933249
462.0,7.463243262818116
463.0,7.424789559307389
464.0,7.419811318355744
465.0,7.297506423429856
466.0,7.285629691385639
467.0,7.337158850672376
468.0,7.286453183819957
469.0,7.289883400987976
470.0,7.210901469303265
471.0,7.236186841147761
472.0,7.1826179071422125
473.0,7.141225385044223
474.0,7.128926987983535
475.0,7.143353554178877
476.0,7.183724660647846
477.0,7.2361868411477595
478.0,7.286288492778748
479.0,7.2192520388195325
480.0,7.168061104650266
481.0,7.118988692223074
482.0,7.1040481417287715
483.0,7.057442879683831
484.0,6.983552104767315
485.0,6.973342096871485
486.0,6.993568473962345
487.0,7.058689680103525
488.0,6.997742493118762
489.0,6.9628945130599265
490.0,6.932611340613289
491.0,6.947884570140755
492.0,6.935495656404089
493.0,7.004998215560087
494.0,7.031891637390324
495.0,7.028933062705891
496.0,7.0215098091507375
497.0,7.0254608389770405
498.0,7.000421415886331
499.0,7.024663693017621
500.0,6.97997134664606
501.0,6.947942141382582
502.0,6.865937663567884
503.0,6.914296782753834
504.0,6.914795730894733
505.0,6.949100661236677
506.0,6.921387144207439
507.0,6.943162103825606
508.0,6.975700681651989
509.0,6.972309516939134
510.0,6.982972146586293
511.0,6.906547618021612
512.0,6.871178938144459
513.0,6.8994130185110665
514.0,6.874089030555249
515.0,6.860437303845871
516.0,6.772001181334804
517.0,6.720558012546279
518.0,6.749896295499657
519.0,6.720119046564577
520.0,6.697760819856141
521.0,6.718065197659218
522.0,6.749933333004114
523.0,6.772436784496407
524.0,6.757040772409178
525.0,6.718958252586482
526.0,6.767392407715103
527.0,6.81891486968418
528.0,6.801646859401039
529.0,6.780235984093768
530.0,6.75108139485816
531.0,6.746109990209171
532.0,6.813655406608116
533.0,6.753214049621114
534.0,6.723838189605696
535.0,6.803962081023088
536.0,6.806203053097958
537.0,6.806430782723058
538.0,6.792908066505832
539.0,6.882993534792836
540.0,6.813361872086353
541.0,6.7652346596404165
542.0,6.746080343429065
543.0,6.765323347778731
544.0,6.7163903996119805
545.0,6.691031310642626
546.0,6.623375272472487
547.0,6.630980319681244
548.0,6.666963326732794
549.0,6.6595495343153654
550.0,6.620415394822291
551.0,6.547449885260674
552.0,6.54586892627709
553.0,6.535288822997803
554.0,6.6294117386084865
555.0,6.580964974834616
556.0,6.570266356853426
557.0,6.561242260425993
558.0,6.565752051364717
559.0,6.512019655989992
560.0,6.52854501401346
561.0,6.5516104890324485
562.0,6.584041312142566
563.0,6.558010369006746
564.0,6.5627052348859936
565.0,6.579392069180859
566.0,6.54446330878247
567.0,6.597719302910665
568.0,6.658010213269426
569.0,6.609720115103209
570.0,6.723094525588645
571.0,6.747406909324501
572.0,6.724908921316333
573.0,6.697044124089373
574.0,6.661501332282385
575.0,6.640263548986592
576.0,6.621744483140375
577.0,6.62872536767062
578.0,6.656996319662495
579.0,6.607238454906861
580.0,6.598151256223216
581.0,6.593178292750772
582.0,6.6107185691118335
583.0,6.588626564011651
584.0,6.542354316299298
585.0,6.527756122895522
586.0,6.530512996694821
587.0,6.537361853224893
588.0,6.552220997493902
589.0,6.552396508148755
590.0,6.548732701828654
591.0,6.6020830046281604
592.0,6.577233460962138
593.0,6.549167886075298
594.0,6.5701978661224505
595.0,6.598264923447677
596.0,6.593936608733813
597.0,6.585408111878866
598.0,6.562461428458077
599.0,6.538646648963376
600.0,6.535105201907617
601.0,6.541704670802557
602.0,6.553922489624056
603.0,6.515489237194702
604.0,6.54217089351845
605.0,6.542744072634969
606.0,6.563535632568775
607.0,6.5747699579529
608.0,6.56508948910828
609.0,6.5590471869014655
610.0,6.5767697238081855
611.0,6.552396508148755
612.0,6.543233145777399
613.0,6.544463308782469
614.0,6.6035975043910735
615.0,6.633935483557251
616.0,6.633128975076544
617.0,6.650556367703383
618.0,6.6426726548882415
619.0,6.69623774966212
620.0,6.754813098820722
621.0,6.756293362488044
622.0,6.766764367110769
623.0,6.743137252051154
624.0,6.731983363021628
625.0,6.761183328382688
626.0,6.720863039818621
627.0,6.675889453848079
628.0,6.695752384907912
629.0,6.713709853724689
630.0,6.699694022864029
631.0,6.667833231267862
632.0,6.720148807876206
633.0,6.7235109875718955
634.0,6.702618891149935
635.0,6.6826566573481845
636.0,6.720148807876206
637.0,6.720684488949023
638.0,6.7552868184852075
639.0,6.7360151425007935
640.0,6.716926380421331
641.0,6.728112662552553
642.0,6.711929677819932
643.0,6.668163165370207
644.0,6.7020593849950325
645.0,6.7300742937949805
646.0,6.674391358019096
647.0,6.654502235329103
648.0,6.701305842893607
649.0,6.662762189962955
650.0,6.62582825011334
651.0,6.657108982133312
652.0,6.628808339362362
653.0,6.602870587857982
654.0,6.633249580710801
655.0,6.5488548617296445
656.0,6.547488067953999
657.0,6.533750837000137
658.0,6.503076195155644
659.0,6.524499980841443
660.0,6.545868926277091
661.0,6.461300178756595
662.0,6.4582040847282
663.0,6.457948590690391
664.0,6.5046444945131325
665.0,6.469397189846981
666.0,6.476109943476872
667.0,6.472240724818569
668.0,6.462963716438456
669.0,6.413259701587017
670.0,6.397648005321955
671.0,6.386704940734306
672.0,6.381974616057321
673.0,6.291772405292487
674.0,6.288083968904996
675.0,6.196926657626344
676.0,6.25939294181153
677.0,6.306789991746991
678.0,6.3357004348374915
679.0,6.350779479717428
680.0,6.3445961258381125
681.0,6.308724118235001
682.0,6.281719509815764
683.0,6.287416003415076
684.0,6.335132200672689
685.0,6.374511746008475
686.0,6.351779278281008
687.0,6.3697409680457175
688.0,6.365367232139868
689.0,6.343902584371864
690.0,6.3292653602136175
691.0,6.274543808118644
692.0,6.25136785031884
693.0,6.220900256393764
694.0,6.252711411859656
695.0,6.206899386972532
696.0,6.154762383715554
697.0,6.131883886702357
698.0,6.083378995262419
699.0,6.067709617310308
700.0,6.076183012385325
701.0,6.090738871434237
702.0,6.062177826491071
703.0,6.061484966573785
704.0,6.058910793203676
705.0,6.061649940404014
706.0,6.06216957862447
707.0,5.994130462377341
708.0,6.020124583428487
709.0,6.023711480474477
710.0,6.042052631349713
711.0,6.014981296729028
712.0,5.980593616021742
713.0,5.981128656031402
714.0,5.96838336570298
715.0,5.955871053003076
716.0,5.991660871578097
717.0,5.942592027053515
718.0,5.940866940102261
719.0,5.900601664237302
720.0,5.879761899941185
721.0,5.871720361188875
722.0,5.897457079114692
723.0,5.9087985242348555
724.0,5.902575708959607
725.0,5.984513346964815
726.0,5.962172422867356
727.0,5.930800957712205
728.0,5.9262467042808815
729.0,5.922659875427592
730.0,5.963690132795299
731.0,5.962683959426325
732.0,5.947974445136766
733.0,5.901686199722923
734.0,5.912664374036463
735.0,5.914549856075272
736.0,5.953990258641678
737.0,5.952570873160605
738.0,5.997299392226472
739.0,5.987812622318771
740.0,6.00448998666831
741.0,6.028266749240612
742.0,6.082072015357923
743.0,6.062375771923082
744.0,6.044203835080348
745.0,6.043376539650662
746.0,5.997699558997598
747.0,5.977457653551381
748.0,5.990826320300062
749.0,6.003957028493792
750.0,5.980501651199504
751.0,5.992461931460223
752.0,6.058671471535652
753.0,6.063159242507159
754.0,6.117017246992197
755.0,6.113746805355943
756.0,6.113133402764904
757.0,6.135992177309226
758.0,6.126793614934324
759.0,6.141164384707512
760.0,6.0997950785251795
761.0,6.126752810420867
762.0,6.146047510392349
763.0,6.1193055161513215
764.0,6.09872117742728
765.0,6.080945650143569
766.0,6.076602669255246
767.0,6.085154065428418
768.0,6.048140210014976
769.0,6.032404164178657
770.0,6.0031991471214745
771.0,5.981061778647667
772.0,5.940799609480192
773.0,5.928532702111037
774.0,5.955325347955392
775.0,5.987144561475028
776.0,5.978921307393166
777.0,5.946562031964353
778.0,5.905116425609235
779.0,5.944375492850365
780.0,5.925158225735412
781.0,5.911717178620777
782.0,5.91154802061186
783.0,6.002424510145879
784.0,5.984145720150872
785.0,6.019102923193786
786.0,6.04843781484112
787.0,6.060000000000001
788.0,6.0995409663350895
789.0,6.110147297733501
790.0,6.117671125518272
791.0,6.103859434816631
792.0,6.100131146131203
793.0,6.112765331664549
794.0,6.047569759829151
795.0,5.99749947894954
796.0,5.997757914421022
797.0,5.989156868875619
798.0,5.967713129834577
799.0,5.9461247884651725
800.0,5.955669567731238
801.0,5.964763197311358
802.0,5.938013135721409
803.0,5.921013426770793
804.0,5.9492520538299605
805.0,5.96070465633049
806.0,5.975583653501972
807.0,5.974705013638749
808.0,5.983067774979655
809.0,5.992153202313839
810.0,6.010823570859487
811.0,5.964092554613819
812.0,5.929586832149438
813.0,5.892367945062495
814.0,5.8989744871460505
815.0,5.890492339355006
816.0,5.87069842523017
817.0,5.875916949719422
818.0,5.874444654603531
819.0,5.849948717723942
820.0,5.821297106315739
821.0,5.841874699101306
822.0,5.840162668967364
823.0,5.862925890713613
824.0,5.846571644989909
825.0,5.871251995954524
826.0,5.866140127886479
827.0,5.874657436821315
828.0,5.873670062235363
829.0,5.864085606469265
830.0,5.850640990524032
831.0,5.884513573779908
832.0,5.880340126217191
833.0,5.886348613529444
834.0,5.868560300448483
835.0,5.8505640753691415
836.0,5.816141332533109
837.0,5.782179519869649
838.0,5.7824216380336715
839.0,5.774729430891113
840.0,5.795472370739076
841.0,5.799060268698711
842.0,5.817181448089787
843.0,5.77867631901978
844.0,5.78857495416618
845.0,5.743030558860019
846.0,5.760720441055964
847.0,5.7251288195114
848.0,5.654829794078687
849.0,5.674715851917171
850.0,5.651291887701431
851.0,5.6208451321843045
852.0,5.612272267094675
853.0,5.567144690054319
854.0,5.533859412742611
855.0,5.550531506081197
856.0,5.521738856555967
857.0,5.516194340303829
858.0,5.48270006474912
859.0,5.48
860.0,5.470868304026337
861.0,5.455052703686738
862.0,5.517028185536121
863.0,5.483238094411001
864.0,5.437012047071443
865.0,5.440624964101092
866.0,5.466433938135538
867.0,5.4234306485839765
868.0,5.358171329847526
869.0,5.320629661985507
870.0,5.299990566029341
871.0,5.284420498030034
872.0,5.296225070746145
873.0,5.253608283836929
874.0,5.265700333289012
875.0,5.228231058398241
876.0,5.2134441590948315
877.0,5.217997700267795
878.0,5.238043527883288
879.0,5.212715223374474
880.0,5.146843692983108
881.0,5.144035380904761
882.0,5.167204273105526
883.0,5.177219330876373
884.0,5.167552612214026
885.0,5.195151585853871
886.0,5.2333927809787015
887.0,5.251247470839667
888.0,5.269487641127931
889.0,5.274571072608655
890.0,5.288894024273883
891.0,5.3041398925744785
892.0,5.304187025360248
893.0,5.301471493840176
894.0,5.323570230587741
895.0,5.317696869886435
896.0,5.337939677441101
897.0,5.337143430712724
898.0,5.339016763412529
899.0,5.335719257982002
900.0,5.28
901.0,5.228565768927459
902.0,5.214163403653553
903.0,5.2064959425702035
904.0,5.232313064028183
905.0,5.2674377072728635
906.0,5.280568151250393
907.0,5.26729532113019
908.0,5.235494246009635
909.0,5.2818462681149665
910.0,5.2900945171140386
911.0,5.25100942676739
912.0,5.227571137727345
913.0,5.233841801201102
914.0,5.230019120423939
915.0,5.236516017353522
916.0,5.277347818743805
917.0,5.259277516921882
918.0,5.266678270029413
919.0,5.282224910016612
920.0,5.310706167733252
921.0,5.3072026529990355
922.0,5.33572862878164
923.0,5.385861119635373
924.0,5.42461058510194
925.0,5.406024417258953
926.0,5.383781199120188
927.0,5.381254500578837
928.0,5.321428379674013
929.0,5.2897636998263
930.0,5.275566320311023
931.0,5.3240867761523205
932.0,5.313558129916337
933.0,5.263116947209136
934.0,5.231930809940056
935.0,5.251466461856154
936.0,5.264826682807329
937.0,5.238807116128632
938.0,5.183618427315036
939.0,5.183155409593658
940.0,5.167939628130346
941.0,5.066152386180267
942.0,5.030656020838633
943.0,5.019750989840033
944.0,5.019750989840033
945.0,5.010179637498041
946.0,5.026768345567558
947.0,5.008902075305525
948.0,5.0248482564153125
949.0,5.040674558032882
950.0,4.996839000808411
951.0,5.010179637498041
952.0,5.0137710358571415
953.0,4.98015060013249
954.0,5.011776132270873
955.0,4.99810964265491
956.0,4.966477625037688
957.0,4.9660447037859035
958.0,4.92214384186403
959.0,4.893097178679369
960.0,4.923657177342874
961.0,4.942833195648017
962.0,4.914712606043205
963.0,4.947029411677274
964.0,4.945007583411779
965.0,4.938937132622767
966.0,4.956813492557493
967.0,4.958830507286977
968.0,4.923931356142164
969.0,4.948484616526558
970.0,4.937610758251403
971.0,4.940394721072396
972.0,4.928042207611457
973.0,4.910641505954188
974.0,4.8518037882832825
975.0,4.840619795026251
976.0,4.866456616471579
977.0,4.881843913932521
978.0,4.878688348316585
979.0,4.8950076608724515
980.0,4.906689311541948
981.0,4.913898655853619
982.0,4.910152747114902
983.0,4.9162587401397
984.0,4.9821581668991595
985.0,5.0073046641881085
986.0,5.012424563023368
987.0,5.002239498464662
988.0,5.0251766138116984
989.0,5.045948870133348
990.0,5.053424581410117
991.0,5.074682256062935
992.0,5.037856687123999
993.0,5.018714974971184
994.0,5.059683784585753
995.0,5.08309944817136
996.0,5.121279137090655
997.0,5.0842796933292345
998.0,5.0403472102624045
999.0,5.05025741918172
1000.0,5.064148497032844
1001.0,5.053503735033744
1002.0,5.053028794693338
1003.0,5.0919053408326445
1004.0,5.120781190404449
1005.0,5.136720743820907
1006.0,5.136720743820907
1007.0,5.1226555613275435
1008.0,5.1310330343898585
1009.0,5.14761109642133
1010.0,5.118945203848153
1011.0,5.125339013177567
1012.0,5.084279693329234
1013.0,5.099990196069008
1014.0,5.146221915152902
1015.0,5.1207323694956
1016.0,5.141313061854917
1017.0,5.108923565683871
1018.0,5.13006822566718
1019.0,5.091325956958562
1020.0,5.103675146401855
1021.0,5.126509533786122
1022.0,5.131578704453436
1023.0,5.152581877078713
1024.0,5.144657422997183
1025.0,5.14675626001465
1026.0,5.174785019689224
1027.0,5.2191570200560164
1028.0,5.217997700267796
1029.0,5.202412901721662
1030.0,5.18019304659585
1031.0,5.214172992910764
1032.0,5.163903562228869
1033.0,5.129483404788438
1034.0,5.082558410879308
1035.0,5.113462623311137
1036.0,5.118388418242602
1037.0,5.125075609198365
1038.0,5.131033034389858
1039.0,5.095988618511622
1040.0,5.107749014977147
1041.0,5.074091051607175
1042.0,5.098813587492682
1043.0,5.123514418834009
1044.0,5.119169854576034
1045.0,5.117216039996748
1046.0,5.100382338609528
1047.0,5.104302107046564
1048.0,5.12845980777855
1049.0,5.113707070218239
1050.0,5.129239709742565
1051.0,5.128352561983234
1052.0,5.148776553706715
1053.0,5.135990654197105
1054.0,5.13988326715695
1055.0,5.107592387808566
1056.0,5.076770627081747
1057.0,5.063042563518502
1058.0,5.036625854676918
1059.0,5.037022930263469
1060.0,5.049465318229246
1061.0,5.040000000000001
1062.0,5.076416058598824
1063.0,5.127679787194204
1064.0,5.130652979884723
1065.0,5.105085699574493
1066.0,5.099843134842483
1067.0,5.090176814217755
1068.0,5.094025912772725
1069.0,5.1210448152696335
1070.0,5.1315787044534344
1071.0,5.176977882896544
1072.0,5.199038372622382
1073.0,5.1673590933861
1074.0,5.156151665729006
1075.0,5.19587336258304
1076.0,5.199413428455175
1077.0,5.17179852662495
1078.0,5.195950346183072
1079.0,5.187012627707783
1080.0,5.175664208582316
1081.0,5.2228727727180955
1082.0,5.1855472228107224
1083.0,5.158245825859796
1084.0,5.172658890744683
1085.0,5.128849773584717
1086.0,5.1320463754724575
1087.0,5.130409340393806
1088.0,5.1088159097779196
1089.0,5.128586549918019
1090.0,5.110489213372825
1091.0,5.143111898452141
1092.0,5.163903562228869
1093.0,5.178213977811268
1094.0,5.1981823746382725
1095.0,5.197153066824183
1096.0,5.213626377100683
1097.0,5.1984228377460795
1098.0,5.2047190125884795
1099.0,5.1835894899191235
1100.0,5.17396366434864
1101.0,5.135085198903714
1102.0,5.12722146976313
1103.0,5.124802435216405
1104.0,5.167001064447345
1105.0,5.182769529894225
1106.0,5.179227741661878
1107.0,5.1451336231433284
1108.0,5.143111898452143
1109.0,5.152824468192178
1110.0,5.194766597259206
1111.0,5.160775135577986
1112.0,5.170725287616816
1113.0,5.140038910358559
1114.0,5.122343213803619
1115.0,5.126051111723331
1116.0,5.128196564095413
1117.0,5.167165567310574
1118.0,5.138822822398142
1119.0,5.140534991613228
1120.0,5.141011573610782
1121.0,5.098342868030748
1122.0,5.060385360819867
1123.0,4.998109642654911
1124.0,5.008103433436654
1125.0,5.001389806843695
1126.0,4.924175057814253
1127.0,4.936841095275398
1128.0,4.951878431464165
1129.0,4.928234978164088
1130.0,4.948171379408761
1131.0,4.894190433565084
1132.0,4.884454933766919
1133.0,4.838966831876408
1134.0,4.835286961494633
1135.0,4.851803788283282
1136.0,4.854235264179106
