time,susceptible upper
0.0,97.0
0.005,97.2504834939252
0.01,97.37774993593028
0.015,97.42955339334152
0.02,97.42227615711298
0.025,97.46332456134276
0.03,97.47391130897087
0.035,97.50332595866597
0.04,97.54559069762202
0.045,97.51522452071285
0.05,97.52904443083571
0.055,97.52536877814354
0.06,97.4984770002564
0.065,97.48
0.07,97.49425582741813
0.075,97.50939798035758
0.08,97.5379982578384
0.085,97.55528966356009
0.09,97.55012396059247
0.095,97.5322520198388
0.1,97.51353151560875
0.105,97.5178722333106
0.11,97.50996031683542
0.115,97.48948808580467
0.12,97.53422138965786
0.125,97.56323364874669
0.13,97.60859521458148
0.135,97.59159777113177
0.14,97.62643375224737
0.145,97.59505700219894
0.15,97.60768818211965
0.155,97.58324829710611
0.16,97.58643744358582
0.165,97.61659021245849
0.17,97.6355080601287
0.175,97.5654862365956
0.18,97.62611896726871
0.185,97.61748493969831
0.19,97.61251155874938
0.195,97.64185842870421
0.2,97.61066491573573
0.205,97.61990475974507
0.21,97.62773244350176
0.215,97.68113093235114
0.22,97.69347263247168
0.225,97.74886238322492
0.23,97.77272761668901
0.235,97.78667115297934
0.24,97.7714195969489
0.245,97.70998007960223
0.25,97.64258830690585
0.255,97.58437366887964
0.26,97.53386608202575
0.265,97.46147367097488
0.27,97.43380576487378
0.275,97.36398895025215
0.28,97.36223431526183
0.285,97.41864829592589
0.29,97.4084770076117
0.295,97.32254493050345
0.3,97.31070899951267
0.305,97.35649960198123
0.31,97.37576076890969
0.315,97.32922935035944
0.32,97.32574776766556
0.325,97.30047293519127
0.33,97.26916937458667
0.335,97.23454351618467
0.34,97.21554127388804
0.345,97.16860165207616
0.35,97.14815905715463
0.355,97.13568392515943
0.36,97.10194827543495
0.365,97.01735370921695
0.37,96.97694383599061
0.375,96.9405396363163
0.38,96.96062105811907
0.385,96.96052303483607
0.39,96.97566787083184
0.395,96.99714164133717
0.4,96.97454376523355
0.405,96.92782730020052
0.41,96.91655001402252
0.415,96.8830246183982
0.42,96.88
0.425,96.82161075076138
0.43,96.81432435439
0.435,96.8032955230964
0.44,96.72078158883005
0.445,96.76770657256354
0.45,96.78748040747537
0.455,96.69922685813611
0.46,96.70555175037873
0.465,96.71081105837582
0.47,96.67051679482249
0.475,96.77901857906693
0.48,96.84596846423737
0.485,96.86648723414501
0.49,96.80681290730615
0.495,96.79410326210738
0.5,96.78039299623951
0.505,96.79368330796113
0.51,96.67046635385185
0.515,96.68686190067801
0.52,96.69918231985316
0.525,96.69946278010276
0.53,96.69311893010924
0.535,96.60953796576226
0.54,96.56723740945519
0.545,96.5152822909778
0.55,96.52341345003646
0.555,96.50283621286685
0.56,96.51631029448454
0.565,96.48987304530104
0.57,96.40550094376141
0.575,96.43832034148352
0.58,96.3886214923685
0.585,96.38435336898864
