time,healthy crops upper
0.0,97.0
1.0,97.21640549922171
2.0,97.25761226035642
3.0,97.2569291529576
4.0,97.22565492337414
5.0,97.27249497989945
6.0,97.28
7.0,97.2515524256585
8.0,97.24399004968967
9.0,97.22462112512353
10.0,97.19738759529437
11.0,97.18049492824062
12.0,97.07846039885978
13.0,97.03628992376589
14.0,96.94646214844329
15.0,96.90122740941497
16.0,96.81743529847358
17.0,96.7517755567761
18.0,96.64266371026983
19.0,96.60515059330187
20.0,96.58824097884555
21.0,96.57947358003084
22.0,96.54323574997258
23.0,96.50859521458148
24.0,96.48803100744139
25.0,96.41696477012245
26.0,96.40182285446592
27.0,96.30388055455299
28.0,96.28324829710611
29.0,96.1922306619486
30.0,96.1195807857064
31.0,96.1165483005088
32.0,96.06929761422872
33.0,96.0376742137076
34.0,95.98620040919101
35.0,95.92777357147015
36.0,95.85225257148231
37.0,95.72543276814257
38.0,95.65703857907809
39.0,95.57923843147547
40.0,95.4915122341405
41.0,95.43158228552073
42.0,95.40375887891814
43.0,95.3077632203887
44.0,95.23307290077015
45.0,95.17561769479288
46.0,95.07429764195352
47.0,95.00508205541945
48.0,94.97339659279767
49.0,94.89864588785596
50.0,94.81015020975045
51.0,94.78121308126231
52.0,94.68865107477194
53.0,94.65135590314306
54.0,94.56901980784467
55.0,94.46182119094404
56.0,94.36871508873578
57.0,94.26427051667085
58.0,94.15046743526509
59.0,94.11192232887686
60.0,94.08894819319492
61.0,94.01507338446471
62.0,93.87005859307946
63.0,93.83988416729397
64.0,93.73248931621764
65.0,93.6489283555598
66.0,93.53811963613379
67.0,93.36841370964233
68.0,93.32103683795687
69.0,93.23228527463195
70.0,93.15989090692703
71.0,93.0908482455739
72.0,93.01179941129436
73.0,92.86799558498538
74.0,92.80014492373137
75.0,92.74419040152958
76.0,92.63419679761633
77.0,92.5784995979989
78.0,92.55357169770694
79.0,92.42316724798243
80.0,92.38017181623353
81.0,92.33119103715276
82.0,92.32560939115132
83.0,92.21884466422429
84.0,92.1514166112724
85.0,91.99899660083982
86.0,91.91238543988256
87.0,91.86247489949719
88.0,91.7269985700664
89.0,91.62207598886106
90.0,91.57175030543074
91.0,91.50961177783907
92.0,91.3899237796022
93.0,91.26842777366832
94.0,91.20071848559557
95.0,91.12516020481884
96.0,91.02375164041953
97.0,90.96191686218869
98.0,90.86372575720907
99.0,90.74521722427298
100.0,90.62957350266177
101.0,90.50458021155686
102.0,90.46577224065071
103.0,90.37457544553753
104.0,90.30906327414189
105.0,90.18769924378869
106.0,90.10998575495684
107.0,90.08070021144313
108.0,89.99736168121896
109.0,89.91752605908823
110.0,89.80865667493055
111.0,89.75166194213983
112.0,89.70312535299337
113.0,89.59024738786448
114.0,89.47097643835522
115.0,89.36652298583624
116.0,89.32687375339057
117.0,89.18840934730586
118.0,89.08033077488398
119.0,88.96736688497548
120.0,88.87413536234729
121.0,88.75256742039113
122.0,88.62500915749892
123.0,88.54769074968456
124.0,88.47335970455883
125.0,88.40569356776432
126.0,88.34767625002193
127.0,88.30014018462012
128.0,88.21138349836421
129.0,88.11734329583406
130.0,87.98810738738732
131.0,87.91817313499593
132.0,87.77039861516012
133.0,87.6413759296809
134.0,87.5840620433566
135.0,87.47835585579793
136.0,87.3811466382134
137.0,87.28743075330723
138.0,87.20227214061103
139.0,87.13262786290117
140.0,87.09942727665066
141.0,87.02858219668504
142.0,86.98386793902691
143.0,86.86383788185064
144.0,86.84552360105714
145.0,86.70673333285716
146.0,86.63957263005928
147.0,86.47118828565067
148.0,86.35196310581712
149.0,86.26595317845873
150.0,86.21636802640847
151.0,86.11339239273101
152.0,86.0394042175578
153.0,85.90720381659898
154.0,85.79282754290266
155.0,85.68154308867625
156.0,85.51732556288275
157.0,85.37096388463203
158.0,85.2864091690456
159.0,85.19583152331272
160.0,85.14045452411237
161.0,84.98830913329608
162.0,84.89610843744815
163.0,84.79268539121469
164.0,84.65643873173683
165.0,84.55481804256146
166.0,84.49077445100251
167.0,84.41170205282258
168.0,84.31392708282051
169.0,84.15159937184002
170.0,84.04418084795726
171.0,83.99447476415754
172.0,83.86939135108113
173.0,83.75254569624357
174.0,83.66424188251224
175.0,83.47286824475756
176.0,83.4104249384654
177.0,83.34341621667838
178.0,83.33136667832366
179.0,83.13348217587752
180.0,83.03469716253665
181.0,82.95833015919435
182.0,82.80350769263967
183.0,82.66889954128438
184.0,82.57083473666209
185.0,82.40594804718452
186.0,82.3410570955415
187.0,82.13324865218883
188.0,82.01184678602932
189.0,81.80172388174411
190.0,81.69692886519134
191.0,81.57398314411041
192.0,81.29521540066166
193.0,81.29877361796089
194.0,81.22909786822666
195.0,81.1489315263559
196.0,81.13042855599494
197.0,81.08796814855553
198.0,80.98453472154804
199.0,80.84395910276446
200.0,80.72045749923974
201.0,80.60343088908047
202.0,80.47476900626671
203.0,80.39580084011801
204.0,80.16052456760892
205.0,80.09438055371943
206.0,79.9773780845922
207.0,79.90722606955867
208.0,79.88189844904203
209.0,79.81163485997101
210.0,79.66474665638782
211.0,79.54704939702206
212.0,79.34530487073593
213.0,79.20349034893084
214.0,79.05252688692038
215.0,78.88258974044305
216.0,78.83721302111057
217.0,78.75623145721592
218.0,78.63739077577245
219.0,78.50193769343753
220.0,78.32722766414238
221.0,78.25972560401729
222.0,78.13364162105798
223.0,77.96644398736807
224.0,77.8138314377945
225.0,77.65726096135901
226.0,77.54990045865938
227.0,77.37616451603242
228.0,77.2261014396039
229.0,77.13299318842442
230.0,76.950639413802
231.0,76.84519052838328
232.0,76.77781501737314
233.0,76.64130155482044
234.0,76.60493716649292
235.0,76.48461261148375
236.0,76.35487754220075
237.0,76.29564880920319
238.0,76.20652376052011
239.0,76.0965564934622
240.0,75.95694540939193
241.0,75.82265618989965
242.0,75.75841157918524
243.0,75.70765995074122
244.0,75.56023255420921
245.0,75.4504538756482
246.0,75.36092983801154
247.0,75.2875638618022
248.0,75.16454398808042
249.0,75.05103952753767
250.0,74.92741187248218
251.0,74.77086492629412
252.0,74.66519473418096
253.0,74.5625725578544
254.0,74.46424075215724
255.0,74.27901244956496
256.0,74.17685962227024
257.0,74.05809892464961
258.0,73.98509463117998
259.0,73.8603571340972
260.0,73.63689684005529
261.0,73.53786672085319
262.0,73.42597550229837
263.0,73.3429760729074
264.0,73.26675879718779
265.0,73.16455144203086
266.0,73.03493754193781
267.0,72.93764431027766
268.0,72.79590183322298
269.0,72.64210708457682
270.0,72.55753970233525
271.0,72.48326160864907
272.0,72.38485861477115
273.0,72.3043795485722
274.0,72.18050664955376
275.0,71.98264659061218
276.0,71.84848977981443
277.0,71.71292281298146
278.0,71.60542812738126
279.0,71.45125156851246
280.0,71.3761466544784
281.0,71.25042508902155
282.0,71.1684525409034
283.0,71.01634055612945
284.0,70.87579041132362
285.0,70.72955900987297
286.0,70.66983176121775
287.0,70.57344259760927
288.0,70.4027022093287
289.0,70.34066841933259
290.0,70.24473255338687
291.0,70.2089476400352
292.0,70.15824427291433
293.0,70.0790648782823
294.0,70.02851861613854
295.0,69.85613098516974
296.0,69.81063786038236
297.0,69.75390005074577
298.0,69.70212247411149
299.0,69.62559901860554
300.0,69.50625869582116
301.0,69.39292302267124
302.0,69.28005102024215
303.0,69.24355249871529
304.0,69.21231365996076
305.0,69.08933792948693
306.0,69.01931160989481
307.0,68.84401908586362
308.0,68.70728650607461
309.0,68.62246844805263
310.0,68.49409721472833
311.0,68.4479390936055
312.0,68.42482529186624
313.0,68.33455826440606
314.0,68.19378339687707
315.0,68.05488615015834
316.0,67.89743740255561
317.0,67.85108688314813
318.0,67.69658312577457
319.0,67.65115852898455
320.0,67.4899194543688
321.0,67.39976455666459
322.0,67.31066210158548
323.0,67.2166000272055
324.0,67.13257403066788
325.0,67.01116429915363
326.0,66.8783082797315
327.0,66.86738901614025
328.0,66.80987195021972
329.0,66.71465846286293
330.0,66.60533080909761
331.0,66.3796719254172
332.0,66.29264234617294
333.0,66.22912329089365
334.0,66.14229992193458
335.0,66.05225872880386
336.0,65.90345338611861
337.0,65.8537566880154
338.0,65.77345151674922
339.0,65.6218543370566
340.0,65.5123226053724
341.0,65.40457257452354
342.0,65.26429491899343
343.0,65.09321066576382
344.0,64.95206352237517
345.0,64.7956238491168
346.0,64.75224520712844
347.0,64.64001194742278
348.0,64.53734165275267
349.0,64.48489774686095
350.0,64.31713554862282
351.0,64.19523674472615
352.0,64.0974017348172
353.0,64.0004275425895
354.0,63.872922110789794
355.0,63.73482599462951
356.0,63.66020118103705
357.0,63.601176389182854
358.0,63.45698883901473
359.0,63.36678973464054
360.0,63.12864965663755
361.0,63.08218389790967
362.0,62.99034910521453
363.0,62.97526927177708
364.0,62.72477406668364
365.0,62.6203896014292
366.0,62.5275438143199
367.0,62.42832730059135
368.0,62.351305520820574
369.0,62.224670081592606
370.0,62.09032238546703
371.0,61.937434907076366
372.0,61.81610759724062
373.0,61.70821874716795
374.0,61.584176482662286
375.0,61.50394706977779
376.0,61.25049462189209
377.0,61.15804273085307
378.0,61.12260623267484
379.0,61.04824449871249
380.0,60.940293766962455
381.0,60.91437754027791
382.0,60.84029035515063
383.0,60.729600222490035
384.0,60.63001736109367
385.0,60.452456095679096
386.0,60.33433995172364
387.0,60.07907187578802
388.0,60.026625640928536
389.0,59.87017981250971
390.0,59.78409625119943
391.0,59.64804275082321
392.0,59.42715328029266
393.0,59.38315362468758
394.0,59.238735269347565
395.0,59.19396983861879
396.0,59.16797069080838
397.0,59.009297300012356
398.0,58.96927575176504
399.0,58.87331912694165
400.0,58.80348766489498
401.0,58.763247648073204
402.0,58.65117468866357
403.0,58.540754903026794
404.0,58.47829647149425
405.0,58.40312370745945
406.0,58.35837947765667
407.0,58.2404618814472
408.0,58.12809805679838
409.0,57.92714987627009
410.0,57.84609540337153
411.0,57.743432844831005
412.0,57.66351716433421
413.0,57.54900797109396
