Time,Healthy,Undetectable,Detectable
0,100,0,0
1,100,0,0
2,100,0,0
3,100,0,0
4,100,0,0
5,100,0,0
6,100,0,0
7,100,0,0
8,100,0,0
9,100,0,0
10,100,0,0
11,100,0,0
12,100,0,0
13,100,0,0
14,100,0,0
15,100,0,0
16,100,0,0
17,99,1,0
18,99,1,0
19,99,1,0
20,99,1,0
21,99,1,0
22,99,1,0
23,99,1,0
24,99,1,0
25,99,1,0
26,99,1,0
27,99,1,0
28,99,1,0
29,99,1,0
30,99,1,0
31,99,1,0
32,99,1,0
33,99,1,0
34,99,1,0
35,99,1,0
36,99,1,0
37,99,1,0
38,99,1,0
39,99,1,0
40,99,1,0
41,98,2,0
42,98,2,0
43,98,2,0
44,98,2,0
45,98,2,0
46,98,2,0
47,98,2,0
48,98,2,0
49,98,2,0
50,98,2,0
51,98,1,1
52,98,1,1
53,98,1,1
54,98,1,1
55,98,1,1
56,98,1,1
57,98,1,1
58,97,2,1
59,97,2,1
60,97,2,1
61,97,2,1
62,97,2,1
63,97,2,1
64,97,2,1
65,97,2,1
66,96,3,1
67,96,3,1
68,96,3,1
69,95,4,1
70,94,5,1
71,94,5,1
72,94,5,1
73,94,5,1
74,94,5,1
75,94,5,1
76,94,5,1
77,94,5,1
78,93,6,1
79,93,6,1
80,92,7,1
81,92,7,1
82,92,7,1
83,92,7,1
84,92,7,1
85,92,7,1
86,92,6,2
87,92,6,2
88,91,7,2
89,91,7,2
90,91,7,2
91,91,7,2
92,91,7,2
93,90,8,2
94,90,8,2
95,90,8,2
96,90,8,2
97,90,8,2
98,90,8,2
99,90,8,2
100,90,8,2
101,89,9,2
102,88,10,2
103,88,10,2
104,88,10,2
105,88,10,2
106,87,10,3
107,87,10,3
108,87,10,3
109,87,10,3
110,87,10,3
111,87,10,3
112,87,10,3
113,87,10,3
114,87,9,4
115,87,9,4
116,87,9,4
117,86,9,5
118,86,9,5
119,85,10,5
120,85,10,5
121,85,10,5
122,85,10,5
123,85,10,5
124,84,11,5
125,84,10,6
126,84,10,6
127,84,10,6
128,84,10,6
129,83,11,6
130,83,10,7
131,82,11,7
132,82,11,7
133,82,11,7
134,82,11,7
135,82,11,7
136,82,11,7
137,82,11,7
138,82,11,7
139,82,10,8
140,82,10,8
141,82,10,8
142,82,9,9
143,82,9,9
144,82,9,9
145,82,9,9
146,82,9,9
147,82,9,9
148,82,9,9
149,82,9,9
150,82,8,10
151,82,8,10
152,82,8,10
153,82,8,10
154,82,8,10
155,82,8,10
156,82,8,10
157,82,8,10
158,82,8,10
159,82,8,10
160,82,8,10
161,82,8,10
162,82,8,10
163,82,8,10
164,82,8,10
165,82,8,10
166,82,8,10
167,82,8,10
168,82,8,10
169,81,8,11
170,81,8,11
171,80,9,11
172,80,9,11
173,80,9,11
174,80,9,11
175,80,9,11
176,80,9,11
177,80,9,11
178,79,10,11
179,79,10,11
180,79,10,11
181,79,9,12
182,79,9,12
183,79,9,12
184,79,9,12
185,79,9,12
186,79,9,12
187,79,9,12
188,79,9,12
189,79,8,13
190,79,8,13
191,79,8,13
192,78,9,13
193,78,9,13
194,78,9,13
195,78,9,13
196,77,9,14
197,77,9,14
198,77,9,14
199,77,9,14
200,77,9,14
201,77,8,15
202,77,7,16
203,77,7,16
204,77,7,16
205,77,7,16
206,77,7,16
207,77,6,17
208,77,6,17
209,77,6,17
210,77,6,17
