time,state2Mean,state2lower,state2upper
0,10,10,10
0.1,10.01,9.9105,10.1095
0.2,10,9.85858,10.1414
0.3,9.99,9.8905,10.0895
0.4,9.98,9.84,10.12
0.5,9.98,9.84,10.12
0.6,9.99,9.81708,10.1629
0.7,9.99,9.81708,10.1629
0.8,9.99,9.81708,10.1629
0.9,9.99,9.81708,10.1629
1,9.99,9.81708,10.1629
1.1,9.99,9.81708,10.1629
1.2,9.99,9.81708,10.1629
1.3,9.99,9.81708,10.1629
1.4,9.99,9.81708,10.1629
1.5,9.99,9.81708,10.1629
1.6,9.99,9.81708,10.1629
1.7,10,9.8,10.2
1.8,10,9.8,10.2
1.9,10.01,9.78662,10.2334
2,10.01,9.78662,10.2334
2.1,10.01,9.78662,10.2334
2.2,10.01,9.78662,10.2334
2.3,10.02,9.77587,10.2641
2.4,10.02,9.77587,10.2641
2.5,10.02,9.77587,10.2641
2.6,10.02,9.77587,10.2641
2.7,10.02,9.77587,10.2641
2.8,10.02,9.77587,10.2641
2.9,10.01,9.74561,10.2744
3,10.02,9.73787,10.3021
3.1,10.02,9.73787,10.3021
3.2,10.02,9.73787,10.3021
3.3,10.03,9.7315,10.3285
3.4,10.03,9.7315,10.3285
3.5,10.03,9.7315,10.3285
3.6,10.03,9.7315,10.3285
3.7,10.03,9.7315,10.3285
3.8,10.03,9.7315,10.3285
3.9,10.05,9.72213,10.3779
4,10.06,9.69068,10.4293
4.1,10.06,9.69068,10.4293
4.2,10.07,9.68908,10.4509
4.3,10.08,9.66335,10.4967
4.4,10.08,9.64,10.52
4.5,10.09,9.64067,10.5393
4.6,10.09,9.64067,10.5393
4.7,10.09,9.64067,10.5393
4.8,10.1,9.64174,10.5583
4.9,10.1,9.64174,10.5583
5,10.1,9.64174,10.5583
5.1,10.1,9.64174,10.5583
5.2,10.11,9.6432,10.5768
5.3,10.11,9.6432,10.5768
5.4,10.12,9.64503,10.595
5.5,10.12,9.64503,10.595
5.6,10.12,9.64503,10.595
5.7,10.13,9.62691,10.6331
5.8,10.13,9.62691,10.6331
5.9,10.13,9.62691,10.6331
6,10.14,9.61047,10.6695
6.1,10.13,9.58861,10.6714
6.2,10.14,9.59191,10.6881
6.3,10.13,9.57045,10.6896
6.4,10.13,9.57045,10.6896
6.5,10.13,9.57045,10.6896
6.6,10.13,9.57045,10.6896
6.7,10.13,9.57045,10.6896
6.8,10.13,9.57045,10.6896
6.9,10.13,9.57045,10.6896
7,10.12,9.54939,10.6906
7.1,10.12,9.54939,10.6906
7.2,10.13,9.55285,10.7071
7.3,10.13,9.55285,10.7071
7.4,10.16,9.56468,10.7553
7.5,10.16,9.56468,10.7553
7.6,10.16,9.56468,10.7553
7.7,10.15,9.54378,10.7562
7.8,10.14,9.52323,10.7568
7.9,10.15,9.51164,10.7884
8,10.17,9.53668,10.8033
8.1,10.17,9.53668,10.8033
8.2,10.18,9.54156,10.8184
8.3,10.18,9.54156,10.8184
8.4,10.17,9.50585,10.8342
8.5,10.17,9.50585,10.8342
8.6,10.18,9.49619,10.8638
8.7,10.18,9.49619,10.8638
8.8,10.18,9.49619,10.8638
8.9,10.18,9.49619,10.8638
9,10.18,9.48172,10.8783
9.1,10.18,9.48172,10.8783
9.2,10.18,9.48172,10.8783
9.3,10.2,9.46515,10.9348
9.4,10.2,9.46515,10.9348
9.5,10.2,9.46515,10.9348
9.6,10.2,9.46515,10.9348
9.7,10.2,9.46515,10.9348
9.8,10.2,9.46515,10.9348
9.9,10.2,9.46515,10.9348
10,10.2,9.46515,10.9348
10.1,10.2,9.46515,10.9348
10.2,10.2,9.46515,10.9348
10.3,10.2,9.46515,10.9348
