time,undetectable crops mean
872.0,35.0
873.0,35.5
874.0,35.5
875.0,35.5
876.0,36.0
877.0,35.5
878.0,36.5
879.0,36.5
880.0,36.5
881.0,37.5
882.0,37.5
883.0,36.5
884.0,36.0
885.0,36.0
886.0,36.0
887.0,36.0
888.0,36.0
889.0,36.0
890.0,37.0
891.0,37.5
892.0,38.0
893.0,37.5
894.0,37.5
895.0,38.0
896.0,37.5
897.0,37.5
898.0,37.5
899.0,37.5
900.0,37.5
901.0,37.5
902.0,37.0
903.0,37.0
904.0,37.0
905.0,38.0
906.0,37.5
907.0,37.5
908.0,38.0
909.0,38.5
910.0,38.5
911.0,38.0
912.0,38.5
913.0,39.5
914.0,39.5
915.0,39.5
916.0,40.0
917.0,40.0
918.0,40.0
919.0,40.0
920.0,40.0
921.0,40.0
922.0,40.0
923.0,38.5
924.0,38.5
925.0,38.5
926.0,38.5
927.0,38.5
928.0,38.5
929.0,38.5
930.0,39.0
931.0,39.5
932.0,40.0
933.0,40.0
934.0,40.0
935.0,40.0
936.0,40.0
937.0,40.0
938.0,40.0
939.0,40.0
940.0,40.0
941.0,40.0
942.0,39.5
943.0,39.5
944.0,39.5
945.0,39.5
946.0,39.5
947.0,40.5
948.0,40.5
949.0,41.0
950.0,41.0
951.0,41.0
952.0,41.0
953.0,40.5
954.0,40.5
955.0,40.5
956.0,40.0
957.0,40.0
958.0,40.0
959.0,40.0
960.0,40.0
961.0,40.0
962.0,40.0
963.0,40.0
964.0,40.0
965.0,40.0
966.0,40.0
967.0,40.5
968.0,40.5
969.0,40.0
970.0,40.0
971.0,40.0
972.0,40.0
973.0,39.5
974.0,39.5
975.0,40.5
976.0,40.0
977.0,40.0
978.0,40.5
979.0,40.5
980.0,40.0
981.0,40.0
982.0,40.0
983.0,40.0
984.0,41.0
985.0,41.0
986.0,42.0
987.0,42.0
988.0,42.0
989.0,42.5
990.0,42.5
991.0,42.5
992.0,42.5
993.0,42.5
994.0,42.5
995.0,42.5
996.0,42.5
997.0,42.5
998.0,43.0
999.0,43.0
1000.0,44.0
1001.0,44.0
1002.0,44.5
1003.0,45.0
1004.0,45.0
1005.0,44.5
1006.0,45.0
1007.0,45.0
1008.0,44.5
1009.0,44.5
1010.0,44.5
1011.0,44.5
1012.0,44.5
1013.0,45.0
1014.0,44.5
1015.0,44.5
1016.0,44.5
1017.0,44.5
1018.0,44.5
1019.0,44.5
1020.0,44.5
1021.0,44.5
1022.0,44.5
1023.0,44.5
1024.0,44.5
1025.0,44.5
1026.0,44.5
1027.0,44.5
1028.0,44.5
1029.0,44.5
1030.0,44.5
1031.0,44.5
1032.0,45.0
1033.0,44.0
1034.0,43.5
1035.0,43.5
1036.0,43.0
1037.0,43.0
1038.0,43.5
1039.0,44.0
1040.0,44.0
1041.0,43.5
1042.0,43.5
1043.0,43.5
1044.0,43.5
1045.0,43.5
1046.0,43.5
1047.0,43.5
1048.0,43.5
1049.0,44.5
1050.0,44.5
1051.0,44.0
1052.0,44.0
1053.0,44.0
1054.0,44.0
1055.0,44.0
1056.0,44.5
1057.0,44.5
1058.0,44.5
1059.0,44.5
1060.0,44.5
1061.0,44.5
1062.0,44.5
1063.0,45.0
1064.0,45.0
1065.0,44.5
1066.0,45.5
1067.0,45.5
1068.0,45.5
1069.0,45.5
1070.0,45.5
1071.0,45.5
1072.0,45.5
1073.0,45.5
1074.0,45.5
1075.0,45.5
1076.0,45.5
1077.0,45.5
1078.0,45.0
1079.0,45.0
1080.0,45.0
1081.0,45.0
1082.0,45.0
1083.0,45.0
1084.0,44.5
1085.0,44.0
1086.0,44.0
1087.0,44.5
1088.0,44.5
1089.0,44.0
1090.0,44.0
1091.0,44.0
1092.0,44.5
1093.0,44.5
1094.0,44.5
1095.0,44.5
1096.0,44.5
1097.0,44.5
1098.0,44.5
1099.0,44.5
1100.0,44.5
1101.0,44.5
1102.0,44.5
1103.0,44.0
1104.0,43.5
1105.0,44.0
1106.0,44.0
1107.0,43.5
1108.0,43.5
1109.0,43.5
1110.0,43.5
1111.0,43.5
1112.0,43.5
1113.0,43.5
1114.0,43.0
1115.0,43.0
1116.0,42.5
1117.0,42.5
1118.0,42.5
1119.0,42.0
1120.0,42.0
1121.0,42.0
1122.0,42.0
1123.0,41.5
1124.0,41.5
1125.0,41.5
1126.0,42.5
1127.0,42.5
1128.0,42.5
1129.0,43.0
1130.0,43.0
1131.0,43.0
1132.0,43.0
1133.0,44.0
1134.0,44.0
1135.0,44.0
1136.0,44.0
1137.0,44.0
1138.0,44.0
1139.0,44.0
1140.0,44.0
1141.0,44.0
1142.0,44.0
1143.0,44.0
1144.0,44.0
1145.0,43.5
1146.0,43.5
1147.0,43.5
1148.0,43.5
1149.0,43.5
1150.0,43.5
1151.0,44.0
1152.0,44.0
1153.0,44.0
1154.0,44.0
1155.0,44.0
1156.0,44.0
1157.0,44.0
1158.0,44.5
1159.0,44.5
1160.0,45.0
1161.0,45.0
1162.0,45.0
1163.0,45.0
1164.0,44.0
1165.0,44.0
1166.0,43.5
1167.0,43.0
1168.0,43.0
1169.0,42.5
1170.0,42.5
1171.0,42.5
1172.0,42.5
1173.0,42.5
1174.0,42.5
1175.0,43.0
1176.0,43.0
1177.0,43.0
1178.0,43.0
1179.0,43.0
1180.0,43.0
1181.0,42.5
1182.0,42.5
1183.0,42.5
1184.0,42.5
1185.0,42.5
1186.0,42.5
1187.0,42.5
1188.0,42.5
1189.0,42.0
1190.0,42.5
1191.0,42.0
1192.0,41.5
1193.0,41.0
1194.0,41.0
1195.0,41.0
1196.0,41.0
1197.0,41.0
1198.0,41.0
1199.0,40.5
1200.0,40.5
1201.0,40.5
1202.0,40.5
1203.0,40.5
1204.0,40.5
1205.0,40.0
1206.0,40.0
1207.0,40.0
1208.0,40.0
1209.0,39.5
1210.0,39.5
1211.0,39.5
1212.0,39.5
1213.0,39.0
1214.0,39.0
1215.0,39.0
1216.0,39.0
1217.0,38.5
1218.0,38.5
1219.0,38.0
1220.0,38.0
1221.0,38.0
1222.0,38.0
1223.0,38.0
1224.0,38.0
1225.0,38.0
1226.0,37.0
1227.0,37.0
1228.0,37.0
1229.0,37.0
1230.0,37.0
1231.0,37.0
1232.0,37.0
1233.0,37.5
1234.0,37.5
1235.0,38.0
1236.0,38.0
1237.0,38.0
1238.0,38.0
1239.0,37.5
1240.0,37.5
1241.0,37.5
1242.0,37.5
1243.0,37.5
1244.0,37.5
1245.0,37.5
1246.0,37.5
1247.0,37.5
1248.0,37.5
1249.0,37.5
1250.0,37.5
1251.0,38.0
1252.0,38.5
1253.0,38.0
1254.0,38.0
1255.0,38.0
1256.0,38.0
1257.0,38.0
1258.0,38.0
1259.0,38.0
1260.0,38.0
1261.0,38.0
1262.0,38.0
1263.0,38.0
1264.0,38.0
1265.0,37.5
1266.0,37.5
1267.0,37.5
1268.0,38.0
1269.0,38.0
1270.0,38.0
1271.0,38.0
1272.0,38.0
1273.0,38.0
1274.0,38.0
1275.0,38.0
1276.0,38.0
1277.0,38.0
1278.0,37.5
1279.0,37.5
1280.0,37.5
1281.0,37.0
1282.0,36.5
1283.0,36.5
1284.0,36.5
1285.0,36.5
1286.0,36.5
1287.0,36.5
1288.0,36.5
1289.0,36.5
1290.0,36.5
1291.0,36.0
1292.0,36.0
1293.0,36.0
1294.0,36.0
1295.0,36.0
1296.0,36.5
1297.0,36.5
1298.0,36.5
1299.0,36.5
1300.0,36.5
1301.0,37.0
1302.0,37.0
1303.0,37.0
1304.0,37.0
1305.0,37.0
1306.0,36.5
1307.0,36.5
1308.0,36.0
1309.0,36.0
1310.0,36.0
1311.0,35.5
1312.0,36.0
1313.0,36.0
1314.0,36.0
1315.0,36.0
1316.0,36.0
1317.0,36.0
1318.0,36.0
1319.0,36.0
1320.0,36.0
1321.0,36.0
1322.0,36.0
1323.0,36.0
1324.0,36.0
1325.0,36.0
1326.0,36.0
1327.0,35.5
1328.0,35.0
1329.0,35.0
1330.0,35.0
1331.0,35.0
1332.0,35.0
1333.0,35.0
1334.0,34.5
1335.0,34.5
1336.0,34.5
1337.0,34.5
1338.0,34.5
1339.0,34.5
1340.0,34.5
1341.0,34.5
1342.0,34.5
1343.0,34.0
1344.0,34.0
1345.0,34.0
1346.0,34.0
1347.0,34.0
1348.0,34.0
1349.0,34.0
1350.0,34.0
1351.0,34.0
1352.0,34.0
1353.0,34.0
1354.0,34.0
1355.0,34.0
1356.0,34.0
1357.0,34.0
1358.0,34.0
1359.0,34.0
1360.0,34.0
1361.0,33.5
1362.0,33.5
1363.0,33.5
1364.0,33.5
1365.0,33.5
1366.0,33.5
1367.0,33.0
1368.0,33.0
1369.0,33.0
1370.0,33.0
1371.0,33.0
1372.0,33.0
1373.0,33.0
1374.0,33.0
1375.0,33.0
1376.0,33.5
1377.0,33.5
1378.0,33.5
1379.0,33.5
1380.0,33.5
1381.0,33.5
1382.0,33.5
1383.0,33.5
1384.0,34.0
1385.0,34.5
1386.0,34.5
1387.0,34.5
1388.0,34.5
1389.0,34.5
1390.0,34.5
1391.0,34.5
1392.0,34.5
1393.0,34.5
1394.0,34.5
1395.0,34.5
1396.0,34.5
1397.0,34.5
1398.0,34.5
1399.0,34.5
1400.0,34.5
1401.0,34.5
1402.0,34.5
1403.0,34.5
1404.0,34.5
1405.0,34.5
1406.0,34.5
1407.0,34.5
1408.0,34.5
1409.0,34.5
1410.0,34.5
1411.0,34.5
1412.0,34.5
1413.0,34.5
1414.0,34.5
1415.0,34.0
1416.0,34.0
1417.0,34.5
1418.0,34.0
1419.0,34.0
1420.0,34.0
1421.0,34.0
1422.0,34.0
1423.0,34.0
1424.0,34.0
1425.0,34.0
1426.0,34.5
1427.0,34.5
1428.0,34.5
1429.0,34.5
1430.0,34.5
1431.0,34.0
1432.0,34.0
1433.0,34.0
1434.0,34.0
1435.0,34.0
1436.0,34.0
1437.0,34.0
1438.0,34.0
1439.0,34.0
1440.0,34.0
1441.0,34.0
1442.0,34.0
1443.0,34.0
1444.0,34.0
1445.0,34.0
1446.0,34.0
1447.0,34.0
1448.0,34.0
1449.0,34.0
1450.0,34.0
1451.0,33.0
1452.0,33.0
1453.0,33.0
1454.0,33.0
1455.0,33.0
1456.0,33.0
1457.0,33.5
1458.0,33.5
1459.0,33.0
1460.0,32.5
1461.0,32.5
1462.0,32.5
1463.0,32.5
1464.0,32.5
1465.0,32.5
1466.0,32.5
1467.0,32.5
1468.0,32.5
1469.0,32.5
1470.0,32.5
1471.0,32.5
1472.0,32.5
1473.0,32.5
1474.0,32.5
1475.0,32.5
1476.0,32.5
1477.0,32.5
1478.0,32.0
1479.0,32.0
1480.0,32.0
1481.0,32.0
1482.0,32.0
1483.0,32.0
1484.0,32.0
1485.0,32.0
1486.0,32.0
1487.0,32.0
1488.0,31.5
1489.0,31.5
1490.0,31.5
1491.0,31.5
1492.0,31.5
1493.0,31.5
1494.0,31.5
1495.0,31.5
1496.0,31.5
1497.0,31.0
1498.0,31.0
1499.0,30.5
1500.0,30.5
1501.0,30.0
1502.0,30.0
1503.0,30.0
1504.0,30.0
1505.0,30.0
1506.0,30.0
1507.0,30.0
1508.0,30.0
1509.0,29.5
1510.0,29.5
1511.0,29.5
1512.0,29.5
1513.0,29.5
1514.0,29.5
1515.0,30.0
1516.0,30.0
1517.0,30.0
1518.0,30.0
1519.0,30.0
1520.0,30.0
1521.0,30.0
1522.0,30.0
1523.0,29.5
1524.0,29.5
1525.0,29.5
1526.0,29.5
1527.0,29.5
1528.0,29.5
1529.0,29.5
1530.0,29.5
1531.0,29.5
1532.0,30.0
1533.0,29.5
1534.0,29.5
1535.0,29.5
1536.0,29.5
1537.0,29.5
1538.0,29.5
1539.0,29.5
1540.0,29.5
1541.0,29.5
1542.0,29.5
1543.0,29.5
1544.0,29.5
1545.0,29.5
1546.0,29.5
1547.0,29.5
1548.0,29.5
1549.0,29.5
1550.0,28.5
1551.0,28.5
1552.0,28.5
1553.0,28.5
1554.0,28.5
1555.0,28.5
1556.0,28.5
1557.0,28.0
1558.0,28.0
1559.0,27.5
1560.0,27.5
1561.0,27.5
1562.0,27.5
1563.0,27.5
1564.0,27.0
1565.0,27.0
1566.0,27.0
1567.0,27.0
1568.0,27.0
1569.0,27.0
1570.0,27.0
1571.0,27.0
1572.0,27.0
1573.0,27.0
1574.0,27.0
1575.0,27.0
1576.0,27.0
1577.0,27.0
1578.0,26.5
1579.0,26.5
1580.0,26.5
1581.0,26.5
1582.0,26.5
1583.0,26.5
1584.0,26.0
1585.0,26.0
1586.0,26.0
1587.0,26.0
1588.0,26.0
1589.0,25.5
1590.0,25.5
1591.0,25.5
1592.0,25.0
1593.0,25.0
1594.0,25.0
1595.0,25.0
1596.0,25.0
1597.0,25.0
1598.0,25.0
1599.0,25.0
1600.0,25.0
1601.0,25.0
1602.0,25.0
1603.0,25.0
1604.0,25.0
1605.0,25.0
1606.0,25.0
1607.0,25.0
1608.0,25.0
1609.0,25.0
1610.0,24.5
1611.0,24.5
1612.0,24.5
1613.0,24.0
1614.0,24.0
1615.0,24.0
1616.0,24.0
1617.0,24.0
1618.0,24.0
1619.0,24.0
1620.0,24.0
1621.0,23.5
1622.0,23.5
1623.0,23.5
1624.0,23.0
1625.0,23.0
1626.0,22.5
1627.0,22.5
1628.0,22.5
1629.0,22.0
1630.0,22.0
1631.0,22.0
1632.0,21.5
1633.0,21.5
1634.0,21.5
1635.0,21.5
1636.0,21.5
1637.0,21.5
1638.0,21.5
1639.0,21.5
1640.0,21.5
1641.0,21.5
1642.0,21.5
1643.0,21.5
1644.0,21.5
1645.0,21.5
1646.0,21.5
1647.0,21.5
1648.0,21.5
1649.0,21.5
1650.0,21.5
1651.0,21.5
1652.0,21.5
1653.0,21.5
1654.0,21.5
1655.0,21.5
1656.0,21.5
1657.0,21.5
1658.0,21.5
1659.0,21.5
1660.0,21.5
1661.0,21.0
1662.0,21.0
1663.0,21.0
