Time,Crop0,Crop1,Crop2,Crop3,Crop4,Crop5,Crop6,Crop7,Crop8,Crop9,Crop10,Crop11,Crop12,Crop13,Crop14,Crop15,Crop16,Crop17,Crop18,Crop19,Crop20,Crop21,Crop22,Crop23,Crop24,Crop25,Crop26,Crop27,Crop28,Crop29,Crop30,Crop31,Crop32,Crop33,Crop34,Crop35,Crop36,Crop37,Crop38,Crop39,Crop40,Crop41,Crop42,Crop43,Crop44,Crop45,Crop46,Crop47,Crop48,Crop49,Crop50,Crop51,Crop52,Crop53,Crop54,Crop55,Crop56,Crop57,Crop58,Crop59,Crop60,Crop61,Crop62,Crop63,Crop64,Crop65,Crop66,Crop67,Crop68,Crop69,Crop70,Crop71,Crop72,Crop73,Crop74,Crop75,Crop76,Crop77,Crop78,Crop79,Crop80,Crop81,Crop82,Crop83,Crop84,Crop85,Crop86,Crop87,Crop88,Crop89,Crop90,Crop91,Crop92,Crop93,Crop94,Crop95,Crop96,Crop97,Crop98,Crop99,Crop100,Crop101,Crop102,Crop103,Crop104,Crop105,Crop106,Crop107,Crop108,Crop109,Crop110,Crop111,Crop112,Crop113,Crop114,Crop115,Crop116,Crop117,Crop118,Crop119,Crop120,Crop121,Crop122,Crop123,Crop124,Crop125,Crop126,Crop127,Crop128,Crop129,Crop130,Crop131,Crop132,Crop133,Crop134,Crop135,Crop136,Crop137,Crop138,Crop139,Crop140,Crop141,Crop142,Crop143,Crop144,Crop145,Crop146,Crop147,Crop148,Crop149,Crop150,Crop151,Crop152,Crop153,Crop154,Crop155,Crop156,Crop157,Crop158,Crop159,Crop160,Crop161,Crop162,Crop163,Crop164,Crop165,Crop166,Crop167,Crop168,Crop169,Crop170,Crop171,Crop172,Crop173,Crop174,Crop175,Crop176,Crop177,Crop178,Crop179,Crop180,Crop181,Crop182,Crop183,Crop184,Crop185,Crop186,Crop187,Crop188,Crop189,Crop190,Crop191,Crop192,Crop193,Crop194,Crop195,Crop196,Crop197,Crop198,Crop199,Crop200,Crop201,Crop202,Crop203,Crop204,Crop205,Crop206,Crop207,Crop208,Crop209,Crop210,Crop211,Crop212,Crop213,Crop214,Crop215,Crop216,Crop217,Crop218,Crop219,Crop220,Crop221,Crop222,Crop223,Crop224,Crop225,Crop226,Crop227,Crop228,Crop229,Crop230,Crop231,Crop232,Crop233,Crop234,Crop235,Crop236,Crop237,Crop238,Crop239,Crop240,Crop241,Crop242,Crop243,Crop244,Crop245,Crop246,Crop247,Crop248,Crop249,Crop250,Crop251,Crop252,Crop253,Crop254,Crop255,Crop256,Crop257,Crop258,Crop259,Crop260,Crop261,Crop262,Crop263,Crop264,Crop265,Crop266,Crop267,Crop268,Crop269,Crop270,Crop271,Crop272,Crop273,Crop274,Crop275,Crop276,Crop277,Crop278,Crop279,Crop280,Crop281,Crop282,Crop283,Crop284,Crop285,Crop286,Crop287,Crop288,Crop289,Crop290,Crop291,Crop292,Crop293,Crop294,Crop295,Crop296,Crop297,Crop298,Crop299,Crop300,Crop301,Crop302,Crop303,Crop304,Crop305,Crop306,Crop307,Crop308,Crop309,Crop310,Crop311,Crop312,Crop313,Crop314,Crop315,Crop316,Crop317,Crop318,Crop319,Crop320,Crop321,Crop322,Crop323,Crop324,Crop325,Crop326,Crop327,Crop328,Crop329,Crop330,Crop331,Crop332,Crop333,Crop334,Crop335,Crop336,Crop337,Crop338,Crop339,Crop340,Crop341,Crop342,Crop343,Crop344,Crop345,Crop346,Crop347,Crop348,Crop349,Crop350,Crop351,Crop352,Crop353,Crop354,Crop355,Crop356,Crop357,Crop358,Crop359,Crop360,Crop361,Crop362,Crop363,Crop364,Crop365,Crop366,Crop367,Crop368,Crop369,Crop370,Crop371,Crop372,Crop373,Crop374,Crop375,Crop376,Crop377,Crop378,Crop379,Crop380,Crop381,Crop382,Crop383,Crop384,Crop385,Crop386,Crop387,Crop388,Crop389,Crop390,Crop391,Crop392,Crop393,Crop394,Crop395,Crop396,Crop397,Crop398,Crop399,Crop400,Crop401,Crop402,Crop403,Crop404,Crop405,Crop406,Crop407,Crop408,Crop409,Crop410,Crop411,Crop412,Crop413,Crop414,Crop415,Crop416,Crop417,Crop418,Crop419,Crop420,Crop421,Crop422,Crop423,Crop424,Crop425,Crop426,Crop427,Crop428,Crop429,Crop430,Crop431,Crop432,Crop433,Crop434,Crop435,Crop436,Crop437,Crop438,Crop439,Crop440,Crop441,Crop442,Crop443,Crop444,Crop445,Crop446,Crop447,Crop448,Crop449,Crop450,Crop451,Crop452,Crop453,Crop454,Crop455,Crop456,Crop457,Crop458,Crop459,Crop460,Crop461,Crop462,Crop463,Crop464,Crop465,Crop466,Crop467,Crop468,Crop469,Crop470,Crop471,Crop472,Crop473,Crop474,Crop475,Crop476,Crop477,Crop478,Crop479,Crop480,Crop481,Crop482,Crop483,Crop484,Crop485,Crop486,Crop487,Crop488,Crop489,Crop490,Crop491,Crop492,Crop493,Crop494,Crop495,Crop496,Crop497,Crop498,Crop499,Crop500,Crop501,Crop502,Crop503,Crop504,Crop505,Crop506,Crop507,Crop508,Crop509,Crop510,Crop511,Crop512,Crop513,Crop514,Crop515,Crop516,Crop517,Crop518,Crop519,Crop520,Crop521,Crop522,Crop523,Crop524,Crop525,Crop526,Crop527,Crop528,Crop529,Crop530,Crop531,Crop532,Crop533,Crop534,Crop535,Crop536,Crop537,Crop538,Crop539,Crop540,Crop541,Crop542,Crop543,Crop544,Crop545,Crop546,Crop547,Crop548,Crop549,Crop550,Crop551,Crop552,Crop553,Crop554,Crop555,Crop556,Crop557,Crop558,Crop559,Crop560,Crop561,Crop562,Crop563,Crop564,Crop565,Crop566,Crop567,Crop568,Crop569,Crop570,Crop571,Crop572,Crop573,Crop574,Crop575,Crop576,Crop577,Crop578,Crop579,Crop580,Crop581,Crop582,Crop583,Crop584,Crop585,Crop586,Crop587,Crop588,Crop589,Crop590,Crop591,Crop592,Crop593,Crop594,Crop595,Crop596,Crop597,Crop598,Crop599,Crop600,Crop601,Crop602,Crop603,Crop604,Crop605,Crop606,Crop607,Crop608,Crop609,Crop610,Crop611,Crop612,Crop613,Crop614,Crop615,Crop616,Crop617,Crop618,Crop619,Crop620,Crop621,Crop622,Crop623,Crop624,Crop625,Crop626,Crop627,Crop628,Crop629,Crop630,Crop631,Crop632,Crop633,Crop634,Crop635,Crop636,Crop637,Crop638,Crop639,Crop640,Crop641,Crop642,Crop643,Crop644,Crop645,Crop646,Crop647,Crop648,Crop649,Crop650,Crop651,Crop652,Crop653,Crop654,Crop655,Crop656,Crop657,Crop658,Crop659,Crop660,Crop661,Crop662,Crop663,Crop664,Crop665,Crop666,Crop667,Crop668,Crop669,Crop670,Crop671,Crop672,Crop673,Crop674,Crop675,Crop676,Crop677,Crop678,Crop679,Crop680,Crop681,Crop682,Crop683,Crop684,Crop685,Crop686,Crop687,Crop688,Crop689,Crop690,Crop691,Crop692,Crop693,Crop694,Crop695,Crop696,Crop697,Crop698,Crop699,Crop700,Crop701,Crop702,Crop703,Crop704,Crop705,Crop706,Crop707,Crop708,Crop709,Crop710,Crop711,Crop712,Crop713,Crop714,Crop715,Crop716,Crop717,Crop718,Crop719,Crop720,Crop721,Crop722,Crop723,Crop724,Crop725,Crop726,Crop727,Crop728,Crop729,Crop730,Crop731,Crop732,Crop733,Crop734,Crop735,Crop736,Crop737,Crop738,Crop739,Crop740,Crop741,Crop742,Crop743,Crop744,Crop745,Crop746,Crop747,Crop748,Crop749,Crop750,Crop751,Crop752,Crop753,Crop754,Crop755,Crop756,Crop757,Crop758,Crop759,Crop760,Crop761,Crop762,Crop763,Crop764,Crop765,Crop766,Crop767,Crop768,Crop769,Crop770,Crop771,Crop772,Crop773,Crop774,Crop775,Crop776,Crop777,Crop778,Crop779,Crop780,Crop781,Crop782,Crop783,Crop784,Crop785,Crop786,Crop787,Crop788,Crop789,Crop790,Crop791,Crop792,Crop793,Crop794,Crop795,Crop796,Crop797,Crop798,Crop799,Crop800,Crop801,Crop802,Crop803,Crop804,Crop805,Crop806,Crop807,Crop808,Crop809,Crop810,Crop811,Crop812,Crop813,Crop814,Crop815,Crop816,Crop817,Crop818,Crop819,Crop820,Crop821,Crop822,Crop823,Crop824,Crop825,Crop826,Crop827,Crop828,Crop829,Crop830,Crop831,Crop832,Crop833,Crop834,Crop835,Crop836,Crop837,Crop838,Crop839,Crop840,Crop841,Crop842,Crop843,Crop844,Crop845,Crop846,Crop847,Crop848,Crop849,Crop850,Crop851,Crop852,Crop853,Crop854,Crop855,Crop856,Crop857,Crop858,Crop859,Crop860,Crop861,Crop862,Crop863,Crop864,Crop865,Crop866,Crop867,Crop868,Crop869,Crop870,Crop871,Crop872,Crop873,Crop874,Crop875,Crop876,Crop877,Crop878,Crop879,Crop880,Crop881,Crop882,Crop883,Crop884,Crop885,Crop886,Crop887,Crop888,Crop889,Crop890,Crop891,Crop892,Crop893,Crop894,Crop895,Crop896,Crop897,Crop898,Crop899,Crop900,Crop901,Crop902,Crop903,Crop904,Crop905,Crop906,Crop907,Crop908,Crop909,Crop910,Crop911,Crop912,Crop913,Crop914,Crop915,Crop916,Crop917,Crop918,Crop919,Crop920,Crop921,Crop922,Crop923,Crop924,Crop925,Crop926,Crop927,Crop928,Crop929,Crop930,Crop931,Crop932,Crop933,Crop934,Crop935,Crop936,Crop937,Crop938,Crop939,Crop940,Crop941,Crop942,Crop943,Crop944,Crop945,Crop946,Crop947,Crop948,Crop949,Crop950,Crop951,Crop952,Crop953,Crop954,Crop955,Crop956,Crop957,Crop958,Crop959,Crop960,Crop961,Crop962,Crop963,Crop964,Crop965,Crop966,Crop967,Crop968,Crop969,Crop970,Crop971,Crop972,Crop973,Crop974,Crop975,Crop976,Crop977,Crop978,Crop979,Crop980,Crop981,Crop982,Crop983,Crop984,Crop985,Crop986,Crop987,Crop988,Crop989,Crop990,Crop991,Crop992,Crop993,Crop994,Crop995,Crop996,Crop997,Crop998,Crop999
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
