time,susceptible STD
0.0,0.0
0.005,0.0
0.01,0.0
0.015,0.0
0.02,0.0
0.025,0.0
0.03,0.4714045207910317
0.035,0.4714045207910317
0.04,0.4714045207910317
0.045,0.4714045207910317
0.05,0.4714045207910317
0.055,0.4714045207910317
0.06,0.816496580927726
0.065,0.816496580927726
0.07,0.816496580927726
0.075,0.816496580927726
0.08,0.816496580927726
0.085,0.816496580927726
0.09,0.816496580927726
0.095,0.816496580927726
0.1,0.816496580927726
0.105,0.816496580927726
0.11,0.816496580927726
0.115,0.816496580927726
0.12,0.816496580927726
0.125,0.816496580927726
0.13,0.816496580927726
0.135,0.816496580927726
0.14,0.816496580927726
0.145,0.816496580927726
0.15,0.816496580927726
0.155,0.816496580927726
0.16,0.816496580927726
0.165,0.816496580927726
0.17,0.816496580927726
0.175,0.816496580927726
0.18,0.816496580927726
0.185,0.816496580927726
0.19,0.816496580927726
0.195,0.816496580927726
0.2,0.816496580927726
0.205,0.816496580927726
0.21,0.816496580927726
0.215,0.816496580927726
0.22,0.816496580927726
0.225,0.816496580927726
0.23,0.816496580927726
0.235,0.816496580927726
0.24,0.816496580927726
0.245,0.816496580927726
0.25,0.816496580927726
0.255,0.816496580927726
0.26,0.816496580927726
0.265,0.816496580927726
0.27,0.816496580927726
0.275,0.816496580927726
0.28,0.816496580927726
0.285,0.816496580927726
0.29,0.816496580927726
0.295,0.816496580927726
0.3,0.816496580927726
0.305,0.816496580927726
0.31,0.816496580927726
0.315,0.816496580927726
0.32,0.816496580927726
0.325,0.816496580927726
0.33,0.816496580927726
0.335,0.816496580927726
0.34,0.816496580927726
0.345,0.816496580927726
0.35,0.816496580927726
0.355,0.816496580927726
0.36,0.816496580927726
0.365,0.816496580927726
0.37,0.816496580927726
0.375,0.816496580927726
0.38,0.816496580927726
0.385,0.816496580927726
0.39,0.816496580927726
0.395,0.816496580927726
0.4,0.816496580927726
0.405,0.816496580927726
0.41,0.816496580927726
0.415,0.816496580927726
0.42,0.816496580927726
0.425,0.816496580927726
0.43,0.816496580927726
0.435,0.816496580927726
0.44,0.816496580927726
0.445,0.816496580927726
0.45,0.816496580927726
0.455,0.816496580927726
0.46,0.816496580927726
0.465,0.816496580927726
0.47,0.816496580927726
0.475,0.816496580927726
0.48,0.816496580927726
0.485,0.816496580927726
0.49,0.816496580927726
0.495,0.816496580927726
0.5,0.816496580927726
0.505,0.816496580927726
0.51,0.816496580927726
0.515,0.816496580927726
0.52,0.816496580927726
0.525,0.816496580927726
0.53,0.816496580927726
0.535,0.816496580927726
0.54,0.816496580927726
0.545,0.816496580927726
0.55,0.816496580927726
0.555,0.816496580927726
0.56,0.816496580927726
0.565,0.816496580927726
0.57,0.816496580927726
0.575,0.816496580927726
0.58,0.816496580927726
0.585,0.816496580927726
0.59,0.816496580927726
0.595,0.816496580927726
0.6,0.816496580927726
0.605,0.816496580927726
0.61,0.816496580927726
0.615,0.816496580927726
0.62,0.816496580927726
0.625,0.816496580927726
0.63,0.816496580927726
0.635,0.816496580927726
0.64,0.816496580927726
0.645,0.816496580927726
0.65,0.816496580927726
0.655,0.816496580927726
0.66,0.816496580927726
0.665,0.816496580927726
0.67,0.816496580927726
0.675,0.816496580927726
0.68,0.816496580927726
0.685,0.816496580927726
0.69,0.816496580927726
0.695,0.816496580927726
0.7,0.816496580927726
0.705,0.816496580927726
0.71,0.816496580927726
0.715,0.816496580927726
0.72,0.816496580927726
0.725,0.816496580927726
0.73,0.816496580927726
0.735,0.816496580927726
0.74,0.816496580927726
0.745,0.816496580927726
0.75,0.816496580927726
0.755,0.816496580927726
0.76,0.816496580927726
0.765,0.816496580927726
0.77,0.816496580927726
0.775,0.816496580927726
0.78,0.816496580927726
0.785,0.816496580927726
0.79,0.816496580927726
0.795,0.816496580927726
0.8,0.816496580927726
0.805,0.816496580927726
0.81,0.816496580927726
0.815,0.816496580927726
0.82,0.816496580927726
0.825,0.816496580927726
0.83,0.816496580927726
0.835,0.816496580927726
0.84,0.816496580927726
0.845,0.816496580927726
0.85,0.816496580927726
0.855,0.816496580927726
0.86,0.816496580927726
0.865,0.816496580927726
0.87,0.816496580927726
0.875,0.816496580927726
0.88,0.816496580927726
0.885,0.816496580927726
0.89,0.816496580927726
0.895,0.816496580927726
0.9,0.816496580927726
0.905,0.816496580927726
0.91,0.816496580927726
0.915,0.816496580927726
0.92,0.816496580927726
0.925,0.816496580927726
0.93,0.816496580927726
0.935,0.816496580927726
0.94,0.816496580927726
0.945,0.816496580927726
0.95,0.816496580927726
0.955,0.816496580927726
0.96,0.816496580927726
0.965,0.816496580927726
0.97,0.816496580927726
0.975,0.816496580927726
0.98,0.816496580927726
0.985,0.816496580927726
0.99,0.816496580927726
0.995,0.816496580927726
1.0,0.816496580927726
1.005,0.816496580927726
1.01,0.816496580927726
1.015,0.816496580927726
1.02,0.816496580927726
1.025,0.816496580927726
1.03,0.816496580927726
1.035,0.816496580927726
1.04,0.816496580927726
1.045,0.816496580927726
1.05,0.816496580927726
1.055,0.816496580927726
1.06,0.816496580927726
1.065,0.816496580927726
1.07,0.816496580927726
1.075,0.816496580927726
1.08,0.816496580927726
1.085,0.816496580927726
1.09,0.816496580927726
1.095,0.816496580927726
1.1,0.816496580927726
1.105,0.816496580927726
1.11,0.816496580927726
1.115,0.816496580927726
1.12,0.816496580927726
1.125,0.816496580927726
1.13,0.816496580927726
1.135,0.816496580927726
1.14,0.816496580927726
1.145,0.816496580927726
1.15,0.816496580927726
1.155,0.816496580927726
1.16,0.816496580927726
1.165,0.816496580927726
1.17,0.816496580927726
1.175,0.816496580927726
1.18,0.816496580927726
1.185,0.816496580927726
1.19,0.816496580927726
1.195,0.816496580927726
1.2,0.816496580927726
1.205,0.816496580927726
1.21,0.816496580927726
1.215,0.816496580927726
1.22,0.816496580927726
1.225,0.816496580927726
1.23,0.816496580927726
1.235,0.816496580927726
1.24,0.816496580927726
1.245,0.816496580927726
1.25,0.816496580927726
1.255,0.816496580927726
1.26,0.816496580927726
1.265,0.816496580927726
1.27,0.816496580927726
1.275,0.816496580927726
1.28,0.816496580927726
1.285,0.816496580927726
1.29,0.816496580927726
1.295,0.816496580927726
1.3,0.816496580927726
1.305,0.816496580927726
1.31,0.816496580927726
1.315,0.816496580927726
1.32,0.816496580927726
1.325,0.816496580927726
1.33,0.816496580927726
1.335,0.816496580927726
1.34,0.816496580927726
1.345,0.816496580927726
1.35,0.816496580927726
1.355,0.816496580927726
1.36,0.816496580927726
1.365,0.816496580927726
1.37,0.816496580927726
1.375,0.816496580927726
1.38,0.816496580927726
1.385,0.816496580927726
1.39,0.816496580927726
