Time,Susceptible,Infected,Recovered
0,97,3,0
0.005,97,3,0
0.01,96,4,0
0.015,96,4,0
0.02,96,4,0
0.025,96,4,0
0.03,96,4,0
0.035,96,4,0
0.04,96,4,0
0.045,96,4,0
0.05,96,4,0
0.055,96,4,0
0.06,96,4,0
0.065,94,6,0
0.07,94,6,0
0.075,94,6,0
0.08,94,6,0
0.085,94,6,0
0.09,94,6,0
0.095,94,6,0
0.1,94,6,0
0.105,94,6,0
0.11,94,6,0
0.115,94,6,0
0.12,94,6,0
0.125,94,6,0
0.13,94,6,0
0.135,94,6,0
0.14,94,6,0
0.145,94,6,0
0.15,94,6,0
0.155,94,6,0
0.16,94,6,0
0.165,94,6,0
0.17,94,6,0
0.175,94,6,0
0.18,94,6,0
0.185,94,6,0
0.19,94,6,0
0.195,94,6,0
0.2,94,6,0
0.205,94,6,0
0.21,94,6,0
0.215,94,6,0
0.22,94,6,0
0.225,93,6,1
0.23,93,6,1
0.235,93,6,1
0.24,92,7,1
0.245,92,7,1
0.25,92,7,1
0.255,92,7,1
0.26,91,8,1
0.265,91,8,1
0.27,90,9,1
0.275,90,8,2
0.28,90,7,3
0.285,89,8,3
0.29,89,7,4
0.295,88,8,4
0.3,87,9,4
0.305,87,9,4
0.31,87,8,5
0.315,87,8,5
0.32,86,9,5
0.325,86,9,5
0.33,86,9,5
0.335,86,8,6
0.34,86,8,6
0.345,86,8,6
0.35,86,8,6
0.355,86,8,6
0.36,86,8,6
0.365,86,8,6
0.37,86,8,6
0.375,86,8,6
0.38,86,8,6
0.385,86,8,6
0.39,86,8,6
0.395,86,6,8
0.4,86,6,8
0.405,85,7,8
0.41,85,7,8
0.415,85,7,8
0.42,85,7,8
0.425,85,7,8
0.43,85,7,8
0.435,85,7,8
0.44,85,7,8
0.445,85,7,8
0.45,85,7,8
0.455,85,7,8
0.46,85,7,8
0.465,85,7,8
0.47,84,8,8
0.475,84,8,8
0.48,84,8,8
0.485,84,8,8
0.49,84,7,9
0.495,84,7,9
0.5,84,7,9
0.505,83,8,9
0.51,83,8,9
0.515,83,8,9
0.52,82,9,9
0.525,82,9,9
0.53,82,9,9
0.535,82,9,9
0.54,82,9,9
0.545,82,9,9
0.55,82,9,9
0.555,82,9,9
0.56,82,9,9
0.565,82,9,9
0.57,82,9,9
0.575,82,9,9
0.58,82,9,9
0.585,82,9,9
0.59,82,9,9
0.595,81,10,9
0.6,81,10,9
0.605,81,10,9
0.61,80,11,9
0.615,80,11,9
0.62,80,11,9
0.625,79,12,9
0.63,79,12,9
0.635,78,13,9
0.64,77,14,9
0.645,77,14,9
0.65,77,14,9
0.655,77,14,9
0.66,77,14,9
0.665,76,15,9
0.67,75,16,9
0.675,75,16,9
0.68,75,16,9
0.685,75,16,9
0.69,74,16,10
0.695,74,15,11
0.7,74,14,12
0.705,74,14,12
0.71,73,15,12
0.715,73,15,12
0.72,72,16,12
0.725,71,17,12
0.73,71,17,12
0.735,71,17,12
0.74,71,17,12
0.745,71,17,12
0.75,70,18,12
0.755,69,18,13
0.76,69,18,13
0.765,69,18,13
0.77,69,18,13
0.775,69,18,13
0.78,69,18,13
0.785,69,18,13
0.79,68,19,13
0.795,68,19,13
0.8,67,20,13
0.805,67,19,14
0.81,66,20,14
0.815,66,20,14
0.82,66,20,14
0.825,66,20,14
0.83,66,20,14
0.835,66,20,14
0.84,66,20,14
0.845,66,20,14
0.85,65,21,14
0.855,65,21,14
0.86,64,22,14
0.865,64,22,14
0.87,63,22,15
0.875,63,22,15
0.88,63,22,15
0.885,63,22,15
0.89,62,23,15
0.895,62,23,15
0.9,62,23,15
0.905,62,23,15
0.91,61,24,15
0.915,61,24,15
0.92,60,25,15
0.925,60,25,15
0.93,60,25,15
0.935,60,25,15
0.94,60,25,15
0.945,60,25,15
0.95,60,25,15
0.955,60,25,15
