time,recovered upper
0.0,0.0
0.005,0.804737854124365
0.01,0.804737854124365
0.015,0.804737854124365
0.02,0.804737854124365
0.025,0.804737854124365
0.03,0.804737854124365
0.035,0.804737854124365
0.04,0.804737854124365
0.045,0.804737854124365
0.05,1.1380711874576983
0.055,1.1380711874576983
0.06,1.1380711874576983
0.065,1.1380711874576983
0.07,1.1380711874576983
0.075,1.1380711874576983
0.08,1.1380711874576983
0.085,1.1380711874576983
0.09,1.816496580927726
0.095,1.816496580927726
0.1,1.816496580927726
0.105,1.816496580927726
0.11,2.2761423749153966
0.115,2.2761423749153966
0.12,2.2761423749153966
0.125,2.2761423749153966
0.13,2.2761423749153966
0.135,2.2761423749153966
0.14,2.2761423749153966
0.145,2.1380711874576983
0.15,2.1380711874576983
0.155,2.1380711874576983
0.16,2.1380711874576983
0.165,2.1380711874576983
0.17,2.1380711874576983
0.175,2.1380711874576983
0.18,2.1380711874576983
0.185,2.8164965809277263
0.19,2.8164965809277263
0.195,2.8164965809277263
0.2,2.8164965809277263
0.205,2.8164965809277263
0.21,2.8164965809277263
0.215,2.8164965809277263
0.22,2.8164965809277263
0.225,2.8164965809277263
0.23,2.8047378541243653
0.235,2.8047378541243653
0.24,3.1380711874576983
0.245,3.1380711874576983
0.25,3.1380711874576983
0.255,3.1380711874576983
0.26,3.0
0.265,3.0
0.27,3.0
0.275,3.0
0.28,3.0
0.285,3.0
0.29,3.0
0.295,3.0
0.3,3.0
0.305,3.0
0.31,3.0
0.315,3.0
0.32,3.0
0.325,3.0
0.33,3.0
0.335,3.0
0.34,3.0
0.345,3.0
0.35,3.0
0.355,3.0
0.36,3.0
0.365,3.0
0.37,3.0
0.375,3.0
0.38,3.0
0.385,3.0
0.39,3.0
0.395,3.0
0.4,3.0
0.405,3.0
0.41,3.0
0.415,3.0
0.42,3.0
0.425,3.0
0.43,3.0
0.435,3.0
0.44,3.0
0.445,3.0
0.45,3.0
0.455,3.0
0.46,3.0
0.465,3.0
0.47,3.0
0.475,3.0
0.48,3.0
0.485,3.0
0.49,3.0
0.495,3.0
0.5,3.0
0.505,3.8047378541243653
0.51,3.8047378541243653
0.515,3.8047378541243653
0.52,3.8047378541243653
0.525,3.8047378541243653
0.53,3.8047378541243653
0.535,3.8047378541243653
0.54,3.8047378541243653
0.545,3.8047378541243653
0.55,3.8047378541243653
0.555,3.8047378541243653
0.56,3.8047378541243653
0.565,3.8047378541243653
0.57,3.8047378541243653
0.575,3.8047378541243653
0.58,3.8047378541243653
0.585,3.8047378541243653
0.59,3.8047378541243653
0.595,3.8047378541243653
0.6,3.8047378541243653
0.605,3.8047378541243653
0.61,3.8047378541243653
0.615,3.8047378541243653
0.62,3.8047378541243653
0.625,3.8047378541243653
0.63,3.8047378541243653
0.635,3.8047378541243653
0.64,3.8047378541243653
0.645,3.8047378541243653
0.65,3.8047378541243653
0.655,3.8047378541243653
0.66,3.8047378541243653
0.665,3.8047378541243653
0.67,3.8047378541243653
0.675,3.8047378541243653
0.68,3.8047378541243653
0.685,3.8047378541243653
0.69,4.60947570824873
0.695,4.60947570824873
0.7,4.60947570824873
0.705,4.60947570824873
0.71,4.60947570824873
0.715,4.60947570824873
0.72,4.60947570824873
0.725,4.60947570824873
0.73,4.60947570824873
0.735,4.60947570824873
0.74,4.60947570824873
0.745,4.60947570824873
0.75,4.60947570824873
0.755,4.60947570824873
0.76,4.60947570824873
0.765,4.60947570824873
0.77,4.60947570824873
0.775,4.60947570824873
0.78,4.60947570824873
0.785,4.60947570824873
0.79,4.60947570824873
0.795,4.60947570824873
0.8,4.60947570824873
0.805,4.60947570824873
0.81,4.60947570824873
0.815,4.60947570824873
0.82,4.60947570824873
0.825,4.60947570824873
0.83,4.60947570824873
0.835,4.60947570824873
0.84,4.60947570824873
0.845,4.60947570824873
0.85,4.60947570824873
0.855,4.60947570824873
0.86,4.60947570824873
0.865,4.60947570824873
0.87,4.60947570824873
0.875,4.60947570824873
0.88,4.60947570824873
0.885,4.60947570824873
0.89,4.60947570824873
0.895,4.60947570824873
0.9,4.816496580927726
0.905,4.816496580927726
0.91,4.816496580927726
0.915,4.816496580927726
0.92,4.816496580927726
0.925,4.816496580927726
