time,susceptible upper
0.0,97.0
0.005,97.0
0.01,97.0
0.015,97.0
0.02,97.0
0.025,97.0
0.03,97.1380711874577
0.035,97.1380711874577
0.04,97.1380711874577
0.045,96.80473785412435
0.05,96.80473785412435
0.055,96.80473785412435
0.06,96.81649658092772
0.065,96.81649658092772
0.07,96.81649658092772
0.075,96.81649658092772
0.08,96.81649658092772
0.085,96.81649658092772
0.09,96.81649658092772
0.095,96.81649658092772
0.1,96.81649658092772
0.105,96.81649658092772
0.11,96.81649658092772
0.115,96.81649658092772
0.12,96.81649658092772
0.125,96.81649658092772
0.13,96.81649658092772
0.135,96.81649658092772
0.14,96.81649658092772
0.145,96.81649658092772
0.15,96.81649658092772
0.155,96.81649658092772
0.16,96.81649658092772
0.165,96.81649658092772
0.17,96.81649658092772
0.175,96.81649658092772
0.18,96.81649658092772
0.185,96.81649658092772
0.19,96.81649658092772
0.195,96.81649658092772
0.2,96.81649658092772
0.205,96.81649658092772
0.21,96.81649658092772
0.215,96.81649658092772
0.22,96.81649658092772
0.225,96.81649658092772
0.23,96.81649658092772
0.235,96.81649658092772
0.24,96.81649658092772
0.245,96.81649658092772
0.25,96.81649658092772
0.255,96.81649658092772
0.26,96.81649658092772
0.265,96.81649658092772
0.27,96.81649658092772
0.275,96.81649658092772
0.28,96.81649658092772
0.285,96.81649658092772
0.29,96.81649658092772
0.295,96.81649658092772
0.3,96.81649658092772
0.305,96.81649658092772
0.31,96.81649658092772
0.315,96.81649658092772
0.32,96.81649658092772
0.325,96.81649658092772
0.33,96.81649658092772
0.335,96.81649658092772
0.34,96.81649658092772
0.345,96.81649658092772
0.35,96.81649658092772
0.355,96.81649658092772
0.36,96.81649658092772
0.365,96.81649658092772
0.37,96.81649658092772
0.375,96.81649658092772
0.38,96.81649658092772
0.385,96.81649658092772
0.39,96.81649658092772
0.395,96.81649658092772
0.4,96.81649658092772
0.405,96.81649658092772
0.41,96.81649658092772
0.415,96.81649658092772
0.42,96.81649658092772
0.425,96.81649658092772
0.43,96.81649658092772
0.435,96.81649658092772
0.44,96.81649658092772
0.445,96.81649658092772
0.45,96.81649658092772
0.455,96.81649658092772
0.46,96.81649658092772
0.465,96.81649658092772
0.47,96.81649658092772
0.475,96.81649658092772
0.48,96.81649658092772
0.485,96.81649658092772
0.49,96.81649658092772
0.495,96.81649658092772
0.5,96.81649658092772
0.505,96.81649658092772
0.51,96.81649658092772
0.515,96.81649658092772
0.52,96.81649658092772
0.525,96.81649658092772
0.53,96.81649658092772
0.535,96.81649658092772
0.54,96.81649658092772
0.545,96.81649658092772
0.55,96.81649658092772
0.555,96.81649658092772
0.56,96.81649658092772
0.565,96.81649658092772
0.57,96.81649658092772
0.575,96.81649658092772
0.58,96.81649658092772
0.585,96.81649658092772
0.59,96.81649658092772
0.595,96.81649658092772
0.6,96.81649658092772
0.605,96.81649658092772
