time,susceptible lower
0.0,97.0
0.005,97.0
0.01,97.0
0.015,97.0
0.02,97.0
0.025,97.0
0.03,96.19526214587565
0.035,96.19526214587565
0.04,96.19526214587565
0.045,95.8619288125423
0.05,95.8619288125423
0.055,95.8619288125423
0.06,95.18350341907228
0.065,95.18350341907228
0.07,95.18350341907228
0.075,95.18350341907228
0.08,95.18350341907228
0.085,95.18350341907228
0.09,95.18350341907228
0.095,95.18350341907228
0.1,95.18350341907228
0.105,95.18350341907228
0.11,95.18350341907228
0.115,95.18350341907228
0.12,95.18350341907228
0.125,95.18350341907228
0.13,95.18350341907228
0.135,95.18350341907228
0.14,95.18350341907228
0.145,95.18350341907228
0.15,95.18350341907228
0.155,95.18350341907228
0.16,95.18350341907228
0.165,95.18350341907228
0.17,95.18350341907228
0.175,95.18350341907228
0.18,95.18350341907228
0.185,95.18350341907228
0.19,95.18350341907228
0.195,95.18350341907228
0.2,95.18350341907228
0.205,95.18350341907228
0.21,95.18350341907228
0.215,95.18350341907228
0.22,95.18350341907228
0.225,95.18350341907228
0.23,95.18350341907228
0.235,95.18350341907228
0.24,95.18350341907228
0.245,95.18350341907228
0.25,95.18350341907228
0.255,95.18350341907228
0.26,95.18350341907228
0.265,95.18350341907228
0.27,95.18350341907228
0.275,95.18350341907228
0.28,95.18350341907228
0.285,95.18350341907228
0.29,95.18350341907228
0.295,95.18350341907228
0.3,95.18350341907228
0.305,95.18350341907228
0.31,95.18350341907228
0.315,95.18350341907228
0.32,95.18350341907228
0.325,95.18350341907228
0.33,95.18350341907228
0.335,95.18350341907228
0.34,95.18350341907228
0.345,95.18350341907228
0.35,95.18350341907228
0.355,95.18350341907228
0.36,95.18350341907228
0.365,95.18350341907228
0.37,95.18350341907228
0.375,95.18350341907228
0.38,95.18350341907228
0.385,95.18350341907228
0.39,95.18350341907228
0.395,95.18350341907228
0.4,95.18350341907228
0.405,95.18350341907228
0.41,95.18350341907228
0.415,95.18350341907228
0.42,95.18350341907228
0.425,95.18350341907228
0.43,95.18350341907228
0.435,95.18350341907228
0.44,95.18350341907228
0.445,95.18350341907228
0.45,95.18350341907228
0.455,95.18350341907228
0.46,95.18350341907228
0.465,95.18350341907228
0.47,95.18350341907228
0.475,95.18350341907228
0.48,95.18350341907228
0.485,95.18350341907228
0.49,95.18350341907228
0.495,95.18350341907228
0.5,95.18350341907228
0.505,95.18350341907228
0.51,95.18350341907228
0.515,95.18350341907228
0.52,95.18350341907228
0.525,95.18350341907228
0.53,95.18350341907228
0.535,95.18350341907228
0.54,95.18350341907228
0.545,95.18350341907228
0.55,95.18350341907228
0.555,95.18350341907228
0.56,95.18350341907228
0.565,95.18350341907228
0.57,95.18350341907228
0.575,95.18350341907228
0.58,95.18350341907228
0.585,95.18350341907228
0.59,95.18350341907228
0.595,95.18350341907228
0.6,95.18350341907228
0.605,95.18350341907228
