Time,Susceptible,Infected,Recovered
0,97,3,0
0.005,97,3,0
0.01,97,3,0
0.015,97,3,0
0.02,97,3,0
0.025,97,3,0
0.03,97,3,0
0.035,96,4,0
0.04,96,4,0
0.045,96,4,0
0.05,96,4,0
0.055,96,4,0
0.06,96,4,0
0.065,96,4,0
0.07,96,4,0
0.075,96,4,0
0.08,96,4,0
0.085,96,4,0
0.09,96,4,0
0.095,96,4,0
0.1,96,4,0
0.105,96,4,0
0.11,96,4,0
0.115,96,4,0
0.12,95,5,0
0.125,95,5,0
0.13,95,5,0
0.135,95,5,0
0.14,95,5,0
0.145,95,5,0
0.15,95,5,0
0.155,95,4,1
0.16,95,4,1
0.165,95,4,1
0.17,94,5,1
0.175,94,5,1
0.18,94,5,1
0.185,93,6,1
0.19,93,6,1
0.195,93,6,1
0.2,93,6,1
0.205,93,6,1
0.21,93,6,1
0.215,93,6,1
0.22,93,5,2
0.225,93,5,2
0.23,93,5,2
0.235,93,5,2
0.24,93,5,2
0.245,93,5,2
0.25,93,5,2
0.255,93,5,2
0.26,93,5,2
0.265,93,5,2
0.27,93,5,2
0.275,93,5,2
0.28,93,5,2
0.285,93,5,2
0.29,93,5,2
0.295,93,5,2
0.3,93,5,2
0.305,93,5,2
0.31,93,5,2
0.315,92,6,2
0.32,91,7,2
0.325,91,7,2
0.33,90,8,2
0.335,90,8,2
0.34,90,8,2
0.345,90,8,2
0.35,90,8,2
0.355,90,8,2
0.36,90,8,2
0.365,90,8,2
0.37,90,7,3
0.375,90,7,3
0.38,90,7,3
0.385,90,7,3
0.39,90,7,3
0.395,90,7,3
0.4,90,7,3
0.405,89,7,4
0.41,89,7,4
0.415,89,7,4
0.42,89,7,4
0.425,89,7,4
0.43,89,7,4
0.435,89,7,4
0.44,89,7,4
0.445,89,7,4
0.45,89,7,4
0.455,89,7,4
0.46,89,7,4
0.465,89,7,4
0.47,89,7,4
0.475,88,8,4
0.48,88,8,4
0.485,88,8,4
0.49,88,8,4
0.495,88,8,4
0.5,88,8,4
0.505,88,8,4
0.51,88,8,4
0.515,88,8,4
0.52,88,8,4
0.525,88,8,4
0.53,88,8,4
0.535,88,8,4
0.54,88,8,4
0.545,88,8,4
0.55,88,8,4
0.555,88,8,4
0.56,88,8,4
0.565,88,8,4
0.57,88,8,4
0.575,87,9,4
0.58,87,9,4
0.585,87,9,4
0.59,87,9,4
0.595,87,9,4
0.6,87,9,4
0.605,86,10,4
0.61,86,10,4
0.615,86,10,4
0.62,86,10,4
0.625,86,10,4
0.63,86,10,4
0.635,86,10,4
0.64,86,10,4
0.645,86,10,4
0.65,86,10,4
0.655,86,10,4
0.66,85,11,4
0.665,85,11,4
0.67,85,11,4
0.675,85,11,4
0.68,85,11,4
0.685,85,11,4
0.69,84,12,4
0.695,84,12,4
0.7,84,12,4
0.705,84,12,4
0.71,84,12,4
0.715,84,11,5
0.72,83,12,5
0.725,83,12,5
0.73,82,13,5
0.735,82,13,5
0.74,82,13,5
0.745,82,13,5
0.75,81,14,5
0.755,81,14,5
0.76,81,14,5
0.765,81,14,5
0.77,80,15,5
0.775,80,15,5
0.78,80,15,5
0.785,80,15,5
0.79,80,15,5
0.795,80,15,5
0.8,79,16,5
0.805,79,16,5
0.81,79,16,5
0.815,79,15,6
0.82,79,15,6
0.825,79,15,6
0.83,79,15,6
0.835,79,15,6
0.84,79,15,6
0.845,78,16,6
0.85,78,16,6
0.855,78,16,6
0.86,78,16,6
0.865,78,16,6
0.87,78,16,6
0.875,78,16,6
0.88,78,16,6
0.885,78,16,6
0.89,78,16,6
0.895,77,17,6
0.9,77,17,6
0.905,77,17,6
0.91,77,17,6
0.915,77,17,6
0.92,77,17,6
0.925,77,17,6
0.93,77,17,6
0.935,76,18,6
0.94,76,18,6
0.945,76,18,6
0.95,76,18,6
0.955,75,19,6
