time,recovered mean
0.0,0.0
0.005,0.020618556701030927
0.01,0.05154639175257732
0.015,0.061855670103092786
0.02,0.09278350515463918
0.025,0.09278350515463918
0.03,0.1134020618556701
0.035,0.12371134020618557
0.04,0.14432989690721648
0.045,0.14432989690721648
0.05,0.15463917525773196
0.055,0.15463917525773196
0.06,0.16494845360824742
0.065,0.1958762886597938
0.07,0.1958762886597938
0.075,0.1958762886597938
0.08,0.1958762886597938
0.085,0.20618556701030927
0.09,0.2268041237113402
0.095,0.24742268041237114
0.1,0.29896907216494845
0.105,0.32989690721649484
0.11,0.35051546391752575
0.115,0.38144329896907214
0.12,0.38144329896907214
0.125,0.4020618556701031
0.13,0.44329896907216493
0.135,0.4536082474226804
0.14,0.4742268041237113
0.145,0.4948453608247423
0.15,0.5051546391752577
0.155,0.5257731958762887
0.16,0.5463917525773195
0.165,0.5773195876288659
0.17,0.5876288659793815
0.175,0.6082474226804123
0.18,0.6597938144329897
0.185,0.6701030927835051
0.19,0.6907216494845361
0.195,0.7422680412371134
0.2,0.7938144329896907
0.205,0.8041237113402062
0.21,0.8350515463917526
0.215,0.8556701030927835
0.22,0.8762886597938144
0.225,0.9175257731958762
0.23,0.9587628865979382
0.235,0.9896907216494846
0.24,1.0
0.245,1.041237113402062
0.25,1.092783505154639
0.255,1.092783505154639
0.26,1.134020618556701
0.265,1.1546391752577319
0.27,1.1855670103092784
0.275,1.2268041237113403
0.28,1.2577319587628866
0.285,1.288659793814433
0.29,1.3402061855670102
0.295,1.3711340206185567
0.3,1.3814432989690721
0.305,1.402061855670103
0.31,1.422680412371134
0.315,1.4536082474226804
0.32,1.5051546391752577
0.325,1.5360824742268042
0.33,1.556701030927835
0.335,1.6082474226804124
0.34,1.6082474226804124
0.345,1.6185567010309279
0.35,1.6494845360824741
0.355,1.6701030927835052
0.36,1.7010309278350515
0.365,1.7422680412371134
0.37,1.7731958762886597
0.375,1.8144329896907216
0.38,1.8556701030927836
0.385,1.9175257731958764
0.39,1.9484536082474226
0.395,2.0309278350515463
0.4,2.0927835051546393
0.405,2.1649484536082473
0.41,2.195876288659794
0.415,2.2061855670103094
0.42,2.247422680412371
0.425,2.268041237113402
0.43,2.2989690721649483
0.435,2.350515463917526
0.44,2.3608247422680413
0.445,2.381443298969072
0.45,2.443298969072165
0.455,2.4536082474226806
0.46,2.4948453608247423
0.465,2.5051546391752577
0.47,2.556701030927835
0.475,2.597938144329897
0.48,2.6597938144329896
0.485,2.6907216494845363
0.49,2.711340206185567
0.495,2.7422680412371134
0.5,2.7628865979381443
0.505,2.814432989690722
0.51,2.8247422680412373
0.515,2.8350515463917527
0.52,2.8762886597938144
0.525,2.9278350515463916
0.53,2.9587628865979383
0.535,3.0
0.54,3.0618556701030926
0.545,3.0721649484536084
0.55,3.1030927835051547
0.555,3.1237113402061856
0.56,3.1649484536082473
0.565,3.216494845360825
0.57,3.2371134020618557
0.575,3.2989690721649483
0.58,3.381443298969072
0.585,3.443298969072165
0.59,3.4536082474226806
0.595,3.515463917525773
0.6,3.577319587628866
0.605,3.6082474226804124
0.61,3.6391752577319587
0.615,3.6804123711340204
0.62,3.752577319587629
0.625,3.783505154639175
0.63,3.845360824742268
0.635,3.8762886597938144
0.64,3.8969072164948453
0.645,3.9278350515463916
0.65,4.0
0.655,4.030927835051546
0.66,4.11340206185567
0.665,4.164948453608248
0.67,4.22680412371134
0.675,4.298969072164948
0.68,4.350515463917525
0.685,4.381443298969073
0.69,4.43298969072165
0.695,4.474226804123711
0.7,4.525773195876289
0.705,4.577319587628866
0.71,4.628865979381444
0.715,4.731958762886598
0.72,4.731958762886598
0.725,4.783505154639175
0.73,4.824742268041237
0.735,4.876288659793815
0.74,4.896907216494846
0.745,4.948453608247423
0.75,4.979381443298969
0.755,5.051546391752577
0.76,5.082474226804123
0.765,5.103092783505154
0.77,5.164948453608248
0.775,5.206185567010309
0.78,5.268041237113402
0.785,5.319587628865979
0.79,5.360824742268041
0.795,5.402061855670103
0.8,5.494845360824742
0.805,5.536082474226804
0.81,5.608247422680412
0.815,5.670103092783505
0.82,5.731958762886598
0.825,5.814432989690721
0.83,5.865979381443299
0.835,5.917525773195877
0.84,5.979381443298969
0.845,6.041237113402062
0.85,6.134020618556701
0.855,6.175257731958763
0.86,6.206185567010309
0.865,6.288659793814433
0.87,6.402061855670103
0.875,6.443298969072165
0.88,6.515463917525773
0.885,6.546391752577319
0.89,6.649484536082475
0.895,6.711340206185567
0.9,6.752577319587629
0.905,6.793814432989691
0.91,6.855670103092783
0.915,6.917525773195877
0.92,6.948453608247423
0.925,7.020618556701031
0.93,7.041237113402062
0.935,7.11340206185567
0.94,7.237113402061856
0.945,7.309278350515464
0.95,7.422680412371134
0.955,7.463917525773196
0.96,7.546391752577319
0.965,7.65979381443299
0.97,7.752577319587629
0.975,7.845360824742268
0.98,7.907216494845361
0.985,7.958762886597938
0.99,8.061855670103093
0.995,8.175257731958762
1.0,8.278350515463918
1.005,8.381443298969073
1.01,8.494845360824742
1.015,8.577319587628866
1.02,8.639175257731958
1.025,8.711340206185566
1.03,8.804123711340207
1.035,8.824742268041238
1.04,8.8659793814433
1.045,8.97938144329897
1.05,9.072164948453608
1.055,9.123711340206185
1.06,9.237113402061855
1.065,9.31958762886598
1.07,9.360824742268042
1.075,9.443298969072165
1.08,9.56701030927835
1.085,9.649484536082474
1.09,9.721649484536082
1.095,9.793814432989691
1.1,9.88659793814433
1.105,9.97938144329897
1.11,10.082474226804123
1.115,10.175257731958762
1.12,10.257731958762887
1.125,10.360824742268042
1.13,10.474226804123711
1.135,10.56701030927835
1.14,10.628865979381443
1.145,10.783505154639176
1.15,10.876288659793815
1.155,11.0
1.16,11.092783505154639
1.165,11.154639175257731
1.17,11.309278350515465
1.175,11.412371134020619
1.18,11.515463917525773
1.185,11.587628865979381
1.19,11.690721649484535
1.195,11.793814432989691
1.2,11.8659793814433
1.205,11.958762886597938
1.21,12.051546391752577
1.215,12.092783505154639
1.22,12.22680412371134
1.225,12.278350515463918
1.23,12.391752577319588
1.235,12.484536082474227
1.24,12.56701030927835
1.245,12.649484536082474
1.25,12.75257731958763
1.255,12.876288659793815
1.26,12.948453608247423
1.265,13.041237113402062
1.27,13.1340206185567
1.275,13.22680412371134
1.28,13.288659793814434
1.285,13.391752577319588
1.29,13.494845360824742
1.295,13.618556701030927
1.3,13.742268041237113
1.305,13.824742268041238
1.31,13.927835051546392
1.315,14.082474226804123
1.32,14.195876288659793
1.325,14.350515463917526
1.33,14.43298969072165
1.335,14.525773195876289
1.34,14.649484536082474
1.345,14.742268041237113
1.35,14.88659793814433
1.355,14.97938144329897
1.36,15.051546391752577
1.365,15.185567010309278
1.37,15.309278350515465
1.375,15.402061855670103
1.38,15.494845360824742
1.385,15.597938144329897
1.39,15.711340206185566
1.395,15.793814432989691
1.4,15.8659793814433
1.405,15.989690721649485
1.41,16.09278350515464
1.415,16.185567010309278
1.42,16.309278350515463
1.425,16.412371134020617
1.43,16.515463917525775
1.435,16.61855670103093
1.44,16.711340206185568
1.445,16.835051546391753
1.45,16.917525773195877
1.455,17.051546391752577
1.46,17.185567010309278
1.465,17.2680412371134
1.47,17.4020618556701
1.475,17.52577319587629
1.48,17.608247422680414
1.485,17.721649484536083
1.49,17.855670103092784
1.495,17.938144329896907
1.5,18.030927835051546
1.505,18.144329896907216
1.51,18.216494845360824
1.515,18.278350515463917
1.52,18.371134020618555
1.525,18.484536082474225
1.53,18.5979381443299
1.535,18.68041237113402
1.54,18.814432989690722
1.545,18.95876288659794
1.55,19.02061855670103
1.555,19.1340206185567
1.56,19.257731958762886
1.565,19.422680412371133
1.57,19.515463917525775
1.575,19.608247422680414
1.58,19.7319587628866
1.585,19.855670103092784
1.59,19.95876288659794
1.595,20.09278350515464
1.6,20.195876288659793
1.605,20.31958762886598
1.61,20.432989690721648
1.615,20.556701030927837
1.62,20.670103092783506
1.625,20.783505154639176
1.63,20.88659793814433
1.635,21.051546391752577
1.64,21.216494845360824
1.645,21.36082474226804
1.65,21.484536082474225
1.655,21.649484536082475
1.66,21.75257731958763
1.665,21.855670103092784
1.67,22.0
1.675,22.072164948453608
1.68,22.20618556701031
1.685,22.34020618556701
1.69,22.567010309278352
1.695,22.68041237113402
1.7,22.75257731958763
1.705,22.814432989690722
1.71,22.88659793814433
1.715,23.030927835051546
1.72,23.15463917525773
1.725,23.278350515463917
1.73,23.350515463917525
1.735,23.463917525773194
1.74,23.68041237113402
1.745,23.814432989690722
1.75,23.927835051546392
1.755,24.082474226804123
1.76,24.15463917525773
1.765,24.329896907216494
1.77,24.45360824742268
1.775,24.52577319587629
1.78,24.65979381443299
1.785,24.783505154639176
1.79,24.938144329896907
1.795,25.072164948453608
1.8,25.185567010309278
1.805,25.350515463917525
1.81,25.443298969072163
1.815,25.54639175257732
1.82,25.68041237113402
1.825,25.79381443298969
1.83,25.969072164948454
1.835,26.082474226804123
1.84,26.278350515463917
1.845,26.432989690721648
1.85,26.567010309278352
1.855,26.742268041237114
1.86,26.855670103092784
1.865,26.948453608247423
1.87,27.164948453608247
1.875,27.31958762886598
1.88,27.49484536082474
1.885,27.649484536082475
1.89,27.762886597938145
1.895,27.896907216494846
1.9,28.061855670103093
1.905,28.195876288659793
1.91,28.34020618556701
1.915,28.536082474226806
1.92,28.68041237113402
1.925,28.804123711340207
1.93,28.90721649484536
1.935,29.072164948453608
1.94,29.185567010309278
1.945,29.309278350515463
1.95,29.45360824742268
1.955,29.68041237113402
1.96,29.814432989690722
1.965,29.989690721649485
1.97,30.164948453608247
1.975,30.298969072164947
1.98,30.432989690721648
1.985,30.556701030927837
1.99,30.690721649484537
1.995,30.824742268041238
2.0,30.969072164948454
2.005,31.11340206185567
2.01,31.22680412371134
2.015,31.443298969072163
2.02,31.567010309278352
2.025,31.75257731958763
2.03,31.917525773195877
2.035,32.04123711340206
2.04,32.154639175257735
2.045,32.24742268041237
2.05,32.402061855670105
2.055,32.51546391752577
2.06,32.63917525773196
2.065,32.78350515463917
2.07,32.98969072164948
2.075,33.144329896907216
2.08,33.30927835051546
2.085,33.45360824742268
2.09,33.58762886597938
2.095,33.68041237113402
2.1,33.8041237113402
2.105,33.94845360824742
2.11,34.11340206185567
2.115,34.24742268041237
2.12,34.381443298969074
2.125,34.54639175257732
2.13,34.65979381443299
2.135,34.8041237113402
2.14,34.865979381443296
2.145,34.96907216494845
2.15,35.07216494845361
2.155,35.175257731958766
2.16,35.24742268041237
2.165,35.43298969072165
2.17,35.56701030927835
2.175,35.72164948453608
2.18,35.865979381443296
2.185,36.06185567010309
2.19,36.1958762886598
2.195,36.31958762886598
2.2,36.47422680412371
2.205,36.56701030927835
2.21,36.65979381443299
2.215,36.72164948453608
2.22,36.83505154639175
2.225,36.97938144329897
2.23,37.144329896907216
2.235,37.25773195876289
2.24,37.34020618556701
2.245,37.54639175257732
2.25,37.69072164948454
2.255,37.76288659793814
2.26,37.8041237113402
2.265,37.91752577319588
2.27,38.03092783505155
2.275,38.11340206185567
2.28,38.20618556701031
2.285,38.329896907216494
2.29,38.49484536082474
2.295,38.628865979381445
2.3,38.78350515463917
2.305,38.94845360824742
2.31,39.08247422680412
2.315,39.20618556701031
2.32,39.36082474226804
2.325,39.48453608247423
2.33,39.649484536082475
2.335,39.81443298969072
2.34,39.95876288659794
2.345,40.07216494845361
2.35,40.20618556701031
2.355,40.36082474226804
2.36,40.422680412371136
2.365,40.51546391752577
2.37,40.65979381443299
2.375,40.824742268041234
2.38,41.0
2.385,41.134020618556704
2.39,41.22680412371134
2.395,41.391752577319586
2.4,41.50515463917526
2.405,41.649484536082475
2.41,41.77319587628866
2.415,41.93814432989691
2.42,42.06185567010309
2.425,42.21649484536083
2.43,42.329896907216494
2.435,42.54639175257732
2.44,42.608247422680414
2.445,42.71134020618557
2.45,42.90721649484536
2.455,43.04123711340206
2.46,43.20618556701031
2.465,43.34020618556701
2.47,43.45360824742268
2.475,43.628865979381445
2.48,43.845360824742265
2.485,43.98969072164948
2.49,44.11340206185567
2.495,44.24742268041237
2.5,44.350515463917525
2.505,44.51546391752577
2.51,44.618556701030926
2.515,44.76288659793814
2.52,44.97938144329897
2.525,45.134020618556704
