Time,Susceptible,Infected,Recovered
0,97,3,0
0.005,97,3,0
0.01,97,3,0
0.015,97,3,0
0.02,97,3,0
0.025,96,4,0
0.03,95,5,0
0.035,95,5,0
0.04,95,5,0
0.045,95,5,0
0.05,95,5,0
0.055,95,5,0
0.06,95,5,0
0.065,95,4,1
0.07,95,4,1
0.075,95,4,1
0.08,95,4,1
0.085,95,4,1
0.09,95,4,1
0.095,95,4,1
0.1,95,4,1
0.105,95,4,1
0.11,95,4,1
0.115,95,4,1
0.12,94,5,1
0.125,94,5,1
0.13,94,5,1
0.135,94,5,1
0.14,94,5,1
0.145,94,5,1
0.15,94,5,1
0.155,94,5,1
0.16,94,5,1
0.165,94,5,1
0.17,94,5,1
0.175,94,5,1
0.18,94,5,1
0.185,94,5,1
0.19,94,5,1
0.195,93,6,1
0.2,93,6,1
0.205,93,6,1
0.21,93,6,1
0.215,93,6,1
0.22,93,6,1
0.225,93,6,1
0.23,93,6,1
0.235,93,5,2
0.24,93,5,2
0.245,92,6,2
0.25,92,6,2
0.255,92,6,2
0.26,92,6,2
0.265,92,6,2
0.27,92,6,2
0.275,92,6,2
0.28,90,8,2
0.285,90,8,2
0.29,90,8,2
0.295,90,8,2
0.3,90,8,2
0.305,90,8,2
0.31,90,8,2
0.315,89,9,2
0.32,89,8,3
0.325,88,9,3
0.33,88,9,3
0.335,88,9,3
0.34,88,9,3
0.345,88,9,3
0.35,88,9,3
0.355,88,9,3
0.36,88,9,3
0.365,88,9,3
0.37,88,9,3
0.375,88,9,3
0.38,87,10,3
0.385,87,10,3
0.39,86,11,3
0.395,86,11,3
0.4,86,11,3
0.405,85,12,3
0.41,85,12,3
0.415,84,13,3
0.42,84,13,3
0.425,84,13,3
0.43,83,14,3
0.435,83,14,3
0.44,83,14,3
0.445,83,14,3
0.45,83,14,3
0.455,83,14,3
0.46,83,13,4
0.465,83,12,5
0.47,83,12,5
0.475,83,12,5
0.48,83,12,5
0.485,83,12,5
0.49,83,12,5
0.495,83,12,5
0.5,83,12,5
0.505,83,12,5
0.51,83,12,5
0.515,83,12,5
0.52,83,12,5
0.525,83,12,5
0.53,83,12,5
0.535,83,12,5
0.54,83,11,6
0.545,83,11,6
0.55,83,11,6
0.555,83,11,6
0.56,83,11,6
0.565,83,11,6
0.57,83,11,6
0.575,83,11,6
0.58,83,11,6
0.585,83,11,6
0.59,83,11,6
0.595,83,11,6
0.6,83,11,6
0.605,83,11,6
0.61,83,11,6
0.615,83,11,6
0.62,82,12,6
0.625,82,12,6
0.63,81,13,6
0.635,81,13,6
0.64,80,14,6
0.645,80,14,6
0.65,80,14,6
0.655,80,14,6
0.66,80,13,7
0.665,79,14,7
0.67,79,13,8
0.675,79,13,8
0.68,79,13,8
0.685,79,13,8
0.69,79,13,8
0.695,79,13,8
0.7,79,13,8
0.705,79,13,8
0.71,79,13,8
0.715,79,13,8
0.72,79,13,8
0.725,79,13,8
0.73,79,13,8
0.735,79,13,8
0.74,79,13,8
0.745,79,13,8
0.75,79,13,8
0.755,79,13,8
0.76,79,13,8
0.765,79,13,8
0.77,79,13,8
0.775,79,13,8
0.78,79,13,8
0.785,79,13,8
0.79,79,13,8
0.795,79,13,8
0.8,79,13,8
0.805,79,13,8
0.81,78,14,8
0.815,78,14,8
0.82,78,14,8
0.825,77,15,8
0.83,77,15,8
0.835,77,15,8
0.84,77,15,8
0.845,76,16,8
0.85,76,16,8
0.855,76,16,8
0.86,76,16,8
0.865,75,17,8
0.87,75,17,8
0.875,75,17,8
0.88,75,17,8
0.885,75,17,8
0.89,75,16,9
0.895,75,16,9
0.9,75,16,9
0.905,75,16,9
0.91,75,16,9
0.915,75,16,9
0.92,75,16,9
0.925,74,17,9
0.93,73,18,9
0.935,73,18,9
0.94,73,18,9
0.945,73,18,9
0.95,73,18,9
0.955,72,19,9
