time,state2Mean,state2STD
0.012,1.07,0.324191
0.0121,1.07,0.324191
0.0122,1.07,0.324191
0.0123,1.07,0.324191
0.0124,1.07,0.324191
0.0125,1.07,0.324191
0.0126,1.07,0.324191
0.0127,1.07,0.324191
0.0128,1.07,0.324191
0.0129,1.07,0.324191
0.013,1.07,0.324191
0.0131,1.07,0.324191
0.0132,1.07,0.324191
0.0133,1.07,0.324191
0.0134,1.07,0.324191
0.0135,1.08,0.337046
0.0136,1.08,0.337046
0.0137,1.08,0.337046
0.0138,1.08,0.337046
0.0139,1.08,0.337046
0.014,1.08,0.337046
0.0141,1.08,0.337046
0.0142,1.08,0.337046
0.0143,1.08,0.337046
0.0144,1.08,0.337046
0.0145,1.08,0.337046
0.0146,1.08,0.337046
0.0147,1.08,0.337046
0.0148,1.08,0.337046
0.0149,1.08,0.337046
0.015,1.08,0.337046
0.0151,1.08,0.337046
0.0152,1.08,0.337046
0.0153,1.08,0.337046
0.0154,1.08,0.337046
0.0155,1.08,0.337046
0.0156,1.09,0.349142
0.0157,1.09,0.349142
0.0158,1.09,0.349142
0.0159,1.09,0.349142
0.016,1.09,0.349142
0.0161,1.09,0.349142
0.0162,1.09,0.349142
0.0163,1.09,0.349142
0.0164,1.09,0.349142
0.0165,1.09,0.349142
0.0166,1.09,0.349142
0.0167,1.09,0.349142
0.0168,1.09,0.349142
0.0169,1.09,0.349142
0.017,1.09,0.349142
0.0171,1.09,0.349142
0.0172,1.09,0.349142
0.0173,1.09,0.349142
0.0174,1.09,0.349142
0.0175,1.09,0.349142
0.0176,1.11,0.371349
0.0177,1.11,0.371349
0.0178,1.11,0.371349
0.0179,1.11,0.371349
0.018,1.12,0.381576
0.0181,1.12,0.381576
0.0182,1.12,0.381576
0.0183,1.12,0.381576
0.0184,1.12,0.381576
0.0185,1.12,0.381576
0.0186,1.12,0.381576
0.0187,1.12,0.381576
0.0188,1.12,0.381576
0.0189,1.12,0.381576
0.019,1.12,0.381576
0.0191,1.12,0.381576
0.0192,1.12,0.381576
0.0193,1.12,0.381576
0.0194,1.12,0.381576
0.0195,1.13,0.39128
0.0196,1.13,0.39128
0.0197,1.13,0.39128
0.0198,1.13,0.39128
0.0199,1.13,0.39128
0.02,1.13,0.39128
0.0201,1.13,0.39128
0.0202,1.13,0.39128
0.0203,1.13,0.39128
0.0204,1.13,0.39128
0.0205,1.13,0.39128
0.0206,1.13,0.39128
0.0207,1.13,0.39128
0.0208,1.13,0.39128
0.0209,1.13,0.39128
0.021,1.13,0.39128
0.0211,1.13,0.39128
0.0212,1.13,0.39128
0.0213,1.13,0.39128
0.0214,1.13,0.39128
0.0215,1.13,0.39128
0.0216,1.13,0.39128
0.0217,1.13,0.39128
0.0218,1.13,0.39128
0.0219,1.13,0.39128
0.022,1.13,0.39128
0.0221,1.13,0.39128
0.0222,1.14,0.424735
0.0223,1.14,0.424735
0.0224,1.14,0.424735
0.0225,1.14,0.424735
0.0226,1.14,0.424735
0.0227,1.14,0.424735
0.0228,1.14,0.424735
0.0229,1.14,0.424735
0.023,1.14,0.424735
0.0231,1.16,0.484149
0.0232,1.16,0.484149
0.0233,1.16,0.484149
0.0234,1.16,0.484149
0.0235,1.16,0.484149
0.0236,1.16,0.484149
0.0237,1.16,0.484149
0.0238,1.16,0.484149
0.0239,1.16,0.484149
0.024,1.16,0.484149
0.0241,1.16,0.484149
0.0242,1.16,0.484149
0.0243,1.16,0.484149
0.0244,1.16,0.484149
0.0245,1.16,0.484149
0.0246,1.16,0.484149
0.0247,1.16,0.484149
0.0248,1.16,0.484149
0.0249,1.16,0.484149
0.025,1.16,0.484149
0.0251,1.16,0.484149
0.0252,1.16,0.484149
0.0253,1.16,0.484149
0.0254,1.16,0.484149
0.0255,1.16,0.484149
0.0256,1.16,0.484149
0.0257,1.16,0.484149
0.0258,1.16,0.484149
0.0259,1.16,0.484149
0.026,1.16,0.484149
0.0261,1.16,0.484149
0.0262,1.16,0.484149
0.0263,1.16,0.484149
0.0264,1.16,0.484149
0.0265,1.16,0.484149
0.0266,1.16,0.484149
0.0267,1.16,0.484149
0.0268,1.16,0.484149
0.0269,1.16,0.484149
0.027,1.16,0.484149
0.0271,1.16,0.484149
0.0272,1.16,0.484149
0.0273,1.16,0.484149
0.0274,1.16,0.484149
0.0275,1.16,0.484149
0.0276,1.16,0.484149
0.0277,1.16,0.484149
0.0278,1.16,0.484149
0.0279,1.16,0.484149
0.028,1.16,0.484149
0.0281,1.16,0.484149
0.0282,1.16,0.484149
0.0283,1.16,0.484149
0.0284,1.16,0.484149
0.0285,1.16,0.484149
0.0286,1.16,0.484149
0.0287,1.16,0.484149
0.0288,1.16,0.484149
0.0289,1.16,0.484149
0.029,1.16,0.484149
0.0291,1.16,0.484149
0.0292,1.16,0.484149
0.0293,1.16,0.484149
0.0294,1.17,0.491019
0.0295,1.17,0.491019
0.0296,1.17,0.491019
0.0297,1.17,0.491019
0.0298,1.17,0.491019
0.0299,1.17,0.491019
0.03,1.17,0.491019
0.0301,1.17,0.491019
0.0302,1.17,0.491019
0.0303,1.17,0.491019
0.0304,1.17,0.491019
0.0305,1.17,0.491019
0.0306,1.17,0.491019
0.0307,1.17,0.491019
0.0308,1.17,0.491019
0.0309,1.17,0.491019
0.031,1.17,0.491019
0.0311,1.18,0.497594
0.0312,1.18,0.497594
0.0313,1.18,0.497594
0.0314,1.18,0.497594
0.0315,1.19,0.503885
0.0316,1.19,0.503885
0.0317,1.19,0.503885
0.0318,1.19,0.503885
0.0319,1.19,0.503885
0.032,1.19,0.503885
0.0321,1.19,0.503885
0.0322,1.19,0.503885
0.0323,1.19,0.503885
0.0324,1.19,0.503885
0.0325,1.2,0.52915
0.0326,1.2,0.52915
0.0327,1.2,0.52915
0.0328,1.2,0.52915
0.0329,1.2,0.52915
0.033,1.2,0.52915
0.0331,1.2,0.52915
0.0332,1.2,0.52915
0.0333,1.2,0.52915
0.0334,1.2,0.52915
0.0335,1.2,0.52915
0.0336,1.2,0.52915
0.0337,1.2,0.52915
0.0338,1.2,0.52915
0.0339,1.2,0.52915
0.034,1.2,0.52915
0.0341,1.2,0.52915
0.0342,1.2,0.52915
0.0343,1.2,0.52915
0.0344,1.2,0.52915
0.0345,1.2,0.52915
0.0346,1.2,0.52915
0.0347,1.2,0.52915
0.0348,1.2,0.52915
0.0349,1.2,0.52915
0.035,1.2,0.52915
0.0351,1.2,0.52915
0.0352,1.2,0.52915
0.0353,1.2,0.52915
0.0354,1.2,0.52915
0.0355,1.21,0.534696
0.0356,1.21,0.534696
0.0357,1.21,0.534696
0.0358,1.21,0.534696
0.0359,1.21,0.534696
0.036,1.21,0.534696
0.0361,1.21,0.534696
0.0362,1.21,0.534696
0.0363,1.21,0.534696
0.0364,1.22,0.558211
0.0365,1.22,0.558211
0.0366,1.22,0.558211
0.0367,1.23,0.563116
0.0368,1.23,0.563116
0.0369,1.23,0.563116
0.037,1.23,0.563116
0.0371,1.23,0.563116
0.0372,1.23,0.563116
0.0373,1.23,0.563116
0.0374,1.23,0.563116
0.0375,1.23,0.563116
0.0376,1.23,0.563116
0.0377,1.23,0.563116
0.0378,1.24,0.618385
0.0379,1.24,0.618385
0.038,1.24,0.618385
0.0381,1.24,0.618385
0.0382,1.24,0.618385
0.0383,1.25,0.622495
0.0384,1.25,0.622495
0.0385,1.25,0.622495
0.0386,1.25,0.622495
0.0387,1.25,0.622495
0.0388,1.25,0.622495
0.0389,1.25,0.622495
0.039,1.25,0.622495
0.0391,1.25,0.622495
0.0392,1.25,0.622495
0.0393,1.25,0.622495
0.0394,1.25,0.622495
0.0395,1.25,0.622495
0.0396,1.25,0.622495
0.0397,1.25,0.622495
0.0398,1.25,0.622495
0.0399,1.25,0.622495
0.04,1.25,0.622495
0.0401,1.25,0.622495
0.0402,1.25,0.622495
0.0403,1.25,0.622495
0.0404,1.25,0.622495
0.0405,1.25,0.622495
0.0406,1.25,0.622495
0.0407,1.25,0.622495
0.0408,1.25,0.622495
0.0409,1.25,0.622495
0.041,1.25,0.622495
0.0411,1.26,0.626418
0.0412,1.26,0.626418
0.0413,1.26,0.626418
0.0414,1.26,0.626418
0.0415,1.26,0.626418
0.0416,1.27,0.645833
0.0417,1.27,0.645833
0.0418,1.27,0.645833
0.0419,1.27,0.645833
0.042,1.27,0.645833
0.0421,1.27,0.645833
0.0422,1.27,0.645833
0.0423,1.28,0.649307
0.0424,1.28,0.649307
0.0425,1.28,0.649307
0.0426,1.28,0.649307
0.0427,1.28,0.649307
0.0428,1.28,0.649307
0.0429,1.28,0.649307
0.043,1.28,0.649307
0.0431,1.28,0.649307
0.0432,1.28,0.649307
0.0433,1.28,0.649307
0.0434,1.28,0.649307
0.0435,1.28,0.649307
0.0436,1.28,0.649307
0.0437,1.28,0.649307
0.0438,1.28,0.649307
0.0439,1.28,0.649307
0.044,1.28,0.649307
0.0441,1.29,0.65261
0.0442,1.29,0.65261
0.0443,1.29,0.65261
0.0444,1.29,0.65261
0.0445,1.3,0.655744
0.0446,1.3,0.655744
0.0447,1.3,0.655744
0.0448,1.31,0.658711
0.0449,1.31,0.658711
0.045,1.31,0.658711
0.0451,1.32,0.661513
0.0452,1.32,0.661513
0.0453,1.32,0.661513
0.0454,1.32,0.661513
0.0455,1.32,0.661513
0.0456,1.32,0.661513
0.0457,1.32,0.661513
0.0458,1.31,0.673721
0.0459,1.31,0.673721
0.046,1.31,0.673721
0.0461,1.31,0.673721
0.0462,1.31,0.673721
0.0463,1.31,0.673721
0.0464,1.31,0.673721
0.0465,1.31,0.673721
0.0466,1.31,0.673721
0.0467,1.31,0.673721
0.0468,1.31,0.673721
0.0469,1.31,0.673721
0.047,1.31,0.673721
0.0471,1.31,0.673721
0.0472,1.31,0.673721
0.0473,1.31,0.673721
0.0474,1.31,0.673721
0.0475,1.31,0.673721
0.0476,1.31,0.673721
0.0477,1.31,0.673721
0.0478,1.31,0.673721
0.0479,1.31,0.673721
0.048,1.31,0.673721
0.0481,1.31,0.673721
0.0482,1.31,0.673721
0.0483,1.31,0.673721
0.0484,1.31,0.673721
0.0485,1.31,0.673721
0.0486,1.31,0.673721
0.0487,1.31,0.673721
0.0488,1.31,0.673721
0.0489,1.32,0.691086
0.049,1.32,0.691086
0.0491,1.32,0.691086
0.0492,1.32,0.691086
0.0493,1.32,0.691086
0.0494,1.32,0.691086
0.0495,1.32,0.691086
0.0496,1.32,0.691086
0.0497,1.32,0.691086
0.0498,1.32,0.691086
0.0499,1.32,0.691086
0.05,1.32,0.691086
0.0501,1.33,0.693614
0.0502,1.33,0.693614
0.0503,1.33,0.693614
0.0504,1.33,0.693614
0.0505,1.33,0.693614
0.0506,1.33,0.693614
0.0507,1.33,0.693614
0.0508,1.33,0.693614
0.0509,1.34,0.710211
0.051,1.34,0.710211
0.0511,1.35,0.71239
0.0512,1.35,0.71239
0.0513,1.35,0.71239
0.0514,1.35,0.71239
0.0515,1.35,0.71239
0.0516,1.35,0.71239
0.0517,1.35,0.71239
0.0518,1.35,0.71239
0.0519,1.35,0.71239
0.052,1.35,0.71239
0.0521,1.35,0.71239
0.0522,1.35,0.71239
0.0523,1.35,0.71239
0.0524,1.35,0.71239
0.0525,1.35,0.71239
0.0526,1.35,0.71239
0.0527,1.35,0.71239
0.0528,1.35,0.71239
0.0529,1.35,0.71239
0.053,1.35,0.71239
0.0531,1.36,0.714423
0.0532,1.36,0.714423
0.0533,1.36,0.714423
0.0534,1.36,0.714423
0.0535,1.36,0.714423
0.0536,1.36,0.714423
0.0537,1.36,0.714423
0.0538,1.37,0.71631
0.0539,1.37,0.71631
0.054,1.37,0.71631
0.0541,1.37,0.71631
0.0542,1.37,0.71631
0.0543,1.37,0.71631
0.0544,1.37,0.71631
0.0545,1.37,0.71631
0.0546,1.37,0.71631
0.0547,1.37,0.71631
0.0548,1.37,0.71631
0.0549,1.37,0.71631
0.055,1.37,0.71631
0.0551,1.37,0.71631
0.0552,1.37,0.71631
0.0553,1.37,0.71631
0.0554,1.38,0.731847
0.0555,1.38,0.731847
0.0556,1.38,0.731847
0.0557,1.38,0.731847
0.0558,1.38,0.731847
0.0559,1.38,0.731847
0.056,1.38,0.731847
0.0561,1.38,0.731847
0.0562,1.39,0.733417
0.0563,1.39,0.733417
0.0564,1.39,0.733417
0.0565,1.39,0.733417
0.0566,1.39,0.733417
0.0567,1.39,0.733417
0.0568,1.39,0.733417
0.0569,1.39,0.733417
0.057,1.39,0.733417
0.0571,1.39,0.733417
0.0572,1.39,0.733417
0.0573,1.39,0.733417
0.0574,1.39,0.733417
0.0575,1.39,0.733417
0.0576,1.39,0.733417
0.0577,1.39,0.733417
0.0578,1.4,0.734847
0.0579,1.4,0.734847
0.058,1.4,0.734847
0.0581,1.4,0.734847
0.0582,1.4,0.734847
0.0583,1.4,0.734847
0.0584,1.4,0.734847
0.0585,1.4,0.734847
0.0586,1.41,0.736139
0.0587,1.41,0.736139
0.0588,1.41,0.736139
0.0589,1.41,0.736139
0.059,1.41,0.736139
0.0591,1.41,0.736139
0.0592,1.41,0.736139
0.0593,1.41,0.736139
0.0594,1.41,0.736139
0.0595,1.41,0.736139
0.0596,1.41,0.736139
0.0597,1.41,0.736139
0.0598,1.41,0.736139
0.0599,1.41,0.736139
0.06,1.41,0.736139
0.0601,1.41,0.736139
0.0602,1.41,0.736139
0.0603,1.42,0.750733
0.0604,1.42,0.750733
0.0605,1.42,0.750733
0.0606,1.42,0.750733
0.0607,1.42,0.750733
0.0608,1.42,0.750733
0.0609,1.42,0.750733
0.061,1.42,0.750733
0.0611,1.41,0.762824
0.0612,1.41,0.762824
0.0613,1.41,0.762824
0.0614,1.41,0.762824
0.0615,1.41,0.762824
0.0616,1.41,0.762824
0.0617,1.41,0.762824
0.0618,1.41,0.762824
0.0619,1.41,0.762824
0.062,1.41,0.762824
0.0621,1.41,0.762824
0.0622,1.41,0.762824
0.0623,1.42,0.763937
0.0624,1.42,0.763937
0.0625,1.42,0.763937
0.0626,1.42,0.763937
0.0627,1.43,0.790633
0.0628,1.43,0.790633
0.0629,1.43,0.790633
0.063,1.44,0.80399
0.0631,1.44,0.80399
0.0632,1.44,0.80399
0.0633,1.45,0.804674
0.0634,1.45,0.804674
0.0635,1.45,0.804674
0.0636,1.45,0.804674
0.0637,1.45,0.804674
0.0638,1.45,0.804674
0.0639,1.45,0.804674
0.064,1.45,0.804674
0.0641,1.45,0.804674
0.0642,1.45,0.804674
0.0643,1.45,0.804674
0.0644,1.45,0.804674
0.0645,1.45,0.804674
0.0646,1.45,0.804674
0.0647,1.46,0.805233
0.0648,1.46,0.805233
0.0649,1.46,0.805233
0.065,1.46,0.805233
0.0651,1.46,0.805233
0.0652,1.46,0.805233
0.0653,1.46,0.805233
0.0654,1.46,0.805233
0.0655,1.46,0.805233
0.0656,1.46,0.805233
0.0657,1.46,0.805233
0.0658,1.46,0.805233
0.0659,1.46,0.805233
0.066,1.46,0.805233
0.0661,1.46,0.805233
0.0662,1.46,0.805233
0.0663,1.46,0.805233
0.0664,1.46,0.805233
0.0665,1.46,0.805233
0.0666,1.46,0.805233
0.0667,1.46,0.805233
0.0668,1.46,0.805233
0.0669,1.46,0.805233
0.067,1.46,0.805233
0.0671,1.46,0.805233
0.0672,1.46,0.805233
0.0673,1.46,0.805233
0.0674,1.46,0.805233
0.0675,1.47,0.817985
0.0676,1.47,0.817985
0.0677,1.47,0.817985
0.0678,1.47,0.817985
0.0679,1.48,0.854166
0.068,1.48,0.854166
0.0681,1.48,0.854166
0.0682,1.48,0.854166
0.0683,1.49,0.854342
0.0684,1.49,0.854342
0.0685,1.49,0.854342
0.0686,1.49,0.854342
0.0687,1.49,0.854342
0.0688,1.49,0.854342
0.0689,1.49,0.854342
0.069,1.49,0.854342
0.0691,1.49,0.854342
0.0692,1.49,0.854342
0.0693,1.5,0.877496
0.0694,1.5,0.877496
0.0695,1.5,0.877496
0.0696,1.51,0.877439
0.0697,1.51,0.877439
0.0698,1.51,0.877439
0.0699,1.51,0.877439
0.07,1.51,0.877439
0.0701,1.51,0.877439
0.0702,1.51,0.877439
0.0703,1.51,0.877439
0.0704,1.51,0.877439
0.0705,1.51,0.877439
0.0706,1.51,0.877439
0.0707,1.51,0.877439
0.0708,1.51,0.877439
0.0709,1.51,0.877439
0.071,1.51,0.877439
0.0711,1.51,0.877439
0.0712,1.51,0.877439
0.0713,1.51,0.877439
0.0714,1.51,0.877439
0.0715,1.52,0.899778
0.0716,1.52,0.899778
0.0717,1.53,0.8995
0.0718,1.53,0.8995
0.0719,1.53,0.8995
0.072,1.53,0.8995
0.0721,1.53,0.8995
0.0722,1.53,0.8995
0.0723,1.53,0.8995
0.0724,1.53,0.8995
0.0725,1.53,0.8995
0.0726,1.53,0.8995
0.0727,1.53,0.8995
0.0728,1.53,0.8995
0.0729,1.53,0.8995
0.073,1.53,0.8995
0.0731,1.53,0.8995
0.0732,1.54,0.94255
0.0733,1.54,0.94255
0.0734,1.54,0.94255
0.0735,1.54,0.94255
0.0736,1.54,0.94255
0.0737,1.55,0.963068
0.0738,1.55,0.963068
0.0739,1.55,0.963068
0.074,1.55,0.963068
0.0741,1.55,0.963068
0.0742,1.56,0.962497
0.0743,1.56,0.962497
0.0744,1.56,0.962497
0.0745,1.56,0.962497
0.0746,1.56,0.962497
0.0747,1.56,0.962497
0.0748,1.56,0.962497
0.0749,1.56,0.962497
0.075,1.56,0.962497
0.0751,1.56,0.962497
0.0752,1.56,0.962497
0.0753,1.56,0.962497
0.0754,1.56,0.962497
0.0755,1.56,0.962497
0.0756,1.56,0.962497
0.0757,1.56,0.962497
0.0758,1.57,0.992522
0.0759,1.57,0.992522
0.076,1.57,0.992522
0.0761,1.57,0.992522
0.0762,1.57,0.992522
0.0763,1.57,0.992522
0.0764,1.58,1.0018
0.0765,1.59,1.01089
0.0766,1.59,1.01089
0.0767,1.59,1.01089
0.0768,1.59,1.01089
0.0769,1.59,1.01089
0.077,1.59,1.01089
0.0771,1.59,1.01089
0.0772,1.59,1.01089
0.0773,1.59,1.01089
0.0774,1.59,1.01089
0.0775,1.59,1.01089
0.0776,1.59,1.01089
0.0777,1.59,1.01089
0.0778,1.59,1.01089
0.0779,1.59,1.01089
0.078,1.59,1.01089
0.0781,1.6,1.00995
0.0782,1.6,1.00995
0.0783,1.61,1.02854
0.0784,1.62,1.02742
0.0785,1.62,1.02742
0.0786,1.62,1.02742
0.0787,1.62,1.02742
0.0788,1.62,1.02742
0.0789,1.63,1.02621
0.079,1.63,1.02621
0.0791,1.63,1.02621
0.0792,1.63,1.02621
0.0793,1.64,1.02489
0.0794,1.64,1.02489
0.0795,1.64,1.02489
0.0796,1.64,1.02489
0.0797,1.65,1.0332
0.0798,1.65,1.0332
0.0799,1.65,1.0332
0.08,1.65,1.0332
0.0801,1.66,1.04135
0.0802,1.66,1.04135
0.0803,1.66,1.04135
0.0804,1.66,1.04135
0.0805,1.66,1.04135
0.0806,1.66,1.04135
0.0807,1.66,1.04135
0.0808,1.66,1.04135
0.0809,1.66,1.04135
0.081,1.66,1.04135
0.0811,1.66,1.04135
0.0812,1.66,1.04135
0.0813,1.66,1.04135
0.0814,1.66,1.04135
0.0815,1.66,1.04135
0.0816,1.66,1.04135
0.0817,1.67,1.03976
0.0818,1.67,1.03976
0.0819,1.67,1.03976
0.082,1.67,1.03976
0.0821,1.67,1.03976
0.0822,1.67,1.03976
0.0823,1.67,1.03976
0.0824,1.67,1.03976
0.0825,1.67,1.03976
0.0826,1.67,1.03976
0.0827,1.67,1.03976
0.0828,1.67,1.03976
0.0829,1.67,1.03976
0.083,1.67,1.03976
0.0831,1.67,1.03976
0.0832,1.68,1.03808
0.0833,1.68,1.03808
0.0834,1.68,1.03808
0.0835,1.68,1.03808
0.0836,1.68,1.03808
0.0837,1.68,1.03808
0.0838,1.69,1.03629
0.0839,1.69,1.03629
0.084,1.69,1.03629
0.0841,1.69,1.03629
0.0842,1.69,1.03629
0.0843,1.69,1.03629
0.0844,1.69,1.03629
0.0845,1.69,1.03629
0.0846,1.69,1.03629
0.0847,1.69,1.03629
0.0848,1.7,1.03441
0.0849,1.7,1.03441
0.085,1.71,1.04207
0.0851,1.71,1.04207
0.0852,1.71,1.04207
0.0853,1.71,1.04207
0.0854,1.71,1.04207
0.0855,1.71,1.04207
0.0856,1.71,1.04207
0.0857,1.71,1.04207
0.0858,1.71,1.04207
0.0859,1.71,1.04207
0.086,1.71,1.04207
0.0861,1.71,1.04207
0.0862,1.71,1.04207
0.0863,1.71,1.04207
0.0864,1.71,1.04207
0.0865,1.71,1.04207
0.0866,1.71,1.04207
0.0867,1.71,1.04207
0.0868,1.71,1.04207
0.0869,1.71,1.04207
0.087,1.71,1.04207
0.0871,1.72,1.04
0.0872,1.72,1.04
0.0873,1.72,1.04
0.0874,1.72,1.04
0.0875,1.72,1.04
0.0876,1.72,1.04
0.0877,1.72,1.04
0.0878,1.72,1.04
0.0879,1.73,1.05693
0.088,1.73,1.05693
0.0881,1.73,1.05693
0.0882,1.73,1.05693
0.0883,1.73,1.05693
0.0884,1.73,1.05693
0.0885,1.73,1.05693
0.0886,1.72,1.06846
0.0887,1.72,1.06846
0.0888,1.72,1.06846
0.0889,1.72,1.06846
0.089,1.72,1.06846
0.0891,1.72,1.06846
0.0892,1.72,1.06846
0.0893,1.72,1.06846
0.0894,1.72,1.06846
0.0895,1.72,1.06846
0.0896,1.72,1.06846
0.0897,1.72,1.06846
0.0898,1.72,1.06846
0.0899,1.72,1.06846
0.09,1.72,1.06846
0.0901,1.72,1.06846
0.0902,1.72,1.06846
0.0903,1.73,1.09412
0.0904,1.73,1.09412
0.0905,1.73,1.09412
0.0906,1.73,1.09412
0.0907,1.73,1.09412
0.0908,1.74,1.09197
0.0909,1.74,1.09197
0.091,1.74,1.09197
0.0911,1.74,1.09197
0.0912,1.74,1.09197
0.0913,1.74,1.09197
0.0914,1.74,1.09197
0.0915,1.74,1.09197
0.0916,1.74,1.09197
0.0917,1.74,1.09197
0.0918,1.74,1.09197
0.0919,1.74,1.09197
0.092,1.74,1.09197
0.0921,1.74,1.09197
0.0922,1.74,1.09197
0.0923,1.74,1.09197
0.0924,1.74,1.09197
0.0925,1.74,1.09197
0.0926,1.74,1.09197
0.0927,1.75,1.10793
0.0928,1.75,1.10793
0.0929,1.75,1.10793
0.093,1.76,1.14123
0.0931,1.77,1.14765
0.0932,1.78,1.16258
0.0933,1.78,1.16258
0.0934,1.78,1.16258
0.0935,1.78,1.16258
0.0936,1.79,1.16872
0.0937,1.79,1.16872
0.0938,1.79,1.16872
0.0939,1.79,1.16872
0.094,1.79,1.16872
0.0941,1.79,1.16872
0.0942,1.79,1.16872
0.0943,1.79,1.16872
0.0944,1.79,1.16872
0.0945,1.79,1.16872
0.0946,1.79,1.16872
0.0947,1.79,1.16872
0.0948,1.79,1.16872
0.0949,1.79,1.16872
0.095,1.79,1.16872
0.0951,1.79,1.16872
0.0952,1.79,1.16872
0.0953,1.79,1.16872
0.0954,1.79,1.16872
0.0955,1.79,1.16872
0.0956,1.79,1.16872
0.0957,1.79,1.16872
0.0958,1.79,1.16872
0.0959,1.79,1.16872
0.096,1.79,1.16872
0.0961,1.79,1.16872
0.0962,1.79,1.16872
0.0963,1.79,1.16872
0.0964,1.79,1.16872
0.0965,1.79,1.16872
0.0966,1.79,1.16872
0.0967,1.79,1.16872
0.0968,1.79,1.16872
0.0969,1.8,1.2083
0.097,1.8,1.2083
0.0971,1.8,1.2083
0.0972,1.8,1.2083
0.0973,1.8,1.2083
0.0974,1.8,1.2083
0.0975,1.81,1.22225
0.0976,1.81,1.22225
0.0977,1.82,1.23596
0.0978,1.82,1.23596
0.0979,1.82,1.23596
0.098,1.82,1.23596
0.0981,1.82,1.23596
0.0982,1.82,1.23596
0.0983,1.83,1.23333
0.0984,1.83,1.23333
0.0985,1.83,1.23333
0.0986,1.83,1.23333
0.0987,1.83,1.23333
0.0988,1.84,1.23871
0.0989,1.84,1.23871
0.099,1.84,1.23871
0.0991,1.85,1.23592
0.0992,1.86,1.27295
0.0993,1.87,1.28573
0.0994,1.87,1.28573
0.0995,1.88,1.29831
0.0996,1.9,1.3
0.0997,1.9,1.3
0.0998,1.9,1.3
0.0999,1.9,1.3
0.1,1.9,1.3
0.1001,1.9,1.3
0.1002,1.9,1.3
0.1003,1.9,1.3
0.1004,1.9,1.3
0.1005,1.9,1.3
0.1006,1.9,1.3
0.1007,1.91,1.30457
0.1008,1.91,1.30457
0.1009,1.91,1.30457
