time,susceptible,infected,recovered
0,90,10,0
0.005,90,10,0
0.01,90,10,0
0.015,90,10,0
0.02,90,10,0
0.025,90,10,0
0.03,90,10,0
0.035,89,11,0
0.04,89,11,0
0.045,89,11,0
0.05,89,11,0
0.055,89,11,0
0.06,89,11,0
0.065,88,12,0
0.07,88,12,0
0.075,88,11,1
0.08,88,11,1
0.085,88,11,1
0.09,88,11,1
0.095,88,11,1
0.1,87,12,1
0.105,87,12,1
0.11,87,12,1
0.115,87,12,1
0.12,87,12,1
0.125,87,12,1
0.13,86,13,1
0.135,86,13,1
0.14,85,14,1
0.145,85,14,1
0.15,85,14,1
0.155,84,15,1
0.16,83,16,1
0.165,81,18,1
0.17,80,19,1
0.175,79,20,1
0.18,79,20,1
0.185,79,20,1
0.19,79,20,1
0.195,79,20,1
0.2,79,20,1
0.205,77,22,1
0.21,76,23,1
0.215,75,24,1
0.22,75,24,1
0.225,74,25,1
0.23,73,26,1
0.235,72,27,1
0.24,72,27,1
0.245,71,28,1
0.25,71,28,1
0.255,70,29,1
0.26,69,30,1
0.265,68,31,1
0.27,67,32,1
0.275,66,33,1
0.28,66,33,1
0.285,64,35,1
0.29,64,35,1
0.295,64,35,1
0.3,64,35,1
0.305,63,35,2
0.31,63,35,2
0.315,63,35,2
0.32,61,37,2
0.325,57,41,2
0.33,56,42,2
0.335,56,41,3
0.34,56,41,3
0.345,55,42,3
0.35,54,43,3
0.355,52,44,4
0.36,51,44,5
0.365,50,44,6
0.37,50,44,6
0.375,49,45,6
0.38,49,45,6
0.385,49,45,6
0.39,49,45,6
0.395,48,46,6
0.4,47,47,6
0.405,47,47,6
0.41,46,48,6
0.415,44,50,6
0.42,43,51,6
0.425,42,52,6
0.43,40,54,6
0.435,39,55,6
0.44,39,55,6
0.445,39,55,6
0.45,38,56,6
0.455,38,56,6
0.46,37,57,6
0.465,35,59,6
0.47,34,60,6
0.475,32,61,7
0.48,32,61,7
0.485,31,62,7
0.49,31,62,7
0.495,30,63,7
0.5,30,63,7
0.505,30,62,8
0.51,30,61,9
0.515,29,60,11
0.52,28,61,11
0.525,26,63,11
0.53,26,63,11
0.535,25,63,12
0.54,24,64,12
0.545,23,65,12
0.55,23,64,13
0.555,23,64,13
0.56,23,64,13
0.565,23,64,13
0.57,22,64,14
0.575,21,65,14
0.58,20,66,14
0.585,20,66,14
0.59,20,66,14
0.595,20,66,14
0.6,20,66,14
0.605,19,66,15
0.61,18,66,16
0.615,17,67,16
0.62,16,68,16
0.625,15,68,17
0.63,15,67,18
0.635,15,67,18
0.64,13,69,18
0.645,13,68,19
0.65,12,68,20
0.655,12,68,20
0.66,12,68,20
0.665,12,68,20
0.67,12,67,21
0.675,12,66,22
0.68,11,67,22
0.685,11,66,23
0.69,11,66,23
0.695,11,66,23
0.7,11,65,24
0.705,10,66,24
0.71,10,65,25
0.715,10,65,25
0.72,9,66,25
0.725,9,66,25
0.73,9,66,25
0.735,8,67,25
0.74,8,67,25
0.745,8,66,26
0.75,8,66,26
0.755,8,66,26
0.76,8,66,26
0.765,8,66,26
0.77,8,64,28
0.775,8,64,28
0.78,8,64,28
0.785,7,65,28
0.79,7,65,28
0.795,7,65,28
0.8,7,64,29
0.805,7,64,29
0.81,7,64,29
0.815,6,65,29
0.82,6,65,29
0.825,6,65,29
0.83,6,65,29
