Time, position_x, position_y
0, 14, 12
0.1, 14, 13
0.2, 14, 13
0.3, 14, 13
0.4, 14, 13
0.5, 14, 13
0.6, 14, 13
0.7, 14, 13
0.8, 14, 13
0.9, 14, 13
1, 14, 13
1.1, 14, 13
1.2, 14, 13
1.3, 14, 13
1.4, 14, 13
1.5, 14, 13
1.6, 14, 13
1.7, 14, 13
1.8, 14, 13
1.9, 14, 13
2, 14, 13
2.1, 14, 12
2.2, 14, 12
2.3, 14, 12
2.4, 14, 12
2.5, 14, 12
2.6, 14, 12
2.7, 14, 12
2.8, 14, 12
2.9, 14, 12
3, 14, 12
3.1, 14, 12
3.2, 14, 12
3.3, 15, 12
3.4, 15, 12
3.5, 15, 12
3.6, 15, 12
3.7, 15, 13
3.8, 15, 13
3.9, 15, 13
4, 15, 13
4.1, 15, 13
4.2, 15, 13
4.3, 15, 13
4.4, 15, 13
4.5, 15, 13
4.6, 15, 13
4.7, 15, 13
4.8, 15, 13
4.9, 15, 13
5, 15, 13
5.1, 15, 13
5.2, 15, 13
5.3, 14, 13
5.4, 14, 13
5.5, 14, 13
5.6, 14, 13
5.7, 14, 13
5.8, 14, 13
5.9, 13, 13
6, 13, 13
6.1, 13, 13
6.2, 13, 13
6.3, 13, 13
6.4, 13, 13
6.5, 13, 13
6.6, 13, 13
6.7, 13, 13
6.8, 13, 13
6.9, 13, 13
7, 13, 13
7.1, 13, 13
7.2, 13, 13
7.3, 13, 13
7.4, 13, 13
7.5, 13, 13
7.6, 13, 13
7.7, 13, 13
7.8, 13, 13
7.9, 13, 13
8, 13, 13
8.1, 13, 13
8.2, 13, 13
8.3, 13, 13
8.4, 13, 13
8.5, 13, 13
8.6, 13, 13
8.7, 13, 14
8.8, 13, 14
8.9, 13, 14
9, 13, 14
9.1, 14, 14
9.2, 14, 14
9.3, 14, 14
9.4, 14, 14
9.5, 14, 14
9.6, 14, 14
9.7, 14, 14
9.8, 14, 14
9.9, 14, 13
10, 14, 13
10.1, 14, 13
10.2, 14, 13
10.3, 14, 13
10.4, 14, 13
10.5, 14, 13
10.6, 14, 13
10.7, 14, 13
10.8, 14, 13
10.9, 14, 13
11, 14, 13
11.1, 14, 13
11.2, 14, 13
11.3, 14, 13
11.4, 14, 13
11.5, 14, 13
11.6, 14, 13
11.7, 14, 12
11.8, 14, 12
11.9, 14, 12
12, 14, 12
12.1, 14, 12
12.2, 14, 12
12.3, 14, 12
12.4, 14, 12
12.5, 14, 12
12.6, 14, 12
12.7, 14, 12
12.8, 14, 12
12.9, 13, 12
13, 13, 12
13.1, 13, 12
13.2, 13, 12
13.3, 13, 12
13.4, 13, 12
13.5, 13, 12
13.6, 13, 12
13.7, 13, 12
13.8, 13, 12
13.9, 13, 12
14, 13, 12
14.1, 13, 12
14.2, 13, 12
14.3, 13, 12
14.4, 13, 12
14.5, 13, 12
14.6, 13, 12
14.7, 13, 12
14.8, 13, 12
14.9, 13, 12
15, 13, 12
15.1, 13, 13
15.2, 13, 13
15.3, 13, 13
15.4, 13, 13
15.5, 13, 13
15.6, 13, 13
15.7, 13, 13
15.8, 13, 13
15.9, 13, 13
16, 13, 13
16.1, 13, 13
16.2, 13, 13
16.3, 13, 13
16.4, 13, 13
16.5, 13, 13
16.6, 13, 13
16.7, 13, 13
16.8, 13, 13
16.9, 13, 13
17, 13, 13
17.1, 13, 13
17.2, 13, 13
17.3, 13, 13
17.4, 13, 13
17.5, 13, 13
17.6, 13, 13
17.7, 13, 13
17.8, 13, 13
17.9, 13, 13
18, 13, 13
18.1, 13, 13
18.2, 13, 13
18.3, 13, 13
18.4, 13, 13
18.5, 13, 13
18.6, 13, 13
18.7, 13, 13
18.8, 13, 13
18.9, 13, 13
19, 13, 13
19.1, 13, 13
19.2, 13, 13
19.3, 13, 13
19.4, 13, 13
19.5, 13, 13
19.6, 13, 13
19.7, 13, 13
19.8, 13, 13
19.9, 13, 12
20, 13, 12
20.1, 13, 12
20.2, 13, 12
20.3, 13, 12
20.4, 13, 12
20.5, 13, 12
20.6, 13, 12
20.7, 13, 12
20.8, 13, 12
20.9, 13, 11
21, 13, 11
21.1, 13, 11
