time,state3Mean,state3lower,state3upper
0,0,0,0
0.005,0,0,0
0.01,0,0,0
0.015,0,0,0
0.02,0,0,0
0.025,0.02,-0.12,0.16
0.03,0.02,-0.12,0.16
0.035,0.03,-0.140587,0.200587
0.04,0.04,-0.155959,0.235959
0.045,0.06,-0.177487,0.297487
0.05,0.06,-0.177487,0.297487
0.055,0.07,-0.185147,0.325147
0.06,0.07,-0.185147,0.325147
0.065,0.08,-0.191293,0.351293
0.07,0.08,-0.191293,0.351293
0.075,0.08,-0.191293,0.351293
0.08,0.08,-0.191293,0.351293
0.085,0.1,-0.2,0.4
0.09,0.1,-0.2,0.4
0.095,0.11,-0.20289,0.42289
0.1,0.12,-0.204962,0.444962
0.105,0.12,-0.204962,0.444962
0.11,0.12,-0.204962,0.444962
0.115,0.12,-0.204962,0.444962
0.12,0.12,-0.204962,0.444962
0.125,0.13,-0.206303,0.466303
0.13,0.14,-0.206987,0.486987
0.135,0.14,-0.206987,0.486987
0.14,0.14,-0.206987,0.486987
0.145,0.17,-0.205633,0.545633
0.15,0.18,-0.204187,0.564187
0.155,0.18,-0.204187,0.564187
0.16,0.18,-0.204187,0.564187
0.165,0.18,-0.204187,0.564187
0.17,0.2,-0.224264,0.624264
0.175,0.21,-0.221161,0.641161
0.18,0.23,-0.213959,0.673959
0.185,0.24,-0.209889,0.689889
0.19,0.25,-0.205522,0.705522
0.195,0.25,-0.205522,0.705522
0.2,0.27,-0.19594,0.73594
0.205,0.27,-0.19594,0.73594
0.21,0.29,-0.185289,0.765289
0.215,0.29,-0.185289,0.765289
0.22,0.32,-0.187543,0.827543
0.225,0.34,-0.174198,0.854198
0.23,0.36,-0.178888,0.898888
0.235,0.37,-0.171387,0.911387
0.24,0.4,-0.165685,0.965685
0.245,0.4,-0.165685,0.965685
0.25,0.4,-0.165685,0.965685
0.255,0.43,-0.157452,1.01745
0.26,0.48,-0.16,1.12
0.265,0.49,-0.150234,1.13023
0.27,0.49,-0.150234,1.13023
0.275,0.49,-0.150234,1.13023
0.28,0.53,-0.140149,1.20015
0.285,0.54,-0.144398,1.2244
0.29,0.57,-0.154638,1.29464
0.295,0.57,-0.154638,1.29464
0.3,0.58,-0.157292,1.31729
0.305,0.6,-0.134847,1.33485
0.31,0.63,-0.113707,1.37371
0.315,0.65,-0.103326,1.40333
0.32,0.69,-0.0806491,1.46065
0.325,0.72,-0.117616,1.55762
0.33,0.74,-0.115804,1.5958
0.335,0.77,-0.133936,1.67394
0.34,0.83,-0.087115,1.74712
0.345,0.9,-0.124695,1.9247
0.35,0.94,-0.0878132,1.96781
0.355,0.99,-0.100825,2.08083
0.36,0.99,-0.100825,2.08083
0.365,1.02,-0.0933733,2.13337
0.37,1.04,-0.0728342,2.15283
0.375,1.07,-0.0458405,2.18584
0.38,1.1,-0.061895,2.2619
0.385,1.18,-0.0559612,2.41596
0.39,1.22,-0.057341,2.49734
0.395,1.27,-0.0555565,2.59556
0.4,1.3,-0.0453624,2.64536
0.405,1.33,-0.0268714,2.68687
0.41,1.39,0.00511733,2.77488
0.415,1.45,-0.0222432,2.92224
0.42,1.48,0.000270295,2.95973
0.425,1.52,0.00685757,3.03314
0.43,1.55,0.0375517,3.06245
0.435,1.56,0.0479153,3.07208
0.44,1.6,0.0251984,3.1748
0.445,1.68,0.055931,3.30407
0.45,1.76,0.0919472,3.42805
0.455,1.82,0.103142,3.53686
0.46,1.87,0.134172,3.60583
0.465,1.91,0.14311,3.67689
0.47,1.98,0.158023,3.80198
0.475,2.03,0.167448,3.89255
0.48,2.08,0.184321,3.97568
0.485,2.14,0.216358,4.06364
0.49,2.22,0.247286,4.19271
0.495,2.26,0.271936,4.24806
0.5,2.37,0.250307,4.48969
0.505,2.48,0.273283,4.68672
0.51,2.6,0.310895,4.8891
0.515,2.72,0.315504,5.1245
0.52,2.75,0.307153,5.19285
0.525,2.82,0.284729,5.35527
0.53,2.9,0.325121,5.47488
0.535,2.98,0.300522,5.65948
0.54,3.08,0.327983,5.83202
0.545,3.12,0.311869,5.92813
0.55,3.19,0.289328,6.09067
0.555,3.3,0.355514,6.24449
0.56,3.38,0.295263,6.46474
