time,state3Mean,state3lower,state3upper
4007.9,31.29,3.22105,59.3589
4008,31.29,3.22105,59.3589
4008.1,31.29,3.22105,59.3589
4008.2,31.29,3.22105,59.3589
4008.3,31.3,3.2178,59.3822
4008.4,31.3,3.2178,59.3822
4008.5,31.3,3.2178,59.3822
4008.6,31.3,3.2178,59.3822
4008.7,31.3,3.2178,59.3822
4008.8,31.3,3.2178,59.3822
4008.9,31.3,3.2178,59.3822
4009,31.31,3.21812,59.4019
4009.1,31.31,3.21812,59.4019
4009.2,31.31,3.21812,59.4019
4009.3,31.31,3.21812,59.4019
4009.4,31.32,3.21666,59.4233
4009.5,31.32,3.21666,59.4233
4009.6,31.32,3.21666,59.4233
4009.7,31.32,3.21666,59.4233
4009.8,31.32,3.21666,59.4233
4009.9,31.32,3.21666,59.4233
4010,31.33,3.22411,59.4359
4010.1,31.34,3.23369,59.4463
4010.2,31.34,3.23369,59.4463
4010.3,31.34,3.23369,59.4463
4010.4,31.34,3.23369,59.4463
4010.5,31.34,3.23369,59.4463
4010.6,31.34,3.23369,59.4463
4010.7,31.34,3.23369,59.4463
4010.8,31.34,3.23369,59.4463
4010.9,31.34,3.23369,59.4463
4011,31.34,3.23369,59.4463
4011.1,31.34,3.23369,59.4463
4011.2,31.34,3.23369,59.4463
4011.3,31.34,3.23369,59.4463
4011.4,31.34,3.23369,59.4463
4011.5,31.34,3.23369,59.4463
4011.6,31.34,3.23369,59.4463
4011.7,31.35,3.23475,59.4653
4011.8,31.35,3.23475,59.4653
4011.9,31.35,3.23475,59.4653
4012,31.35,3.23475,59.4653
4012.1,31.35,3.23475,59.4653
4012.2,31.36,3.24398,59.476
4012.3,31.36,3.24398,59.476
4012.4,31.36,3.24398,59.476
4012.5,31.36,3.24398,59.476
4012.6,31.36,3.24398,59.476
4012.7,31.36,3.24398,59.476
4012.8,31.36,3.24398,59.476
4012.9,31.36,3.24398,59.476
4013,31.36,3.24398,59.476
4013.1,31.36,3.24398,59.476
4013.2,31.36,3.24398,59.476
4013.3,31.36,3.24398,59.476
4013.4,31.36,3.24398,59.476
4013.5,31.37,3.24149,59.4985
4013.6,31.37,3.24149,59.4985
4013.7,31.38,3.23758,59.5224
4013.8,31.38,3.23758,59.5224
4013.9,31.38,3.23758,59.5224
