time,state1Mean,state1STD
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0098,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0097,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0096,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0095,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0094,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
0.0093,98,2,0
