Time,Susceptible,Infected
0,90,10
1,89,11
2,87,13
3,86,14
4,85,15
5,85,15
6,84,16
7,82,18
8,82,18
9,80,20
10,80,20
11,79,21
12,78,22
13,78,22
14,77,23
15,76,24
16,74,26
17,75,25
18,75,25
19,74,26
20,73,27
21,71,29
22,69,31
23,69,31
24,65,35
25,62,38
26,59,41
27,54,46
28,51,49
29,48,52
30,46,54
31,45,55
32,40,60
33,37,63
34,34,66
35,30,70
36,29,71
37,26,74
38,25,75
39,23,77
40,21,79
41,21,79
42,18,82
43,17,83
44,16,84
45,16,84
46,15,85
47,14,86
48,16,84
49,18,82
50,18,82
51,15,85
52,15,85
53,16,84
54,16,84
55,16,84
56,16,84
57,14,86
58,12,88
59,11,89
60,11,89
61,12,88
62,11,89
63,13,87
64,14,86
65,12,88
66,14,86
67,16,84
68,15,85
69,15,85
70,15,85
71,13,87
72,13,87
73,13,87
74,12,88
75,11,89
76,12,88
77,10,90
78,9,91
79,9,91
80,9,91
81,9,91
82,9,91
83,9,91
84,11,89
85,11,89
86,11,89
87,10,90
88,12,88
89,13,87
90,12,88
91,11,89
92,9,91
93,7,93
94,9,91
95,9,91
96,10,90
97,8,92
98,10,90
99,11,89
100,12,88
101,13,87
102,13,87
103,15,85
104,14,86
105,12,88
106,13,87
107,12,88
108,12,88
109,11,89
110,9,91
111,11,89
112,13,87
113,13,87
114,15,85
115,12,88
116,12,88
117,13,87
118,14,86
119,13,87
120,14,86
121,15,85
122,15,85
123,13,87
124,13,87
125,13,87
126,13,87
127,15,85
128,14,86
129,13,87
130,12,88
131,11,89
132,11,89
133,11,89
134,8,92
135,10,90
136,11,89
137,10,90
138,11,89
139,8,92
140,6,94
141,6,94
142,7,93
143,9,91
144,9,91
145,7,93
146,8,92
147,11,89
148,11,89
149,11,89
150,10,90
151,9,91
152,10,90
153,10,90
154,10,90
155,10,90
156,11,89
157,13,87
158,12,88
159,12,88
160,12,88
161,13,87
162,13,87
163,14,86
164,14,86
165,12,88
166,13,87
167,12,88
168,12,88
169,12,88
170,12,88
171,9,91
172,9,91
173,10,90
174,9,91
175,11,89
176,12,88
177,11,89
178,11,89
179,11,89
180,11,89
181,10,90
182,9,91
183,7,93
184,6,94
185,6,94
186,8,92
187,8,92
188,11,89
189,13,87
190,14,86
191,14,86
192,14,86
193,13,87
194,11,89
195,11,89
196,11,89
197,12,88
198,11,89
199,10,90
200,10,90
201,10,90
202,9,91
203,8,92
204,8,92
205,10,90
206,10,90
207,10,90
208,10,90
209,9,91
210,11,89
211,10,90
212,8,92
213,8,92
214,10,90
215,9,91
216,9,91
217,8,92
218,8,92
219,7,93
220,6,94
221,5,95
222,7,93
223,7,93
224,7,93
225,10,90
226,9,91
227,8,92
228,9,91
229,9,91
230,8,92
231,7,93
232,7,93
233,7,93
234,6,94
235,6,94
236,8,92
237,8,92
238,8,92
239,8,92
240,8,92
241,9,91
242,8,92
243,7,93
244,9,91
245,8,92
246,10,90
247,12,88
248,11,89
249,7,93
250,8,92
251,6,94
252,7,93
253,5,95
254,8,92
255,9,91
256,9,91
257,8,92
258,7,93
259,9,91
260,8,92
261,8,92
262,8,92
263,9,91
264,9,91
265,8,92
266,7,93
267,7,93
268,7,93
269,6,94
270,6,94
271,9,91
272,8,92
273,9,91
274,8,92
275,7,93
276,9,91
277,8,92
278,8,92
279,8,92
280,10,90
281,10,90
282,9,91
283,8,92
284,9,91
285,11,89
286,12,88
287,13,87
288,12,88
289,12,88
290,11,89
291,10,90
292,11,89
293,10,90
294,9,91
295,9,91
296,11,89
297,11,89
298,8,92
299,7,93
300,7,93
301,7,93
302,9,91
303,7,93
304,8,92
305,8,92
306,10,90
307,8,92
308,11,89
309,10,90
310,10,90
311,10,90
312,9,91
313,8,92
314,8,92
315,9,91
316,9,91
317,11,89
318,11,89
319,11,89
320,11,89
321,9,91
322,9,91
323,8,92
324,11,89
325,11,89
326,11,89
327,11,89
328,11,89
329,11,89
330,12,88
331,11,89
332,9,91
333,7,93
334,8,92
335,10,90
336,9,91
337,10,90
338,12,88
339,14,86
340,14,86
341,13,87
342,11,89
343,8,92
344,8,92
345,8,92
346,9,91
347,7,93
348,8,92
349,8,92
350,11,89
351,10,90
352,8,92
353,8,92
354,8,92
355,7,93
356,7,93
357,6,94
358,6,94
359,8,92
360,8,92
361,6,94
362,6,94
363,7,93
364,6,94
365,7,93
366,7,93
367,8,92
368,7,93
369,8,92
370,7,93
371,7,93
372,6,94
373,6,94
374,6,94
375,6,94
376,7,93
377,9,91
378,10,90
379,9,91
380,10,90
381,10,90
382,7,93
383,7,93
384,8,92
385,7,93
386,7,93
387,8,92
388,9,91
389,10,90
390,11,89
391,13,87
392,13,87
393,13,87
394,12,88
395,11,89
396,13,87
397,12,88
398,11,89
399,10,90
400,9,91
401,10,90
402,11,89
403,9,91
404,10,90
405,8,92
406,9,91
407,11,89
408,12,88
409,12,88
410,12,88
411,11,89
412,11,89
413,12,88
414,12,88
415,14,86
416,12,88
417,14,86
418,11,89
419,10,90
420,7,93
421,7,93
422,7,93
423,6,94
424,6,94
425,5,95
426,5,95
427,6,94
428,8,92
429,7,93
430,8,92
431,6,94
432,7,93
433,8,92
434,8,92
435,7,93
436,12,88
437,12,88
438,13,87
439,13,87
440,15,85
441,15,85
442,15,85
443,14,86
444,17,83
445,15,85
446,16,84
447,16,84
448,16,84
449,16,84
450,16,84
451,17,83
452,18,82
453,17,83
