Time,Susceptible,Infected
0,91,9
1,91,9
2,91,9
3,91,9
4,92,8
5,91,9
6,91,9
7,91,9
8,90,10
9,89,11
10,89,11
11,88,12
12,87,13
13,87,13
14,85,15
15,83,17
16,83,17
17,81,19
18,78,22
19,75,25
20,76,24
21,76,24
22,77,23
23,77,23
24,77,23
25,77,23
26,74,26
27,73,27
28,70,30
29,66,34
30,66,34
31,64,36
32,63,37
33,60,40
34,59,41
35,58,42
36,56,44
37,56,44
38,55,45
39,55,45
40,52,48
41,47,53
42,47,53
43,45,55
44,40,60
45,39,61
46,37,63
47,36,64
48,35,65
49,33,67
50,34,66
51,33,67
52,33,67
53,34,66
54,33,67
55,30,70
56,27,73
57,26,74
58,24,76
59,21,79
60,18,82
61,15,85
62,14,86
63,16,84
64,16,84
65,16,84
66,16,84
67,17,83
68,15,85
69,13,87
70,12,88
71,11,89
72,12,88
73,11,89
74,13,87
75,12,88
76,10,90
77,12,88
78,10,90
79,10,90
80,10,90
81,10,90
82,8,92
83,8,92
84,9,91
85,10,90
86,9,91
87,10,90
88,7,93
89,8,92
90,7,93
91,8,92
92,9,91
93,9,91
94,8,92
95,9,91
96,11,89
97,12,88
98,11,89
99,11,89
100,13,87
101,12,88
102,12,88
103,12,88
104,15,85
105,14,86
106,15,85
107,14,86
108,14,86
109,13,87
110,12,88
111,12,88
112,10,90
113,11,89
114,12,88
115,10,90
116,10,90
117,9,91
118,9,91
119,8,92
120,8,92
121,8,92
122,10,90
123,10,90
124,11,89
125,12,88
126,13,87
127,15,85
128,14,86
129,14,86
130,14,86
131,14,86
132,14,86
133,14,86
134,13,87
135,12,88
136,11,89
137,11,89
138,10,90
139,10,90
140,10,90
141,11,89
142,13,87
143,13,87
144,12,88
145,12,88
146,12,88
147,12,88
148,13,87
149,13,87
150,12,88
151,12,88
152,13,87
153,12,88
154,11,89
155,11,89
156,11,89
157,13,87
158,14,86
159,13,87
160,13,87
161,14,86
162,12,88
163,13,87
164,15,85
165,13,87
166,13,87
167,12,88
168,12,88
169,13,87
170,14,86
171,14,86
172,12,88
173,11,89
174,10,90
