Time,Susceptible,Infected
0,98,2
1,98,2
2,98,2
3,99,1
4,99,1
5,99,1
6,99,1
7,98,2
8,98,2
9,98,2
10,98,2
11,98,2
12,98,2
13,98,2
14,97,3
15,97,3
16,97,3
17,97,3
18,97,3
19,97,3
20,97,3
21,97,3
22,96,4
23,95,5
24,95,5
25,95,5
26,95,5
27,95,5
28,95,5
29,94,6
30,93,7
31,93,7
32,92,8
33,90,10
34,89,11
35,88,12
36,87,13
37,86,14
38,86,14
39,84,16
40,83,17
41,83,17
42,81,19
43,80,20
44,77,23
45,74,26
46,74,26
47,72,28
48,70,30
49,69,31
50,67,33
51,65,35
52,63,37
53,60,40
54,57,43
55,57,43
56,54,46
57,52,48
58,52,48
59,51,49
60,47,53
61,45,55
62,45,55
63,42,58
64,39,61
65,37,63
66,35,65
67,34,66
68,33,67
69,33,67
70,30,70
71,28,72
72,23,77
73,23,77
74,24,76
75,22,78
76,21,79
77,16,84
78,16,84
79,14,86
80,12,88
81,13,87
82,11,89
83,12,88
84,13,87
85,12,88
86,13,87
87,12,88
88,13,87
89,13,87
90,14,86
91,14,86
92,15,85
93,14,86
94,15,85
95,16,84
96,14,86
97,15,85
98,15,85
99,15,85
100,15,85
101,14,86
102,14,86
103,14,86
104,14,86
105,13,87
106,16,84
107,15,85
108,15,85
109,12,88
110,14,86
111,15,85
112,16,84
113,15,85
114,16,84
115,13,87
116,13,87
117,14,86
118,12,88
119,11,89
120,10,90
121,8,92
122,9,91
123,8,92
124,8,92
125,7,93
126,10,90
127,12,88
128,12,88
129,11,89
130,9,91
131,10,90
132,9,91
133,10,90
134,8,92
135,9,91
136,12,88
137,11,89
138,11,89
139,11,89
140,13,87
141,11,89
142,9,91
143,8,92
144,8,92
145,8,92
146,8,92
147,11,89
148,10,90
149,11,89
150,12,88
151,12,88
152,12,88
153,11,89
154,11,89
155,13,87
156,14,86
157,15,85
158,14,86
159,14,86
160,15,85
161,15,85
162,16,84
163,17,83
164,17,83
165,18,82
166,17,83
167,18,82
168,15,85
169,14,86
170,15,85
171,14,86
172,13,87
173,11,89
174,10,90
175,10,90
176,10,90
177,11,89
178,11,89
179,11,89
180,10,90
181,9,91
182,8,92
183,7,93
184,10,90
185,9,91
186,8,92
187,8,92
188,8,92
189,9,91
190,10,90
191,11,89
192,11,89
193,10,90
194,9,91
195,10,90
196,10,90
197,10,90
198,11,89
199,12,88
200,11,89
201,10,90
202,10,90
203,10,90
204,11,89
205,12,88
206,15,85
207,14,86
208,17,83
209,18,82
210,17,83
211,17,83
212,13,87
213,13,87
214,16,84
215,17,83
216,18,82
217,17,83
218,17,83
219,17,83
220,17,83
221,17,83
222,16,84
223,15,85
224,16,84
225,20,80
226,18,82
227,17,83
228,17,83
229,17,83
230,15,85
231,13,87
232,15,85
233,16,84
234,19,81
235,13,87
236,13,87
237,15,85
238,15,85
239,17,83
240,18,82
241,16,84
242,16,84
243,17,83
244,18,82
245,18,82
246,18,82
247,18,82
248,18,82
249,16,84
250,16,84
251,17,83
252,19,81
253,15,85
254,16,84
255,12,88
256,13,87
257,12,88
258,11,89
259,11,89
260,11,89
261,10,90
262,10,90
263,11,89
264,11,89
265,12,88
266,12,88
267,11,89
268,12,88
269,12,88
270,12,88
271,12,88
272,12,88
273,13,87
274,13,87
275,16,84
276,20,80
277,19,81
278,18,82
279,19,81
280,19,81
281,19,81
282,20,80
283,20,80
284,19,81
285,19,81
286,17,83
287,15,85
288,13,87
289,14,86
290,14,86
291,13,87
292,14,86
293,15,85
294,16,84
295,18,82
296,18,82
297,18,82
298,17,83
299,15,85
300,13,87
301,13,87
302,12,88
303,12,88
304,12,88
305,11,89
306,13,87
307,12,88
308,11,89
309,11,89
310,12,88
311,12,88
312,12,88
313,12,88
314,12,88
315,11,89
316,10,90
317,10,90
318,10,90
319,9,91
320,10,90
321,10,90
322,11,89
323,11,89
324,13,87
325,12,88
326,12,88
327,12,88
328,12,88
329,13,87
330,12,88
331,9,91
332,9,91
333,8,92
334,10,90
335,11,89
336,12,88
337,12,88
338,13,87
339,12,88
340,11,89
341,12,88
342,13,87
343,12,88
344,13,87
345,11,89
346,11,89
347,11,89
348,10,90
349,9,91
350,9,91
351,9,91
352,11,89
353,13,87
354,14,86
355,12,88
356,11,89
357,10,90
358,11,89
359,12,88
360,12,88
361,11,89
362,11,89
363,11,89
364,10,90
365,12,88
366,12,88
367,12,88
368,14,86
369,14,86
370,14,86
371,15,85
372,14,86
373,15,85
374,14,86
375,13,87
376,11,89
377,11,89
378,12,88
379,13,87
380,13,87
381,10,90
382,11,89
383,11,89
384,11,89
385,11,89
386,12,88
387,13,87
388,12,88
389,9,91
390,9,91
391,9,91
392,7,93
393,7,93
394,8,92
395,8,92
396,10,90
397,8,92
398,7,93
399,10,90
400,12,88
401,16,84
402,16,84
403,17,83
404,15,85
405,16,84
406,17,83
407,16,84
408,16,84
409,16,84
410,15,85
411,16,84
412,15,85
413,14,86
414,11,89
415,10,90
416,8,92
417,8,92
418,9,91
419,9,91
420,9,91
421,9,91
422,11,89
423,10,90
424,9,91
425,8,92
426,9,91
427,10,90
428,8,92
429,6,94
430,7,93
431,7,93
432,7,93
433,8,92
434,8,92
435,10,90
436,8,92
437,11,89
438,13,87
439,13,87
440,13,87
441,13,87
442,12,88
443,12,88
444,11,89
445,10,90
446,11,89
447,10,90
448,10,90
449,10,90
450,11,89
451,11,89
452,11,89
453,9,91
454,8,92
455,9,91
456,9,91
457,9,91
458,8,92
459,10,90
460,11,89
461,9,91
462,10,90
463,12,88
464,11,89
465,7,93
466,9,91
467,7,93
468,5,95
469,6,94
470,6,94
471,6,94
472,6,94
473,7,93
474,7,93
475,7,93
476,8,92
477,8,92
478,8,92
479,8,92
480,8,92
481,9,91
482,10,90
483,9,91
484,9,91
485,9,91
486,9,91
487,11,89
488,11,89
489,12,88
490,12,88
491,13,87
492,11,89
493,12,88
494,17,83
495,17,83
496,12,88
497,11,89
498,9,91
499,10,90
500,9,91
501,11,89
502,12,88
503,10,90
504,9,91
505,8,92
506,10,90
507,10,90
508,12,88
509,9,91
510,9,91
511,9,91
512,9,91
513,9,91
514,7,93
515,7,93
516,6,94
517,6,94
518,8,92
519,6,94
520,6,94
521,7,93
522,7,93
523,7,93
524,7,93
525,7,93
526,7,93
527,7,93
528,7,93
529,8,92
530,10,90
531,9,91
532,8,92
533,11,89
534,10,90
535,12,88
536,13,87
537,12,88
538,9,91
539,7,93
540,9,91
541,6,94
542,6,94
543,8,92
544,8,92
545,8,92
546,5,95
547,6,94
548,6,94
549,7,93
550,7,93
551,8,92
552,5,95
553,5,95
554,5,95
555,6,94
556,5,95
557,6,94
558,8,92
559,7,93
560,7,93
561,8,92
562,10,90
563,11,89
564,9,91
565,10,90
566,9,91
567,9,91
568,8,92
569,7,93
570,7,93
571,8,92
572,9,91
573,9,91
574,7,93
575,7,93
576,7,93
577,8,92
578,5,95
579,6,94
580,6,94
581,8,92
582,9,91
583,10,90
584,11,89
585,12,88
586,12,88
587,11,89
588,10,90
589,10,90
590,10,90
591,9,91
592,9,91
593,9,91
594,9,91
595,7,93
596,8,92
597,8,92
598,6,94
599,6,94
600,8,92
601,9,91
602,10,90
603,9,91
604,9,91
605,7,93
606,6,94
607,7,93
608,9,91
609,8,92
610,8,92
611,10,90
612,11,89
613,9,91
614,10,90
615,8,92
616,9,91
617,8,92
618,9,91
619,8,92
620,10,90
621,10,90
622,9,91
623,9,91
624,6,94
625,6,94
626,8,92
627,10,90
628,12,88
629,13,87
630,14,86
631,13,87
632,14,86
633,13,87
634,13,87
635,14,86
636,14,86
637,15,85
638,16,84
639,15,85
640,17,83
641,19,81
642,20,80
643,21,79
644,20,80
645,16,84
646,15,85
647,15,85
648,16,84
649,15,85
650,16,84
651,17,83
652,17,83
653,15,85
654,17,83
655,16,84
656,17,83
657,18,82
658,17,83
659,16,84
660,14,86
661,12,88
662,12,88
663,11,89
664,8,92
665,8,92
666,8,92
667,7,93
668,9,91
669,8,92
670,7,93
671,6,94
672,7,93
