Radius,Mean EDP
0.1,1.2184374999999998
0.11,1.2184374999999998
0.12,1.2184374999999998
0.13,1.2184374999999998
0.14,1.2184374999999998
0.15,1.2184374999999998
0.16,1.2184374999999998
0.17,1.2184374999999998
0.18,1.2184374999999998
0.19,1.2184374999999998
0.2,1.2184374999999998
0.21,1.2184374999999998
0.22,1.2184374999999998
0.23,1.2184374999999998
0.24,1.2184374999999998
0.25,1.2184374999999998
0.1,1.2184374999999998
0.26,1.2184374999999998
