# Radius,Expected Disease Prevalence (%),Standard Error
0.0,0.9520000000000001,0.006763258100131919
0.05,0.96,0.00619986671219632
0.1,1.0659999999999998,0.013850491546548086
0.15,1.192,0.01831588058491865
0.2,1.287,0.023090350641794072
0.25,1.4749999999999999,0.029158634980550786
0.3,1.68,0.038302455703257465
0.35,1.77,0.03995854051388764
0.4,2.125,0.052212050219274095
