time,state2Mean,state2lower,state2upper
0,10,10,10
0.005,10.16,9.65562,10.6644
0.01,10.5,9.63397,11.366
0.015,10.66,9.6283,11.6917
0.02,10.87,9.60782,12.1322
0.025,11.13,9.67635,12.5837
0.03,11.31,9.71818,12.9018
0.035,11.65,9.79865,13.5014
0.04,11.81,9.87767,13.7423
0.045,12.17,10.0769,14.2631
0.05,12.44,10.2522,14.6278
0.055,12.67,10.2907,15.0493
0.06,13.08,10.6115,15.5485
0.065,13.39,10.7598,16.0202
0.07,13.53,10.8901,16.1699
0.075,13.89,11.1011,16.6789
0.08,14.11,11.2997,16.9203
0.085,14.5,11.6104,17.3896
0.09,14.87,11.7215,18.0185
0.095,15.19,11.9598,18.4202
0.1,15.52,12.1068,18.9332
0.105,15.86,12.3216,19.3984
0.11,16.28,12.5168,20.0432
0.115,16.73,12.8885,20.5715
0.12,17.29,13.3624,21.2176
0.125,17.57,13.4828,21.6572
0.13,17.95,13.6994,22.2006
0.135,18.41,13.9466,22.8734
0.14,18.8,14.2087,23.3913
0.145,19.21,14.3206,24.0994
0.15,19.53,14.4893,24.5707
0.155,19.93,14.7895,25.0705
0.16,20.42,15.0364,25.8036
0.165,20.87,15.2332,26.5068
0.17,21.24,15.3237,27.1563
0.175,21.53,15.4531,27.6069
0.18,22.04,15.9541,28.1259
0.185,22.45,16.2204,28.6796
0.19,22.81,16.3498,29.2702
0.195,23.42,16.7414,30.0986
0.2,23.9,17.0334,30.7666
0.205,24.51,17.4326,31.5874
0.21,24.87,17.6594,32.0806
0.215,25.41,18.1023,32.7177
0.22,25.78,18.2812,33.2788
0.225,26.26,18.6552,33.8648
0.23,26.71,19.0742,34.3458
0.235,27.14,19.4601,34.8199
0.24,27.66,19.7895,35.5305
0.245,28.18,20.1508,36.2092
0.25,28.81,20.6777,36.9423
0.255,29.18,20.9442,37.4158
0.26,29.71,21.3502,38.0698
0.265,30.18,21.7427,38.6173
0.27,30.64,22.2026,39.0774
0.275,31.26,22.6558,39.8642
0.28,31.82,23.0321,40.6079
0.285,32.3,23.3876,41.2124
0.29,32.9,23.8629,41.9371
0.295,33.37,24.304,42.436
0.3,34,25.0334,42.9666
0.305,34.43,25.5753,43.2847
0.31,34.78,25.9272,43.6328
0.315,35.2,26.2178,44.1822
0.32,35.83,26.85,44.81
0.325,36.41,27.3844,45.4356
0.33,36.97,27.7869,46.1531
0.335,37.41,28.2153,46.6047
0.34,37.84,28.5699,47.1101
0.345,38.28,29.002,47.558
0.35,38.83,29.5348,48.1252
0.355,39.39,30.0638,48.7162
0.36,39.92,30.6349,49.2051
0.365,40.52,31.094,49.946
0.37,40.98,31.6003,50.3597
0.375,41.52,31.8831,51.1569
0.38,42.07,32.3486,51.7914
0.385,42.56,32.8077,52.3123
0.39,43.12,33.3698,52.8702
0.395,43.62,33.8888,53.3512
0.4,44.06,34.3494,53.7706
0.405,44.47,34.6258,54.3142
0.41,44.92,34.9253,54.9147
0.415,45.45,35.4696,55.4304
0.42,45.85,35.8107,55.8893
0.425,46.36,36.4176,56.3024
0.43,46.86,37.005,56.715
0.435,47.36,37.3136,57.4064
0.44,47.7,37.7939,57.6061
0.445,48.11,38.3541,57.8659
0.45,48.54,38.9011,58.1789
0.455,48.98,39.2589,58.7011
0.46,49.45,39.6782,59.2218
0.465,49.86,40.1193,59.6007
0.47,50.38,40.7262,60.0338
0.475,50.59,41.0421,60.1379
0.48,50.94,41.4618,60.4182
0.485,51.29,41.7555,60.8245
0.49,51.65,42.1849,61.1151
0.495,52.06,42.7232,61.3968
0.5,52.3,42.986,61.614
0.505,52.71,43.5129,61.9071
0.51,52.95,43.9008,61.9992
0.515,53.15,44.2176,62.0824
0.52,53.44,44.6362,62.2438
0.525,53.62,44.7557,62.4843
0.53,54.03,45.25,62.81
0.535,54.28,45.6358,62.9242
0.54,54.56,45.7756,63.3444
0.545,54.91,46.1692,63.6508
0.55,55.14,46.6089,63.6711
0.555,55.51,47.088,63.932
0.56,55.63,47.3794,63.8806
0.565,55.88,47.763,63.997
0.57,56.16,48.1429,64.1771
0.575,56.2,48.1638,64.2362
0.58,56.4,48.5108,64.2892
0.585,56.66,48.8905,64.4295
0.59,56.82,49.1202,64.5198
0.595,57.13,49.3987,64.8613
0.6,57.34,49.6573,65.0227
0.605,57.4,49.898,64.902
0.61,57.45,49.8772,65.0228
0.615,57.65,50.0627,65.2373
0.62,57.9,50.4643,65.3357
0.625,58,50.6027,65.3973
0.63,58.24,51.001,65.479
0.635,58.43,51.2784,65.5816
0.64,58.55,51.4798,65.6202
0.645,58.53,51.5322,65.5278
0.65,58.52,51.5265,65.5135
0.655,58.56,51.6559,65.4641
0.66,58.62,51.8928,65.3472
0.665,58.68,52.0093,65.3507
0.67,58.76,52.3116,65.2084
0.675,58.84,52.3581,65.3219
0.68,58.93,52.363,65.497
0.685,58.88,52.3039,65.4561
0.69,58.89,52.3786,65.4014
0.695,58.85,52.3134,65.3866
0.7,58.79,52.2504,65.3296
0.705,58.81,52.2196,65.4004
0.71,58.9,52.4262,65.3738
0.715,58.78,52.2324,65.3276
0.72,58.75,52.3151,65.1849
0.725,58.83,52.3724,65.2876
0.73,58.88,52.5851,65.1749
0.735,58.97,52.8816,65.0584
0.74,58.9,52.8992,64.9008
0.745,58.82,52.735,64.905
0.75,58.71,52.6021,64.8179
0.755,58.6,52.4129,64.7871
0.76,58.51,52.3432,64.6768
0.765,58.52,52.4282,64.6118
0.77,58.47,52.4709,64.4691
0.775,58.35,52.1915,64.5085
0.78,58.31,52.208,64.412
0.785,58.23,52.1294,64.3306
0.79,58.19,52.2812,64.0988
0.795,58.14,52.2188,64.0612
0.8,58.11,52.2741,63.9459
0.805,58.03,52.1983,63.8617
0.81,57.93,52.2147,63.6453
0.815,57.88,52.1176,63.6424
0.82,57.79,52.1486,63.4314
0.825,57.73,52.0452,63.4148
0.83,57.59,51.9684,63.2116
0.835,57.58,51.8771,63.2829
0.84,57.5,51.7598,63.2402
0.845,57.37,51.8498,62.8902
0.85,57.04,51.5283,62.5517
0.855,56.93,51.4505,62.4095
0.86,56.85,51.4734,62.2266
0.865,56.7,51.4265,61.9735
0.87,56.53,51.2433,61.8167
0.875,56.53,51.3272,61.7328
