Time,Susceptible,Infected,Recovered
0,9999,1,0
1,9997,3,0
2,9996,4,0
3,9995,5,0
4,9988,12,0
5,9977,23,0
6,9962,35,3
7,9928,67,5
8,9890,98,12
9,9801,182,17
10,9652,317,31
11,9407,547,46
12,9019,906,75
13,8398,1489,113
14,7441,2388,171
15,6075,3647,278
16,4328,5179,493
17,2526,6690,784
18,1096,7803,1101
19,321,8203,1476
20,75,8006,1919
21,21,7658,2321
22,5,7286,2709
23,1,6954,3045
24,1,6622,3377
25,1,6306,3693
26,0,5974,4026
27,0,5645,4355
28,0,5384,4616
29,0,5112,4888
30,0,4826,5174
31,0,4611,5389
32,0,4400,5600
33,0,4179,5821
34,0,3961,6039
35,0,3744,6256
36,0,3553,6447
37,0,3379,6621
38,0,3228,6772
39,0,3085,6915
40,0,2928,7072
41,0,2780,7220
42,0,2647,7353
43,0,2520,7480
44,0,2391,7609
45,0,2273,7727
46,0,2155,7845
47,0,2061,7939
48,0,1964,8036
49,0,1876,8124
50,0,1775,8225
51,0,1702,8298
52,0,1607,8393
53,0,1529,8471
54,0,1453,8547
55,0,1365,8635
56,0,1274,8726
57,0,1208,8792
58,0,1140,8860
59,0,1086,8914
60,0,1040,8960
61,0,987,9013
62,0,948,9052
63,0,897,9103
64,0,851,9149
65,0,813,9187
66,0,766,9234
67,0,731,9269
68,0,699,9301
69,0,667,9333
70,0,620,9380
71,0,596,9404
72,0,573,9427
73,0,550,9450
74,0,528,9472
75,0,495,9505
76,0,479,9521
77,0,456,9544
78,0,434,9566
79,0,418,9582
80,0,394,9606
81,0,372,9628
82,0,361,9639
83,0,350,9650
84,0,337,9663
85,0,317,9683
86,0,293,9707
87,0,281,9719
88,0,262,9738
89,0,252,9748
90,0,236,9764
91,0,222,9778
92,0,210,9790
93,0,200,9800
94,0,194,9806
95,0,180,9820
96,0,169,9831
97,0,161,9839
98,0,149,9851
99,0,143,9857
100,0,136,9864
101,0,131,9869
102,0,125,9875
103,0,118,9882
104,0,114,9886
105,0,110,9890
106,0,107,9893
107,0,107,9893
108,0,101,9899
109,0,96,9904
110,0,91,9909
111,0,84,9916
112,0,80,9920
113,0,75,9925
114,0,66,9934
115,0,65,9935
116,0,58,9942
117,0,55,9945
118,0,54,9946
119,0,53,9947
120,0,51,9949
121,0,51,9949
122,0,47,9953
123,0,43,9957
124,0,42,9958
125,0,38,9962
126,0,36,9964
127,0,29,9971
128,0,27,9973
129,0,26,9974
130,0,26,9974
131,0,26,9974
132,0,24,9976
133,0,22,9978
134,0,21,9979
135,0,20,9980
136,0,19,9981
137,0,19,9981
138,0,19,9981
139,0,18,9982
140,0,18,9982
141,0,16,9984
142,0,15,9985
143,0,15,9985
144,0,14,9986
145,0,14,9986
146,0,14,9986
147,0,12,9988
148,0,10,9990
149,0,8,9992
150,0,8,9992
151,0,8,9992
152,0,8,9992
153,0,8,9992
154,0,8,9992
155,0,8,9992
156,0,8,9992
157,0,7,9993
158,0,6,9994
159,0,6,9994
160,0,6,9994
161,0,5,9995
162,0,5,9995
163,0,5,9995
164,0,5,9995
165,0,4,9996
166,0,4,9996
167,0,4,9996
168,0,4,9996
169,0,4,9996
170,0,4,9996
171,0,3,9997
172,0,3,9997
173,0,3,9997
174,0,3,9997
175,0,3,9997
176,0,3,9997
177,0,3,9997
178,0,3,9997
179,0,3,9997
180,0,3,9997
181,0,2,9998
182,0,2,9998
183,0,2,9998
184,0,2,9998
185,0,1,9999
186,0,1,9999
187,0,1,9999
188,0,1,9999
189,0,1,9999
190,0,1,9999
191,0,1,9999
192,0,0,10000
193,0,0,10000
194,0,0,10000
195,0,0,10000
196,0,0,10000
197,0,0,10000
198,0,0,10000
199,0,0,10000
