Time,Susceptible,Infected
0,90,10
0.005,90,10
0.01,90,10
0.015,90,10
0.02,90,10
0.025,90,10
0.03,90,10
0.035,90,10
0.04,90,10
0.045,90,10
0.05,90,10
0.055,90,10
0.06,90,10
0.065,89,11
0.07,88,12
0.075,89,11
0.08,89,11
0.085,89,11
0.09,89,11
0.095,90,10
0.1,90,10
0.105,90,10
0.11,90,10
0.115,90,10
0.12,89,11
0.125,89,11
0.13,89,11
0.135,89,11
0.14,89,11
0.145,89,11
0.15,88,12
0.155,88,12
0.16,88,12
0.165,88,12
0.17,88,12
0.175,87,13
0.18,87,13
0.185,87,13
0.19,87,13
0.195,87,13
0.2,88,12
0.205,88,12
0.21,88,12
0.215,88,12
0.22,88,12
0.225,88,12
0.23,88,12
0.235,87,13
0.24,87,13
0.245,87,13
0.25,88,12
0.255,88,12
0.26,88,12
0.265,88,12
0.27,88,12
0.275,89,11
0.28,88,12
0.285,88,12
0.29,88,12
0.295,88,12
0.3,88,12
0.305,88,12
0.31,88,12
0.315,88,12
0.32,88,12
0.325,88,12
0.33,87,13
0.335,88,12
0.34,88,12
0.345,90,10
0.35,89,11
0.355,88,12
0.36,88,12
0.365,89,11
0.37,88,12
0.375,88,12
0.38,88,12
0.385,88,12
0.39,88,12
0.395,89,11
0.4,89,11
0.405,89,11
0.41,89,11
0.415,89,11
0.42,89,11
0.425,89,11
0.43,88,12
0.435,88,12
0.44,88,12
0.445,87,13
0.45,87,13
0.455,87,13
0.46,87,13
0.465,88,12
0.47,88,12
0.475,88,12
0.48,88,12
0.485,88,12
0.49,88,12
0.495,88,12
0.5,87,13
0.505,87,13
0.51,87,13
0.515,87,13
0.52,87,13
0.525,87,13
0.53,87,13
0.535,87,13
0.54,86,14
0.545,86,14
0.55,85,15
0.555,85,15
0.56,85,15
0.565,85,15
0.57,85,15
0.575,84,16
0.58,84,16
0.585,84,16
0.59,84,16
0.595,84,16
0.6,85,15
0.605,85,15
0.61,85,15
0.615,84,16
0.62,84,16
0.625,84,16
0.63,84,16
0.635,84,16
0.64,83,17
0.645,83,17
0.65,83,17
0.655,82,18
0.66,82,18
0.665,83,17
0.67,83,17
0.675,83,17
0.68,84,16
0.685,84,16
0.69,84,16
0.695,84,16
0.7,84,16
0.705,82,18
0.71,82,18
0.715,82,18
0.72,82,18
0.725,82,18
0.73,81,19
0.735,80,20
0.74,80,20
0.745,79,21
0.75,77,23
0.755,77,23
0.76,77,23
0.765,77,23
0.77,77,23
0.775,77,23
0.78,77,23
0.785,77,23
0.79,77,23
0.795,76,24
0.8,76,24
0.805,76,24
0.81,75,25
0.815,74,26
0.82,73,27
0.825,73,27
0.83,72,28
0.835,72,28
0.84,72,28
0.845,72,28
0.85,71,29
0.855,70,30
0.86,71,29
0.865,71,29
0.87,71,29
0.875,71,29
0.88,71,29
0.885,70,30
0.89,70,30
0.895,69,31
0.9,68,32
0.905,68,32
0.91,67,33
0.915,67,33
0.92,67,33
0.925,65,35
0.93,65,35
0.935,65,35
0.94,65,35
0.945,65,35
0.95,64,36
0.955,64,36
0.96,64,36
0.965,64,36
0.97,64,36
0.975,65,35
0.98,66,34
0.985,67,33
0.99,65,35
0.995,65,35
1,65,35
1.005,65,35
1.01,65,35
1.015,63,37
1.02,64,36
1.025,64,36
1.03,64,36
1.035,64,36
1.04,63,37
1.045,63,37
1.05,62,38
1.055,62,38
1.06,62,38
1.065,61,39
1.07,60,40
1.075,59,41
1.08,59,41
1.085,59,41
1.09,60,40
1.095,59,41
1.1,59,41
1.105,58,42
1.11,58,42
1.115,59,41
1.12,58,42
1.125,58,42
1.13,58,42
1.135,58,42
1.14,58,42
1.145,58,42
1.15,58,42
1.155,58,42
1.16,58,42
1.165,57,43
1.17,57,43
1.175,56,44
1.18,56,44
1.185,56,44
1.19,56,44
1.195,56,44
1.2,56,44
1.205,56,44
1.21,56,44
1.215,55,45
1.22,55,45
1.225,55,45
1.23,54,46
1.235,54,46
1.24,55,45
1.245,55,45
1.25,55,45
1.255,54,46
1.26,55,45
1.265,56,44
1.27,54,46
1.275,55,45
1.28,56,44
1.285,55,45
1.29,54,46
1.295,54,46
1.3,53,47
1.305,53,47
1.31,53,47
1.315,53,47
1.32,53,47
1.325,52,48
1.33,52,48
1.335,52,48
1.34,52,48
1.345,52,48
1.35,54,46
1.355,53,47
1.36,53,47
1.365,53,47
1.37,54,46
1.375,55,45
1.38,55,45
1.385,55,45
1.39,55,45
1.395,54,46
1.4,52,48
1.405,52,48
1.41,52,48
1.415,52,48
1.42,52,48
1.425,52,48
1.43,52,48
1.435,52,48
1.44,51,49
1.445,51,49
1.45,52,48
1.455,51,49
1.46,51,49
1.465,50,50
1.47,50,50
1.475,50,50
1.48,50,50
1.485,50,50
1.49,50,50
1.495,50,50
1.5,51,49
1.505,51,49
1.51,50,50
1.515,50,50
1.52,50,50
1.525,50,50
1.53,52,48
1.535,52,48
1.54,51,49
1.545,52,48
1.55,51,49
1.555,49,51
1.56,49,51
1.565,49,51
1.57,49,51
1.575,49,51
1.58,51,49
1.585,50,50
1.59,50,50
1.595,50,50
1.6,50,50
1.605,50,50
1.61,50,50
1.615,49,51
1.62,49,51
1.625,49,51
1.63,51,49
1.635,51,49
1.64,51,49
1.645,51,49
1.65,51,49
1.655,50,50
1.66,50,50
1.665,50,50
1.67,50,50
1.675,50,50
1.68,50,50
1.685,49,51
1.69,49,51
1.695,48,52
1.7,48,52
1.705,48,52
1.71,49,51
1.715,49,51
1.72,48,52
1.725,48,52
1.73,48,52
1.735,48,52
1.74,48,52
1.745,47,53
1.75,47,53
1.755,48,52
1.76,48,52
1.765,49,51
1.77,49,51
1.775,50,50
1.78,50,50
1.785,49,51
1.79,50,50
1.795,49,51
1.8,48,52
1.805,48,52
1.81,50,50
1.815,50,50
1.82,50,50
1.825,49,51
1.83,49,51
1.835,49,51
1.84,48,52
1.845,47,53
1.85,46,54
1.855,45,55
1.86,46,54
1.865,46,54
1.87,44,56
1.875,43,57
1.88,43,57
1.885,41,59
1.89,41,59
1.895,40,60
1.9,40,60
1.905,41,59
1.91,42,58
1.915,42,58
1.92,42,58
1.925,40,60
1.93,40,60
1.935,39,61
1.94,38,62
1.945,38,62
1.95,38,62
1.955,38,62
1.96,37,63
1.965,37,63
1.97,36,64
1.975,36,64
1.98,36,64
1.985,36,64
1.99,36,64
1.995,36,64
2,36,64
2.005,36,64
2.01,37,63
2.015,36,64
2.02,36,64
2.025,36,64
2.03,36,64
2.035,37,63
2.04,37,63
2.045,38,62
2.05,38,62
2.055,38,62
2.06,38,62
2.065,38,62
2.07,37,63
2.075,36,64
2.08,36,64
2.085,36,64
2.09,37,63
2.095,36,64
2.1,36,64
2.105,35,65
2.11,34,66
2.115,34,66
2.12,34,66
2.125,34,66
2.13,34,66
2.135,35,65
2.14,35,65
2.145,35,65
2.15,35,65
2.155,34,66
2.16,34,66
2.165,34,66
2.17,34,66
2.175,32,68
2.18,33,67
2.185,33,67
2.19,32,68
2.195,32,68
2.2,32,68
2.205,33,67
2.21,31,69
2.215,32,68
2.22,32,68
2.225,32,68
2.23,32,68
2.235,32,68
2.24,32,68
2.245,32,68
2.25,32,68
2.255,31,69
2.26,30,70
2.265,30,70
2.27,30,70
2.275,30,70
2.28,29,71
2.285,29,71
2.29,29,71
2.295,29,71
2.3,28,72
2.305,27,73
2.31,25,75
2.315,24,76
2.32,24,76
2.325,23,77
2.33,23,77
2.335,23,77
2.34,24,76
2.345,24,76
2.35,26,74
2.355,27,73
2.36,26,74
2.365,24,76
2.37,25,75
2.375,24,76
2.38,25,75
2.385,25,75
2.39,24,76
2.395,24,76
2.4,25,75
2.405,25,75
2.41,26,74
2.415,25,75
2.42,25,75
2.425,25,75
2.43,25,75
2.435,26,74
2.44,25,75
2.445,25,75
2.45,25,75
2.455,25,75
2.46,26,74
2.465,27,73
2.47,27,73
2.475,27,73
2.48,27,73
2.485,27,73
2.49,28,72
2.495,28,72
2.5,29,71
2.505,28,72
2.51,28,72
2.515,28,72
2.52,28,72
2.525,28,72
2.53,28,72
2.535,27,73
2.54,27,73
2.545,27,73
2.55,26,74
2.555,26,74
2.56,29,71
2.565,29,71
2.57,28,72
2.575,28,72
2.58,29,71
2.585,30,70
2.59,29,71
2.595,29,71
2.6,29,71
2.605,31,69
2.61,32,68
2.615,31,69
2.62,31,69
2.625,30,70
2.63,31,69
2.635,31,69
2.64,31,69
2.645,31,69
2.65,31,69
2.655,31,69
2.66,31,69
2.665,30,70
2.67,30,70
2.675,30,70
2.68,30,70
2.685,31,69
2.69,31,69
2.695,31,69
2.7,31,69
2.705,31,69
2.71,31,69
2.715,32,68
2.72,31,69
2.725,31,69
2.73,33,67
2.735,33,67
2.74,32,68
2.745,32,68
2.75,32,68
2.755,32,68
2.76,30,70
2.765,30,70
2.77,30,70
2.775,30,70
2.78,30,70
2.785,31,69
2.79,31,69
2.795,31,69
2.8,31,69
2.805,31,69
2.81,31,69
2.815,30,70
2.82,30,70
2.825,29,71
2.83,29,71
2.835,29,71
2.84,29,71
2.845,29,71
2.85,30,70
2.855,30,70
2.86,30,70
2.865,30,70
2.87,30,70
2.875,30,70
2.88,30,70
2.885,30,70
2.89,30,70
2.895,30,70
2.9,30,70
2.905,30,70
2.91,29,71
2.915,30,70
2.92,31,69
2.925,32,68
2.93,31,69
2.935,32,68
2.94,32,68
2.945,32,68
2.95,31,69
2.955,31,69
2.96,32,68
2.965,32,68
2.97,33,67
2.975,33,67
2.98,33,67
2.985,32,68
2.99,32,68
2.995,32,68
3,32,68
3.005,33,67
3.01,33,67
3.015,33,67
3.02,33,67
3.025,33,67
3.03,33,67
3.035,34,66
3.04,35,65
3.045,36,64
3.05,36,64
3.055,36,64
3.06,35,65
3.065,36,64
3.07,36,64
3.075,36,64
3.08,36,64
3.085,36,64
3.09,36,64
3.095,35,65
3.1,35,65
3.105,35,65
3.11,35,65
3.115,37,63
3.12,37,63
3.125,37,63
3.13,36,64
3.135,36,64
3.14,36,64
3.145,37,63
3.15,37,63
3.155,37,63
3.16,35,65
3.165,35,65
3.17,34,66
3.175,33,67
3.18,35,65
3.185,36,64
3.19,36,64
3.195,36,64
3.2,36,64
3.205,36,64
3.21,36,64
3.215,37,63
3.22,39,61
3.225,39,61
3.23,39,61
3.235,39,61
3.24,38,62
3.245,37,63
3.25,36,64
3.255,36,64
3.26,37,63
3.265,37,63
3.27,36,64
3.275,37,63
3.28,38,62
3.285,38,62
3.29,38,62
3.295,38,62
3.3,39,61
3.305,37,63
3.31,37,63
3.315,39,61
3.32,39,61
3.325,39,61
3.33,39,61
3.335,39,61
3.34,39,61
3.345,38,62
3.35,37,63
3.355,37,63
3.36,36,64
3.365,35,65
3.37,35,65
3.375,34,66
3.38,33,67
3.385,32,68
3.39,32,68
3.395,31,69
3.4,31,69
3.405,30,70
3.41,30,70
3.415,30,70
3.42,29,71
3.425,28,72
3.43,28,72
3.435,28,72
3.44,27,73
3.445,27,73
3.45,27,73
3.455,27,73
3.46,27,73
3.465,26,74
3.47,26,74
3.475,26,74
3.48,26,74
3.485,26,74
3.49,26,74
3.495,27,73
3.5,28,72
3.505,28,72
3.51,27,73
3.515,27,73
3.52,27,73
3.525,28,72
3.53,28,72
3.535,30,70
3.54,30,70
3.545,31,69
3.55,30,70
3.555,31,69
3.56,32,68
3.565,33,67
3.57,33,67
3.575,33,67
3.58,35,65
3.585,35,65
3.59,35,65
3.595,35,65
3.6,35,65
3.605,35,65
3.61,34,66
3.615,34,66
3.62,33,67
3.625,32,68
3.63,32,68
3.635,33,67
3.64,33,67
3.645,33,67
3.65,33,67
3.655,33,67
3.66,33,67
3.665,31,69
3.67,31,69
3.675,31,69
3.68,29,71
3.685,29,71
3.69,28,72
3.695,29,71
3.7,31,69
3.705,31,69
3.71,32,68
3.715,32,68
3.72,31,69
3.725,31,69
3.73,31,69
3.735,31,69
3.74,31,69
3.745,31,69
3.75,31,69
3.755,30,70
3.76,31,69
3.765,31,69
3.77,31,69
3.775,31,69
3.78,31,69
3.785,30,70
3.79,30,70
3.795,29,71
3.8,28,72
3.805,28,72
3.81,26,74
3.815,28,72
3.82,28,72
3.825,27,73
3.83,29,71
3.835,29,71
3.84,30,70
3.845,31,69
3.85,31,69
3.855,30,70
3.86,30,70
3.865,30,70
3.87,31,69
3.875,30,70
3.88,30,70
3.885,30,70
3.89,31,69
3.895,30,70
3.9,30,70
3.905,29,71
3.91,29,71
3.915,28,72
3.92,29,71
3.925,29,71
3.93,29,71
3.935,30,70
3.94,32,68
3.945,31,69
3.95,31,69
3.955,32,68
3.96,32,68
3.965,32,68
3.97,31,69
3.975,30,70
3.98,31,69
3.985,32,68
3.99,33,67
3.995,33,67
4,34,66
4.005,35,65
4.01,35,65
4.015,35,65
4.02,35,65
4.025,36,64
4.03,36,64
4.035,36,64
4.04,36,64
4.045,35,65
4.05,35,65
4.055,35,65
4.06,35,65
4.065,33,67
4.07,32,68
4.075,32,68
4.08,31,69
4.085,30,70
4.09,30,70
4.095,29,71
4.1,29,71
4.105,30,70
4.11,30,70
4.115,32,68
4.12,32,68
4.125,32,68
4.13,31,69
4.135,31,69
4.14,32,68
4.145,32,68
4.15,33,67
4.155,34,66
4.16,34,66
4.165,34,66
4.17,34,66
4.175,34,66
4.18,33,67
4.185,32,68
4.19,33,67
4.195,34,66
4.2,34,66
4.205,34,66
4.21,34,66
4.215,35,65
4.22,33,67
4.225,33,67
4.23,33,67
4.235,33,67
4.24,34,66
4.245,34,66
4.25,34,66
4.255,33,67
4.26,33,67
4.265,34,66
4.27,33,67
4.275,33,67
4.28,32,68
4.285,30,70
4.29,31,69
4.295,31,69
4.3,31,69
4.305,30,70
4.31,32,68
4.315,32,68
4.32,32,68
4.325,33,67
4.33,33,67
4.335,32,68
4.34,32,68
4.345,32,68
4.35,33,67
4.355,33,67
4.36,33,67
4.365,34,66
4.37,34,66
4.375,33,67
4.38,33,67
4.385,33,67
4.39,33,67
4.395,32,68
4.4,32,68
4.405,31,69
4.41,31,69
4.415,32,68
4.42,31,69
4.425,31,69
4.43,31,69
4.435,32,68
4.44,32,68
4.445,32,68
4.45,32,68
4.455,32,68
4.46,33,67
4.465,32,68
4.47,33,67
4.475,32,68
4.48,32,68
4.485,33,67
4.49,33,67
4.495,33,67
4.5,33,67
4.505,33,67
4.51,34,66
4.515,35,65
4.52,34,66
4.525,35,65
4.53,37,63
4.535,37,63
4.54,37,63
4.545,37,63
4.55,38,62
4.555,38,62
4.56,39,61
4.565,39,61
4.57,38,62
4.575,37,63
4.58,37,63
4.585,37,63
4.59,36,64
4.595,35,65
4.6,34,66
4.605,34,66
4.61,34,66
4.615,34,66
4.62,34,66
4.625,34,66
4.63,34,66
4.635,33,67
4.64,33,67
4.645,33,67
4.65,33,67
4.655,33,67
4.66,32,68
4.665,32,68
4.67,31,69
4.675,32,68
4.68,32,68
4.685,32,68
4.69,33,67
4.695,33,67
4.7,34,66
4.705,35,65
4.71,35,65
4.715,35,65
4.72,35,65
4.725,35,65
4.73,34,66
4.735,34,66
4.74,36,64
4.745,36,64
4.75,35,65
4.755,33,67
4.76,33,67
4.765,34,66
4.77,33,67
4.775,33,67
4.78,32,68
4.785,30,70
4.79,31,69
4.795,31,69
4.8,31,69
4.805,31,69
4.81,30,70
4.815,30,70
4.82,29,71
4.825,29,71
4.83,29,71
4.835,29,71
4.84,28,72
4.845,28,72
4.85,28,72
4.855,28,72
4.86,28,72
4.865,28,72
4.87,28,72
4.875,29,71
4.88,28,72
4.885,28,72
4.89,29,71
4.895,29,71
4.9,30,70
4.905,30,70
4.91,29,71
4.915,28,72
4.92,28,72
4.925,28,72
4.93,28,72
4.935,27,73
4.94,26,74
4.945,26,74
4.95,26,74
4.955,26,74
4.96,27,73
4.965,27,73
4.97,26,74
4.975,26,74
4.98,26,74
4.985,26,74
4.99,26,74
4.995,26,74
5,26,74
5.005,26,74
5.01,26,74
5.015,26,74
5.02,26,74
5.025,26,74
5.03,26,74
5.035,26,74
5.04,26,74
5.045,24,76
5.05,24,76
5.055,24,76
5.06,24,76
5.065,24,76
5.07,24,76
5.075,25,75
5.08,27,73
5.085,26,74
5.09,25,75
5.095,25,75
5.1,25,75
5.105,25,75
5.11,25,75
5.115,25,75
5.12,25,75
5.125,25,75
5.13,25,75
5.135,26,74
5.14,25,75
5.145,25,75
5.15,25,75
5.155,25,75
5.16,25,75
5.165,25,75
5.17,25,75
5.175,25,75
5.18,27,73
5.185,26,74
5.19,26,74
5.195,26,74
5.2,26,74
5.205,27,73
5.21,27,73
5.215,27,73
5.22,27,73
5.225,27,73
5.23,27,73
5.235,27,73
5.24,28,72
5.245,28,72
5.25,28,72
5.255,30,70
5.26,30,70
5.265,29,71
5.27,29,71
5.275,29,71
5.28,30,70
5.285,30,70
5.29,31,69
5.295,32,68
5.3,32,68
5.305,32,68
5.31,31,69
5.315,33,67
5.32,33,67
5.325,33,67
5.33,34,66
5.335,34,66
5.34,35,65
5.345,36,64
5.35,36,64
5.355,35,65
5.36,35,65
5.365,35,65
5.37,36,64
5.375,36,64
5.38,36,64
5.385,36,64
5.39,36,64
5.395,37,63
5.4,37,63
5.405,37,63
5.41,37,63
5.415,37,63
5.42,36,64
5.425,36,64
5.43,35,65
5.435,35,65
5.44,35,65
5.445,36,64
5.45,35,65
5.455,34,66
5.46,34,66
5.465,33,67
5.47,33,67
5.475,31,69
5.48,32,68
5.485,32,68
5.49,32,68
5.495,33,67
5.5,34,66
5.505,34,66
5.51,35,65
5.515,35,65
5.52,34,66
5.525,35,65
5.53,34,66
5.535,34,66
5.54,36,64
5.545,36,64
5.55,37,63
5.555,35,65
5.56,35,65
5.565,35,65
5.57,35,65
5.575,34,66
5.58,34,66
5.585,34,66
5.59,34,66
5.595,34,66
5.6,34,66
5.605,34,66
5.61,34,66
5.615,34,66
5.62,35,65
5.625,33,67
5.63,32,68
5.635,32,68
5.64,33,67
5.645,34,66
5.65,34,66
5.655,34,66
5.66,34,66
5.665,36,64
5.67,36,64
5.675,36,64
5.68,36,64
5.685,36,64
5.69,37,63
5.695,38,62
5.7,38,62
5.705,38,62
5.71,38,62
5.715,38,62
5.72,38,62
5.725,38,62
5.73,38,62
5.735,38,62
5.74,38,62
5.745,37,63
5.75,37,63
5.755,36,64
5.76,37,63
5.765,37,63
5.77,37,63
5.775,38,62
5.78,39,61
5.785,40,60
5.79,38,62
5.795,36,64
5.8,37,63
5.805,36,64
5.81,36,64
5.815,36,64
5.82,36,64
5.825,36,64
5.83,37,63
5.835,37,63
5.84,37,63
5.845,38,62
5.85,38,62
5.855,38,62
5.86,38,62
5.865,36,64
5.87,35,65
5.875,35,65
5.88,36,64
5.885,36,64
5.89,37,63
5.895,37,63
5.9,36,64
5.905,36,64
5.91,36,64
5.915,35,65
5.92,35,65
5.925,34,66
5.93,34,66
5.935,36,64
5.94,35,65
5.945,35,65
