Time,Susceptible,Exposed,Infected,Recovered
0,99,0,1,0
0.005,99,0,1,0
0.01,99,0,1,0
0.015,98,1,1,0
0.02,98,1,1,0
0.025,98,1,1,0
0.03,98,1,1,0
0.035,98,1,1,0
0.04,98,0,2,0
0.045,98,0,2,0
0.05,98,0,2,0
0.055,98,0,2,0
0.06,98,0,2,0
0.065,98,0,2,0
0.07,98,0,2,0
0.075,98,0,2,0
0.08,98,0,2,0
0.085,98,0,2,0
0.09,98,0,2,0
0.095,98,0,2,0
0.1,98,0,2,0
0.105,98,0,2,0
0.11,97,1,2,0
0.115,97,1,2,0
0.12,97,1,2,0
0.125,97,1,2,0
0.13,97,1,2,0
0.135,97,1,2,0
0.14,97,1,2,0
0.145,97,1,2,0
0.15,97,1,2,0
0.155,97,1,2,0
0.16,97,1,2,0
0.165,97,1,2,0
0.17,97,0,3,0
0.175,97,0,3,0
0.18,97,0,3,0
0.185,97,0,3,0
0.19,97,0,3,0
0.195,96,1,3,0
0.2,96,1,3,0
0.205,96,1,3,0
0.21,96,1,3,0
0.215,96,1,3,0
0.22,96,1,3,0
0.225,96,1,3,0
0.23,96,1,3,0
0.235,96,1,3,0
0.24,96,1,3,0
0.245,95,2,3,0
0.25,95,2,3,0
0.255,95,2,3,0
0.26,95,2,3,0
0.265,95,2,3,0
0.27,95,2,3,0
0.275,95,2,3,0
0.28,94,3,3,0
0.285,93,4,3,0
0.29,93,4,3,0
0.295,93,4,3,0
0.3,93,4,3,0
0.305,92,5,3,0
0.31,92,5,3,0
0.315,92,5,3,0
0.32,92,5,3,0
0.325,92,5,3,0
0.33,92,5,3,0
0.335,92,5,3,0
0.34,92,5,3,0
0.345,92,5,3,0
0.35,92,5,3,0
0.355,92,5,3,0
0.36,92,5,2,1
0.365,92,5,2,1
0.37,92,5,2,1
0.375,92,5,2,1
0.38,92,5,2,1
0.385,92,5,2,1
0.39,92,5,2,1
0.395,92,5,2,1
0.4,92,5,2,1
0.405,92,4,3,1
0.41,91,5,3,1
0.415,91,5,3,1
0.42,90,6,3,1
0.425,90,6,3,1
0.43,90,5,4,1
0.435,90,5,4,1
0.44,90,5,4,1
0.445,90,5,4,1
0.45,90,5,4,1
0.455,90,5,3,2
0.46,89,6,3,2
0.465,89,6,3,2
0.47,89,6,3,2
0.475,88,7,3,2
0.48,88,7,3,2
0.485,88,7,3,2
0.49,88,7,3,2
0.495,88,7,3,2
0.5,88,7,3,2
0.505,88,7,3,2
0.51,88,6,4,2
