time,infectious STD
3.345,9.001438773884985
3.35,9.011104260855044
3.355,9.001838701065468
3.36,9.011209685719225
3.365,8.947938310024268
3.37,8.892305662762611
3.375,8.944070661617113
3.38,8.931875502938897
3.385,8.938070261527374
3.39,8.978034306015989
3.395,9.029257998307504
3.4,9.128658170837596
3.405,9.12830214223872
3.41,9.176115735974562
3.415,9.232789394327154
3.42,9.25459345406377
3.425,9.236335853573104
3.43,9.241731439508506
3.435,9.313833797099882
3.44,9.327052053033691
3.445,9.308120110956882
3.45,9.311127751244742
3.455,9.338222528939863
3.46,9.360186963944685
3.465,9.316351217080642
3.47,9.324183610375762
3.475,9.278706806446683
3.48,9.245945057158838
3.485,9.321480569094161
3.49,9.32057401665799
3.495,9.353801366289535
3.5,9.430137856892653
3.505,9.420589153550853
3.51,9.448724781683508
3.515,9.435761760451564
3.52,9.430609736385026
3.525,9.440439608408072
3.53,9.451539557130364
3.535,9.490305579906265
3.54,9.453570753953237
3.545,9.426956030448007
3.55,9.459577157568935
3.555,9.450058200878976
3.56,9.511487791087154
3.565,9.444972207476317
3.57,9.383155119681224
3.575,9.373707910960317
3.58,9.416474924301557
3.585,9.424834216048577
3.59,9.503320472340182
3.595,9.493550442273955
3.6,9.466039298460577
3.605,9.51930144495908
3.61,9.495993892163158
3.615,9.451983918733676
3.62,9.449925925635606
3.625,9.45251289340565
3.63,9.446030912504998
3.635,9.442981520685084
3.64,9.47081833845418
3.645,9.460544381799602
3.65,9.494603730540836
3.655,9.483965415373468
3.66,9.486469311603768
3.665,9.489699679125783
3.67,9.478792117142353
3.675,9.456976260940914
3.68,9.430477188350546
3.685,9.415179233556843
3.69,9.403079282873245
3.695,9.460121563700966
3.7,9.430858921646532
3.705,9.424139217986967
3.71,9.426616572238418
3.715,9.396148146980229
3.72,9.409245453276263
3.725,9.41231108708164
3.73,9.375094666188707
3.735,9.423688237627557
3.74,9.42835616637386
3.745,9.407975340103734
3.75,9.371974178368182
3.755,9.369498385719485
3.76,9.345073568463762
3.765,9.351636220469658
3.77,9.314177365715127
3.775,9.340000000000002
3.78,9.377734267934873
3.785,9.417106774376087
3.79,9.425688303779197
3.795,9.420589153550853
3.8,9.436583068038983
3.805,9.423905772024677
3.81,9.460967181002164
3.815,9.449253938803848
3.82,9.473647660748208
3.825,9.489130624035058
3.83,9.512286791303127
3.835,9.55118317278022
3.84,9.571306075975214
3.845,9.578491530507296
3.85,9.576345858415932
3.855,9.601229087986596
3.86,9.579958246255565
3.865,9.546496739642246
3.87,9.50075786450744
3.875,9.478945088985379
3.88,9.496841580230766
3.885,9.387779290119683
3.89,9.365383067445773
3.895,9.36578346963029
3.9,9.325936950247947
3.905,9.298386956886661
3.91,9.284799405479905
3.915,9.226505297240122
3.92,9.20271155692712
3.925,9.182042256491744
3.93,9.223204432300088
3.935,9.187355441039601
3.94,9.1883567627732
3.945,9.177777508743606
3.95,9.188443829071382
3.955,9.214526574925047
3.96,9.2258549739306
3.965,9.234603402420703
3.97,9.181911565681734
3.975,9.196434091537874
3.98,9.145621903402743
3.985,9.188443829071383
3.99,9.274718324563826
3.995,9.26862988796079
4.0,9.279067841114214
4.005,9.201760701083245
4.01,9.191430791775566
4.015,9.20618813624836
4.02,9.192801531633325
4.025,9.231137524704094
4.03,9.202195390231617
4.035,9.22428859045509
4.04,9.238717443455018
4.045,9.232551110067032
4.05,9.209837132110422
4.055,9.157570638548194
4.06,9.184791777716033
4.065,9.209663403186894
4.07,9.222494239629539
4.075,9.225508116087699
4.08,9.21550866745835
4.085,9.183741067778422
4.09,9.182614006915463
4.095,9.22173519463664
4.1,9.245561097088702
4.105,9.23718571860499
4.11,9.273893464990849
4.115,9.258612207021091
4.12,9.250643220879294
4.125,9.20418926359079
4.13,9.21179135673404
4.135,9.172873050467885
4.14,9.125102739147653
4.145,9.136799220733701
4.15,9.167027871671385
4.155,9.081073725061371
4.16,9.111223847541012
4.165,9.106041950265768
4.17,9.081872053712276
4.175,9.04103976321308
4.18,9.014455058404806
4.185,9.031079669674053
4.19,9.022505195343475
4.195,9.032718306246464
4.2,9.031611151948471
4.205,9.079625542939532
4.21,9.062554827420357
4.215,8.969565206853675
4.22,9.006308899876794
4.225,9.014344124782456
4.23,8.996465972813992
4.235,9.01443287178955
4.24,9.083963892486585
4.245,9.06118645652985
4.25,8.997577451736662
4.255,9.02099772752438
4.26,8.988882021697693
4.265,8.981848362113446
4.27,8.977549777082833
4.275,8.960468737739113
4.28,8.944830909525344
4.285,8.928264108996776
4.29,8.871324591063049
4.295,8.89087172329013
4.3,8.901342595361669
4.305,8.898151493428285
4.31,8.92197287599553
4.315,8.924684868386109
4.32,8.903768864924563
4.325,8.886506625215556
4.33,8.829920724445945
4.335,8.805203007313349
4.34,8.819132610410165
4.345,8.805515317118017
4.35,8.806384047950669
4.355,8.78075167625187
4.36,8.734179984406094
4.365,8.730544083847239
4.37,8.709598153761172
4.375,8.735965888211794
4.38,8.741046848061162
4.385,8.703010973220705
4.39,8.687755751631146
4.395,8.689165667657624
4.4,8.620736627458237
4.405,8.624523175225399
4.41,8.637846953957915
4.415,8.65819842692462
4.42,8.589359696741083
4.425,8.599418584997474
4.43,8.593741909087102
4.435,8.575890624302529
4.44,8.573354069440967
4.445,8.572187585441654
4.45,8.595487188053973
4.455,8.58792175092438
4.46,8.608571310037455
4.465,8.612641871110165
4.47,8.610894262502589
4.475,8.643170714500553
4.48,8.644327619890399
4.485,8.692634813449837
4.49,8.73324681890991
4.495,8.741275650613012
4.5,8.734323099130236
4.505,8.737705648509793
4.51,8.717172706789741
4.515,8.728321717260426
4.52,8.71143501381948
4.525,8.739931349844806
4.53,8.702246836306124
4.535,8.744569743560856
4.54,8.75577523695075
4.545,8.805929820297232
4.55,8.831624992038556
4.555,8.816909889524789
4.56,8.74470697050507
4.565,8.738987355523523
4.57,8.704590742820711
4.575,8.684952504187919
4.58,8.67347104681857
4.585,8.658377446150055
4.59,8.7
4.595,8.72619046319756
4.6,8.732903297300387
4.605,8.749462840654846
4.61,8.743288854887503
4.615,8.722952481814856
4.62,8.694199215568965
4.625,8.690655901599142
4.63,8.69059261500618
4.635,8.657545841634338
4.64,8.676007146147358
4.645,8.70172396712284
4.65,8.740915283881888
4.655,8.691806486571133
4.66,8.649132904517078
4.665,8.639699068833357
4.67,8.624639122885084
4.675,8.632931136062652
4.68,8.650757192292478
4.685,8.655512694231346
4.69,8.66115465743454
4.695,8.656067236337758
4.7,8.627508330914551
4.705,8.646247741072424
4.71,8.618004409374596
4.715,8.61103942622492
4.72,8.578222426586994
4.725,8.571225116632979
4.73,8.603580649938722
4.735,8.596342245397173
4.74,8.573937251928081
4.745,8.587782018658832
4.75,8.573651497465942
4.755,8.569544912070887
4.76,8.594015359539457
4.765,8.62403038028044
4.77,8.643494663618412
4.775,8.67720577144509
4.78,8.681077122108752
4.785,8.706893820416097
4.79,8.661841605570954
4.795,8.629461165101793
4.8,8.613942186943211
4.805,8.62714321197927
4.81,8.592182493406433
4.815,8.586827120654053
4.82,8.552520096439412
4.825,8.624824635898403
4.83,8.601226656704265
4.835,8.652167358529306
4.84,8.621739963603634
4.845,8.647190295118989
4.85,8.59452732848061
4.855,8.578321514142496
4.86,8.61544543247765
4.865,8.589202524099662
4.87,8.601837013103657
4.875,8.52865171055777
4.88,8.52089197208837
4.885,8.497858553776945
4.89,8.491613509810723
4.895,8.460496439334987
4.9,8.44565568798539
4.905,8.42065911909513
4.91,8.408775178347915
4.915,8.412437221162483
4.92,8.350664644206471
4.925,8.299849396224005
4.93,8.317517658532502
4.935,8.27871366819749
4.94,8.281757059948088
